NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
HARLEM-CENTRAL           ,02  TWO FAMILY HOMES  ,19," $	489,255.00 "," $	1,390,102.00 "," $	1,445,000.00 "," $	2,240,000.00 "
HARLEM-CENTRAL           ,03  THREE FAMILY HOMES,17," $	300,000.00 "," $	1,234,498.00 "," $	1,055,000.00 "," $	3,000,000.00 "
HARLEM-EAST              ,01  ONE FAMILY HOMES  ,1," $	915,000.00 "," $	915,000.00 "," $	915,000.00 "," $	915,000.00 "
HARLEM-EAST              ,02  TWO FAMILY HOMES  ,1," $	580,000.00 "," $	580,000.00 "," $	580,000.00 "," $	580,000.00 "
HARLEM-EAST              ,03  THREE FAMILY HOMES,2," $	395,000.00 "," $	622,500.00 "," $	622,500.00 "," $	850,000.00 "
HARLEM-UPPER             ,01  ONE FAMILY HOMES  ,4," $	911,562.00 "," $	1,309,141.00 "," $	1,225,000.00 "," $	1,875,000.00 "
HARLEM-UPPER             ,02  TWO FAMILY HOMES  ,5," $	550,000.00 "," $	1,041,960.00 "," $	915,000.00 "," $	1,700,000.00 "
HARLEM-UPPER             ,03  THREE FAMILY HOMES,2," $	1,150,000.00 "," $	1,247,500.00 "," $	1,247,500.00 "," $	1,345,000.00 "
HARLEM-WEST              ,02  TWO FAMILY HOMES  ,2," $	500,000.00 "," $	626,880.00 "," $	626,880.00 "," $	753,760.00 "
INWOOD                   ,01  ONE FAMILY HOMES  ,2," $	430,000.00 "," $	475,000.00 "," $	475,000.00 "," $	520,000.00 "
INWOOD                   ,03  THREE FAMILY HOMES,1," $	1,100,000.00 "," $	1,100,000.00 "," $	1,100,000.00 "," $	1,100,000.00 "
KIPS BAY                 ,03  THREE FAMILY HOMES,2," $	3,400,000.00 "," $	3,700,000.00 "," $	3,700,000.00 "," $	4,000,000.00 "
MANHATTAN VALLEY         ,01  ONE FAMILY HOMES  ,1," $	2,100,000.00 "," $	2,100,000.00 "," $	2,100,000.00 "," $	2,100,000.00 "
MIDTOWN EAST             ,01  ONE FAMILY HOMES  ,4," $	3,500,000.00 "," $	6,237,500.00 "," $	5,725,000.00 "," $	10,000,000.00 "
MIDTOWN EAST             ,02  TWO FAMILY HOMES  ,1," $	2,275,000.00 "," $	2,275,000.00 "," $	2,275,000.00 "," $	2,275,000.00 "
MIDTOWN WEST             ,03  THREE FAMILY HOMES,1," $	2,600,000.00 "," $	2,600,000.00 "," $	2,600,000.00 "," $	2,600,000.00 "
MURRAY HILL              ,01  ONE FAMILY HOMES  ,2," $	2,725,000.00 "," $	2,862,500.00 "," $	2,862,500.00 "," $	3,000,000.00 "
MURRAY HILL              ,02  TWO FAMILY HOMES  ,2," $	2,850,000.00 "," $	3,457,500.00 "," $	3,457,500.00 "," $	4,065,000.00 "
MURRAY HILL              ,03  THREE FAMILY HOMES,1," $	2,437,500.00 "," $	2,437,500.00 "," $	2,437,500.00 "," $	2,437,500.00 "
SOHO                     ,01  ONE FAMILY HOMES  ,1," $	7,000,000.00 "," $	7,000,000.00 "," $	7,000,000.00 "," $	7,000,000.00 "
SOHO                     ,02  TWO FAMILY HOMES  ,2," $	3,450,000.00 "," $	4,975,000.00 "," $	4,975,000.00 "," $	6,500,000.00 "
TRIBECA                  ,01  ONE FAMILY HOMES  ,1," $	10,500,000.00 "," $	10,500,000.00 "," $	10,500,000.00 "," $	10,500,000.00 "
UPPER EAST SIDE (59-79)  ,01  ONE FAMILY HOMES  ,23," $	2,200,000.00 "," $	11,866,161.00 "," $	8,300,000.00 "," $	42,000,000.00 "
UPPER EAST SIDE (59-79)  ,02  TWO FAMILY HOMES  ,6," $	2,800,000.00 "," $	5,973,833.00 "," $	6,100,000.00 "," $	8,250,000.00 "
UPPER EAST SIDE (79-96)  ,01  ONE FAMILY HOMES  ,19," $	729,500.00 "," $	9,287,237.00 "," $	5,700,000.00 "," $	27,750,000.00 "
UPPER EAST SIDE (79-96)  ,02  TWO FAMILY HOMES  ,10," $	2,637,500.00 "," $	7,950,664.00 "," $	4,076,000.00 "," $	24,912,140.00 "
UPPER EAST SIDE (79-96)  ,03  THREE FAMILY HOMES,2," $	4,225,000.00 "," $	5,362,500.00 "," $	5,362,500.00 "," $	6,500,000.00 "
UPPER WEST SIDE (59-79)  ,01  ONE FAMILY HOMES  ,4," $	5,100,000.00 "," $	9,806,250.00 "," $	9,987,500.00 "," $	14,150,000.00 "
UPPER WEST SIDE (59-79)  ,02  TWO FAMILY HOMES  ,2," $	4,250,000.00 "," $	6,125,000.00 "," $	6,125,000.00 "," $	8,000,000.00 "
UPPER WEST SIDE (59-79)  ,03  THREE FAMILY HOMES,2," $	325,000.00 "," $	325,000.00 "," $	325,000.00 "," $	325,000.00 "
UPPER WEST SIDE (79-96)  ,01  ONE FAMILY HOMES  ,7," $	2,900,094.00 "," $	6,089,299.00 "," $	3,900,000.00 "," $	11,500,000.00 "
UPPER WEST SIDE (79-96)  ,02  TWO FAMILY HOMES  ,7," $	3,425,000.00 "," $	5,353,571.00 "," $	5,200,000.00 "," $	7,650,000.00 "
UPPER WEST SIDE (79-96)  ,03  THREE FAMILY HOMES,2," $	3,900,000.00 "," $	4,093,750.00 "," $	4,093,750.00 "," $	4,287,500.00 "
UPPER WEST SIDE (96-116) ,01  ONE FAMILY HOMES  ,2," $	150,000.00 "," $	4,150,000.00 "," $	4,150,000.00 "," $	8,150,000.00 "
UPPER WEST SIDE (96-116) ,02  TWO FAMILY HOMES  ,2," $	5,500,000.00 "," $	6,497,500.00 "," $	6,497,500.00 "," $	7,495,000.00 "
UPPER WEST SIDE (96-116) ,03  THREE FAMILY HOMES,1," $	4,050,000.00 "," $	4,050,000.00 "," $	4,050,000.00 "," $	4,050,000.00 "
WASHINGTON HEIGHTS LOWER ,01  ONE FAMILY HOMES  ,5," $	616,000.00 "," $	906,080.00 "," $	752,000.00 "," $	1,620,000.00 "
WASHINGTON HEIGHTS LOWER ,02  TWO FAMILY HOMES  ,5," $	730,000.00 "," $	986,000.00 "," $	900,000.00 "," $	1,250,000.00 "
WASHINGTON HEIGHTS LOWER ,03  THREE FAMILY HOMES,2," $	790,000.00 "," $	845,000.00 "," $	845,000.00 "," $	900,000.00 "
WASHINGTON HEIGHTS UPPER ,01  ONE FAMILY HOMES  ,2," $	250,000.00 "," $	425,000.00 "," $	425,000.00 "," $	600,000.00 "
WASHINGTON HEIGHTS UPPER ,02  TWO FAMILY HOMES  ,1," $	475,000.00 "," $	475,000.00 "," $	475,000.00 "," $	475,000.00 "
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
