NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
HARLEM-CENTRAL           ,02 TWO FAMILY HOMES                        ,19 ,"$191,431","$1,253,133","$1,121,908","$2,360,000"
HARLEM-CENTRAL           ,03 THREE FAMILY HOMES                      ,20 ,"$424,000","$1,016,765","$940,660","$2,350,000"
HARLEM-EAST              ,01 ONE FAMILY HOMES                        ,1 ,"$999,750","$999,750","$999,750","$999,750"
HARLEM-EAST              ,02 TWO FAMILY HOMES                        ,2 ,"$1,370,000","$1,440,000","$1,440,000","$1,510,000"
HARLEM-EAST              ,03 THREE FAMILY HOMES                      ,2 ,"$605,000","$715,000","$715,000","$825,000"
HARLEM-UPPER             ,01 ONE FAMILY HOMES                        ,1 ,"$3,890,000","$3,890,000","$3,890,000","$3,890,000"
HARLEM-UPPER             ,02 TWO FAMILY HOMES                        ,9 ,"$375,000","$1,099,204","$925,000","$2,200,000"
HARLEM-UPPER             ,03 THREE FAMILY HOMES                      ,3 ,"$990,000","$1,313,333","$1,175,000","$1,775,000"
INWOOD                   ,01 ONE FAMILY HOMES                        ,5 ,"$325,000","$464,520","$510,000","$603,000"
INWOOD                   ,02 TWO FAMILY HOMES                        ,3 ,"$355,000","$526,667","$575,000","$650,000"
INWOOD                   ,03 THREE FAMILY HOMES                      ,1 ,"$1,130,000","$1,130,000","$1,130,000","$1,130,000"
KIPS BAY                 ,01 ONE FAMILY HOMES                        ,1 ,"$2,339,000","$2,339,000","$2,339,000","$2,339,000"
KIPS BAY                 ,02 TWO FAMILY HOMES                        ,2 ,"$4,250,000","$4,350,250","$4,350,250","$4,450,500"
LITTLE ITALY             ,02 TWO FAMILY HOMES                        ,1 ,"$2,300,000","$2,300,000","$2,300,000","$2,300,000"
LOWER EAST SIDE          ,02 TWO FAMILY HOMES                        ,2 ,"$1,250,000","$2,700,000","$2,700,000","$4,150,000"
LOWER EAST SIDE          ,03 THREE FAMILY HOMES                      ,1 ,"$2,096,000","$2,096,000","$2,096,000","$2,096,000"
MIDTOWN EAST             ,01 ONE FAMILY HOMES                        ,2 ,"$3,021,500","$5,010,750","$5,010,750","$7,000,000"
MIDTOWN EAST             ,02 TWO FAMILY HOMES                        ,1 ,"$5,500,000","$5,500,000","$5,500,000","$5,500,000"
MURRAY HILL              ,01 ONE FAMILY HOMES                        ,5 ,"$3,045,500","$4,128,100","$3,795,000","$6,550,000"
MURRAY HILL              ,02 TWO FAMILY HOMES                        ,4 ,"$3,100,000","$3,493,750","$3,562,500","$3,750,000"
SOHO                     ,01 ONE FAMILY HOMES                        ,2 ,"$6,336,000","$6,643,000","$6,643,000","$6,950,000"
TRIBECA                  ,01 ONE FAMILY HOMES                        ,1 ,"$7,700,000","$7,700,000","$7,700,000","$7,700,000"
TRIBECA                  ,02 TWO FAMILY HOMES                        ,1 ,"$5,100,000","$5,100,000","$5,100,000","$5,100,000"
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,21 ,"$2,312,500","$13,722,952","$8,500,000","$53,000,000"
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,12 ,"$1,750,000","$7,862,500","$4,725,000","$22,625,000"
UPPER EAST SIDE (59-79)  ,03 THREE FAMILY HOMES                      ,1 ,"$7,300,000","$7,300,000","$7,300,000","$7,300,000"
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,8 ,"$3,440,000","$8,655,201","$5,300,000","$25,000,000"
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,7 ,"$3,590,000","$9,731,429","$4,600,000","$40,000,000"
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,1 ,"$21,000,000","$21,000,000","$21,000,000","$21,000,000"
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,1 ,"$8,500,000","$8,500,000","$8,500,000","$8,500,000"
UPPER WEST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,4 ,"$4,700,000","$7,912,500","$5,725,000","$15,500,000"
UPPER WEST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,2 ,"$2,950,000","$3,850,000","$3,850,000","$4,750,000"
UPPER WEST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,5 ,"$1,635,000","$3,719,600","$4,200,000","$5,700,000"
UPPER WEST SIDE (96-116) ,03 THREE FAMILY HOMES                      ,1 ,"$3,550,000","$3,550,000","$3,550,000","$3,550,000"
WASHINGTON HEIGHTS LOWER ,01 ONE FAMILY HOMES                        ,5 ,"$455,000","$699,000","$735,000","$905,000"
WASHINGTON HEIGHTS LOWER ,02 TWO FAMILY HOMES                        ,10 ,"$300,000","$965,315","$838,073","$1,750,000"
WASHINGTON HEIGHTS LOWER ,03 THREE FAMILY HOMES                      ,6 ,"$760,000","$1,345,000","$1,170,000","$2,700,000"
WASHINGTON HEIGHTS UPPER ,02 TWO FAMILY HOMES                        ,4 ,"$375,000","$726,250","$790,000","$950,000"
