NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
KIPS BAY                 ,03 THREE FAMILY HOMES                      ,1 ,"$3,900,000","$3,900,000","$3,900,000","$3,900,000"
LOWER EAST SIDE          ,01 ONE FAMILY HOMES                        ,1 ,"$2,700,000","$2,700,000","$2,700,000","$2,700,000"
MIDTOWN EAST             ,01 ONE FAMILY HOMES                        ,3 ,"$4,250,000","$11,466,667","$7,900,000","$22,250,000"
MIDTOWN EAST             ,02 TWO FAMILY HOMES                        ,1 ,"$4,000,000","$4,000,000","$4,000,000","$4,000,000"
MIDTOWN EAST             ,03 THREE FAMILY HOMES                      ,1 ,"$6,500,000","$6,500,000","$6,500,000","$6,500,000"
MIDTOWN WEST             ,01 ONE FAMILY HOMES                        ,1 ,"$3,100,000","$3,100,000","$3,100,000","$3,100,000"
MURRAY HILL              ,01 ONE FAMILY HOMES                        ,2 ,"$4,100,000","$4,200,000","$4,200,000","$4,300,000"
MURRAY HILL              ,02 TWO FAMILY HOMES                        ,1 ,"$3,000,000","$3,000,000","$3,000,000","$3,000,000"
SOHO                     ,02 TWO FAMILY HOMES                        ,2 ,"$2,400,000","$3,625,000","$3,625,000","$4,850,000"
SOHO                     ,03 THREE FAMILY HOMES                      ,1 ,"$4,000,000","$4,000,000","$4,000,000","$4,000,000"
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,22 ,"$3,550,000","$14,377,330","$8,650,000","$50,000,000"
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,12 ,"$456,300","$10,972,747","$11,025,000","$19,075,000"
UPPER EAST SIDE (59-79)  ,03 THREE FAMILY HOMES                      ,1 ,"$3,250,000","$3,250,000","$3,250,000","$3,250,000"
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,12 ,"$3,650,000","$7,921,229","$7,280,000","$15,350,000"
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,8 ,"$3,200,000","$5,546,250","$4,625,000","$10,600,000"
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,2 ,"$2,000,000","$2,650,000","$2,650,000","$3,300,000"
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,6 ,"$1,948,794","$7,108,132","$5,375,000","$14,500,000"
UPPER WEST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,4 ,"$707,233","$4,624,840","$5,011,063","$7,770,000"
UPPER WEST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,6 ,"$3,371,625","$5,513,688","$5,600,250","$8,000,000"
UPPER WEST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,3 ,"$3,375,000","$4,190,000","$4,400,000","$4,795,000"
UPPER WEST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,2 ,"$4,995,000","$9,697,500","$9,697,500","$14,400,000"
UPPER WEST SIDE (96-116) ,01 ONE FAMILY HOMES                        ,3 ,"$4,750,000","$8,670,000","$5,510,000","$15,750,000"
UPPER WEST SIDE (96-116) ,02 TWO FAMILY HOMES                        ,1 ,"$3,550,000","$3,550,000","$3,550,000","$3,550,000"
WASHINGTON HEIGHTS LOWER ,01 ONE FAMILY HOMES                        ,1 ,"$1,600,000","$1,600,000","$1,600,000","$1,600,000"
WASHINGTON HEIGHTS LOWER ,02 TWO FAMILY HOMES                        ,4 ,"$935,000","$967,370","$972,240","$990,000"
WASHINGTON HEIGHTS LOWER ,03 THREE FAMILY HOMES                      ,2 ,"$885,000","$922,500","$922,500","$960,000"
WASHINGTON HEIGHTS UPPER ,02 TWO FAMILY HOMES                        ,1 ,"$1,015,000","$1,015,000","$1,015,000","$1,015,000"
,,,,,,
,,,,,,
,,,,,,
