NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
ALPHABET CITY            ,02 TWO FAMILY HOMES                        ,1 ,"$2,600,000","$2,600,000","$2,600,000","$2,600,000"
CHELSEA                  ,01 ONE FAMILY HOMES                        ,1 ,"$4,400,000","$4,400,000","$4,400,000","$4,400,000"
CHELSEA                  ,02 TWO FAMILY HOMES                        ,4 ,"$3,170,000","$5,055,000","$4,900,000","$7,250,000"
CHELSEA                  ,03 THREE FAMILY HOMES                      ,4 ,"$3,450,000","$4,075,000","$4,200,000","$4,450,000"
CLINTON                  ,01 ONE FAMILY HOMES                        ,1 ,"$3,225,000","$3,225,000","$3,225,000","$3,225,000"
EAST VILLAGE             ,01 ONE FAMILY HOMES                        ,2 ,"$2,100,000","$3,210,000","$3,210,000","$4,320,000"
EAST VILLAGE             ,02 TWO FAMILY HOMES                        ,3 ,"$1,300,000","$2,500,000","$3,075,000","$3,125,000"
GRAMERCY                 ,01 ONE FAMILY HOMES                        ,2 ,"$3,467,025","$4,483,513","$4,483,513","$5,500,000"
GRAMERCY                 ,02 TWO FAMILY HOMES                        ,4 ,"$2,706,300","$5,121,669","$4,389,688","$9,001,000"
GREENWICH VILLAGE-CENTRAL,01 ONE FAMILY HOMES                        ,5 ,"$300,000","$13,676,000","$12,700,000","$34,530,000"
GREENWICH VILLAGE-CENTRAL,02 TWO FAMILY HOMES                        ,2 ,"$2,150,000","$3,900,000","$3,900,000","$5,650,000"
GREENWICH VILLAGE-CENTRAL,03 THREE FAMILY HOMES                      ,2 ,"$7,000,000","$9,925,000","$9,925,000","$12,850,000"
GREENWICH VILLAGE-WEST   ,01 ONE FAMILY HOMES                        ,11 ,"$1,665,000","$6,110,455","$5,200,000","$12,000,000"
GREENWICH VILLAGE-WEST   ,02 TWO FAMILY HOMES                        ,22 ,"$241,272","$4,433,499","$4,025,500","$12,250,000"
GREENWICH VILLAGE-WEST   ,03 THREE FAMILY HOMES                      ,5 ,"$2,150,000","$4,331,950","$3,500,000","$9,100,000"
HARLEM-CENTRAL           ,01 ONE FAMILY HOMES                        ,11 ,"$400,000","$1,627,500","$1,680,000","$2,675,000"
HARLEM-CENTRAL           ,02 TWO FAMILY HOMES                        ,14 ,"$200,000","$1,427,759","$1,612,750","$2,300,000"
HARLEM-CENTRAL           ,03 THREE FAMILY HOMES                      ,19 ,"$250,000","$1,276,962","$1,400,000","$2,065,000"
HARLEM-EAST              ,01 ONE FAMILY HOMES                        ,2 ,"$1,533,000","$1,556,500","$1,556,500","$1,580,000"
HARLEM-EAST              ,02 TWO FAMILY HOMES                        ,2 ,"$1,200,000","$2,174,750","$2,174,750","$3,149,500"
HARLEM-EAST              ,03 THREE FAMILY HOMES                      ,6 ,"$332,408","$1,093,568","$1,250,000","$1,400,000"
HARLEM-UPPER             ,01 ONE FAMILY HOMES                        ,5 ,"$763,687","$1,437,737","$1,450,000","$2,225,000"
HARLEM-UPPER             ,02 TWO FAMILY HOMES                        ,9 ,"$810,000","$1,169,111","$1,101,000","$1,720,000"
HARLEM-UPPER             ,03 THREE FAMILY HOMES                      ,3 ,"$925,000","$1,259,681","$1,313,628","$1,540,416"
INWOOD                   ,01 ONE FAMILY HOMES                        ,5 ,"$440,000","$593,840","$625,000","$675,000"
INWOOD                   ,02 TWO FAMILY HOMES                        ,5 ,"$525,000","$821,600","$600,000","$1,450,000"
INWOOD                   ,03 THREE FAMILY HOMES                      ,1 ,"$800,000","$800,000","$800,000","$800,000"
KIPS BAY                 ,02 TWO FAMILY HOMES                        ,1 ,"$4,250,000","$4,250,000","$4,250,000","$4,250,000"
