NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
HARLEM-UPPER             ,01 ONE FAMILY HOMES                        ,4,"$850,000.00 ","$1,376,538.00 ","$1,360,500.00 ","$1,935,150.00 "
HARLEM-UPPER             ,02 TWO FAMILY HOMES                        ,17,"$300,000.00 ","$981,350.00 ","$825,000.00 ","$1,975,000.00 "
HARLEM-UPPER             ,03 THREE FAMILY HOMES                      ,7,"$463,670.00 ","$702,783.00 ","$603,313.00 ","$975,000.00 "
INWOOD                   ,01 ONE FAMILY HOMES                        ,3,"$378,000.00 ","$589,333.00 ","$395,000.00 ","$995,000.00 "
INWOOD                   ,02 TWO FAMILY HOMES                        ,7,"$525,077.00 ","$584,251.00 ","$550,000.00 ","$695,000.00 "
KIPS BAY                 ,02 TWO FAMILY HOMES                        ,1,"$2,100,000.00 ","$2,100,000.00 ","$2,100,000.00 ","$2,100,000.00 "
LITTLE ITALY             ,01 ONE FAMILY HOMES                        ,1,"$5,250,000.00 ","$5,250,000.00 ","$5,250,000.00 ","$5,250,000.00 "
MANHATTAN VALLEY         ,01 ONE FAMILY HOMES                        ,1,"$1,090,412.00 ","$1,090,412.00 ","$1,090,412.00 ","$1,090,412.00 "
MIDTOWN EAST             ,01 ONE FAMILY HOMES                        ,7,"$400,000.00 ","$6,042,500.00 ","$4,287,500.00 ","$16,200,000.00 "
MIDTOWN EAST             ,02 TWO FAMILY HOMES                        ,1,"$3,150,000.00 ","$3,150,000.00 ","$3,150,000.00 ","$3,150,000.00 "
MIDTOWN EAST             ,03 THREE FAMILY HOMES                      ,1,"$2,925,000.00 ","$2,925,000.00 ","$2,925,000.00 ","$2,925,000.00 "
MURRAY HILL              ,01 ONE FAMILY HOMES                        ,3,"$2,350,500.00 ","$3,616,833.00 ","$3,500,000.00 ","$5,000,000.00 "
MURRAY HILL              ,02 TWO FAMILY HOMES                        ,5,"$450,000.00 ","$2,165,000.00 ","$2,375,000.00 ","$3,350,000.00 "
SOHO                     ,01 ONE FAMILY HOMES                        ,1,"$240,000.00 ","$240,000.00 ","$240,000.00 ","$240,000.00 "
SOHO                     ,02 TWO FAMILY HOMES                        ,2,"$3,259,999.00 ","$4,255,000.00 ","$4,255,000.00 ","$5,250,000.00 "
SOHO                     ,03 THREE FAMILY HOMES                      ,1,"$3,600,000.00 ","$3,600,000.00 ","$3,600,000.00 ","$3,600,000.00 "
TRIBECA                  ,01 ONE FAMILY HOMES                        ,3,"$1,775,000.00 ","$5,719,269.00 ","$7,415,000.00 ","$7,967,806.00 "
TRIBECA                  ,02 TWO FAMILY HOMES                        ,1,"$3,600,000.00 ","$3,600,000.00 ","$3,600,000.00 ","$3,600,000.00 "
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,23,"$750,000.00 ","$9,437,038.00 ","$7,500,000.00 ","$30,000,000.00 "
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,8,"$693,141.00 ","$6,183,518.00 ","$4,175,000.00 ","$20,000,000.00 "
UPPER EAST SIDE (59-79)  ,03 THREE FAMILY HOMES                      ,1,"$2,430,000.00 ","$2,430,000.00 ","$2,430,000.00 ","$2,430,000.00 "
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,15,"$750,000.00 ","$5,499,504.00 ","$5,000,000.00 ","$10,800,000.00 "
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,10,"$2,850,000.00 ","$4,799,400.00 ","$4,057,500.00 ","$8,800,000.00 "
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,1,"$5,000,000.00 ","$5,000,000.00 ","$5,000,000.00 ","$5,000,000.00 "
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES                        ,1,"$7,950,000.00 ","$7,950,000.00 ","$7,950,000.00 ","$7,950,000.00 "
UPPER WEST SIDE (59-79)  ,02 TWO FAMILY HOMES                        ,3,"$6,100,000.00 ","$6,400,000.00 ","$6,300,000.00 ","$6,800,000.00 "
UPPER WEST SIDE (59-79)  ,03 THREE FAMILY HOMES                      ,1,"$3,800,000.00 ","$3,800,000.00 ","$3,800,000.00 ","$3,800,000.00 "
UPPER WEST SIDE (79-96)  ,01 ONE FAMILY HOMES                        ,2,"$4,150,000.00 ","$4,325,000.00 ","$4,325,000.00 ","$4,500,000.00 "
UPPER WEST SIDE (79-96)  ,02 TWO FAMILY HOMES                        ,4,"$650,000.00 ","$3,037,500.00 ","$3,750,000.00 ","$4,000,000.00 "
UPPER WEST SIDE (79-96)  ,03 THREE FAMILY HOMES                      ,1,"$1,500,000.00 ","$1,500,000.00 ","$1,500,000.00 ","$1,500,000.00 "
UPPER WEST SIDE (96-116) ,03 THREE FAMILY HOMES                      ,1,"$3,250,000.00 ","$3,250,000.00 ","$3,250,000.00 ","$3,250,000.00 "
WASHINGTON HEIGHTS LOWER ,01 ONE FAMILY HOMES                        ,2,"$300,000.00 ","$862,500.00 ","$862,500.00 ","$1,425,000.00 "
WASHINGTON HEIGHTS LOWER ,02 TWO FAMILY HOMES                        ,8,"$450,000.00 ","$842,875.00 ","$710,000.00 ","$1,650,000.00 "
WASHINGTON HEIGHTS LOWER ,03 THREE FAMILY HOMES                      ,6,"$475,000.00 ","$924,167.00 ","$700,000.00 ","$1,750,000.00 "
WASHINGTON HEIGHTS UPPER ,02 TWO FAMILY HOMES                        ,2,"$660,000.00 ","$730,000.00 ","$730,000.00 ","$800,000.00 "
