NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
TRIBECA                  ,01 ONE FAMILY HOMES     ,1 ,"$24,065,000","$24,065,000","$24,065,000","$24,065,000"
UPPER EAST SIDE (59-79)  ,01 ONE FAMILY HOMES     ,22 ,"$1,715,000","$8,728,302","$7,625,000","$20,000,000"
UPPER EAST SIDE (59-79)  ,02 TWO FAMILY HOMES     ,10 ,"$300,000","$9,776,000","$10,300,000","$19,660,000"
UPPER EAST SIDE (79-96)  ,01 ONE FAMILY HOMES     ,12 ,"$2,850,000","$8,367,085","$9,545,000","$18,500,000"
UPPER EAST SIDE (79-96)  ,02 TWO FAMILY HOMES     ,7 ,"$3,200,000","$11,780,714","$4,140,000","$44,000,000"
UPPER EAST SIDE (79-96)  ,03 THREE FAMILY HOMES   ,1 ,"$3,633,333","$3,633,333","$3,633,333","$3,633,333"
UPPER WEST SIDE (59-79)  ,01 ONE FAMILY HOMES     ,5 ,"$6,200,000","$11,918,062","$7,650,000","$19,390,312"
UPPER WEST SIDE (59-79)  ,02 TWO FAMILY HOMES     ,4 ,"$3,855,000","$5,815,394","$5,303,288","$8,800,000"
UPPER WEST SIDE (59-79)  ,03 THREE FAMILY HOMES   ,1 ,"$6,000,000","$6,000,000","$6,000,000","$6,000,000"
UPPER WEST SIDE (79-96)  ,01 ONE FAMILY HOMES     ,4 ,"$3,000,000","$4,456,250","$4,537,500","$5,750,000"
UPPER WEST SIDE (79-96)  ,02 TWO FAMILY HOMES     ,5 ,"$3,200,000","$4,799,000","$4,500,000","$8,000,000"
UPPER WEST SIDE (79-96)  ,03 THREE FAMILY HOMES   ,3 ,"$3,775,000","$5,315,033","$5,182,600","$6,987,500"
UPPER WEST SIDE (96-116) ,01 ONE FAMILY HOMES     ,2 ,"$4,750,000","$5,450,000","$5,450,000","$6,150,000"
UPPER WEST SIDE (96-116) ,03 THREE FAMILY HOMES   ,1 ,"$3,700,000","$3,700,000","$3,700,000","$3,700,000"
WASHINGTON HEIGHTS LOWER ,01 ONE FAMILY HOMES     ,7 ,"$150,000","$432,528","$350,000","$1,100,000"
WASHINGTON HEIGHTS LOWER ,02 TWO FAMILY HOMES     ,2 ,"$390,000","$967,643","$967,643","$1,545,286"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
