NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
EAST ELMHURST            ,01 ONE FAMILY HOMES                        ,87 ,"$204,000","$566,347","$557,940","$1,200,000"
EAST ELMHURST            ,02 TWO FAMILY HOMES                        ,149 ,"$191,000","$712,921","$735,000","$985,000"
EAST ELMHURST            ,03 THREE FAMILY HOMES                      ,40 ,"$350,500","$809,066","$820,000","$1,100,000"
ELMHURST                 ,01 ONE FAMILY HOMES                        ,136 ,"$225,000","$578,064","$557,500","$1,189,900"
ELMHURST                 ,02 TWO FAMILY HOMES                        ,145 ,"$212,666","$686,810","$690,000","$1,150,000"
ELMHURST                 ,03 THREE FAMILY HOMES                      ,109 ,"$150,000","$821,934","$840,000","$1,325,000"
FAR ROCKAWAY             ,01 ONE FAMILY HOMES                        ,128 ,"$182,500","$478,014","$440,000","$1,210,000"
FAR ROCKAWAY             ,02 TWO FAMILY HOMES                        ,209 ,"$170,000","$508,832","$525,000","$795,000"
FAR ROCKAWAY             ,03 THREE FAMILY HOMES                      ,71 ,"$317,500","$626,345","$650,000","$930,000"
FLORAL PARK              ,01 ONE FAMILY HOMES                        ,132 ,"$375,000","$559,340","$546,500","$885,000"
FLORAL PARK              ,02 TWO FAMILY HOMES                        ,5 ,"$475,000","$607,500","$630,000","$700,000"
FLORAL PARK              ,03 THREE FAMILY HOMES                      ,1 ,"$275,000","$275,000","$275,000","$275,000"
FLUSHING-NORTH           ,01 ONE FAMILY HOMES                        ,564 ,"$170,000","$660,272","$625,000","$3,580,000"
FLUSHING-NORTH           ,02 TWO FAMILY HOMES                        ,296 ,"$177,000","$737,016","$742,830","$1,480,000"
FLUSHING-NORTH           ,03 THREE FAMILY HOMES                      ,61 ,"$189,494","$810,007","$835,000","$1,221,900"
FLUSHING-SOUTH           ,01 ONE FAMILY HOMES                        ,232 ,"$178,050","$604,336","$560,000","$2,100,000"
FLUSHING-SOUTH           ,02 TWO FAMILY HOMES                        ,69 ,"$338,000","$691,274","$685,000","$1,200,000"
FLUSHING-SOUTH           ,03 THREE FAMILY HOMES                      ,11 ,"$325,000","$761,547","$760,000","$987,020"
FOREST HILLS             ,01 ONE FAMILY HOMES                        ,153 ,"$184,824","$902,347","$730,000","$3,400,000"
FOREST HILLS             ,02 TWO FAMILY HOMES                        ,20 ,"$300,000","$747,495","$714,500","$1,600,000"
FOREST HILLS             ,03 THREE FAMILY HOMES                      ,2 ,"$845,000","$847,500","$847,500","$850,000"
FRESH MEADOWS            ,01 ONE FAMILY HOMES                        ,83 ,"$345,000","$671,335","$678,000","$1,235,000"
FRESH MEADOWS            ,02 TWO FAMILY HOMES                        ,24 ,"$300,000","$723,146","$699,000","$1,055,000"
GLEN OAKS                ,01 ONE FAMILY HOMES                        ,21 ,"$285,000","$525,729","$525,000","$699,300"
GLEN OAKS                ,02 TWO FAMILY HOMES                        ,7 ,"$305,000","$679,853","$629,000","$1,050,000"
GLENDALE                 ,01 ONE FAMILY HOMES                        ,81 ,"$200,000","$505,505","$495,000","$929,000"
GLENDALE                 ,02 TWO FAMILY HOMES                        ,149 ,"$180,000","$588,604","$592,250","$992,793"
GLENDALE                 ,03 THREE FAMILY HOMES                      ,20 ,"$360,000","$736,871","$750,000","$934,500"
HAMMELS                  ,01 ONE FAMILY HOMES                        ,18 ,"$175,000","$308,040","$280,000","$503,500"
HAMMELS                  ,02 TWO FAMILY HOMES                        ,40 ,"$202,000","$516,672","$515,133","$925,000"
HAMMELS                  ,03 THREE FAMILY HOMES                      ,22 ,"$431,333","$629,252","$664,000","$780,000"
HILLCREST                ,01 ONE FAMILY HOMES                        ,27 ,"$325,000","$605,800","$593,000","$1,060,900"
HILLCREST                ,02 TWO FAMILY HOMES                        ,6 ,"$500,000","$577,833","$570,000","$675,000"
HOLLIS                   ,01 ONE FAMILY HOMES                        ,337 ,"$150,000","$443,549","$445,000","$1,170,000"
HOLLIS                   ,02 TWO FAMILY HOMES                        ,136 ,"$150,000","$547,778","$571,200","$800,000"
HOLLIS                   ,03 THREE FAMILY HOMES                      ,19 ,"$605,000","$790,081","$810,000","$970,000"
HOLLIS HILLS             ,01 ONE FAMILY HOMES                        ,35 ,"$555,000","$731,771","$708,000","$907,250"
HOLLISWOOD               ,01 ONE FAMILY HOMES                        ,36 ,"$380,000","$820,889","$762,500","$1,575,000"
HOLLISWOOD               ,02 TWO FAMILY HOMES                        ,2 ,"$710,000","$850,000","$850,000","$990,000"
HOLLISWOOD               ,03 THREE FAMILY HOMES                      ,2 ,"$700,000","$755,000","$755,000","$810,000"
HOWARD BEACH             ,01 ONE FAMILY HOMES                        ,109 ,"$220,000","$626,167","$640,000","$1,300,000"
HOWARD BEACH             ,02 TWO FAMILY HOMES                        ,61 ,"$200,000","$646,953","$670,000","$884,000"
HOWARD BEACH             ,03 THREE FAMILY HOMES                      ,7 ,"$485,000","$705,714","$730,000","$825,000"
JACKSON HEIGHTS          ,01 ONE FAMILY HOMES                        ,157 ,"$150,000","$587,887","$585,000","$999,000"
JACKSON HEIGHTS          ,02 TWO FAMILY HOMES                        ,165 ,"$150,000","$698,259","$720,000","$1,350,000"
JACKSON HEIGHTS          ,03 THREE FAMILY HOMES                      ,63 ,"$175,000","$816,215","$810,000","$1,650,000"
JAMAICA                  ,01 ONE FAMILY HOMES                        ,68 ,"$155,000","$513,633","$481,500","$990,000"
JAMAICA                  ,02 TWO FAMILY HOMES                        ,93 ,"$156,000","$640,787","$650,000","$1,100,000"
JAMAICA                  ,03 THREE FAMILY HOMES                      ,13 ,"$530,000","$833,174","$875,000","$945,000"
JAMAICA BAY              ,01 ONE FAMILY HOMES                        ,5 ,"$340,000","$458,000","$480,000","$500,000"
JAMAICA BAY              ,02 TWO FAMILY HOMES                        ,5 ,"$509,000","$588,800","$550,000","$700,000"
JAMAICA ESTATES          ,01 ONE FAMILY HOMES                        ,59 ,"$250,000","$962,043","$880,000","$2,225,000"
JAMAICA ESTATES          ,02 TWO FAMILY HOMES                        ,6 ,"$580,000","$805,500","$865,000","$893,000"
JAMAICA ESTATES          ,03 THREE FAMILY HOMES                      ,2 ,"$700,000","$848,943","$848,943","$997,885"
JAMAICA HILLS            ,01 ONE FAMILY HOMES                        ,43 ,"$165,592","$587,184","$583,000","$800,000"
JAMAICA HILLS            ,02 TWO FAMILY HOMES                        ,32 ,"$550,000","$703,819","$695,000","$900,000"
JAMAICA HILLS            ,03 THREE FAMILY HOMES                      ,8 ,"$485,000","$776,250","$815,000","$910,000"
KEW GARDENS              ,01 ONE FAMILY HOMES                        ,31 ,"$340,000","$764,603","$738,000","$1,650,000"
KEW GARDENS              ,02 TWO FAMILY HOMES                        ,21 ,"$302,000","$665,771","$690,000","$962,500"
KEW GARDENS              ,03 THREE FAMILY HOMES                      ,8 ,"$400,000","$830,250","$933,500","$999,999"
LAURELTON                ,01 ONE FAMILY HOMES                        ,249 ,"$156,000","$430,175","$440,000","$690,000"
LAURELTON                ,02 TWO FAMILY HOMES                        ,92 ,"$225,000","$528,396","$532,500","$800,000"
LAURELTON                ,03 THREE FAMILY HOMES                      ,5 ,"$365,000","$495,328","$503,000","$618,000"
LITTLE NECK              ,01 ONE FAMILY HOMES                        ,111 ,"$217,500","$794,049","$715,000","$2,575,000"
LITTLE NECK              ,02 TWO FAMILY HOMES                        ,22 ,"$280,000","$841,476","$824,250","$1,476,462"
LITTLE NECK              ,03 THREE FAMILY HOMES                      ,2 ,"$795,500","$952,750","$952,750","$1,110,000"
LONG ISLAND CITY         ,01 ONE FAMILY HOMES                        ,10 ,"$300,000","$576,630","$530,000","$1,050,000"
LONG ISLAND CITY         ,02 TWO FAMILY HOMES                        ,35 ,"$250,000","$730,271","$685,000","$1,625,000"
LONG ISLAND CITY         ,03 THREE FAMILY HOMES                      ,15 ,"$670,000","$833,800","$807,500","$1,200,000"
MASPETH                  ,01 ONE FAMILY HOMES                        ,137 ,"$180,000","$513,440","$500,000","$1,600,000"
MASPETH                  ,02 TWO FAMILY HOMES                        ,154 ,"$200,000","$624,884","$625,000","$1,250,000"
MASPETH                  ,03 THREE FAMILY HOMES                      ,22 ,"$249,500","$749,314","$770,000","$999,000"
MIDDLE VILLAGE           ,01 ONE FAMILY HOMES                        ,159 ,"$170,000","$540,212","$530,000","$1,315,000"
MIDDLE VILLAGE           ,02 TWO FAMILY HOMES                        ,79 ,"$175,000","$622,330","$610,000","$987,702"
MIDDLE VILLAGE           ,03 THREE FAMILY HOMES                      ,28 ,"$315,000","$753,609","$760,000","$1,141,000"
NEPONSIT                 ,01 ONE FAMILY HOMES                        ,18 ,"$225,000","$1,044,933","$837,500","$3,700,000"
NEPONSIT                 ,02 TWO FAMILY HOMES                        ,2 ,"$650,000","$865,000","$865,000","$1,080,000"
OAKLAND GARDENS          ,01 ONE FAMILY HOMES                        ,57 ,"$400,000","$719,538","$699,000","$1,800,000"
OAKLAND GARDENS          ,02 TWO FAMILY HOMES                        ,13 ,"$200,000","$882,871","$960,000","$1,130,000"
OAKLAND GARDENS          ,03 THREE FAMILY HOMES                      ,2 ,"$840,000","$852,500","$852,500","$865,000"
OZONE PARK               ,01 ONE FAMILY HOMES                        ,212 ,"$150,000","$439,442","$439,950","$850,000"
OZONE PARK               ,02 TWO FAMILY HOMES                        ,280 ,"$150,000","$572,625","$584,000","$1,080,000"
OZONE PARK               ,03 THREE FAMILY HOMES                      ,29 ,"$330,000","$634,011","$650,000","$857,000"
QUEENS VILLAGE           ,01 ONE FAMILY HOMES                        ,473 ,"$150,000","$449,115","$450,000","$860,000"
QUEENS VILLAGE           ,02 TWO FAMILY HOMES                        ,127 ,"$250,000","$556,937","$565,000","$812,000"
QUEENS VILLAGE           ,03 THREE FAMILY HOMES                      ,6 ,"$399,990","$623,915","$630,000","$768,500"
REGO PARK                ,01 ONE FAMILY HOMES                        ,77 ,"$300,000","$635,596","$593,000","$999,900"
REGO PARK                ,02 TWO FAMILY HOMES                        ,31 ,"$250,000","$776,838","$670,000","$2,300,000"
REGO PARK                ,03 THREE FAMILY HOMES                      ,11 ,"$400,000","$776,300","$860,000","$1,200,000"
RICHMOND HILL            ,01 ONE FAMILY HOMES                        ,392 ,"$200,000","$488,260","$475,250","$1,250,000"
RICHMOND HILL            ,02 TWO FAMILY HOMES                        ,404 ,"$166,650","$609,306","$620,000","$2,500,000"
RICHMOND HILL            ,03 THREE FAMILY HOMES                      ,80 ,"$445,000","$723,667","$735,000","$921,516"
RIDGEWOOD                ,01 ONE FAMILY HOMES                        ,27 ,"$155,000","$429,711","$442,000","$735,000"
RIDGEWOOD                ,02 TWO FAMILY HOMES                        ,156 ,"$177,000","$595,582","$607,350","$980,000"
RIDGEWOOD                ,03 THREE FAMILY HOMES                      ,39 ,"$405,000","$686,800","$680,000","$1,100,000"
ROCKAWAY PARK            ,01 ONE FAMILY HOMES                        ,8 ,"$240,000","$446,188","$396,000","$767,500"
ROCKAWAY PARK            ,02 TWO FAMILY HOMES                        ,20 ,"$350,000","$599,770","$594,300","$940,000"
ROCKAWAY PARK            ,03 THREE FAMILY HOMES                      ,15 ,"$150,000","$565,533","$660,000","$750,000"
ROSEDALE                 ,01 ONE FAMILY HOMES                        ,322 ,"$160,000","$454,084","$445,000","$790,000"
ROSEDALE                 ,02 TWO FAMILY HOMES                        ,233 ,"$300,000","$588,396","$610,000","$815,000"
ROSEDALE                 ,03 THREE FAMILY HOMES                      ,13 ,"$320,000","$528,871","$530,000","$680,000"
SO. JAMAICA-BAISLEY PARK ,01 ONE FAMILY HOMES                        ,598 ,"$150,000","$384,426","$375,000","$785,000"
SO. JAMAICA-BAISLEY PARK ,02 TWO FAMILY HOMES                        ,270 ,"$150,000","$539,358","$566,750","$890,000"
SO. JAMAICA-BAISLEY PARK ,03 THREE FAMILY HOMES                      ,2 ,"$357,000","$451,000","$451,000","$545,000"
SOUTH JAMAICA            ,01 ONE FAMILY HOMES                        ,423 ,"$150,000","$400,398","$390,000","$840,000"
SOUTH JAMAICA            ,02 TWO FAMILY HOMES                        ,395 ,"$153,000","$520,177","$550,000","$795,000"
SOUTH JAMAICA            ,03 THREE FAMILY HOMES                      ,41 ,"$300,000","$563,950","$590,000","$835,000"
SOUTH OZONE PARK         ,01 ONE FAMILY HOMES                        ,405 ,"$165,000","$461,170","$450,500","$985,000"
SOUTH OZONE PARK         ,02 TWO FAMILY HOMES                        ,293 ,"$230,000","$597,374","$605,000","$845,000"
SOUTH OZONE PARK         ,03 THREE FAMILY HOMES                      ,13 ,"$375,000","$590,669","$604,000","$750,000"
SPRINGFIELD GARDENS      ,01 ONE FAMILY HOMES                        ,392 ,"$150,000","$424,567","$411,000","$1,275,000"
SPRINGFIELD GARDENS      ,02 TWO FAMILY HOMES                        ,288 ,"$170,000","$555,555","$584,000","$715,000"
SPRINGFIELD GARDENS      ,03 THREE FAMILY HOMES                      ,1 ,"$650,000","$650,000","$650,000","$650,000"
ST. ALBANS               ,01 ONE FAMILY HOMES                        ,513 ,"$150,000","$419,816","$416,000","$990,000"
ST. ALBANS               ,02 TWO FAMILY HOMES                        ,193 ,"$250,000","$514,794","$535,000","$700,000"
ST. ALBANS               ,03 THREE FAMILY HOMES                      ,9 ,"$520,000","$672,349","$665,000","$790,500"
SUNNYSIDE                ,01 ONE FAMILY HOMES                        ,24 ,"$330,000","$606,229","$600,000","$821,000"
SUNNYSIDE                ,02 TWO FAMILY HOMES                        ,49 ,"$200,000","$708,742","$705,000","$960,000"
SUNNYSIDE                ,03 THREE FAMILY HOMES                      ,9 ,"$617,500","$794,333","$799,000","$900,500"
WHITESTONE               ,01 ONE FAMILY HOMES                        ,163 ,"$154,000","$785,225","$670,000","$2,404,000"
WHITESTONE               ,02 TWO FAMILY HOMES                        ,58 ,"$260,000","$734,300","$745,000","$1,330,000"
WHITESTONE               ,03 THREE FAMILY HOMES                      ,8 ,"$650,000","$807,500","$850,000","$930,000"
WOODHAVEN                ,01 ONE FAMILY HOMES                        ,211 ,"$185,000","$453,032","$440,000","$875,000"
WOODHAVEN                ,02 TWO FAMILY HOMES                        ,210 ,"$219,000","$611,606","$610,000","$850,000"
WOODHAVEN                ,03 THREE FAMILY HOMES                      ,47 ,"$189,100","$673,903","$689,000","$850,000"
WOODSIDE                 ,01 ONE FAMILY HOMES                        ,40 ,"$250,000","$614,678","$590,000","$1,300,000"
WOODSIDE                 ,02 TWO FAMILY HOMES                        ,85 ,"$300,000","$727,612","$750,000","$990,000"
WOODSIDE                 ,03 THREE FAMILY HOMES                      ,32 ,"$170,423","$831,220","$862,000","$1,250,000"
