NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
AIRPORT LA GUARDIA       ,01 ONE FAMILY HOMES     ,2,"$495,000.00 ","$507,500.00 ","$507,500.00 ","$520,000.00 "
ARVERNE                  ,01 ONE FAMILY HOMES     ,9,"$200,000.00 ","$278,750.00 ","$266,000.00 ","$414,500.00 "
ARVERNE                  ,02 TWO FAMILY HOMES     ,66,"$217,000.00 ","$571,672.00 ","$647,607.00 ","$1,273,706.00 "
ARVERNE                  ,03 THREE FAMILY HOMES   ,3,"$208,884.00 ","$260,021.00 ","$238,180.00 ","$333,000.00 "
ASTORIA                  ,01 ONE FAMILY HOMES     ,46,"$220,000.00 ","$625,208.00 ","$550,000.00 ","$1,600,000.00 "
ASTORIA                  ,02 TWO FAMILY HOMES     ,131,"$224,500.00 ","$678,077.00 ","$676,322.00 ","$1,600,000.00 "
ASTORIA                  ,03 THREE FAMILY HOMES   ,52,"$212,500.00 ","$739,218.00 ","$767,500.00 ","$1,800,000.00 "
BAYSIDE                  ,01 ONE FAMILY HOMES     ,261,"$200,000.00 ","$622,112.00 ","$595,000.00 ","$1,650,000.00 "
BAYSIDE                  ,02 TWO FAMILY HOMES     ,75,"$442,000.00 ","$785,566.00 ","$770,000.00 ","$1,323,725.00 "
BAYSIDE                  ,03 THREE FAMILY HOMES   ,9,"$680,000.00 ","$880,000.00 ","$885,000.00 ","$1,100,000.00 "
BEECHHURST               ,01 ONE FAMILY HOMES     ,38,"$235,000.00 ","$801,599.00 ","$690,000.00 ","$3,450,000.00 "
BEECHHURST               ,02 TWO FAMILY HOMES     ,1,"$685,000.00 ","$685,000.00 ","$685,000.00 ","$685,000.00 "
BEECHHURST               ,03 THREE FAMILY HOMES   ,1,"$800,000.00 ","$800,000.00 ","$800,000.00 ","$800,000.00 "
BELLE HARBOR             ,01 ONE FAMILY HOMES     ,31,"$362,000.00 ","$719,065.00 ","$670,000.00 ","$1,500,000.00 "
BELLE HARBOR             ,02 TWO FAMILY HOMES     ,9,"$420,000.00 ","$573,181.00 ","$590,000.00 ","$675,000.00 "
BELLEROSE                ,01 ONE FAMILY HOMES     ,79,"$241,500.00 ","$441,302.00 ","$435,000.00 ","$775,000.00 "
BELLEROSE                ,02 TWO FAMILY HOMES     ,27,"$200,000.00 ","$487,930.00 ","$473,000.00 ","$850,000.00 "
BRIARWOOD                ,01 ONE FAMILY HOMES     ,19,"$285,000.00 ","$475,842.00 ","$425,000.00 ","$1,150,000.00 "
BRIARWOOD                ,02 TWO FAMILY HOMES     ,5,"$365,000.00 ","$551,800.00 ","$530,000.00 ","$720,000.00 "
BRIARWOOD                ,03 THREE FAMILY HOMES   ,5,"$310,000.00 ","$631,400.00 ","$655,000.00 ","$920,000.00 "
BROAD CHANNEL            ,01 ONE FAMILY HOMES     ,5,"$307,970.00 ","$355,314.00 ","$370,000.00 ","$381,600.00 "
BROAD CHANNEL            ,02 TWO FAMILY HOMES     ,2,"$390,080.00 ","$411,540.00 ","$411,540.00 ","$433,000.00 "
CAMBRIA HEIGHTS          ,01 ONE FAMILY HOMES     ,66,"$200,000.00 ","$336,496.00 ","$345,000.00 ","$494,118.00 "
