NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BROAD CHANNEL            ,02 TWO FAMILY HOMES     ,1 ,"$700,000","$700,000","$700,000","$700,000"
CAMBRIA HEIGHTS          ,01 ONE FAMILY HOMES     ,80 ,"$167,310","$345,477","$360,700","$490,000"
CAMBRIA HEIGHTS          ,02 TWO FAMILY HOMES     ,5 ,"$325,000","$380,400","$379,000","$433,000"
COLLEGE POINT            ,01 ONE FAMILY HOMES     ,51 ,"$210,000","$478,972","$463,000","$1,303,360"
COLLEGE POINT            ,02 TWO FAMILY HOMES     ,80 ,"$200,000","$571,295","$550,000","$967,337"
COLLEGE POINT            ,03 THREE FAMILY HOMES   ,12 ,"$455,000","$810,863","$937,500","$990,000"
CORONA                   ,01 ONE FAMILY HOMES     ,18 ,"$250,000","$426,155","$394,000","$677,724"
CORONA                   ,02 TWO FAMILY HOMES     ,103 ,"$200,000","$483,793","$500,000","$820,000"
CORONA                   ,03 THREE FAMILY HOMES   ,58 ,"$200,000","$683,643","$650,000","$989,040"
DOUGLASTON               ,01 ONE FAMILY HOMES     ,48 ,"$199,000","$884,717","$742,500","$2,650,000"
DOUGLASTON               ,02 TWO FAMILY HOMES     ,5 ,"$758,000","$792,000","$780,000","$846,000"
EAST ELMHURST            ,01 ONE FAMILY HOMES     ,46 ,"$230,000","$399,805","$410,000","$725,000"
EAST ELMHURST            ,02 TWO FAMILY HOMES     ,75 ,"$200,000","$493,352","$465,000","$870,000"
EAST ELMHURST            ,03 THREE FAMILY HOMES   ,13 ,"$275,000","$518,561","$515,000","$715,000"
ELMHURST                 ,01 ONE FAMILY HOMES     ,62 ,"$201,000","$490,069","$500,000","$693,500"
ELMHURST                 ,02 TWO FAMILY HOMES     ,90 ,"$150,000","$595,102","$580,000","$1,660,000"
ELMHURST                 ,03 THREE FAMILY HOMES   ,65 ,"$300,000","$834,516","$807,300","$1,379,728"
FAR ROCKAWAY             ,01 ONE FAMILY HOMES     ,62 ,"$151,340","$463,483","$450,000","$960,000"
FAR ROCKAWAY             ,02 TWO FAMILY HOMES     ,97 ,"$150,000","$318,652","$280,878","$700,000"
FAR ROCKAWAY             ,03 THREE FAMILY HOMES   ,36 ,"$170,000","$325,832","$267,500","$626,587"
FLORAL PARK              ,01 ONE FAMILY HOMES     ,92 ,"$200,000","$490,396","$478,250","$796,000"
FLORAL PARK              ,02 TWO FAMILY HOMES     ,5 ,"$315,000","$513,400","$529,500","$615,000"
FLORAL PARK              ,03 THREE FAMILY HOMES   ,1 ,"$480,000","$480,000","$480,000","$480,000"
FLUSHING-NORTH           ,01 ONE FAMILY HOMES     ,413 ,"$180,446","$597,772","$590,000","$2,600,000"
FLUSHING-NORTH           ,02 TWO FAMILY HOMES     ,173 ,"$160,200","$722,874","$710,000","$1,288,000"
FLUSHING-NORTH           ,03 THREE FAMILY HOMES   ,31 ,"$230,000","$796,813","$830,000","$1,100,000"
FLUSHING-SOUTH           ,01 ONE FAMILY HOMES     ,174 ,"$224,481","$533,771","$525,539","$1,660,000"
FLUSHING-SOUTH           ,02 TWO FAMILY HOMES     ,43 ,"$350,000","$571,494","$541,576","$999,990"
FLUSHING-SOUTH           ,03 THREE FAMILY HOMES   ,10 ,"$490,000","$826,777","$950,000","$997,885"
FOREST HILLS             ,01 ONE FAMILY HOMES     ,130 ,"$200,000","$837,303","$725,000","$2,700,000"
FOREST HILLS             ,02 TWO FAMILY HOMES     ,17 ,"$356,000","$720,103","$715,000","$1,145,350"
FOREST HILLS             ,03 THREE FAMILY HOMES   ,1 ,"$451,250","$451,250","$451,250","$451,250"
FRESH MEADOWS            ,01 ONE FAMILY HOMES     ,69 ,"$250,000","$611,022","$638,000","$999,000"
FRESH MEADOWS            ,02 TWO FAMILY HOMES     ,11 ,"$426,000","$652,000","$668,000","$765,000"
GLEN OAKS                ,01 ONE FAMILY HOMES     ,12 ,"$360,000","$480,833","$487,500","$611,000"
GLEN OAKS                ,02 TWO FAMILY HOMES     ,6 ,"$385,000","$722,333","$730,000","$989,000"
GLENDALE                 ,01 ONE FAMILY HOMES     ,56 ,"$160,432","$467,270","$459,500","$775,000"
GLENDALE                 ,02 TWO FAMILY HOMES     ,86 ,"$275,000","$479,478","$475,000","$700,000"
GLENDALE                 ,03 THREE FAMILY HOMES   ,18 ,"$360,000","$751,076","$789,143","$997,375"
HAMMELS                  ,01 ONE FAMILY HOMES     ,7 ,"$157,202","$236,243","$235,000","$344,000"
HAMMELS                  ,02 TWO FAMILY HOMES     ,5 ,"$275,000","$337,200","$275,000","$490,000"
HAMMELS                  ,03 THREE FAMILY HOMES   ,5 ,"$200,000","$410,599","$293,200","$746,916"
HILLCREST                ,01 ONE FAMILY HOMES     ,20 ,"$162,500","$426,492","$417,250","$855,330"
HILLCREST                ,02 TWO FAMILY HOMES     ,4 ,"$325,000","$425,655","$427,310","$523,000"
HOLLIS                   ,01 ONE FAMILY HOMES     ,153 ,"$160,000","$327,029","$338,000","$670,000"
HOLLIS                   ,02 TWO FAMILY HOMES     ,65 ,"$160,000","$368,225","$370,000","$618,859"
HOLLIS                   ,03 THREE FAMILY HOMES   ,5 ,"$220,000","$396,941","$389,704","$670,000"
HOLLIS HILLS             ,01 ONE FAMILY HOMES     ,26 ,"$345,000","$762,596","$720,000","$1,387,500"
HOLLISWOOD               ,01 ONE FAMILY HOMES     ,27 ,"$210,000","$631,435","$645,000","$995,000"
HOLLISWOOD               ,02 TWO FAMILY HOMES     ,2 ,"$495,000","$572,500","$572,500","$650,000"
HOWARD BEACH             ,01 ONE FAMILY HOMES     ,75 ,"$150,000","$541,334","$550,000","$1,150,000"
HOWARD BEACH             ,02 TWO FAMILY HOMES     ,24 ,"$150,000","$512,740","$551,000","$665,000"
HOWARD BEACH             ,03 THREE FAMILY HOMES   ,4 ,"$465,000","$562,500","$567,500","$650,000"
JACKSON HEIGHTS          ,01 ONE FAMILY HOMES     ,61 ,"$200,624","$464,867","$464,500","$800,000"
JACKSON HEIGHTS          ,02 TWO FAMILY HOMES     ,105 ,"$260,000","$538,021","$509,125","$995,000"
JACKSON HEIGHTS          ,03 THREE FAMILY HOMES   ,26 ,"$200,000","$645,197","$700,000","$869,000"
JAMAICA                  ,01 ONE FAMILY HOMES     ,24 ,"$157,170","$302,243","$277,500","$551,809"
JAMAICA                  ,02 TWO FAMILY HOMES     ,46 ,"$185,000","$396,366","$400,000","$570,000"
JAMAICA                  ,03 THREE FAMILY HOMES   ,20 ,"$308,256","$618,357","$631,811","$948,669"
JAMAICA BAY              ,02 TWO FAMILY HOMES     ,8 ,"$297,102","$474,756","$524,000","$555,000"
JAMAICA ESTATES          ,01 ONE FAMILY HOMES     ,52 ,"$360,000","$767,443","$740,000","$1,500,000"
JAMAICA ESTATES          ,02 TWO FAMILY HOMES     ,4 ,"$425,000","$490,750","$484,000","$570,000"
JAMAICA ESTATES          ,03 THREE FAMILY HOMES   ,1 ,"$750,000","$750,000","$750,000","$750,000"
JAMAICA HILLS            ,01 ONE FAMILY HOMES     ,28 ,"$300,000","$462,019","$451,000","$625,000"
JAMAICA HILLS            ,02 TWO FAMILY HOMES     ,10 ,"$200,000","$537,089","$587,500","$765,000"
JAMAICA HILLS            ,03 THREE FAMILY HOMES   ,1 ,"$590,000","$590,000","$590,000","$590,000"
KEW GARDENS              ,01 ONE FAMILY HOMES     ,13 ,"$350,000","$663,616","$650,000","$1,085,000"
KEW GARDENS              ,02 TWO FAMILY HOMES     ,9 ,"$324,000","$546,850","$550,000","$800,000"
KEW GARDENS              ,03 THREE FAMILY HOMES   ,6 ,"$465,000","$548,333","$574,167","$583,333"
LAURELTON                ,01 ONE FAMILY HOMES     ,130 ,"$170,000","$340,015","$352,500","$551,530"
LAURELTON                ,02 TWO FAMILY HOMES     ,54 ,"$215,000","$424,082","$455,000","$633,111"
LITTLE NECK              ,01 ONE FAMILY HOMES     ,69 ,"$200,000","$728,979","$650,000","$1,810,000"
LITTLE NECK              ,02 TWO FAMILY HOMES     ,7 ,"$200,000","$901,831","$920,000","$1,425,550"
LONG ISLAND CITY         ,01 ONE FAMILY HOMES     ,8 ,"$238,725","$453,563","$399,000","$735,000"
LONG ISLAND CITY         ,02 TWO FAMILY HOMES     ,14 ,"$300,000","$704,230","$603,750","$1,325,000"
LONG ISLAND CITY         ,03 THREE FAMILY HOMES   ,7 ,"$614,158","$892,451","$810,000","$1,295,000"
MASPETH                  ,01 ONE FAMILY HOMES     ,71 ,"$270,000","$462,802","$450,000","$850,000"
MASPETH                  ,02 TWO FAMILY HOMES     ,91 ,"$166,909","$480,182","$480,000","$927,000"
MASPETH                  ,03 THREE FAMILY HOMES   ,18 ,"$334,620","$613,069","$607,500","$858,120"
MIDDLE VILLAGE           ,01 ONE FAMILY HOMES     ,120 ,"$180,000","$515,822","$510,250","$742,000"
MIDDLE VILLAGE           ,02 TWO FAMILY HOMES     ,65 ,"$200,000","$557,795","$550,000","$963,714"
MIDDLE VILLAGE           ,03 THREE FAMILY HOMES   ,21 ,"$165,000","$691,778","$707,000","$960,000"
NEPONSIT                 ,01 ONE FAMILY HOMES     ,11 ,"$376,122","$955,284","$815,000","$2,500,000"
OAKLAND GARDENS          ,01 ONE FAMILY HOMES     ,43 ,"$212,500","$664,163","$695,000","$1,150,000"
OAKLAND GARDENS          ,02 TWO FAMILY HOMES     ,11 ,"$399,000","$841,545","$880,000","$1,260,000"
OAKLAND GARDENS          ,03 THREE FAMILY HOMES   ,3 ,"$700,000","$837,333","$830,000","$982,000"
OZONE PARK               ,01 ONE FAMILY HOMES     ,89 ,"$150,000","$350,316","$366,000","$679,994"
OZONE PARK               ,02 TWO FAMILY HOMES     ,143 ,"$174,500","$395,287","$399,000","$658,153"
OZONE PARK               ,03 THREE FAMILY HOMES   ,24 ,"$174,000","$542,136","$582,500","$738,231"
QUEENS VILLAGE           ,01 ONE FAMILY HOMES     ,219 ,"$150,000","$348,361","$350,000","$770,000"
QUEENS VILLAGE           ,02 TWO FAMILY HOMES     ,77 ,"$185,000","$411,749","$420,000","$615,000"
QUEENS VILLAGE           ,03 THREE FAMILY HOMES   ,6 ,"$300,000","$553,833","$612,500","$712,000"
REGO PARK                ,01 ONE FAMILY HOMES     ,47 ,"$285,000","$585,936","$574,000","$1,100,000"
REGO PARK                ,02 TWO FAMILY HOMES     ,18 ,"$275,000","$722,375","$738,000","$1,200,000"
REGO PARK                ,03 THREE FAMILY HOMES   ,12 ,"$200,000","$770,284","$755,000","$1,198,100"
RICHMOND HILL            ,01 ONE FAMILY HOMES     ,141 ,"$170,000","$331,261","$325,000","$675,000"
RICHMOND HILL            ,02 TWO FAMILY HOMES     ,191 ,"$151,000","$388,987","$380,000","$1,075,000"
RICHMOND HILL            ,03 THREE FAMILY HOMES   ,29 ,"$315,000","$482,720","$440,000","$790,000"
RIDGEWOOD                ,01 ONE FAMILY HOMES     ,11 ,"$225,000","$365,095","$390,000","$480,000"
RIDGEWOOD                ,02 TWO FAMILY HOMES     ,71 ,"$150,000","$478,620","$505,000","$699,660"
RIDGEWOOD                ,03 THREE FAMILY HOMES   ,23 ,"$234,234","$530,354","$535,000","$761,600"
ROCKAWAY PARK            ,01 ONE FAMILY HOMES     ,8 ,"$179,793","$305,778","$222,500","$635,500"
ROCKAWAY PARK            ,02 TWO FAMILY HOMES     ,9 ,"$150,000","$404,114","$460,000","$550,000"
ROCKAWAY PARK            ,03 THREE FAMILY HOMES   ,5 ,"$250,000","$366,960","$350,000","$510,000"
ROSEDALE                 ,01 ONE FAMILY HOMES     ,113 ,"$150,000","$319,952","$335,000","$573,062"
ROSEDALE                 ,02 TWO FAMILY HOMES     ,95 ,"$203,500","$428,002","$444,458","$640,276"
ROSEDALE                 ,03 THREE FAMILY HOMES   ,4 ,"$405,498","$462,475","$454,700","$535,000"
SO. JAMAICA-BAISLEY PARK ,01 ONE FAMILY HOMES     ,284 ,"$150,000","$274,781","$262,750","$599,279"
SO. JAMAICA-BAISLEY PARK ,02 TWO FAMILY HOMES     ,154 ,"$152,000","$347,980","$340,000","$659,016"
SO. JAMAICA-BAISLEY PARK ,03 THREE FAMILY HOMES   ,8 ,"$190,000","$349,657","$303,551","$633,906"
SOUTH JAMAICA            ,01 ONE FAMILY HOMES     ,208 ,"$150,000","$273,350","$272,800","$643,050"
SOUTH JAMAICA            ,02 TWO FAMILY HOMES     ,246 ,"$150,000","$336,877","$342,750","$957,391"
SOUTH JAMAICA            ,03 THREE FAMILY HOMES   ,14 ,"$172,380","$412,625","$428,244","$701,677"
SOUTH OZONE PARK         ,01 ONE FAMILY HOMES     ,159 ,"$150,000","$304,229","$299,130","$647,791"
SOUTH OZONE PARK         ,02 TWO FAMILY HOMES     ,124 ,"$160,000","$412,266","$405,000","$665,000"
SOUTH OZONE PARK         ,03 THREE FAMILY HOMES   ,2 ,"$301,665","$475,833","$475,833","$650,000"
SPRINGFIELD GARDENS      ,01 ONE FAMILY HOMES     ,156 ,"$150,000","$304,293","$297,590","$681,500"
SPRINGFIELD GARDENS      ,02 TWO FAMILY HOMES     ,155 ,"$165,000","$395,123","$390,000","$658,219"
SPRINGFIELD GARDENS      ,03 THREE FAMILY HOMES   ,5 ,"$290,900","$534,568","$581,940","$630,000"
ST. ALBANS               ,01 ONE FAMILY HOMES     ,246 ,"$150,000","$309,508","$319,500","$712,212"
ST. ALBANS               ,02 TWO FAMILY HOMES     ,118 ,"$150,000","$362,401","$376,000","$607,496"
ST. ALBANS               ,03 THREE FAMILY HOMES   ,5 ,"$260,000","$437,387","$405,000","$711,935"
SUNNYSIDE                ,01 ONE FAMILY HOMES     ,18 ,"$247,500","$550,272","$547,500","$658,000"
SUNNYSIDE                ,02 TWO FAMILY HOMES     ,17 ,"$161,226","$590,904","$665,000","$756,000"
SUNNYSIDE                ,03 THREE FAMILY HOMES   ,3 ,"$442,500","$615,000","$690,000","$712,500"
WHITESTONE               ,01 ONE FAMILY HOMES     ,106 ,"$165,544","$629,855","$582,500","$2,800,000"
WHITESTONE               ,02 TWO FAMILY HOMES     ,31 ,"$330,000","$711,973","$699,000","$1,150,000"
WHITESTONE               ,03 THREE FAMILY HOMES   ,4 ,"$425,000","$713,875","$741,250","$948,000"
WOODHAVEN                ,01 ONE FAMILY HOMES     ,97 ,"$177,750","$330,289","$330,000","$615,000"
WOODHAVEN                ,02 TWO FAMILY HOMES     ,136 ,"$180,500","$397,815","$383,000","$795,000"
WOODHAVEN                ,03 THREE FAMILY HOMES   ,22 ,"$247,000","$422,259","$406,000","$608,902"
WOODSIDE                 ,01 ONE FAMILY HOMES     ,23 ,"$162,000","$475,810","$455,000","$850,000"
WOODSIDE                 ,02 TWO FAMILY HOMES     ,40 ,"$255,000","$555,089","$548,500","$940,000"
WOODSIDE                 ,03 THREE FAMILY HOMES   ,16 ,"$200,000","$643,670","$620,000","$1,069,162"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
