NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
SOUTH JAMAICA            ,02 TWO FAMILY HOMES     ,130,"$200,000.00 ","$365,446.00 ","$370,500.00 ","$545,000.00 "
SOUTH JAMAICA            ,03 THREE FAMILY HOMES   ,15,"$250,000.00 ","$401,110.00 ","$398,500.00 ","$550,000.00 "
SOUTH OZONE PARK         ,01 ONE FAMILY HOMES     ,139,"$200,000.00 ","$348,342.00 ","$345,000.00 ","$678,000.00 "
SOUTH OZONE PARK         ,02 TWO FAMILY HOMES     ,103,"$200,000.00 ","$416,745.00 ","$410,000.00 ","$713,000.00 "
SOUTH OZONE PARK         ,03 THREE FAMILY HOMES   ,3,"$350,000.00 ","$474,667.00 ","$510,000.00 ","$564,000.00 "
SPRINGFIELD GARDENS      ,01 ONE FAMILY HOMES     ,153,"$200,000.00 ","$319,628.00 ","$320,000.00 ","$580,000.00 "
SPRINGFIELD GARDENS      ,02 TWO FAMILY HOMES     ,128,"$200,000.00 ","$406,315.00 ","$425,000.00 ","$690,000.00 "
SPRINGFIELD GARDENS      ,03 THREE FAMILY HOMES   ,1,"$497,500.00 ","$497,500.00 ","$497,500.00 ","$497,500.00 "
ST. ALBANS               ,01 ONE FAMILY HOMES     ,233,"$200,000.00 ","$328,260.00 ","$340,000.00 ","$550,000.00 "
ST. ALBANS               ,02 TWO FAMILY HOMES     ,88,"$210,000.00 ","$374,761.00 ","$367,000.00 ","$808,000.00 "
SUNNYSIDE                ,01 ONE FAMILY HOMES     ,18,"$250,000.00 ","$612,194.00 ","$629,500.00 ","$820,000.00 "
SUNNYSIDE                ,02 TWO FAMILY HOMES     ,23,"$325,000.00 ","$712,009.00 ","$700,000.00 ","$1,058,883.00 "
SUNNYSIDE                ,03 THREE FAMILY HOMES   ,8,"$215,000.00 ","$797,375.00 ","$787,500.00 ","$1,260,000.00 "
WHITESTONE               ,01 ONE FAMILY HOMES     ,127,"$210,000.00 ","$713,589.00 ","$648,000.00 ","$2,600,000.00 "
WHITESTONE               ,02 TWO FAMILY HOMES     ,46,"$250,000.00 ","$753,240.00 ","$774,000.00 ","$1,350,000.00 "
WHITESTONE               ,03 THREE FAMILY HOMES   ,2,"$802,500.00 ","$843,750.00 ","$843,750.00 ","$885,000.00 "
WOODHAVEN                ,01 ONE FAMILY HOMES     ,103,"$200,000.00 ","$368,416.00 ","$360,000.00 ","$910,000.00 "
WOODHAVEN                ,02 TWO FAMILY HOMES     ,78,"$203,000.00 ","$448,734.00 ","$423,350.00 ","$980,000.00 "
WOODHAVEN                ,03 THREE FAMILY HOMES   ,18,"$207,550.00 ","$463,290.00 ","$457,187.00 ","$665,000.00 "
WOODSIDE                 ,01 ONE FAMILY HOMES     ,22,"$430,000.00 ","$565,659.00 ","$537,000.00 ","$1,050,000.00 "
WOODSIDE                 ,02 TWO FAMILY HOMES     ,33,"$200,000.00 ","$606,327.00 ","$617,500.00 ","$900,000.00 "
WOODSIDE                 ,03 THREE FAMILY HOMES   ,20,"$280,000.00 ","$814,070.00 ","$797,500.00 ","$1,849,529.00 "
