NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
FLUSHING-NORTH           ,02 TWO FAMILY HOMES                        , 	173 ,"$310,000","$740,599","$750,000","$1,344,090"
FLUSHING-NORTH           ,03 THREE FAMILY HOMES                      , 	35 ,"$245,000","$810,943","$850,000","$1,280,000"
FLUSHING-SOUTH           ,01 ONE FAMILY HOMES                        , 	198 ,"$175,000","$535,279","$499,495","$1,600,000"
FLUSHING-SOUTH           ,02 TWO FAMILY HOMES                        , 	52 ,"$250,000","$574,314","$537,500","$987,702"
FLUSHING-SOUTH           ,03 THREE FAMILY HOMES                      , 	13 ,"$280,000","$715,727","$850,000","$950,027"
FOREST HILLS             ,01 ONE FAMILY HOMES                        , 	133 ,"$200,000","$832,035","$700,000","$3,775,000"
FOREST HILLS             ,02 TWO FAMILY HOMES                        , 	16 ,"$429,000","$702,563","$671,000","$960,000"
FOREST HILLS             ,03 THREE FAMILY HOMES                      , 	1 ,"$1,065,000","$1,065,000","$1,065,000","$1,065,000"
FRESH MEADOWS            ,01 ONE FAMILY HOMES                        , 	68 ,"$200,000","$592,151","$584,000","$988,000"
FRESH MEADOWS            ,02 TWO FAMILY HOMES                        , 	7 ,"$498,000","$671,143","$682,000","$790,000"
FRESH MEADOWS            ,03 THREE FAMILY HOMES                      , 	1 ,"$494,000","$494,000","$494,000","$494,000"
GLEN OAKS                ,01 ONE FAMILY HOMES                        , 	27 ,"$250,000","$483,846","$450,000","$825,000"
GLEN OAKS                ,02 TWO FAMILY HOMES                        , 	2 ,"$485,000","$522,500","$522,500","$560,000"
GLENDALE                 ,01 ONE FAMILY HOMES                        , 	52 ,"$190,000","$459,588","$457,500","$613,000"
GLENDALE                 ,02 TWO FAMILY HOMES                        , 	70 ,"$250,000","$474,756","$482,500","$765,000"
GLENDALE                 ,03 THREE FAMILY HOMES                      , 	11 ,"$250,000","$643,641","$672,266","$865,410"
HAMMELS                  ,01 ONE FAMILY HOMES                        , 	5 ,"$150,000","$273,274","$315,000","$325,000"
HAMMELS                  ,02 TWO FAMILY HOMES                        , 	8 ,"$190,000","$373,778","$406,660","$506,908"
HAMMELS                  ,03 THREE FAMILY HOMES                      , 	4 ,"$200,000","$402,292","$410,000","$589,168"
HILLCREST                ,01 ONE FAMILY HOMES                        , 	32 ,"$150,000","$471,843","$480,000","$890,000"
HILLCREST                ,02 TWO FAMILY HOMES                        , 	5 ,"$400,000","$477,000","$420,000","$610,000"
HOLLIS                   ,01 ONE FAMILY HOMES                        , 	122 ,"$165,050","$346,599","$360,000","$645,609"
HOLLIS                   ,02 TWO FAMILY HOMES                        , 	69 ,"$155,000","$376,140","$362,000","$635,000"
HOLLIS                   ,03 THREE FAMILY HOMES                      , 	4 ,"$745,000","$771,902","$772,700","$797,208"
HOLLIS HILLS             ,01 ONE FAMILY HOMES                        , 	28 ,"$470,000","$684,101","$673,750","$990,000"
HOLLISWOOD               ,01 ONE FAMILY HOMES                        , 	26 ,"$280,900","$672,105","$656,750","$1,080,000"
HOLLISWOOD               ,02 TWO FAMILY HOMES                        , 	1 ,"$303,500","$303,500","$303,500","$303,500"
HOWARD BEACH             ,01 ONE FAMILY HOMES                        , 	62 ,"$150,000","$540,330","$550,000","$900,000"
HOWARD BEACH             ,02 TWO FAMILY HOMES                        , 	23 ,"$150,000","$559,863","$600,000","$700,000"
HOWARD BEACH             ,03 THREE FAMILY HOMES                      , 	5 ,"$276,000","$542,650","$575,000","$777,251"
JACKSON HEIGHTS          ,01 ONE FAMILY HOMES                        , 	78 ,"$150,000","$453,767","$450,000","$925,000"
JACKSON HEIGHTS          ,02 TWO FAMILY HOMES                        , 	85 ,"$185,000","$540,138","$532,692","$815,000"
JACKSON HEIGHTS          ,03 THREE FAMILY HOMES                      , 	22 ,"$385,000","$664,312","$685,000","$999,000"
JAMAICA                  ,01 ONE FAMILY HOMES                        , 	19 ,"$158,900","$343,356","$320,000","$548,642"
JAMAICA                  ,02 TWO FAMILY HOMES                        , 	43 ,"$185,400","$455,949","$450,000","$770,000"
JAMAICA                  ,03 THREE FAMILY HOMES                      , 	18 ,"$200,000","$576,935","$630,000","$811,952"
JAMAICA BAY              ,01 ONE FAMILY HOMES                        , 	2 ,"$185,000","$194,260","$194,260","$203,520"
JAMAICA BAY              ,02 TWO FAMILY HOMES                        , 	8 ,"$210,000","$494,914","$522,475","$712,775"
JAMAICA ESTATES          ,01 ONE FAMILY HOMES                        , 	44 ,"$320,500","$670,275","$673,750","$1,200,000"
JAMAICA ESTATES          ,02 TWO FAMILY HOMES                        , 	6 ,"$318,000","$512,297","$503,492","$745,000"
JAMAICA ESTATES          ,03 THREE FAMILY HOMES                      , 	1 ,"$710,000","$710,000","$710,000","$710,000"
JAMAICA HILLS            ,01 ONE FAMILY HOMES                        , 	26 ,"$300,000","$484,505","$467,000","$839,357"
JAMAICA HILLS            ,02 TWO FAMILY HOMES                        , 	22 ,"$295,000","$516,777","$505,000","$750,000"
JAMAICA HILLS            ,03 THREE FAMILY HOMES                      , 	1 ,"$645,000","$645,000","$645,000","$645,000"
KEW GARDENS              ,01 ONE FAMILY HOMES                        , 	13 ,"$170,000","$747,500","$720,000","$1,425,000"
KEW GARDENS              ,02 TWO FAMILY HOMES                        , 	15 ,"$319,410","$505,474","$409,000","$915,000"
KEW GARDENS              ,03 THREE FAMILY HOMES                      , 	5 ,"$470,000","$576,000","$570,000","$765,000"
LAURELTON                ,01 ONE FAMILY HOMES                        , 	123 ,"$150,000","$328,841","$339,000","$570,000"
LAURELTON                ,02 TWO FAMILY HOMES                        , 	46 ,"$200,000","$389,841","$373,000","$620,000"
LAURELTON                ,03 THREE FAMILY HOMES                      , 	1 ,"$370,000","$370,000","$370,000","$370,000"
LITTLE NECK              ,01 ONE FAMILY HOMES                        , 	75 ,"$221,500","$756,943","$650,000","$3,650,000"
LITTLE NECK              ,02 TWO FAMILY HOMES                        , 	14 ,"$600,000","$950,348","$905,000","$1,750,000"
LITTLE NECK              ,03 THREE FAMILY HOMES                      , 	1 ,"$412,500","$412,500","$412,500","$412,500"
LONG ISLAND CITY         ,01 ONE FAMILY HOMES                        , 	6 ,"$395,000","$516,667","$510,000","$680,000"
LONG ISLAND CITY         ,02 TWO FAMILY HOMES                        , 	18 ,"$300,000","$611,963","$602,500","$1,100,000"
LONG ISLAND CITY         ,03 THREE FAMILY HOMES                      , 	4 ,"$329,550","$560,388","$606,000","$700,000"
MASPETH                  ,01 ONE FAMILY HOMES                        , 	63 ,"$162,500","$426,141","$432,000","$770,000"
MASPETH                  ,02 TWO FAMILY HOMES                        , 	86 ,"$233,083","$525,983","$496,333","$920,000"
MASPETH                  ,03 THREE FAMILY HOMES                      , 	18 ,"$334,620","$743,740","$757,500","$1,148,586"
MIDDLE VILLAGE           ,01 ONE FAMILY HOMES                        , 	115 ,"$150,000","$503,523","$499,000","$1,200,000"
MIDDLE VILLAGE           ,02 TWO FAMILY HOMES                        , 	79 ,"$235,000","$546,110","$535,000","$925,000"
MIDDLE VILLAGE           ,03 THREE FAMILY HOMES                      , 	18 ,"$375,000","$692,190","$651,500","$963,537"
NEPONSIT                 ,01 ONE FAMILY HOMES                        , 	16 ,"$319,588","$958,787","$705,000","$3,150,000"
OAKLAND GARDENS          ,01 ONE FAMILY HOMES                        , 	48 ,"$400,000","$619,877","$623,750","$997,885"
OAKLAND GARDENS          ,02 TWO FAMILY HOMES                        , 	15 ,"$150,000","$920,675","$958,668","$1,481,553"
OAKLAND GARDENS          ,03 THREE FAMILY HOMES                      , 	5 ,"$768,000","$805,100","$820,000","$835,000"
OZONE PARK               ,01 ONE FAMILY HOMES                        , 	101 ,"$170,000","$355,934","$360,000","$747,027"
OZONE PARK               ,02 TWO FAMILY HOMES                        , 	169 ,"$153,000","$428,385","$425,000","$831,992"
OZONE PARK               ,03 THREE FAMILY HOMES                      , 	30 ,"$236,262","$550,270","$593,769","$743,322"
QUEENS VILLAGE           ,01 ONE FAMILY HOMES                        , 	246 ,"$150,000","$354,908","$360,000","$805,000"
QUEENS VILLAGE           ,02 TWO FAMILY HOMES                        , 	73 ,"$171,500","$436,629","$436,800","$706,762"
QUEENS VILLAGE           ,03 THREE FAMILY HOMES                      , 	2 ,"$350,000","$424,750","$424,750","$499,500"
REGO PARK                ,01 ONE FAMILY HOMES                        , 	40 ,"$200,000","$595,632","$565,000","$1,050,000"
REGO PARK                ,02 TWO FAMILY HOMES                        , 	28 ,"$150,214","$650,665","$614,700","$1,183,000"
REGO PARK                ,03 THREE FAMILY HOMES                      , 	6 ,"$600,767","$786,263","$687,500","$1,140,311"
RICHMOND HILL            ,01 ONE FAMILY HOMES                        , 	158 ,"$152,500","$340,080","$327,816","$690,000"
RICHMOND HILL            ,02 TWO FAMILY HOMES                        , 	190 ,"$182,000","$415,784","$394,946","$775,000"
RICHMOND HILL            ,03 THREE FAMILY HOMES                      , 	22 ,"$150,000","$519,284","$542,500","$745,000"
RIDGEWOOD                ,01 ONE FAMILY HOMES                        , 	23 ,"$180,000","$385,307","$380,000","$700,000"
RIDGEWOOD                ,02 TWO FAMILY HOMES                        , 	63 ,"$170,000","$469,830","$499,900","$799,000"
RIDGEWOOD                ,03 THREE FAMILY HOMES                      , 	13 ,"$301,000","$578,640","$610,000","$722,957"
ROCKAWAY PARK            ,01 ONE FAMILY HOMES                        , 	1 ,"$330,000","$330,000","$330,000","$330,000"
ROCKAWAY PARK            ,02 TWO FAMILY HOMES                        , 	12 ,"$225,000","$465,484","$493,363","$647,000"
ROCKAWAY PARK            ,03 THREE FAMILY HOMES                      , 	4 ,"$300,000","$406,500","$363,000","$600,000"
ROSEDALE                 ,01 ONE FAMILY HOMES                        , 	117 ,"$155,000","$349,033","$350,000","$645,000"
ROSEDALE                 ,02 TWO FAMILY HOMES                        , 	135 ,"$200,850","$473,370","$478,723","$3,500,000"
ROSEDALE                 ,03 THREE FAMILY HOMES                      , 	7 ,"$313,326","$463,539","$470,503","$580,000"
SO. JAMAICA-BAISLEY PARK ,01 ONE FAMILY HOMES                        , 	245 ,"$150,000","$283,111","$288,076","$507,000"
SO. JAMAICA-BAISLEY PARK ,02 TWO FAMILY HOMES                        , 	165 ,"$158,400","$390,151","$380,000","$808,977"
SOUTH JAMAICA            ,01 ONE FAMILY HOMES                        , 	181 ,"$150,000","$297,812","$301,809","$718,149"
SOUTH JAMAICA            ,02 TWO FAMILY HOMES                        , 	245 ,"$150,000","$378,640","$381,000","$1,061,248"
SOUTH JAMAICA            ,03 THREE FAMILY HOMES                      , 	17 ,"$162,240","$405,119","$377,500","$686,134"
SOUTH OZONE PARK         ,01 ONE FAMILY HOMES                        , 	162 ,"$150,000","$348,008","$330,000","$1,200,000"
SOUTH OZONE PARK         ,02 TWO FAMILY HOMES                        , 	170 ,"$166,666","$402,237","$390,000","$760,162"
SOUTH OZONE PARK         ,03 THREE FAMILY HOMES                      , 	5 ,"$380,000","$529,957","$515,000","$799,787"
SPRINGFIELD GARDENS      ,01 ONE FAMILY HOMES                        , 	178 ,"$160,000","$320,845","$319,705","$645,000"
SPRINGFIELD GARDENS      ,02 TWO FAMILY HOMES                        , 	145 ,"$152,826","$432,123","$438,761","$625,854"
SPRINGFIELD GARDENS      ,03 THREE FAMILY HOMES                      , 	5 ,"$350,000","$552,431","$590,217","$661,937"
ST. ALBANS               ,01 ONE FAMILY HOMES                        , 	265 ,"$160,000","$322,736","$327,000","$588,300"
ST. ALBANS               ,02 TWO FAMILY HOMES                        , 	94 ,"$150,000","$363,793","$352,700","$649,712"
ST. ALBANS               ,03 THREE FAMILY HOMES                      , 	1 ,"$549,491","$549,491","$549,491","$549,491"
SUNNYSIDE                ,01 ONE FAMILY HOMES                        , 	15 ,"$225,000","$488,055","$519,000","$610,000"
SUNNYSIDE                ,02 TWO FAMILY HOMES                        , 	21 ,"$350,000","$592,373","$620,000","$769,000"
SUNNYSIDE                ,03 THREE FAMILY HOMES                      , 	6 ,"$400,000","$557,250","$552,500","$700,000"
WHITESTONE               ,01 ONE FAMILY HOMES                        , 	103 ,"$295,000","$645,986","$600,000","$2,000,000"
WHITESTONE               ,02 TWO FAMILY HOMES                        , 	45 ,"$235,000","$688,051","$690,000","$1,200,000"
WOODHAVEN                ,01 ONE FAMILY HOMES                        , 	90 ,"$189,000","$338,319","$326,757","$731,477"
WOODHAVEN                ,02 TWO FAMILY HOMES                        , 	114 ,"$195,000","$399,444","$388,760","$802,500"
WOODHAVEN                ,03 THREE FAMILY HOMES                      , 	28 ,"$242,500","$473,199","$466,000","$738,030"
WOODSIDE                 ,01 ONE FAMILY HOMES                        , 	24 ,"$253,500","$461,782","$485,000","$747,907"
WOODSIDE                 ,02 TWO FAMILY HOMES                        , 	42 ,"$210,000","$608,420","$597,500","$1,100,000"
WOODSIDE                 ,03 THREE FAMILY HOMES                      , 	18 ,"$230,000","$730,487","$805,900","$1,240,000"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
