NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
CASTLE HILL/UNIONPORT    ,03 THREE FAMILY HOMES   ,12,"$211,741","$454,863","$441,000","$710,000"
CITY ISLAND              ,01 ONE FAMILY HOMES     ,14,"$240,000","$559,277","$457,500","$1,175,000"
CITY ISLAND              ,02 TWO FAMILY HOMES     ,3,"$288,600","$327,867","$330,000","$365,000"
CO-OP CITY               ,01 ONE FAMILY HOMES     ,2,"$210,000","$285,000","$285,000","$360,000"
COUNTRY CLUB             ,01 ONE FAMILY HOMES     ,32,"$155,000","$390,146","$380,000","$755,000"
COUNTRY CLUB             ,02 TWO FAMILY HOMES     ,15,"$245,200","$419,680","$465,000","$675,000"
COUNTRY CLUB             ,03 THREE FAMILY HOMES   ,1,"$660,000","$660,000","$660,000","$660,000"
CROTONA PARK             ,02 TWO FAMILY HOMES     ,7,"$195,000","$291,730","$289,000","$435,000"
CROTONA PARK             ,03 THREE FAMILY HOMES   ,6,"$190,000","$327,905","$330,608","$480,000"
EAST TREMONT             ,01 ONE FAMILY HOMES     ,3,"$175,000","$217,667","$185,000","$293,000"
EAST TREMONT             ,02 TWO FAMILY HOMES     ,17,"$160,000","$324,238","$360,000","$490,000"
EAST TREMONT             ,03 THREE FAMILY HOMES   ,12,"$265,000","$425,382","$464,357","$520,000"
FIELDSTON                ,01 ONE FAMILY HOMES     ,12,"$505,000","$1,479,916","$1,430,998","$2,550,000"
FIELDSTON                ,02 TWO FAMILY HOMES     ,2,"$510,000","$580,000","$580,000","$650,000"
FORDHAM                  ,02 TWO FAMILY HOMES     ,6,"$236,000","$400,460","$355,720","$650,000"
FORDHAM                  ,03 THREE FAMILY HOMES   ,3,"$296,800","$387,267","$425,000","$440,000"
HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES     ,1,"$305,000","$305,000","$305,000","$305,000"
HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES     ,14,"$182,252","$355,461","$382,500","$494,000"
HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES   ,5,"$150,000","$340,200","$380,000","$460,000"
HUNTS POINT              ,02 TWO FAMILY HOMES     ,5,"$265,545","$343,109","$320,000","$445,000"
HUNTS POINT              ,03 THREE FAMILY HOMES   ,1,"$475,000","$475,000","$475,000","$475,000"
KINGSBRIDGE HTS/UNIV HTS ,01 ONE FAMILY HOMES     ,5,"$240,000","$276,418","$270,000","$313,092"
KINGSBRIDGE HTS/UNIV HTS ,02 TWO FAMILY HOMES     ,9,"$212,000","$340,083","$339,000","$510,000"
KINGSBRIDGE HTS/UNIV HTS ,03 THREE FAMILY HOMES   ,1,"$585,000","$585,000","$585,000","$585,000"
KINGSBRIDGE/JEROME PARK  ,01 ONE FAMILY HOMES     ,13,"$190,000","$368,884","$360,000","$560,000"
KINGSBRIDGE/JEROME PARK  ,02 TWO FAMILY HOMES     ,20,"$150,000","$453,478","$455,000","$641,497"
KINGSBRIDGE/JEROME PARK  ,03 THREE FAMILY HOMES   ,1,"$513,000","$513,000","$513,000","$513,000"
MELROSE/CONCOURSE        ,01 ONE FAMILY HOMES     ,3,"$195,000","$299,140","$332,421","$370,000"
MELROSE/CONCOURSE        ,02 TWO FAMILY HOMES     ,9,"$195,000","$327,856","$270,400","$618,505"
MELROSE/CONCOURSE        ,03 THREE FAMILY HOMES   ,13,"$223,254","$412,655","$450,000","$805,000"
MORRIS PARK/VAN NEST     ,01 ONE FAMILY HOMES     ,17,"$275,000","$403,794","$403,000","$500,000"
MORRIS PARK/VAN NEST     ,02 TWO FAMILY HOMES     ,45,"$150,000","$436,443","$440,000","$666,953"
MORRIS PARK/VAN NEST     ,03 THREE FAMILY HOMES   ,14,"$217,500","$424,143","$475,000","$600,000"
MORRISANIA/LONGWOOD      ,01 ONE FAMILY HOMES     ,9,"$210,000","$300,778","$297,000","$450,000"
MORRISANIA/LONGWOOD      ,02 TWO FAMILY HOMES     ,30,"$157,170","$355,741","$394,313","$460,000"
MORRISANIA/LONGWOOD      ,03 THREE FAMILY HOMES   ,30,"$190,000","$457,695","$487,990","$823,633"
MOTT HAVEN/PORT MORRIS   ,01 ONE FAMILY HOMES     ,7,"$150,000","$237,647","$225,000","$328,048"
MOTT HAVEN/PORT MORRIS   ,02 TWO FAMILY HOMES     ,7,"$250,000","$378,446","$410,670","$435,713"
MOTT HAVEN/PORT MORRIS   ,03 THREE FAMILY HOMES   ,5,"$195,000","$416,934","$250,000","$864,800"
MOUNT HOPE/MOUNT EDEN    ,02 TWO FAMILY HOMES     ,4,"$160,000","$282,875","$265,000","$441,500"
MOUNT HOPE/MOUNT EDEN    ,03 THREE FAMILY HOMES   ,9,"$170,000","$401,689","$460,000","$650,000"
PARKCHESTER              ,01 ONE FAMILY HOMES     ,2,"$340,000","$397,900","$397,900","$455,800"
PARKCHESTER              ,02 TWO FAMILY HOMES     ,20,"$150,000","$334,885","$352,500","$625,000"
PARKCHESTER              ,03 THREE FAMILY HOMES   ,9,"$223,000","$350,211","$380,000","$550,000"
PELHAM GARDENS           ,01 ONE FAMILY HOMES     ,22,"$245,000","$454,916","$432,000","$700,000"
PELHAM GARDENS           ,02 TWO FAMILY HOMES     ,14,"$294,060","$531,863","$545,000","$900,000"
PELHAM PARKWAY NORTH     ,01 ONE FAMILY HOMES     ,23,"$197,500","$373,183","$394,000","$499,000"
PELHAM PARKWAY NORTH     ,02 TWO FAMILY HOMES     ,41,"$225,000","$428,549","$406,000","$660,000"
PELHAM PARKWAY NORTH     ,03 THREE FAMILY HOMES   ,4,"$470,000","$565,448","$575,000","$641,791"
PELHAM PARKWAY SOUTH     ,01 ONE FAMILY HOMES     ,12,"$270,000","$393,542","$419,500","$550,000"
PELHAM PARKWAY SOUTH     ,02 TWO FAMILY HOMES     ,10,"$300,000","$472,641","$472,500","$650,000"
PELHAM PARKWAY SOUTH     ,03 THREE FAMILY HOMES   ,5,"$450,000","$521,260","$485,000","$700,000"
RIVERDALE                ,01 ONE FAMILY HOMES     ,23,"$260,824","$1,106,688","$825,000","$2,675,000"
RIVERDALE                ,02 TWO FAMILY HOMES     ,7,"$250,000","$641,429","$670,000","$910,000"
RIVERDALE                ,03 THREE FAMILY HOMES   ,2,"$600,000","$620,250","$620,250","$640,500"
SCHUYLERVILLE/PELHAM BAY ,01 ONE FAMILY HOMES     ,31,"$180,000","$353,381","$370,000","$490,000"
SCHUYLERVILLE/PELHAM BAY ,02 TWO FAMILY HOMES     ,39,"$188,704","$423,776","$450,000","$645,000"
SCHUYLERVILLE/PELHAM BAY ,03 THREE FAMILY HOMES   ,7,"$190,000","$451,977","$425,000","$760,000"
SOUNDVIEW                ,01 ONE FAMILY HOMES     ,19,"$165,000","$274,855","$254,600","$425,000"
SOUNDVIEW                ,02 TWO FAMILY HOMES     ,33,"$150,000","$335,507","$335,000","$499,200"
SOUNDVIEW                ,03 THREE FAMILY HOMES   ,28,"$230,000","$416,319","$415,370","$656,771"
THROGS NECK              ,01 ONE FAMILY HOMES     ,67,"$150,000","$361,219","$367,021","$750,000"
THROGS NECK              ,02 TWO FAMILY HOMES     ,54,"$237,000","$402,732","$400,000","$686,205"
THROGS NECK              ,03 THREE FAMILY HOMES   ,7,"$415,000","$482,845","$471,700","$585,000"
WAKEFIELD                ,01 ONE FAMILY HOMES     ,33,"$186,666","$300,295","$320,000","$475,000"
WAKEFIELD                ,02 TWO FAMILY HOMES     ,46,"$193,800","$387,640","$371,250","$572,868"
WAKEFIELD                ,03 THREE FAMILY HOMES   ,14,"$250,000","$377,937","$387,900","$561,800"
WESTCHESTER              ,01 ONE FAMILY HOMES     ,12,"$212,000","$307,096","$317,075","$390,000"
WESTCHESTER              ,02 TWO FAMILY HOMES     ,29,"$170,000","$361,958","$388,297","$495,000"
WESTCHESTER              ,03 THREE FAMILY HOMES   ,6,"$335,000","$449,500","$458,500","$530,000"
WILLIAMSBRIDGE           ,01 ONE FAMILY HOMES     ,26,"$170,000","$293,161","$282,000","$630,000"
WILLIAMSBRIDGE           ,02 TWO FAMILY HOMES     ,85,"$150,000","$343,953","$339,860","$597,532"
WILLIAMSBRIDGE           ,03 THREE FAMILY HOMES   ,23,"$190,000","$417,978","$435,000","$578,000"
WOODLAWN                 ,01 ONE FAMILY HOMES     ,12,"$331,000","$417,975","$410,000","$545,000"
WOODLAWN                 ,02 TWO FAMILY HOMES     ,5,"$355,000","$434,500","$410,000","$520,000"
WOODLAWN                 ,03 THREE FAMILY HOMES   ,2,"$550,000","$577,500","$577,500","$605,000"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
