NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
CASTLE HILL/UNIONPORT    ,01 ONE FAMILY HOMES     ,9,"$230,000.00 ","$318,333.00 ","$325,000.00 ","$399,000.00 "
CASTLE HILL/UNIONPORT    ,02 TWO FAMILY HOMES     ,37,"$230,000.00 ","$386,605.00 ","$380,000.00 ","$610,004.00 "
CASTLE HILL/UNIONPORT    ,03 THREE FAMILY HOMES   ,5,"$220,000.00 ","$389,488.00 ","$435,000.00 ","$480,000.00 "
CITY ISLAND              ,01 ONE FAMILY HOMES     ,19,"$230,000.00 ","$385,405.00 ","$395,000.00 ","$560,000.00 "
CITY ISLAND              ,02 TWO FAMILY HOMES     ,7,"$286,000.00 ","$484,558.00 ","$490,320.00 ","$700,000.00 "
CITY ISLAND-PELHAM STRIP ,01 ONE FAMILY HOMES     ,2,"$995,000.00 ","$1,028,750.00 ","$1,028,750.00 ","$1,062,500.00 "
CO-OP CITY               ,02 TWO FAMILY HOMES     ,1,"$335,000.00 ","$335,000.00 ","$335,000.00 ","$335,000.00 "
COUNTRY CLUB             ,01 ONE FAMILY HOMES     ,46,"$225,000.00 ","$409,888.00 ","$399,309.00 ","$990,000.00 "
COUNTRY CLUB             ,02 TWO FAMILY HOMES     ,30,"$250,000.00 ","$491,071.00 ","$477,450.00 ","$775,000.00 "
COUNTRY CLUB             ,03 THREE FAMILY HOMES   ,5,"$217,579.00 ","$410,516.00 ","$425,000.00 ","$600,000.00 "
CROTONA PARK             ,01 ONE FAMILY HOMES     ,2,"$240,000.00 ","$734,000.00 ","$734,000.00 ","$1,228,000.00 "
CROTONA PARK             ,02 TWO FAMILY HOMES     ,6,"$220,000.00 ","$376,642.00 ","$397,125.00 ","$450,000.00 "
CROTONA PARK             ,03 THREE FAMILY HOMES   ,5,"$200,000.00 ","$317,240.00 ","$350,000.00 ","$376,200.00 "
EAST TREMONT             ,01 ONE FAMILY HOMES     ,2,"$235,000.00 ","$242,500.00 ","$242,500.00 ","$250,000.00 "
EAST TREMONT             ,02 TWO FAMILY HOMES     ,12,"$217,000.00 ","$298,717.00 ","$274,500.00 ","$400,500.00 "
EAST TREMONT             ,03 THREE FAMILY HOMES   ,16,"$213,447.00 ","$363,903.00 ","$373,500.00 ","$490,000.00 "
FIELDSTON                ,01 ONE FAMILY HOMES     ,10,"$650,000.00 ","$1,474,114.00 ","$1,293,000.00 ","$2,995,000.00 "
FORDHAM                  ,02 TWO FAMILY HOMES     ,10,"$210,000.00 ","$338,268.00 ","$325,250.00 ","$443,000.00 "
FORDHAM                  ,03 THREE FAMILY HOMES   ,1,"$375,000.00 ","$375,000.00 ","$375,000.00 ","$375,000.00 "
HIGHBRIDGE/MORRIS HEIGHTS,01 ONE FAMILY HOMES     ,1,"$480,000.00 ","$480,000.00 ","$480,000.00 ","$480,000.00 "
HIGHBRIDGE/MORRIS HEIGHTS,02 TWO FAMILY HOMES     ,20,"$200,000.00 ","$376,405.00 ","$382,300.00 ","$544,763.00 "
HIGHBRIDGE/MORRIS HEIGHTS,03 THREE FAMILY HOMES   ,9,"$208,357.00 ","$552,351.00 ","$533,000.00 ","$915,000.00 "
HUNTS POINT              ,02 TWO FAMILY HOMES     ,6,"$215,000.00 ","$426,286.00 ","$415,350.00 ","$657,016.00 "
HUNTS POINT              ,03 THREE FAMILY HOMES   ,6,"$265,000.00 ","$419,125.00 ","$470,000.00 ","$499,750.00 "
KINGSBRIDGE HTS/UNIV HTS ,01 ONE FAMILY HOMES     ,6,"$305,500.00 ","$353,833.00 ","$350,000.00 ","$424,000.00 "
KINGSBRIDGE HTS/UNIV HTS ,02 TWO FAMILY HOMES     ,18,"$210,000.00 ","$392,414.00 ","$422,500.00 ","$655,000.00 "
KINGSBRIDGE HTS/UNIV HTS ,03 THREE FAMILY HOMES   ,3,"$214,000.00 ","$483,000.00 ","$355,000.00 ","$880,000.00 "
KINGSBRIDGE/JEROME PARK  ,01 ONE FAMILY HOMES     ,14,"$246,500.00 ","$410,607.00 ","$385,000.00 ","$760,000.00 "
KINGSBRIDGE/JEROME PARK  ,02 TWO FAMILY HOMES     ,13,"$275,000.00 ","$447,231.00 ","$444,000.00 ","$595,000.00 "
KINGSBRIDGE/JEROME PARK  ,03 THREE FAMILY HOMES   ,3,"$435,918.00 ","$566,250.00 ","$590,000.00 ","$672,831.00 "
MELROSE/CONCOURSE        ,01 ONE FAMILY HOMES     ,4,"$243,750.00 ","$609,688.00 ","$610,000.00 ","$975,000.00 "
MELROSE/CONCOURSE        ,02 TWO FAMILY HOMES     ,9,"$200,000.00 ","$477,810.00 ","$390,000.00 ","$1,300,000.00 "
MELROSE/CONCOURSE        ,03 THREE FAMILY HOMES   ,18,"$200,000.00 ","$347,786.00 ","$322,030.00 ","$580,000.00 "
MORRIS PARK/VAN NEST     ,01 ONE FAMILY HOMES     ,22,"$290,000.00 ","$371,377.00 ","$378,250.00 ","$450,000.00 "
MORRIS PARK/VAN NEST     ,02 TWO FAMILY HOMES     ,53,"$200,000.00 ","$418,249.00 ","$432,000.00 ","$633,791.00 "
MORRIS PARK/VAN NEST     ,03 THREE FAMILY HOMES   ,15,"$270,000.00 ","$427,290.00 ","$425,000.00 ","$568,250.00 "
MORRISANIA/LONGWOOD      ,01 ONE FAMILY HOMES     ,17,"$235,000.00 ","$304,819.00 ","$277,000.00 ","$469,137.00 "
MORRISANIA/LONGWOOD      ,02 TWO FAMILY HOMES     ,23,"$203,814.00 ","$379,823.00 ","$375,000.00 ","$908,287.00 "
MORRISANIA/LONGWOOD      ,03 THREE FAMILY HOMES   ,42,"$200,000.00 ","$396,259.00 ","$397,884.00 ","$606,600.00 "
MOTT HAVEN/PORT MORRIS   ,02 TWO FAMILY HOMES     ,12,"$270,000.00 ","$347,821.00 ","$332,000.00 ","$547,346.00 "
MOTT HAVEN/PORT MORRIS   ,03 THREE FAMILY HOMES   ,6,"$225,000.00 ","$478,500.00 ","$425,000.00 ","$884,000.00 "
MOUNT HOPE/MOUNT EDEN    ,01 ONE FAMILY HOMES     ,1,"$457,500.00 ","$457,500.00 ","$457,500.00 ","$457,500.00 "
MOUNT HOPE/MOUNT EDEN    ,02 TWO FAMILY HOMES     ,6,"$217,000.00 ","$354,633.00 ","$376,900.00 ","$480,000.00 "
MOUNT HOPE/MOUNT EDEN    ,03 THREE FAMILY HOMES   ,8,"$200,000.00 ","$381,502.00 ","$402,500.00 ","$486,720.00 "
PARKCHESTER              ,01 ONE FAMILY HOMES     ,6,"$225,000.00 ","$305,833.00 ","$312,500.00 ","$400,000.00 "
PARKCHESTER              ,02 TWO FAMILY HOMES     ,24,"$225,000.00 ","$352,083.00 ","$331,250.00 ","$510,000.00 "
PARKCHESTER              ,03 THREE FAMILY HOMES   ,9,"$270,000.00 ","$447,321.00 ","$491,150.00 ","$569,000.00 "
PELHAM GARDENS           ,01 ONE FAMILY HOMES     ,17,"$285,000.00 ","$433,286.00 ","$409,425.00 ","$650,000.00 "
PELHAM GARDENS           ,02 TWO FAMILY HOMES     ,12,"$395,000.00 ","$531,708.00 ","$500,000.00 ","$700,000.00 "
PELHAM PARKWAY NORTH     ,01 ONE FAMILY HOMES     ,35,"$200,000.00 ","$416,569.00 ","$420,000.00 ","$840,000.00 "
PELHAM PARKWAY NORTH     ,02 TWO FAMILY HOMES     ,35,"$210,000.00 ","$418,410.00 ","$400,000.00 ","$670,000.00 "
PELHAM PARKWAY NORTH     ,03 THREE FAMILY HOMES   ,4,"$325,000.00 ","$430,250.00 ","$448,000.00 ","$500,000.00 "
PELHAM PARKWAY SOUTH     ,01 ONE FAMILY HOMES     ,13,"$340,000.00 ","$440,115.00 ","$385,000.00 ","$700,000.00 "
PELHAM PARKWAY SOUTH     ,02 TWO FAMILY HOMES     ,11,"$237,000.00 ","$452,182.00 ","$457,000.00 ","$625,000.00 "
PELHAM PARKWAY SOUTH     ,03 THREE FAMILY HOMES   ,1,"$435,000.00 ","$435,000.00 ","$435,000.00 ","$435,000.00 "
RIVERDALE                ,01 ONE FAMILY HOMES     ,38,"$280,000.00 ","$824,735.00 ","$711,750.00 ","$2,000,000.00 "
RIVERDALE                ,02 TWO FAMILY HOMES     ,10,"$350,000.00 ","$766,610.00 ","$615,000.00 ","$2,000,000.00 "
RIVERDALE                ,03 THREE FAMILY HOMES   ,3,"$540,000.00 ","$605,806.00 ","$587,418.00 ","$690,000.00 "
SCHUYLERVILLE/PELHAM BAY ,01 ONE FAMILY HOMES     ,33,"$220,000.00 ","$355,458.00 ","$360,000.00 ","$459,060.00 "
SCHUYLERVILLE/PELHAM BAY ,02 TWO FAMILY HOMES     ,57,"$212,000.00 ","$436,526.00 ","$425,000.00 ","$742,000.00 "
SCHUYLERVILLE/PELHAM BAY ,03 THREE FAMILY HOMES   ,17,"$227,000.00 ","$465,200.00 ","$525,000.00 ","$600,000.00 "
SOUNDVIEW                ,01 ONE FAMILY HOMES     ,18,"$203,000.00 ","$314,706.00 ","$306,350.00 ","$545,000.00 "
SOUNDVIEW                ,02 TWO FAMILY HOMES     ,61,"$210,500.00 ","$360,353.00 ","$371,000.00 ","$508,000.00 "
SOUNDVIEW                ,03 THREE FAMILY HOMES   ,54,"$200,000.00 ","$390,367.00 ","$409,500.00 ","$662,334.00 "
THROGS NECK              ,01 ONE FAMILY HOMES     ,78,"$200,000.00 ","$366,663.00 ","$367,500.00 ","$725,000.00 "
THROGS NECK              ,02 TWO FAMILY HOMES     ,41,"$200,000.00 ","$449,125.00 ","$445,000.00 ","$760,000.00 "
THROGS NECK              ,03 THREE FAMILY HOMES   ,8,"$497,500.00 ","$588,250.00 ","$605,000.00 ","$695,000.00 "
WAKEFIELD                ,01 ONE FAMILY HOMES     ,35,"$210,000.00 ","$319,818.00 ","$328,600.00 ","$440,000.00 "
WAKEFIELD                ,02 TWO FAMILY HOMES     ,45,"$220,000.00 ","$376,140.00 ","$357,500.00 ","$575,000.00 "
WAKEFIELD                ,03 THREE FAMILY HOMES   ,6,"$246,000.00 ","$367,000.00 ","$354,500.00 ","$500,000.00 "
WESTCHESTER              ,01 ONE FAMILY HOMES     ,4,"$345,450.00 ","$383,863.00 ","$380,000.00 ","$430,000.00 "
WESTCHESTER              ,02 TWO FAMILY HOMES     ,27,"$250,000.00 ","$441,759.00 ","$410,000.00 ","$1,275,000.00 "
WESTCHESTER              ,03 THREE FAMILY HOMES   ,15,"$218,000.00 ","$455,196.00 ","$460,000.00 ","$763,757.00 "
WILLIAMSBRIDGE           ,01 ONE FAMILY HOMES     ,27,"$200,000.00 ","$305,199.00 ","$318,000.00 ","$405,000.00 "
WILLIAMSBRIDGE           ,02 TWO FAMILY HOMES     ,88,"$200,000.00 ","$374,426.00 ","$370,000.00 ","$715,704.00 "
WILLIAMSBRIDGE           ,03 THREE FAMILY HOMES   ,36,"$215,000.00 ","$437,363.00 ","$465,000.00 ","$660,822.00 "
WOODLAWN                 ,01 ONE FAMILY HOMES     ,17,"$225,000.00 ","$377,712.00 ","$368,600.00 ","$573,500.00 "
WOODLAWN                 ,02 TWO FAMILY HOMES     ,8,"$245,388.00 ","$410,924.00 ","$370,000.00 ","$595,000.00 "
WOODLAWN                 ,03 THREE FAMILY HOMES   ,4,"$428,000.00 ","$523,250.00 ","$517,500.00 ","$630,000.00 "
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
