NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
RIVERDALE                ,02 TWO FAMILY HOMES     ,7,"$599,000","$634,143","$635,000","$690,000"
RIVERDALE                ,03 THREE FAMILY HOMES   ,5,"$350,000","$701,000","$710,000","$975,000"
SCHUYLERVILLE/PELHAM BAY ,01 ONE FAMILY HOMES     ,33,"$180,000","$383,077","$370,000","$730,000"
SCHUYLERVILLE/PELHAM BAY ,02 TWO FAMILY HOMES     ,43,"$202,000","$457,633","$439,000","$692,410"
SCHUYLERVILLE/PELHAM BAY ,03 THREE FAMILY HOMES   ,7,"$370,000","$531,888","$550,000","$669,500"
SOUNDVIEW                ,01 ONE FAMILY HOMES     ,15,"$151,086","$270,317","$280,000","$430,000"
SOUNDVIEW                ,02 TWO FAMILY HOMES     ,45,"$177,000","$391,816","$410,000","$623,823"
SOUNDVIEW                ,03 THREE FAMILY HOMES   ,32,"$250,000","$433,954","$445,600","$630,000"
THROGS NECK              ,01 ONE FAMILY HOMES     ,50,"$150,000","$375,518","$375,000","$890,000"
THROGS NECK              ,02 TWO FAMILY HOMES     ,55,"$170,000","$433,088","$431,750","$705,000"
THROGS NECK              ,03 THREE FAMILY HOMES   ,12,"$250,000","$498,413","$545,000","$655,000"
WAKEFIELD                ,01 ONE FAMILY HOMES     ,41,"$158,000","$316,531","$335,000","$505,056"
WAKEFIELD                ,02 TWO FAMILY HOMES     ,40,"$165,000","$369,935","$361,975","$576,600"
WAKEFIELD                ,03 THREE FAMILY HOMES   ,7,"$200,000","$373,190","$380,000","$509,000"
WESTCHESTER              ,01 ONE FAMILY HOMES     ,13,"$170,000","$309,235","$300,000","$530,000"
WESTCHESTER              ,02 TWO FAMILY HOMES     ,27,"$150,000","$365,574","$380,000","$534,800"
WESTCHESTER              ,03 THREE FAMILY HOMES   ,10,"$315,000","$552,603","$530,750","$713,889"
WILLIAMSBRIDGE           ,01 ONE FAMILY HOMES     ,39,"$155,000","$315,818","$334,250","$651,235"
WILLIAMSBRIDGE           ,02 TWO FAMILY HOMES     ,85,"$160,000","$368,507","$375,000","$555,000"
WILLIAMSBRIDGE           ,03 THREE FAMILY HOMES   ,27,"$237,000","$495,440","$484,000","$678,006"
WOODLAWN                 ,01 ONE FAMILY HOMES     ,6,"$200,000","$354,567","$374,500","$460,000"
WOODLAWN                 ,02 TWO FAMILY HOMES     ,11,"$250,000","$463,827","$477,500","$630,000"
WOODLAWN                 ,03 THREE FAMILY HOMES   ,3,"$300,000","$471,167","$550,000","$563,500"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
