NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
PELHAM PARKWAY SOUTH     ,03 THREE FAMILY HOMES   ,1,"$485,000.00 ","$485,000.00 ","$485,000.00 ","$485,000.00 "
RIVERDALE                ,01 ONE FAMILY HOMES     ,38,"$237,000.00 ","$968,482.00 ","$716,667.00 ","$4,650,000.00 "
RIVERDALE                ,02 TWO FAMILY HOMES     ,7,"$496,000.00 ","$636,714.00 ","$583,000.00 ","$940,000.00 "
RIVERDALE                ,03 THREE FAMILY HOMES   ,2,"$310,000.00 ","$437,500.00 ","$437,500.00 ","$565,000.00 "
SCHUYLERVILLE/PELHAM BAY ,01 ONE FAMILY HOMES     ,37,"$202,651.00 ","$362,671.00 ","$357,000.00 ","$525,000.00 "
SCHUYLERVILLE/PELHAM BAY ,02 TWO FAMILY HOMES     ,43,"$202,460.00 ","$401,718.00 ","$410,000.00 ","$600,000.00 "
SCHUYLERVILLE/PELHAM BAY ,03 THREE FAMILY HOMES   ,15,"$275,000.00 ","$467,000.00 ","$460,000.00 ","$625,000.00 "
SOUNDVIEW                ,01 ONE FAMILY HOMES     ,16,"$200,000.00 ","$269,388.00 ","$262,500.00 ","$365,700.00 "
SOUNDVIEW                ,02 TWO FAMILY HOMES     ,43,"$202,800.00 ","$382,535.00 ","$397,000.00 ","$520,000.00 "
SOUNDVIEW                ,03 THREE FAMILY HOMES   ,22,"$224,094.00 ","$384,541.00 ","$390,250.00 ","$514,000.00 "
THROGS NECK              ,01 ONE FAMILY HOMES     ,58,"$200,000.00 ","$357,054.00 ","$356,000.00 ","$500,000.00 "
THROGS NECK              ,02 TWO FAMILY HOMES     ,49,"$200,000.00 ","$407,730.00 ","$422,940.00 ","$615,000.00 "
THROGS NECK              ,03 THREE FAMILY HOMES   ,2,"$416,000.00 ","$508,000.00 ","$508,000.00 ","$600,000.00 "
WAKEFIELD                ,01 ONE FAMILY HOMES     ,28,"$200,000.00 ","$309,603.00 ","$317,150.00 ","$478,036.00 "
WAKEFIELD                ,02 TWO FAMILY HOMES     ,32,"$200,000.00 ","$373,211.00 ","$350,000.00 ","$570,000.00 "
WAKEFIELD                ,03 THREE FAMILY HOMES   ,8,"$320,000.00 ","$427,344.00 ","$453,850.00 ","$491,000.00 "
WESTCHESTER              ,01 ONE FAMILY HOMES     ,6,"$269,000.00 ","$339,967.00 ","$293,400.00 ","$490,000.00 "
WESTCHESTER              ,02 TWO FAMILY HOMES     ,29,"$200,000.00 ","$397,880.00 ","$375,000.00 ","$775,000.00 "
WESTCHESTER              ,03 THREE FAMILY HOMES   ,7,"$270,000.00 ","$444,467.00 ","$415,000.00 ","$600,000.00 "
WILLIAMSBRIDGE           ,01 ONE FAMILY HOMES     ,30,"$200,000.00 ","$278,976.00 ","$280,000.00 ","$385,000.00 "
WILLIAMSBRIDGE           ,02 TWO FAMILY HOMES     ,62,"$200,000.00 ","$366,926.00 ","$361,084.00 ","$579,000.00 "
WILLIAMSBRIDGE           ,03 THREE FAMILY HOMES   ,19,"$250,000.00 ","$399,079.00 ","$430,000.00 ","$549,855.00 "
WOODLAWN                 ,01 ONE FAMILY HOMES     ,11,"$225,000.00 ","$379,582.00 ","$385,000.00 ","$468,000.00 "
WOODLAWN                 ,02 TWO FAMILY HOMES     ,12,"$225,000.00 ","$421,667.00 ","$432,500.00 ","$580,000.00 "
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
