NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATH BEACH               ,01 ONE FAMILY HOMES     ,17 ,"$395,000","$544,790","$530,000","$705,000"
BATH BEACH               ,02 TWO FAMILY HOMES     ,58 ,"$200,000","$654,117","$654,000","$1,250,000"
BATH BEACH               ,03 THREE FAMILY HOMES   ,17 ,"$175,000","$794,660","$790,000","$1,282,995"
BAY RIDGE                ,01 ONE FAMILY HOMES     ,106 ,"$190,000","$780,849","$670,000","$4,650,000"
BAY RIDGE                ,02 TWO FAMILY HOMES     ,113 ,"$150,000","$769,807","$765,000","$2,100,000"
BAY RIDGE                ,03 THREE FAMILY HOMES   ,17 ,"$180,000","$670,851","$747,500","$855,000"
BEDFORD STUYVESANT       ,01 ONE FAMILY HOMES     ,23 ,"$159,500","$314,389","$327,000","$495,000"
BEDFORD STUYVESANT       ,02 TWO FAMILY HOMES     ,254 ,"$150,000","$405,030","$369,500","$1,240,000"
BEDFORD STUYVESANT       ,03 THREE FAMILY HOMES   ,126 ,"$150,000","$492,702","$487,500","$1,275,000"
BENSONHURST              ,01 ONE FAMILY HOMES     ,47 ,"$310,000","$626,840","$590,000","$1,525,000"
BENSONHURST              ,02 TWO FAMILY HOMES     ,117 ,"$175,000","$668,510","$680,000","$1,145,000"
BENSONHURST              ,03 THREE FAMILY HOMES   ,39 ,"$245,000","$755,910","$799,000","$1,150,000"
BERGEN BEACH             ,01 ONE FAMILY HOMES     ,34 ,"$197,774","$570,106","$545,000","$1,285,000"
BERGEN BEACH             ,02 TWO FAMILY HOMES     ,30 ,"$275,000","$666,875","$697,500","$840,000"
BERGEN BEACH             ,03 THREE FAMILY HOMES   ,6 ,"$310,000","$591,583","$659,250","$700,000"
BOERUM HILL              ,01 ONE FAMILY HOMES     ,8 ,"$475,000","$1,263,918","$1,087,500","$2,390,000"
BOERUM HILL              ,02 TWO FAMILY HOMES     ,13 ,"$800,000","$1,241,229","$1,312,500","$2,200,000"
BOERUM HILL              ,03 THREE FAMILY HOMES   ,3 ,"$1,100,000","$1,491,667","$1,625,000","$1,750,000"
BOROUGH PARK             ,01 ONE FAMILY HOMES     ,50 ,"$233,333","$582,215","$557,500","$1,850,000"
BOROUGH PARK             ,02 TWO FAMILY HOMES     ,162 ,"$160,000","$677,339","$672,500","$2,450,000"
BOROUGH PARK             ,03 THREE FAMILY HOMES   ,57 ,"$175,000","$809,075","$818,000","$1,800,000"
BRIGHTON BEACH           ,01 ONE FAMILY HOMES     ,3 ,"$230,400","$420,967","$397,500","$635,000"
