NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATH BEACH               ,01 ONE FAMILY HOMES     ,23,"638,000","829,261","829,000","1,090,000"
BATH BEACH               ,02 TWO FAMILY HOMES     ,58,"340,000","947,047","917,500","1,900,000"
BATH BEACH               ,03 THREE FAMILY HOMES   ,30,"400,000","1,295,518","1,242,500","2,050,000"
BAY RIDGE                ,01 ONE FAMILY HOMES     ,115,"234,000","1,059,167","950,000","2,930,000"
BAY RIDGE                ,02 TWO FAMILY HOMES     ,125,"250,000","1,098,791","1,099,000","2,150,000"
BAY RIDGE                ,03 THREE FAMILY HOMES   ,9,"988,000","1,325,056","1,300,000","2,000,000"
BEDFORD STUYVESANT       ,01 ONE FAMILY HOMES     ,44,"270,000","882,653","780,000","1,850,000"
BEDFORD STUYVESANT       ,02 TWO FAMILY HOMES     ,273,"235,513","1,154,184","1,070,000","2,750,000"
BEDFORD STUYVESANT       ,03 THREE FAMILY HOMES   ,146,"200,000","1,272,540","1,262,500","2,800,000"
BENSONHURST              ,01 ONE FAMILY HOMES     ,50,"242,500","826,114","847,500","1,350,000"
BENSONHURST              ,02 TWO FAMILY HOMES     ,151,"200,000","1,060,748","990,000","3,955,000"
BENSONHURST              ,03 THREE FAMILY HOMES   ,40,"250,000","1,174,300","1,184,000","1,800,000"
BERGEN BEACH             ,01 ONE FAMILY HOMES     ,40,"330,000","639,750","636,750","1,175,000"
BERGEN BEACH             ,02 TWO FAMILY HOMES     ,14,"250,000","665,286","722,500","850,000"
BERGEN BEACH             ,03 THREE FAMILY HOMES   ,15,"640,000","724,720","720,000","875,000"
BOERUM HILL              ,01 ONE FAMILY HOMES     ,9,"997,885","3,178,098","3,350,000","5,000,000"
BOERUM HILL              ,02 TWO FAMILY HOMES     ,20,"1,700,000","3,431,300","2,725,000","13,600,000"
BOERUM HILL              ,03 THREE FAMILY HOMES   ,4,"1,249,951","2,597,488","2,920,000","3,300,000"
BOROUGH PARK             ,01 ONE FAMILY HOMES     ,60,"350,000","1,021,691","937,500","3,000,000"
BOROUGH PARK             ,02 TWO FAMILY HOMES     ,186,"285,700","1,193,939","1,100,000","5,000,000"
BOROUGH PARK             ,03 THREE FAMILY HOMES   ,70,"395,000","1,384,872","1,382,500","2,705,000"
BRIGHTON BEACH           ,01 ONE FAMILY HOMES     ,12,"271,799","534,650","450,000","1,600,000"
BRIGHTON BEACH           ,02 TWO FAMILY HOMES     ,18,"350,000","656,323","673,750","865,000"
BRIGHTON BEACH           ,03 THREE FAMILY HOMES   ,9,"350,000","646,156","680,000","855,000"
BROOKLYN HEIGHTS         ,01 ONE FAMILY HOMES     ,4,"2,350,000","4,712,500","4,250,000","8,000,000"
BROOKLYN HEIGHTS         ,02 TWO FAMILY HOMES     ,6,"3,900,000","6,391,667","6,875,000","9,400,000"
BROOKLYN HEIGHTS         ,03 THREE FAMILY HOMES   ,1,"3,200,000","3,200,000","3,200,000","3,200,000"
BROWNSVILLE              ,01 ONE FAMILY HOMES     ,33,"224,705","340,721","350,000","588,000"
