NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
FLATBUSH-EAST            ,01 ONE FAMILY HOMES     ,150,"$200,000.00 ","$391,851.00 ","$370,000.00 ","$850,000.00 "
FLATBUSH-EAST            ,02 TWO FAMILY HOMES     ,112,"$200,000.00 ","$449,212.00 ","$445,000.00 ","$750,000.00 "
FLATBUSH-EAST            ,03 THREE FAMILY HOMES   ,26,"$230,000.00 ","$469,396.00 ","$482,500.00 ","$838,500.00 "
FLATBUSH-LEFFERTS GARDEN ,01 ONE FAMILY HOMES     ,21,"$350,000.00 ","$961,655.00 ","$900,000.00 ","$1,825,000.00 "
FLATBUSH-LEFFERTS GARDEN ,02 TWO FAMILY HOMES     ,19,"$340,000.00 ","$858,684.00 ","$775,000.00 ","$3,650,000.00 "
FLATBUSH-LEFFERTS GARDEN ,03 THREE FAMILY HOMES   ,20,"$270,000.00 ","$748,937.00 ","$731,500.00 ","$1,300,000.00 "
FLATBUSH-NORTH           ,01 ONE FAMILY HOMES     ,18,"$230,000.00 ","$353,587.00 ","$370,000.00 ","$511,000.00 "
FLATBUSH-NORTH           ,02 TWO FAMILY HOMES     ,49,"$200,000.00 ","$414,493.00 ","$375,000.00 ","$1,867,440.00 "
FLATBUSH-NORTH           ,03 THREE FAMILY HOMES   ,13,"$260,000.00 ","$478,385.00 ","$504,000.00 ","$642,500.00 "
FLATLANDS                ,01 ONE FAMILY HOMES     ,35,"$200,000.00 ","$376,016.00 ","$375,000.00 ","$540,000.00 "
FLATLANDS                ,02 TWO FAMILY HOMES     ,31,"$207,000.00 ","$422,425.00 ","$445,000.00 ","$575,000.00 "
FLATLANDS                ,03 THREE FAMILY HOMES   ,4,"$460,000.00 ","$625,000.00 ","$595,000.00 ","$850,000.00 "
FORT GREENE              ,01 ONE FAMILY HOMES     ,5,"$600,000.00 ","$1,831,500.00 ","$1,862,500.00 ","$2,550,000.00 "
FORT GREENE              ,02 TWO FAMILY HOMES     ,20,"$462,000.00 ","$2,018,375.00 ","$1,850,000.00 ","$3,750,000.00 "
FORT GREENE              ,03 THREE FAMILY HOMES   ,20,"$445,000.00 ","$1,442,433.00 ","$1,495,000.00 ","$2,750,000.00 "
GERRITSEN BEACH          ,01 ONE FAMILY HOMES     ,35,"$200,500.00 ","$376,822.00 ","$355,000.00 ","$869,000.00 "
GERRITSEN BEACH          ,02 TWO FAMILY HOMES     ,5,"$250,000.00 ","$351,250.00 ","$415,000.00 ","$426,250.00 "
GOWANUS                  ,01 ONE FAMILY HOMES     ,4,"$320,000.00 ","$767,500.00 ","$762,500.00 ","$1,225,000.00 "
GOWANUS                  ,02 TWO FAMILY HOMES     ,21,"$700,000.00 ","$1,418,727.00 ","$1,425,000.00 ","$2,600,000.00 "
GOWANUS                  ,03 THREE FAMILY HOMES   ,9,"$500,000.00 ","$1,213,944.00 ","$1,330,000.00 ","$2,055,500.00 "
GRAVESEND                ,01 ONE FAMILY HOMES     ,67,"$200,000.00 ","$568,251.00 ","$555,000.00 ","$1,400,000.00 "
GRAVESEND                ,02 TWO FAMILY HOMES     ,133,"$202,800.00 ","$677,190.00 ","$670,000.00 ","$1,300,000.00 "
GRAVESEND                ,03 THREE FAMILY HOMES   ,38,"$250,000.00 ","$842,722.00 ","$867,500.00 ","$1,325,000.00 "
GREENPOINT               ,01 ONE FAMILY HOMES     ,4,"$343,000.00 ","$704,500.00 ","$687,500.00 ","$1,100,000.00 "
GREENPOINT               ,02 TWO FAMILY HOMES     ,33,"$245,000.00 ","$1,070,842.00 ","$990,000.00 ","$3,740,000.00 "
GREENPOINT               ,03 THREE FAMILY HOMES   ,28,"$215,000.00 ","$1,016,307.00 ","$992,000.00 ","$1,630,000.00 "
KENSINGTON               ,01 ONE FAMILY HOMES     ,12,"$400,000.00 ","$790,667.00 ","$830,000.00 ","$1,050,000.00 "
KENSINGTON               ,02 TWO FAMILY HOMES     ,14,"$261,000.00 ","$694,786.00 ","$731,000.00 ","$995,000.00 "
KENSINGTON               ,03 THREE FAMILY HOMES   ,6,"$205,000.00 ","$709,167.00 ","$845,000.00 ","$1,050,000.00 "
MADISON                  ,01 ONE FAMILY HOMES     ,95,"$210,000.00 ","$704,845.00 ","$646,000.00 ","$1,560,000.00 "
MADISON                  ,02 TWO FAMILY HOMES     ,47,"$250,000.00 ","$713,447.00 ","$730,000.00 ","$1,100,000.00 "
MADISON                  ,03 THREE FAMILY HOMES   ,8,"$565,000.00 ","$799,375.00 ","$765,000.00 ","$1,300,000.00 "
MANHATTAN BEACH          ,01 ONE FAMILY HOMES     ,33,"$390,000.00 ","$886,022.00 ","$800,000.00 ","$1,980,000.00 "
MANHATTAN BEACH          ,02 TWO FAMILY HOMES     ,11,"$600,000.00 ","$851,136.00 ","$755,000.00 ","$1,460,000.00 "
MANHATTAN BEACH          ,03 THREE FAMILY HOMES   ,1,"$1,200,000.00 ","$1,200,000.00 ","$1,200,000.00 ","$1,200,000.00 "
MARINE PARK              ,01 ONE FAMILY HOMES     ,127,"$250,000.00 ","$462,161.00 ","$460,000.00 ","$760,000.00 "
MARINE PARK              ,02 TWO FAMILY HOMES     ,47,"$232,650.00 ","$506,338.00 ","$506,000.00 ","$897,251.00 "
MARINE PARK              ,03 THREE FAMILY HOMES   ,5,"$550,000.00 ","$645,000.00 ","$650,000.00 ","$700,000.00 "
MIDWOOD                  ,01 ONE FAMILY HOMES     ,99,"$200,000.00 ","$806,037.00 ","$675,000.00 ","$2,775,500.00 "
MIDWOOD                  ,02 TWO FAMILY HOMES     ,58,"$218,000.00 ","$696,175.00 ","$657,750.00 ","$1,700,000.00 "
MIDWOOD                  ,03 THREE FAMILY HOMES   ,15,"$260,000.00 ","$751,833.00 ","$750,000.00 ","$1,200,000.00 "
MILL BASIN               ,01 ONE FAMILY HOMES     ,38,"$375,000.00 ","$861,666.00 ","$862,500.00 ","$1,550,000.00 "
MILL BASIN               ,02 TWO FAMILY HOMES     ,15,"$330,000.00 ","$696,230.00 ","$700,000.00 ","$900,000.00 "
MILL BASIN               ,03 THREE FAMILY HOMES   ,1,"$512,500.00 ","$512,500.00 ","$512,500.00 ","$512,500.00 "
NAVY YARD                ,02 TWO FAMILY HOMES     ,3,"$247,000.00 ","$864,833.00 ","$997,500.00 ","$1,350,000.00 "
NAVY YARD                ,03 THREE FAMILY HOMES   ,5,"$380,000.00 ","$600,600.00 ","$540,000.00 ","$800,000.00 "
OCEAN HILL               ,01 ONE FAMILY HOMES     ,13,"$220,000.00 ","$383,231.00 ","$325,000.00 ","$630,000.00 "
OCEAN HILL               ,02 TWO FAMILY HOMES     ,131,"$200,000.00 ","$462,320.00 ","$456,000.00 ","$1,310,000.00 "
OCEAN HILL               ,03 THREE FAMILY HOMES   ,59,"$205,000.00 ","$440,935.00 ","$410,000.00 ","$798,000.00 "
OCEAN PARKWAY-NORTH      ,01 ONE FAMILY HOMES     ,70,"$250,000.00 ","$903,627.00 ","$725,000.00 ","$5,320,000.00 "
OCEAN PARKWAY-NORTH      ,02 TWO FAMILY HOMES     ,62,"$200,000.00 ","$970,042.00 ","$859,250.00 ","$2,660,600.00 "
OCEAN PARKWAY-NORTH      ,03 THREE FAMILY HOMES   ,11,"$225,000.00 ","$869,073.00 ","$925,000.00 ","$1,375,000.00 "
OCEAN PARKWAY-SOUTH      ,01 ONE FAMILY HOMES     ,48,"$225,000.00 ","$1,506,541.00 ","$934,375.00 ","$5,000,000.00 "
OCEAN PARKWAY-SOUTH      ,02 TWO FAMILY HOMES     ,66,"$245,000.00 ","$952,811.00 ","$647,500.00 ","$4,200,000.00 "
OCEAN PARKWAY-SOUTH      ,03 THREE FAMILY HOMES   ,20,"$350,000.00 ","$793,100.00 ","$759,000.00 ","$1,250,000.00 "
OLD MILL BASIN           ,01 ONE FAMILY HOMES     ,54,"$225,000.00 ","$386,281.00 ","$389,950.00 ","$571,837.00 "
OLD MILL BASIN           ,02 TWO FAMILY HOMES     ,28,"$351,000.00 ","$489,508.00 ","$467,996.00 ","$756,234.00 "
OLD MILL BASIN           ,03 THREE FAMILY HOMES   ,3,"$550,000.00 ","$580,333.00 ","$570,000.00 ","$621,000.00 "
PARK SLOPE               ,01 ONE FAMILY HOMES     ,13,"$1,250,000.00 ","$2,886,923.00 ","$2,950,000.00 ","$4,275,000.00 "
PARK SLOPE               ,02 TWO FAMILY HOMES     ,47,"$300,000.00 ","$1,873,128.00 ","$1,800,000.00 ","$4,750,000.00 "
PARK SLOPE               ,03 THREE FAMILY HOMES   ,27,"$682,657.00 ","$2,066,210.00 ","$2,045,000.00 ","$3,850,000.00 "
PARK SLOPE SOUTH         ,01 ONE FAMILY HOMES     ,8,"$450,000.00 ","$1,442,203.00 ","$1,351,313.00 ","$2,575,000.00 "
PARK SLOPE SOUTH         ,02 TWO FAMILY HOMES     ,33,"$300,000.00 ","$1,246,996.00 ","$1,350,000.00 ","$2,200,000.00 "
PARK SLOPE SOUTH         ,03 THREE FAMILY HOMES   ,9,"$880,000.00 ","$1,469,889.00 ","$1,370,000.00 ","$2,999,000.00 "
PROSPECT HEIGHTS         ,01 ONE FAMILY HOMES     ,2,"$500,000.00 ","$550,000.00 ","$550,000.00 ","$600,000.00 "
PROSPECT HEIGHTS         ,02 TWO FAMILY HOMES     ,19,"$360,000.00 ","$1,500,237.00 ","$1,250,000.00 ","$3,300,000.00 "
PROSPECT HEIGHTS         ,03 THREE FAMILY HOMES   ,7,"$995,000.00 ","$1,729,143.00 ","$1,472,000.00 ","$3,100,000.00 "
RED HOOK                 ,01 ONE FAMILY HOMES     ,6,"$575,000.00 ","$1,091,250.00 ","$983,750.00 ","$1,900,000.00 "
RED HOOK                 ,02 TWO FAMILY HOMES     ,10,"$246,900.00 ","$866,190.00 ","$695,000.00 ","$2,485,000.00 "
RED HOOK                 ,03 THREE FAMILY HOMES   ,3,"$250,000.00 ","$505,000.00 ","$340,000.00 ","$925,000.00 "
SEAGATE                  ,01 ONE FAMILY HOMES     ,5,"$300,000.00 ","$496,000.00 ","$410,000.00 ","$980,000.00 "
SEAGATE                  ,02 TWO FAMILY HOMES     ,4,"$220,000.00 ","$358,875.00 ","$382,750.00 ","$450,000.00 "
SEAGATE                  ,03 THREE FAMILY HOMES   ,3,"$294,060.00 ","$534,853.00 ","$490,500.00 ","$820,000.00 "
SHEEPSHEAD BAY           ,01 ONE FAMILY HOMES     ,68,"$220,000.00 ","$498,334.00 ","$495,500.00 ","$950,000.00 "
SHEEPSHEAD BAY           ,02 TWO FAMILY HOMES     ,92,"$241,500.00 ","$579,562.00 ","$550,500.00 ","$1,175,000.00 "
SHEEPSHEAD BAY           ,03 THREE FAMILY HOMES   ,13,"$300,000.00 ","$655,558.00 ","$700,000.00 ","$965,000.00 "
SPRING CREEK             ,01 ONE FAMILY HOMES     ,52,"$355,663.00 ","$389,490.00 ","$355,663.00 ","$551,567.00 "
SPRING CREEK             ,02 TWO FAMILY HOMES     ,1,"$419,656.00 ","$419,656.00 ","$419,656.00 ","$419,656.00 "
SUNSET PARK              ,01 ONE FAMILY HOMES     ,12,"$470,000.00 ","$718,583.00 ","$744,000.00 ","$900,000.00 "
SUNSET PARK              ,02 TWO FAMILY HOMES     ,129,"$230,000.00 ","$799,105.00 ","$800,000.00 ","$1,738,000.00 "
SUNSET PARK              ,03 THREE FAMILY HOMES   ,42,"$238,000.00 ","$885,078.00 ","$885,000.00 ","$1,840,000.00 "
WILLIAMSBURG-CENTRAL     ,01 ONE FAMILY HOMES     ,1,"$700,000.00 ","$700,000.00 ","$700,000.00 ","$700,000.00 "
WILLIAMSBURG-CENTRAL     ,02 TWO FAMILY HOMES     ,6,"$550,000.00 ","$746,667.00 ","$750,000.00 ","$950,000.00 "
WILLIAMSBURG-CENTRAL     ,03 THREE FAMILY HOMES   ,8,"$416,666.00 ","$813,690.00 ","$903,929.00 ","$1,110,000.00 "
WILLIAMSBURG-EAST        ,01 ONE FAMILY HOMES     ,7,"$850,000.00 ","$1,209,857.00 ","$1,200,000.00 ","$1,800,000.00 "
WILLIAMSBURG-EAST        ,02 TWO FAMILY HOMES     ,37,"$280,000.00 ","$1,103,426.00 ","$1,135,500.00 ","$1,900,000.00 "
WILLIAMSBURG-EAST        ,03 THREE FAMILY HOMES   ,9,"$290,000.00 ","$1,224,111.00 ","$1,332,000.00 ","$1,700,000.00 "
WILLIAMSBURG-NORTH       ,01 ONE FAMILY HOMES     ,1,"$1,400,000.00 ","$1,400,000.00 ","$1,400,000.00 ","$1,400,000.00 "
WILLIAMSBURG-NORTH       ,02 TWO FAMILY HOMES     ,7,"$999,000.00 ","$1,815,060.00 ","$1,450,000.00 ","$3,800,000.00 "
WILLIAMSBURG-NORTH       ,03 THREE FAMILY HOMES   ,5,"$323,602.00 ","$1,429,720.00 ","$1,265,000.00 ","$3,000,000.00 "
WILLIAMSBURG-SOUTH       ,02 TWO FAMILY HOMES     ,8,"$497,000.00 ","$925,813.00 ","$842,500.00 ","$1,650,000.00 "
WILLIAMSBURG-SOUTH       ,03 THREE FAMILY HOMES   ,3,"$450,000.00 ","$680,000.00 ","$700,000.00 ","$890,000.00 "
WINDSOR TERRACE          ,01 ONE FAMILY HOMES     ,17,"$200,000.00 ","$972,735.00 ","$899,000.00 ","$1,775,000.00 "
WINDSOR TERRACE          ,02 TWO FAMILY HOMES     ,32,"$200,000.00 ","$1,005,295.00 ","$940,500.00 ","$1,700,000.00 "
WINDSOR TERRACE          ,03 THREE FAMILY HOMES   ,5,"$687,500.00 ","$1,492,120.00 ","$1,675,000.00 ","$1,780,000.00 "
WYCKOFF HEIGHTS          ,01 ONE FAMILY HOMES     ,2,"$340,000.00 ","$372,500.00 ","$372,500.00 ","$405,000.00 "
WYCKOFF HEIGHTS          ,02 TWO FAMILY HOMES     ,18,"$280,000.00 ","$572,039.00 ","$592,747.00 ","$799,000.00 "
WYCKOFF HEIGHTS          ,03 THREE FAMILY HOMES   ,10,"$300,000.00 ","$626,000.00 ","$627,500.00 ","$880,000.00 "
