NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATH BEACH               ,01 ONE FAMILY HOMES                        ,23 ,"$320,000","$542,591","$520,000","$1,250,000"
BATH BEACH               ,02 TWO FAMILY HOMES                        ,76 ,"$357,500","$646,460","$632,000","$1,750,000"
BATH BEACH               ,03 THREE FAMILY HOMES                      ,23 ,"$350,500","$760,900","$762,000","$1,400,000"
BAY RIDGE                ,01 ONE FAMILY HOMES                        ,146 ,"$180,000","$751,608","$662,500","$2,100,000"
BAY RIDGE                ,02 TWO FAMILY HOMES                        ,137 ,"$150,000","$738,603","$757,500","$1,550,000"
BAY RIDGE                ,03 THREE FAMILY HOMES                      ,12 ,"$485,000","$841,167","$756,500","$1,760,000"
BEDFORD STUYVESANT       ,01 ONE FAMILY HOMES                        ,47 ,"$200,000","$487,016","$450,000","$770,000"
BEDFORD STUYVESANT       ,02 TWO FAMILY HOMES                        ,338 ,"$150,000","$618,612","$627,500","$1,450,000"
BEDFORD STUYVESANT       ,03 THREE FAMILY HOMES                      ,232 ,"$150,000","$659,488","$700,000","$1,900,000"
BENSONHURST              ,01 ONE FAMILY HOMES                        ,64 ,"$198,000","$584,915","$553,750","$1,300,000"
BENSONHURST              ,02 TWO FAMILY HOMES                        ,154 ,"$150,000","$680,815","$667,500","$2,975,000"
BENSONHURST              ,03 THREE FAMILY HOMES                      ,46 ,"$225,000","$752,797","$766,500","$1,500,000"
BERGEN BEACH             ,01 ONE FAMILY HOMES                        ,48 ,"$163,000","$642,888","$636,500","$1,600,000"
BERGEN BEACH             ,02 TWO FAMILY HOMES                        ,38 ,"$250,000","$676,972","$738,231","$985,000"
BERGEN BEACH             ,03 THREE FAMILY HOMES                      ,16 ,"$300,527","$717,112","$747,500","$810,000"
BOERUM HILL              ,01 ONE FAMILY HOMES                        ,7 ,"$995,000","$1,698,600","$1,865,000","$2,200,000"
BOERUM HILL              ,02 TWO FAMILY HOMES                        ,20 ,"$332,500","$1,545,648","$1,575,000","$2,358,000"
BOERUM HILL              ,03 THREE FAMILY HOMES                      ,7 ,"$1,105,000","$1,868,643","$1,725,000","$3,120,000"
BOROUGH PARK             ,01 ONE FAMILY HOMES                        ,76 ,"$319,870","$730,822","$652,500","$2,200,000"
BOROUGH PARK             ,02 TWO FAMILY HOMES                        ,230 ,"$160,000","$789,850","$745,000","$3,000,000"
BOROUGH PARK             ,03 THREE FAMILY HOMES                      ,80 ,"$150,000","$915,672","$870,250","$2,300,000"
BRIGHTON BEACH           ,01 ONE FAMILY HOMES                        ,6 ,"$220,000","$618,167","$605,000","$885,000"
BRIGHTON BEACH           ,02 TWO FAMILY HOMES                        ,18 ,"$359,000","$641,333","$635,000","$995,000"
BRIGHTON BEACH           ,03 THREE FAMILY HOMES                      ,12 ,"$350,000","$589,120","$610,000","$741,600"
BROOKLYN HEIGHTS         ,01 ONE FAMILY HOMES                        ,2 ,"$1,900,000","$3,400,000","$3,400,000","$4,900,000"
BROOKLYN HEIGHTS         ,02 TWO FAMILY HOMES                        ,10 ,"$1,300,000","$4,011,923","$3,450,000","$8,000,000"
BROOKLYN HEIGHTS         ,03 THREE FAMILY HOMES                      ,2 ,"$1,850,000","$2,675,000","$2,675,000","$3,500,000"
BROWNSVILLE              ,01 ONE FAMILY HOMES                        ,43 ,"$200,000","$348,499","$360,000","$445,000"
BROWNSVILLE              ,02 TWO FAMILY HOMES                        ,57 ,"$200,000","$465,342","$475,000","$730,000"
BROWNSVILLE              ,03 THREE FAMILY HOMES                      ,31 ,"$450,000","$699,731","$692,410","$800,000"
BUSH TERMINAL            ,01 ONE FAMILY HOMES                        ,2 ,"$600,000","$625,000","$625,000","$650,000"
BUSH TERMINAL            ,02 TWO FAMILY HOMES                        ,8 ,"$150,000","$502,732","$517,500","$750,000"
BUSH TERMINAL            ,03 THREE FAMILY HOMES                      ,2 ,"$560,000","$706,000","$706,000","$852,000"
BUSHWICK                 ,01 ONE FAMILY HOMES                        ,23 ,"$170,000","$476,536","$465,000","$780,000"
BUSHWICK                 ,02 TWO FAMILY HOMES                        ,166 ,"$155,000","$528,775","$558,047","$960,000"
BUSHWICK                 ,03 THREE FAMILY HOMES                      ,126 ,"$210,000","$636,641","$675,000","$835,000"
CANARSIE                 ,01 ONE FAMILY HOMES                        ,124 ,"$170,000","$431,138","$441,000","$730,000"
CANARSIE                 ,02 TWO FAMILY HOMES                        ,276 ,"$155,000","$558,635","$583,000","$769,000"
CANARSIE                 ,03 THREE FAMILY HOMES                      ,43 ,"$250,000","$650,539","$665,000","$849,750"
CARROLL GARDENS          ,01 ONE FAMILY HOMES                        ,2 ,"$650,500","$1,222,750","$1,222,750","$1,795,000"
CARROLL GARDENS          ,02 TWO FAMILY HOMES                        ,23 ,"$210,000","$1,294,563","$1,350,000","$2,860,000"
CARROLL GARDENS          ,03 THREE FAMILY HOMES                      ,10 ,"$950,000","$1,358,190","$1,242,500","$1,870,000"
CLINTON HILL             ,01 ONE FAMILY HOMES                        ,8 ,"$495,000","$1,362,500","$1,385,000","$3,200,000"
CLINTON HILL             ,02 TWO FAMILY HOMES                        ,26 ,"$450,000","$1,169,994","$1,158,000","$2,300,000"
CLINTON HILL             ,03 THREE FAMILY HOMES                      ,22 ,"$360,000","$1,069,045","$1,080,000","$1,700,000"
COBBLE HILL              ,01 ONE FAMILY HOMES                        ,8 ,"$800,000","$1,903,625","$1,600,000","$3,600,000"
COBBLE HILL              ,02 TWO FAMILY HOMES                        ,3 ,"$650,000","$1,905,667","$1,600,000","$3,467,000"
COBBLE HILL              ,03 THREE FAMILY HOMES                      ,4 ,"$400,000","$1,666,750","$1,583,500","$3,100,000"
COBBLE HILL-WEST         ,02 TWO FAMILY HOMES                        ,4 ,"$550,000","$1,281,250","$1,412,500","$1,750,000"
COBBLE HILL-WEST         ,03 THREE FAMILY HOMES                      ,3 ,"$400,000","$825,000","$950,000","$1,125,000"
CONEY ISLAND             ,01 ONE FAMILY HOMES                        ,37 ,"$150,000","$351,400","$358,500","$470,000"
CONEY ISLAND             ,02 TWO FAMILY HOMES                        ,6 ,"$315,000","$494,500","$488,500","$640,000"
CROWN HEIGHTS            ,01 ONE FAMILY HOMES                        ,48 ,"$150,000","$674,847","$690,000","$1,375,000"
CROWN HEIGHTS            ,02 TWO FAMILY HOMES                        ,138 ,"$200,000","$667,523","$640,000","$4,703,475"
CROWN HEIGHTS            ,03 THREE FAMILY HOMES                      ,40 ,"$190,000","$641,442","$684,000","$910,000"
CYPRESS HILLS            ,01 ONE FAMILY HOMES                        ,40 ,"$180,000","$411,070","$401,400","$575,000"
CYPRESS HILLS            ,02 TWO FAMILY HOMES                        ,143 ,"$176,500","$544,723","$576,800","$750,000"
CYPRESS HILLS            ,03 THREE FAMILY HOMES                      ,51 ,"$167,227","$611,018","$645,000","$799,000"
DOWNTOWN-FULTON FERRY    ,01 ONE FAMILY HOMES                        ,1 ,"$595,000","$595,000","$595,000","$595,000"
DOWNTOWN-FULTON FERRY    ,03 THREE FAMILY HOMES                      ,2 ,"$455,922","$546,164","$546,164","$636,406"
DOWNTOWN-FULTON MALL     ,01 ONE FAMILY HOMES                        ,9 ,"$2,545,625","$2,663,873","$2,708,545","$2,749,275"
DOWNTOWN-FULTON MALL     ,02 TWO FAMILY HOMES                        ,1 ,"$1,850,000","$1,850,000","$1,850,000","$1,850,000"
DYKER HEIGHTS            ,01 ONE FAMILY HOMES                        ,69 ,"$150,000","$685,862","$660,000","$1,875,000"
DYKER HEIGHTS            ,02 TWO FAMILY HOMES                        ,67 ,"$200,000","$748,916","$690,000","$3,400,000"
DYKER HEIGHTS            ,03 THREE FAMILY HOMES                      ,31 ,"$215,000","$814,961","$825,000","$1,600,000"
EAST NEW YORK            ,01 ONE FAMILY HOMES                        ,126 ,"$155,000","$399,570","$394,000","$690,000"
EAST NEW YORK            ,02 TWO FAMILY HOMES                        ,362 ,"$159,200","$507,845","$540,300","$1,200,000"
EAST NEW YORK            ,03 THREE FAMILY HOMES                      ,145 ,"$151,000","$608,525","$630,000","$791,115"
FLATBUSH-CENTRAL         ,01 ONE FAMILY HOMES                        ,60 ,"$174,000","$818,062","$790,000","$1,900,000"
FLATBUSH-CENTRAL         ,02 TWO FAMILY HOMES                        ,94 ,"$198,500","$711,369","$663,750","$1,550,000"
FLATBUSH-CENTRAL         ,03 THREE FAMILY HOMES                      ,39 ,"$400,000","$718,787","$750,000","$996,000"
FLATBUSH-EAST            ,01 ONE FAMILY HOMES                        ,197 ,"$177,000","$481,636","$450,000","$1,300,000"
FLATBUSH-EAST            ,02 TWO FAMILY HOMES                        ,183 ,"$175,000","$552,435","$559,000","$1,250,500"
FLATBUSH-EAST            ,03 THREE FAMILY HOMES                      ,38 ,"$150,000","$638,407","$620,000","$1,270,000"
FLATBUSH-LEFFERTS GARDEN ,01 ONE FAMILY HOMES                        ,32 ,"$157,220","$865,097","$800,000","$1,665,000"
FLATBUSH-LEFFERTS GARDEN ,02 TWO FAMILY HOMES                        ,31 ,"$236,000","$678,362","$665,000","$1,200,000"
FLATBUSH-LEFFERTS GARDEN ,03 THREE FAMILY HOMES                      ,10 ,"$432,600","$749,565","$790,777","$920,000"
FLATBUSH-NORTH           ,01 ONE FAMILY HOMES                        ,27 ,"$200,000","$414,187","$400,000","$700,000"
FLATBUSH-NORTH           ,02 TWO FAMILY HOMES                        ,59 ,"$250,000","$503,410","$480,000","$1,026,000"
FLATBUSH-NORTH           ,03 THREE FAMILY HOMES                      ,21 ,"$268,000","$673,331","$699,000","$815,000"
FLATLANDS                ,01 ONE FAMILY HOMES                        ,55 ,"$190,000","$453,708","$460,000","$625,000"
FLATLANDS                ,02 TWO FAMILY HOMES                        ,63 ,"$150,000","$553,387","$580,031","$850,000"
FLATLANDS                ,03 THREE FAMILY HOMES                      ,7 ,"$281,074","$623,761","$685,000","$740,000"
FORT GREENE              ,01 ONE FAMILY HOMES                        ,2 ,"$1,700,000","$1,750,000","$1,750,000","$1,800,000"
FORT GREENE              ,02 TWO FAMILY HOMES                        ,14 ,"$300,000","$1,477,464","$1,476,000","$3,037,500"
FORT GREENE              ,03 THREE FAMILY HOMES                      ,14 ,"$525,000","$1,446,456","$1,275,000","$3,010,000"
GERRITSEN BEACH          ,01 ONE FAMILY HOMES                        ,65 ,"$160,000","$435,908","$425,000","$725,000"
GERRITSEN BEACH          ,02 TWO FAMILY HOMES                        ,6 ,"$370,000","$466,667","$480,000","$560,000"
GOWANUS                  ,01 ONE FAMILY HOMES                        ,5 ,"$312,500","$556,700","$435,000","$935,000"
GOWANUS                  ,02 TWO FAMILY HOMES                        ,26 ,"$200,000","$1,071,329","$1,125,000","$1,700,000"
GOWANUS                  ,03 THREE FAMILY HOMES                      ,15 ,"$181,250","$752,750","$785,000","$1,420,000"
GRAVESEND                ,01 ONE FAMILY HOMES                        ,73 ,"$150,000","$571,611","$499,999","$5,050,000"
GRAVESEND                ,02 TWO FAMILY HOMES                        ,158 ,"$150,000","$634,653","$610,950","$1,380,000"
GRAVESEND                ,03 THREE FAMILY HOMES                      ,54 ,"$233,333","$708,158","$749,750","$1,250,000"
GREENPOINT               ,01 ONE FAMILY HOMES                        ,9 ,"$565,000","$702,500","$670,000","$940,000"
GREENPOINT               ,02 TWO FAMILY HOMES                        ,33 ,"$182,500","$813,992","$865,500","$1,600,000"
GREENPOINT               ,03 THREE FAMILY HOMES                      ,32 ,"$150,000","$834,229","$845,000","$1,492,500"
KENSINGTON               ,01 ONE FAMILY HOMES                        ,5 ,"$580,000","$699,500","$725,000","$770,000"
KENSINGTON               ,02 TWO FAMILY HOMES                        ,21 ,"$161,000","$760,091","$735,000","$2,390,000"
KENSINGTON               ,03 THREE FAMILY HOMES                      ,4 ,"$350,000","$695,000","$800,000","$830,000"
MADISON                  ,01 ONE FAMILY HOMES                        ,86 ,"$281,000","$638,632","$579,500","$1,850,000"
MADISON                  ,02 TWO FAMILY HOMES                        ,50 ,"$150,000","$693,987","$645,200","$2,050,000"
MADISON                  ,03 THREE FAMILY HOMES                      ,7 ,"$200,000","$691,000","$832,000","$855,000"
MANHATTAN BEACH          ,01 ONE FAMILY HOMES                        ,20 ,"$310,000","$1,192,235","$875,000","$5,760,000"
MANHATTAN BEACH          ,02 TWO FAMILY HOMES                        ,7 ,"$810,000","$1,311,786","$1,162,500","$2,115,000"
MARINE PARK              ,01 ONE FAMILY HOMES                        ,141 ,"$150,000","$483,505","$495,000","$775,000"
MARINE PARK              ,02 TWO FAMILY HOMES                        ,52 ,"$250,000","$575,016","$575,000","$815,000"
MARINE PARK              ,03 THREE FAMILY HOMES                      ,2 ,"$640,000","$705,000","$705,000","$770,000"
MIDWOOD                  ,01 ONE FAMILY HOMES                        ,96 ,"$250,000","$877,894","$695,000","$10,000,000"
MIDWOOD                  ,02 TWO FAMILY HOMES                        ,46 ,"$200,000","$803,261","$745,000","$4,000,000"
MIDWOOD                  ,03 THREE FAMILY HOMES                      ,9 ,"$177,000","$638,278","$685,000","$945,500"
MILL BASIN               ,01 ONE FAMILY HOMES                        ,58 ,"$400,000","$935,827","$850,000","$2,335,000"
MILL BASIN               ,02 TWO FAMILY HOMES                        ,23 ,"$499,990","$818,043","$742,000","$1,600,000"
MILL BASIN               ,03 THREE FAMILY HOMES                      ,1 ,"$695,000","$695,000","$695,000","$695,000"
NAVY YARD                ,01 ONE FAMILY HOMES                        ,2 ,"$750,000","$1,300,000","$1,300,000","$1,850,000"
NAVY YARD                ,03 THREE FAMILY HOMES                      ,4 ,"$420,000","$849,575","$864,150","$1,250,000"
OCEAN HILL               ,01 ONE FAMILY HOMES                        ,6 ,"$222,600","$487,017","$536,750","$635,000"
OCEAN HILL               ,02 TWO FAMILY HOMES                        ,127 ,"$160,000","$512,506","$515,000","$755,000"
OCEAN HILL               ,03 THREE FAMILY HOMES                      ,94 ,"$162,938","$618,486","$675,000","$820,000"
OCEAN PARKWAY-NORTH      ,01 ONE FAMILY HOMES                        ,66 ,"$304,200","$1,018,796","$835,000","$3,200,000"
OCEAN PARKWAY-NORTH      ,02 TWO FAMILY HOMES                        ,86 ,"$230,000","$831,240","$755,000","$2,090,000"
OCEAN PARKWAY-NORTH      ,03 THREE FAMILY HOMES                      ,15 ,"$300,000","$880,547","$875,000","$2,175,000"
OCEAN PARKWAY-SOUTH      ,01 ONE FAMILY HOMES                        ,29 ,"$430,000","$1,576,418","$956,000","$5,075,000"
OCEAN PARKWAY-SOUTH      ,02 TWO FAMILY HOMES                        ,75 ,"$190,000","$856,226","$690,000","$5,500,000"
OCEAN PARKWAY-SOUTH      ,03 THREE FAMILY HOMES                      ,15 ,"$430,000","$804,193","$750,000","$1,550,000"
OLD MILL BASIN           ,01 ONE FAMILY HOMES                        ,104 ,"$150,000","$431,217","$425,000","$675,000"
OLD MILL BASIN           ,02 TWO FAMILY HOMES                        ,42 ,"$220,000","$578,275","$577,000","$855,000"
OLD MILL BASIN           ,03 THREE FAMILY HOMES                      ,11 ,"$200,000","$626,091","$665,000","$800,000"
PARK SLOPE               ,01 ONE FAMILY HOMES                        ,13 ,"$985,000","$2,324,231","$2,400,000","$3,500,000"
PARK SLOPE               ,02 TWO FAMILY HOMES                        ,57 ,"$260,000","$1,838,160","$1,725,000","$3,350,000"
PARK SLOPE               ,03 THREE FAMILY HOMES                      ,24 ,"$290,196","$1,368,219","$1,402,500","$2,900,000"
PARK SLOPE SOUTH         ,01 ONE FAMILY HOMES                        ,15 ,"$450,000","$1,037,407","$865,107","$1,980,000"
PARK SLOPE SOUTH         ,02 TWO FAMILY HOMES                        ,47 ,"$360,850","$1,031,907","$1,100,000","$1,890,000"
PARK SLOPE SOUTH         ,03 THREE FAMILY HOMES                      ,11 ,"$638,250","$1,229,705","$1,250,000","$1,898,500"
