NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
BATH BEACH               ,01 ONE FAMILY HOMES     ,18,"$410,000.00 ","$586,944.00 ","$542,000.00 ","$860,000.00 "
BATH BEACH               ,02 TWO FAMILY HOMES     ,57,"$270,000.00 ","$687,012.00 ","$650,000.00 ","$2,220,000.00 "
BATH BEACH               ,03 THREE FAMILY HOMES   ,17,"$520,000.00 ","$866,662.00 ","$927,000.00 ","$1,300,000.00 "
BAY RIDGE                ,01 ONE FAMILY HOMES     ,95,"$226,040.00 ","$822,855.00 ","$710,000.00 ","$2,800,000.00 "
BAY RIDGE                ,02 TWO FAMILY HOMES     ,109,"$237,500.00 ","$753,285.00 ","$745,000.00 ","$1,575,000.00 "
BAY RIDGE                ,03 THREE FAMILY HOMES   ,15,"$270,000.00 ","$739,203.00 ","$785,000.00 ","$995,000.00 "
BEDFORD STUYVESANT       ,01 ONE FAMILY HOMES     ,38,"$200,000.00 ","$470,920.00 ","$473,500.00 ","$1,080,000.00 "
BEDFORD STUYVESANT       ,02 TWO FAMILY HOMES     ,310,"$200,000.00 ","$490,178.00 ","$477,000.00 ","$1,600,000.00 "
BEDFORD STUYVESANT       ,03 THREE FAMILY HOMES   ,158,"$200,000.00 ","$526,903.00 ","$507,500.00 ","$1,285,000.00 "
BENSONHURST              ,01 ONE FAMILY HOMES     ,40,"$380,000.00 ","$649,900.00 ","$610,000.00 ","$1,200,000.00 "
BENSONHURST              ,02 TWO FAMILY HOMES     ,127,"$200,000.00 ","$698,360.00 ","$700,000.00 ","$1,550,000.00 "
BENSONHURST              ,03 THREE FAMILY HOMES   ,38,"$300,000.00 ","$804,382.00 ","$850,000.00 ","$1,260,000.00 "
BERGEN BEACH             ,01 ONE FAMILY HOMES     ,20,"$310,000.00 ","$560,283.00 ","$529,334.00 ","$955,000.00 "
BERGEN BEACH             ,02 TWO FAMILY HOMES     ,12,"$510,000.00 ","$634,500.00 ","$630,000.00 ","$800,000.00 "
BERGEN BEACH             ,03 THREE FAMILY HOMES   ,8,"$450,000.00 ","$596,063.00 ","$608,250.00 ","$725,000.00 "
BOERUM HILL              ,01 ONE FAMILY HOMES     ,3,"$300,000.00 ","$1,285,000.00 ","$1,205,000.00 ","$2,350,000.00 "
BOERUM HILL              ,02 TWO FAMILY HOMES     ,18,"$850,000.00 ","$1,757,756.00 ","$1,572,500.00 ","$3,900,000.00 "
BOERUM HILL              ,03 THREE FAMILY HOMES   ,8,"$900,000.00 ","$1,775,000.00 ","$1,795,000.00 ","$2,550,000.00 "
BOROUGH PARK             ,01 ONE FAMILY HOMES     ,53,"$250,000.00 ","$742,543.00 ","$650,000.00 ","$1,584,000.00 "
BOROUGH PARK             ,02 TWO FAMILY HOMES     ,160,"$200,000.00 ","$766,251.00 ","$750,000.00 ","$1,895,000.00 "
