NEIGHBORHOOD,TYPE OF HOME,NUMBER OF SALES,LOWEST SALE PRICE,AVERAGE SALE PRICE,MEDIAN SALE PRICE,HIGHEST SALE PRICE
CLINTON HILL             ,03 THREE FAMILY HOMES   ,14 ,"$300,000","$830,357","$785,250","$1,715,000"
COBBLE HILL              ,01 ONE FAMILY HOMES     ,3 ,"$1,198,000","$1,838,700","$1,699,100","$2,619,000"
COBBLE HILL              ,02 TWO FAMILY HOMES     ,9 ,"$712,500","$2,175,278","$2,690,000","$3,080,000"
COBBLE HILL              ,03 THREE FAMILY HOMES   ,2 ,"$2,175,000","$2,787,500","$2,787,500","$3,400,000"
COBBLE HILL-WEST         ,02 TWO FAMILY HOMES     ,4 ,"$280,000","$698,125","$775,000","$962,500"
COBBLE HILL-WEST         ,03 THREE FAMILY HOMES   ,1 ,"$1,075,000","$1,075,000","$1,075,000","$1,075,000"
CONEY ISLAND             ,01 ONE FAMILY HOMES     ,17 ,"$240,000","$349,524","$363,000","$412,000"
CONEY ISLAND             ,02 TWO FAMILY HOMES     ,1 ,"$212,000","$212,000","$212,000","$212,000"
CONEY ISLAND             ,03 THREE FAMILY HOMES   ,4 ,"$350,000","$473,750","$497,500","$550,000"
CROWN HEIGHTS            ,01 ONE FAMILY HOMES     ,37 ,"$150,000","$509,876","$480,000","$1,050,000"
CROWN HEIGHTS            ,02 TWO FAMILY HOMES     ,86 ,"$155,000","$438,822","$451,250","$910,000"
CROWN HEIGHTS            ,03 THREE FAMILY HOMES   ,23 ,"$225,000","$468,453","$375,000","$875,000"
CYPRESS HILLS            ,01 ONE FAMILY HOMES     ,20 ,"$150,000","$272,163","$282,500","$397,471"
CYPRESS HILLS            ,02 TWO FAMILY HOMES     ,80 ,"$150,000","$326,195","$313,000","$519,500"
CYPRESS HILLS            ,03 THREE FAMILY HOMES   ,15 ,"$220,000","$356,600","$325,000","$525,000"
DOWNTOWN-FULTON FERRY    ,02 TWO FAMILY HOMES     ,1 ,"$519,034","$519,034","$519,034","$519,034"
DOWNTOWN-FULTON MALL     ,01 ONE FAMILY HOMES     ,1 ,"$3,400,000","$3,400,000","$3,400,000","$3,400,000"
DYKER HEIGHTS            ,01 ONE FAMILY HOMES     ,44 ,"$300,000","$620,553","$590,000","$1,900,000"
DYKER HEIGHTS            ,02 TWO FAMILY HOMES     ,56 ,"$290,000","$721,396","$715,000","$1,005,000"
DYKER HEIGHTS            ,03 THREE FAMILY HOMES   ,14 ,"$380,000","$892,500","$847,500","$1,540,000"
EAST NEW YORK            ,01 ONE FAMILY HOMES     ,33 ,"$152,100","$277,383","$276,500","$550,000"
EAST NEW YORK            ,02 TWO FAMILY HOMES     ,160 ,"$150,000","$334,773","$331,950","$710,000"
EAST NEW YORK            ,03 THREE FAMILY HOMES   ,53 ,"$167,310","$358,659","$365,000","$687,857"
FLATBUSH-CENTRAL         ,01 ONE FAMILY HOMES     ,49 ,"$185,000","$862,120","$875,000","$1,600,000"
FLATBUSH-CENTRAL         ,02 TWO FAMILY HOMES     ,39 ,"$150,000","$444,798","$420,000","$1,341,431"
FLATBUSH-CENTRAL         ,03 THREE FAMILY HOMES   ,10 ,"$234,000","$460,850","$496,500","$775,000"
FLATBUSH-EAST            ,01 ONE FAMILY HOMES     ,101 ,"$160,000","$387,818","$365,000","$850,000"
FLATBUSH-EAST            ,02 TWO FAMILY HOMES     ,87 ,"$175,000","$393,618","$380,000","$800,000"
FLATBUSH-EAST            ,03 THREE FAMILY HOMES   ,18 ,"$150,000","$408,025","$415,000","$585,000"
FLATBUSH-LEFFERTS GARDEN ,01 ONE FAMILY HOMES     ,24 ,"$260,000","$769,208","$800,000","$1,570,000"
FLATBUSH-LEFFERTS GARDEN ,02 TWO FAMILY HOMES     ,24 ,"$230,000","$546,748","$553,857","$960,000"
FLATBUSH-LEFFERTS GARDEN ,03 THREE FAMILY HOMES   ,1 ,"$585,000","$585,000","$585,000","$585,000"
FLATBUSH-NORTH           ,01 ONE FAMILY HOMES     ,16 ,"$160,000","$318,873","$332,500","$470,000"
FLATBUSH-NORTH           ,02 TWO FAMILY HOMES     ,32 ,"$165,000","$348,649","$364,500","$525,000"
FLATBUSH-NORTH           ,03 THREE FAMILY HOMES   ,12 ,"$212,000","$451,428","$455,000","$665,000"
FLATLANDS                ,01 ONE FAMILY HOMES     ,27 ,"$210,000","$356,997","$374,400","$470,000"
FLATLANDS                ,02 TWO FAMILY HOMES     ,22 ,"$224,000","$432,768","$484,500","$570,000"
FORT GREENE              ,01 ONE FAMILY HOMES     ,4 ,"$350,000","$1,070,000","$990,000","$1,950,000"
FORT GREENE              ,02 TWO FAMILY HOMES     ,18 ,"$175,000","$1,257,694","$1,275,000","$2,100,000"
FORT GREENE              ,03 THREE FAMILY HOMES   ,9 ,"$525,000","$1,171,667","$1,050,000","$2,000,000"
GERRITSEN BEACH          ,01 ONE FAMILY HOMES     ,34 ,"$170,000","$345,224","$349,800","$680,000"
GERRITSEN BEACH          ,02 TWO FAMILY HOMES     ,6 ,"$150,000","$353,667","$375,000","$512,000"
GOWANUS                  ,01 ONE FAMILY HOMES     ,5 ,"$298,333","$764,947","$550,000","$1,835,000"
GOWANUS                  ,02 TWO FAMILY HOMES     ,22 ,"$495,440","$1,144,625","$1,015,000","$3,000,000"
GOWANUS                  ,03 THREE FAMILY HOMES   ,7 ,"$500,000","$773,357","$669,500","$1,300,000"
GRAVESEND                ,01 ONE FAMILY HOMES     ,35 ,"$200,000","$481,010","$500,000","$680,000"
GRAVESEND                ,02 TWO FAMILY HOMES     ,119 ,"$150,000","$589,144","$628,000","$1,255,000"
GRAVESEND                ,03 THREE FAMILY HOMES   ,33 ,"$220,000","$786,000","$835,000","$999,999"
GREENPOINT               ,01 ONE FAMILY HOMES     ,4 ,"$475,000","$711,750","$711,000","$950,000"
GREENPOINT               ,02 TWO FAMILY HOMES     ,35 ,"$300,000","$770,830","$700,000","$1,290,000"
GREENPOINT               ,03 THREE FAMILY HOMES   ,16 ,"$200,000","$728,740","$875,000","$1,250,000"
KENSINGTON               ,01 ONE FAMILY HOMES     ,3 ,"$460,000","$601,000","$663,000","$680,000"
KENSINGTON               ,02 TWO FAMILY HOMES     ,15 ,"$250,000","$575,927","$580,000","$920,000"
KENSINGTON               ,03 THREE FAMILY HOMES   ,6 ,"$625,000","$734,000","$708,000","$878,000"
MADISON                  ,01 ONE FAMILY HOMES     ,62 ,"$182,500","$618,585","$615,000","$1,217,000"
MADISON                  ,02 TWO FAMILY HOMES     ,40 ,"$165,000","$630,363","$592,000","$1,200,000"
MADISON                  ,03 THREE FAMILY HOMES   ,2 ,"$859,000","$889,500","$889,500","$920,000"
MANHATTAN BEACH          ,01 ONE FAMILY HOMES     ,23 ,"$560,000","$1,441,848","$1,250,000","$3,500,000"
MANHATTAN BEACH          ,02 TWO FAMILY HOMES     ,12 ,"$700,000","$1,062,500","$965,000","$1,530,000"
MARINE PARK              ,01 ONE FAMILY HOMES     ,93 ,"$180,000","$470,370","$456,750","$970,000"
MARINE PARK              ,02 TWO FAMILY HOMES     ,35 ,"$210,000","$497,714","$483,000","$985,000"
MARINE PARK              ,03 THREE FAMILY HOMES   ,3 ,"$470,000","$549,900","$494,700","$685,000"
MIDWOOD                  ,01 ONE FAMILY HOMES     ,69 ,"$222,500","$763,236","$700,000","$3,750,000"
MIDWOOD                  ,02 TWO FAMILY HOMES     ,33 ,"$325,000","$622,170","$615,000","$1,100,000"
MIDWOOD                  ,03 THREE FAMILY HOMES   ,4 ,"$550,000","$622,783","$620,566","$700,000"
MILL BASIN               ,01 ONE FAMILY HOMES     ,31 ,"$491,000","$901,676","$860,000","$2,100,000"
MILL BASIN               ,02 TWO FAMILY HOMES     ,21 ,"$240,000","$733,865","$750,000","$1,125,000"
NAVY YARD                ,01 ONE FAMILY HOMES     ,1 ,"$490,000","$490,000","$490,000","$490,000"
NAVY YARD                ,02 TWO FAMILY HOMES     ,1 ,"$730,000","$730,000","$730,000","$730,000"
NAVY YARD                ,03 THREE FAMILY HOMES   ,1 ,"$390,000","$390,000","$390,000","$390,000"
OCEAN HILL               ,01 ONE FAMILY HOMES     ,5 ,"$294,000","$473,035","$514,000","$645,000"
OCEAN HILL               ,02 TWO FAMILY HOMES     ,100 ,"$150,000","$353,950","$317,000","$838,000"
OCEAN HILL               ,03 THREE FAMILY HOMES   ,67 ,"$150,000","$445,168","$455,000","$895,704"
OCEAN PARKWAY-NORTH      ,01 ONE FAMILY HOMES     ,48 ,"$166,500","$969,766","$667,750","$6,000,000"
OCEAN PARKWAY-NORTH      ,02 TWO FAMILY HOMES     ,63 ,"$156,000","$819,259","$650,000","$2,200,000"
OCEAN PARKWAY-NORTH      ,03 THREE FAMILY HOMES   ,6 ,"$750,000","$905,000","$860,500","$1,250,000"
OCEAN PARKWAY-SOUTH      ,01 ONE FAMILY HOMES     ,25 ,"$300,000","$1,716,805","$810,000","$10,250,000"
OCEAN PARKWAY-SOUTH      ,02 TWO FAMILY HOMES     ,42 ,"$200,000","$821,075","$649,000","$2,375,000"
OCEAN PARKWAY-SOUTH      ,03 THREE FAMILY HOMES   ,9 ,"$190,000","$710,500","$662,500","$1,400,000"
OLD MILL BASIN           ,01 ONE FAMILY HOMES     ,54 ,"$150,000","$338,318","$325,000","$585,000"
OLD MILL BASIN           ,02 TWO FAMILY HOMES     ,27 ,"$191,000","$421,230","$425,000","$620,000"
OLD MILL BASIN           ,03 THREE FAMILY HOMES   ,3 ,"$530,000","$565,000","$565,000","$600,000"
PARK SLOPE               ,01 ONE FAMILY HOMES     ,9 ,"$900,000","$1,857,222","$1,775,000","$2,750,000"
PARK SLOPE               ,02 TWO FAMILY HOMES     ,59 ,"$525,000","$1,835,539","$1,800,000","$3,600,000"
PARK SLOPE               ,03 THREE FAMILY HOMES   ,28 ,"$800,000","$1,561,929","$1,565,000","$2,528,000"
PARK SLOPE SOUTH         ,01 ONE FAMILY HOMES     ,12 ,"$475,000","$1,027,167","$830,000","$2,200,000"
PARK SLOPE SOUTH         ,02 TWO FAMILY HOMES     ,38 ,"$232,650","$1,045,691","$1,013,250","$2,000,000"
PARK SLOPE SOUTH         ,03 THREE FAMILY HOMES   ,18 ,"$500,000","$1,064,333","$1,044,000","$1,500,000"
PROSPECT HEIGHTS         ,01 ONE FAMILY HOMES     ,2 ,"$288,990","$384,495","$384,495","$480,000"
PROSPECT HEIGHTS         ,02 TWO FAMILY HOMES     ,11 ,"$432,756","$1,071,787","$1,020,000","$1,897,000"
PROSPECT HEIGHTS         ,03 THREE FAMILY HOMES   ,4 ,"$737,500","$1,227,875","$1,362,000","$1,450,000"
RED HOOK                 ,01 ONE FAMILY HOMES     ,1 ,"$572,500","$572,500","$572,500","$572,500"
RED HOOK                 ,02 TWO FAMILY HOMES     ,4 ,"$825,000","$1,147,025","$1,100,300","$1,562,500"
SEAGATE                  ,01 ONE FAMILY HOMES     ,7 ,"$300,000","$492,337","$496,860","$770,000"
SEAGATE                  ,02 TWO FAMILY HOMES     ,6 ,"$370,000","$425,167","$425,000","$471,000"
SEAGATE                  ,03 THREE FAMILY HOMES   ,5 ,"$540,000","$602,868","$565,000","$774,342"
SHEEPSHEAD BAY           ,01 ONE FAMILY HOMES     ,57 ,"$191,000","$490,182","$480,000","$1,350,000"
SHEEPSHEAD BAY           ,02 TWO FAMILY HOMES     ,78 ,"$247,500","$555,347","$582,500","$855,000"
SHEEPSHEAD BAY           ,03 THREE FAMILY HOMES   ,6 ,"$375,000","$630,333","$636,500","$899,000"
SPRING CREEK             ,01 ONE FAMILY HOMES     ,23 ,"$249,916","$258,432","$249,920","$284,558"
SPRING CREEK             ,02 TWO FAMILY HOMES     ,26 ,"$417,984","$429,382","$419,656","$472,708"
SUNSET PARK              ,01 ONE FAMILY HOMES     ,10 ,"$310,000","$510,900","$542,500","$680,000"
SUNSET PARK              ,02 TWO FAMILY HOMES     ,124 ,"$155,000","$746,550","$762,500","$1,343,000"
SUNSET PARK              ,03 THREE FAMILY HOMES   ,39 ,"$300,500","$752,825","$800,000","$990,000"
WILLIAMSBURG-CENTRAL     ,02 TWO FAMILY HOMES     ,8 ,"$177,000","$525,250","$505,000","$950,000"
WILLIAMSBURG-CENTRAL     ,03 THREE FAMILY HOMES   ,9 ,"$221,000","$421,148","$335,000","$951,000"
WILLIAMSBURG-EAST        ,01 ONE FAMILY HOMES     ,9 ,"$285,000","$554,667","$550,000","$875,000"
WILLIAMSBURG-EAST        ,02 TWO FAMILY HOMES     ,25 ,"$455,000","$778,032","$750,000","$1,315,000"
WILLIAMSBURG-EAST        ,03 THREE FAMILY HOMES   ,9 ,"$325,000","$693,373","$750,000","$930,000"
WILLIAMSBURG-NORTH       ,01 ONE FAMILY HOMES     ,1 ,"$885,000","$885,000","$885,000","$885,000"
WILLIAMSBURG-NORTH       ,02 TWO FAMILY HOMES     ,8 ,"$749,000","$1,285,483","$982,500","$2,700,000"
WILLIAMSBURG-NORTH       ,03 THREE FAMILY HOMES   ,4 ,"$398,000","$969,500","$1,115,000","$1,250,000"
WILLIAMSBURG-SOUTH       ,01 ONE FAMILY HOMES     ,1 ,"$670,000","$670,000","$670,000","$670,000"
WILLIAMSBURG-SOUTH       ,02 TWO FAMILY HOMES     ,2 ,"$325,000","$583,500","$583,500","$842,000"
WILLIAMSBURG-SOUTH       ,03 THREE FAMILY HOMES   ,6 ,"$205,000","$905,832","$960,000","$1,435,000"
WINDSOR TERRACE          ,01 ONE FAMILY HOMES     ,12 ,"$225,000","$860,825","$839,500","$1,500,000"
WINDSOR TERRACE          ,02 TWO FAMILY HOMES     ,22 ,"$475,000","$920,945","$878,900","$1,605,000"
WINDSOR TERRACE          ,03 THREE FAMILY HOMES   ,11 ,"$200,000","$947,727","$1,030,000","$1,500,000"
WYCKOFF HEIGHTS          ,01 ONE FAMILY HOMES     ,2 ,"$345,000","$377,500","$377,500","$410,000"
WYCKOFF HEIGHTS          ,02 TWO FAMILY HOMES     ,12 ,"$177,500","$415,142","$462,500","$520,000"
WYCKOFF HEIGHTS          ,03 THREE FAMILY HOMES   ,8 ,"$160,000","$344,008","$335,000","$575,000"
