NEIGHBORHOOD,BOROUGH,BUILDING_CLASS_CATEGORY,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,AVERAGE_SALE_PRICE_2017_2018,NUMBER_OF_SALES
Baychester,BRONX,Coop_Elevator,129500.0,136000.0,133250.0,4
Baychester,BRONX,One_Family,127000.0,784000.0,366565.8064516129,93
Baychester,BRONX,Three_Family,229000.0,764000.0,575538.75,32
Baychester,BRONX,Two_Family,150000.0,925881.0,495201.1395348837,129
Belmont,BRONX,Coop_Walkup,1150000.0,1150000.0,1150000.0,2
