NEIGHBORHOOD,BOROUGH,2015,2016,2017,BUILDING_CLASS_CATEGORY,Avg,Diff,Variance,Variance_prediction,Variance_Test
Woodhaven,QUEENS,514089.6666666667,574799.6666666666,641781.1254090696,Condo_Walkup,544444.6666666666,97336.45874240296,0.15166612866709187,0.10561940710937541,0.10436807205838151
Woodside,QUEENS,761024.0,917701.6666666666,891721.2560076662,Condo_Walkup,839362.8333333333,52358.42267433298,0.058716131662877896,0.1707283231115413,-0.029135125448637996
Arden Heights,STATEN ISLAND,417386.0,450819.5,507337.4996859296,Condo_Walkup,434102.75,73234.74968592962,0.14435114638926955,0.07416161013443295,0.11140118702228287
Arrochar,STATEN ISLAND,499979.0,613366.6666666666,575069.3333333333,Condo_Walkup,556672.8333333333,18396.5,0.031990055691835426,0.1848611488506059,-0.06659602784128066
Bay Terrace,STATEN ISLAND,482648.0,526240.5,605633.1799999999,Condo_Walkup,504444.25,101188.92999999993,0.16707956786647646,0.08283759991866836,0.13109037387944952
Bloomfield,STATEN ISLAND,null,499900.0,null,Condo_Walkup,null,null,0.0,0.0,0.0
Bull's Head,STATEN ISLAND,393577.6666666667,504666.6666666667,581058.1796728345,Condo_Walkup,449122.1666666667,131936.01300616778,0.22706162243590566,0.2201235138705416,0.13146964568880196
Castleton Corners,STATEN ISLAND,529372.3333333334,512389.0,573775.0595238095,Condo_Walkup,520880.6666666667,52894.39285714278,0.09218663652101083,-0.03314539018857425,0.10698628060751773
Charleston,STATEN ISLAND,578525.0,595835.0,512173.5238095238,Condo_Walkup,587180.0,-75006.47619047621,-0.1464473907838527,0.029051666988344087,-0.16334596050222566
Clifton,STATEN ISLAND,414897.5,552514.6666666666,512575.15,Condo_Walkup,483706.0833333333,28869.06666666671,0.0563216275050921,0.24907423272021734,-0.07791933859194423
Concord,STATEN ISLAND,319055.0,412420.6666666667,379171.4917582418,Condo_Walkup,365737.8333333334,13433.658424908412,0.03542897796091078,0.22638454910924286,-0.08768901573862109
Dongan Hills,STATEN ISLAND,486370.0,653855.0,700013.9653299917,Condo_Walkup,570112.5,129901.46532999165,0.18556981969460445,0.2561500638520773,0.065940063507493
Eltingville,STATEN ISLAND,500046.0,561955.5,593034.2149122807,Condo_Walkup,531000.75,62033.46491228067,0.10460351755835272,0.11016797593403749,0.05240627628353234
Emerson Hill,STATEN ISLAND,1259089.0,908923.5,652933.75,Condo_Walkup,1084006.25,-431072.5,-0.6602086352558739,-0.38525299433890753,-0.3920608331243407
Freshkills Park,STATEN ISLAND,null,309003.0,328536.0,Condo_Walkup,null,null,0.0,0.0,0.059454671634158816
Grant City,STATEN ISLAND,564363.6666666666,547865.5,624518.3012820513,Condo_Walkup,556114.5833333333,68403.717948718,0.10953036573675176,-0.030113534556687048,0.12273907926267887
Great Kills,STATEN ISLAND,501504.6666666667,539532.6666666666,576215.2789902756,Condo_Walkup,520518.6666666666,55696.61232360895,0.09665938123197337,0.07048322066380895,0.06366129754124068
Grymes Hill,STATEN ISLAND,526539.0,590630.5,591102.8318965517,Condo_Walkup,558584.75,32518.081896551652,0.05501256319855123,0.1085136984967759,7.99068911641273E-4
Huguenot,STATEN ISLAND,637275.0,726494.0,750453.7199381079,Condo_Walkup,681884.5,68569.21993810788,0.0913703511840317,0.12280762126046464,0.03192697870840578
Lighthouse Hill,STATEN ISLAND,1099908.0,725782.0,803950.0,Condo_Walkup,912845.0,-108895.0,-0.13544996579389265,-0.5154798548324429,0.09722992723428074
Mariners Harbor,STATEN ISLAND,361077.3333333333,378734.0,367465.4450934579,Condo_Walkup,369905.6666666666,-2440.2215732087498,-0.006640683105830878,0.04662023126169471,-0.030665617834286917
Midland Beach,STATEN ISLAND,545523.3333333334,493495.0,489914.0044410927,Condo_Walkup,519509.1666666667,-29595.162225573964,-0.060408892085738464,-0.10542828870268872,-0.007309437016385305
New Brighton,STATEN ISLAND,374375.0,354032.3333333333,449265.57845479896,Condo_Walkup,364203.6666666666,85061.91178813233,0.18933547520086827,-0.05745991185362548,0.21197538758480058
New Dorp,STATEN ISLAND,531281.3333333334,535328.5,581078.0737179487,Condo_Walkup,533304.9166666667,47773.157051282,0.08221469577334416,0.007560155431042113,0.07873223201355085
New Dorp Beach,STATEN ISLAND,360313.5,417592.5,445004.2064935065,Condo_Walkup,388953.0,56051.2064935065,0.1259565767595152,0.13716481977047001,0.061598758154450144
New Springville,STATEN ISLAND,507995.0,564284.0,651473.7536549708,Condo_Walkup,536139.5,115334.25365497079,0.17703591742247432,0.09975296127481906,0.13383463749047309
Oakwood,STATEN ISLAND,508954.5,601526.0,594302.0166666666,Condo_Walkup,555240.25,39061.766666666605,0.06572713127536912,0.15389442850350607,-0.012155407740077043
Pleasant Plains,STATEN ISLAND,708398.5,738245.5,768153.5714285714,Condo_Walkup,723322.0,44831.57142857136,0.058362771581203454,0.040429640275491015,0.038935015784604
Port Ivory,STATEN ISLAND,397423.5,319060.5,370241.30194805196,Condo_Walkup,358242.0,11999.301948051958,0.032409409444372476,-0.24560545727221014,0.13823633851426187
Port Richmond,STATEN ISLAND,331333.5,393662.3333333333,368681.89285714284,Condo_Walkup,362497.9166666666,6183.976190476213,0.016773202889224573,0.15833070135403687,-0.06775608176089601
Prince's Bay,STATEN ISLAND,575635.5,667849.5,687291.3891491023,Condo_Walkup,621742.5,65548.88914910227,0.09537277810253778,0.13807601862395644,0.028287694937037117
Richmondtown,STATEN ISLAND,575350.5,651664.5,686529.2884615385,Condo_Walkup,613507.5,73021.7884615385,0.1063636900694724,0.11710627170883177,0.05078412392232809
Rosebank,STATEN ISLAND,435936.3333333333,468264.0,567254.7204980842,Condo_Walkup,452100.1666666666,115154.55383141758,0.20300325351246942,0.06903726672703152,0.1745084120431194
Rossville,STATEN ISLAND,528928.0,576341.0,653261.63313783,Condo_Walkup,552634.5,100627.13313782995,0.15403802708339814,0.08226553377254091,0.11774858530778076
Shore Acres,STATEN ISLAND,447133.3333333333,500196.0,537200.0,Condo_Walkup,473664.6666666666,63535.33333333337,0.1182712831968231,0.10608374850391984,0.06888309754281459
Silver Lake,STATEN ISLAND,584631.0,627275.0,627779.1666666666,Condo_Walkup,605953.0,21826.166666666628,0.034767268214008315,0.06798294209078952,8.030955683725746E-4
South Beach,STATEN ISLAND,503702.6666666667,517691.3333333333,557623.1939814815,Condo_Walkup,510697.0,46926.19398148148,0.08415394927607672,0.02702124947040507,0.0716108316137838
St. George,STATEN ISLAND,null,null,null,Condo_Walkup,null,null,0.0,0.0,0.0
Stapleton,STATEN ISLAND,371284.3333333333,357207.3333333333,393344.93469785573,Condo_Walkup,364245.8333333333,29099.101364522416,0.073978584183052,-0.03940848545475924,0.09187254792611269
Sunnyside,STATEN ISLAND,666149.0,505556.5,616964.2857142857,Condo_Walkup,585852.75,31111.53571428568,0.050426801736613555,-0.3176549010842507,0.1805741244573082
Todt Hill,STATEN ISLAND,1310676.0,1567391.0,1344456.896551724,Condo_Walkup,1439033.5,-94576.60344827594,-0.0703455824361844,0.163784913911079,-0.1658172188487853
Tompkinsville,STATEN ISLAND,458442.0,430071.5,465227.61904761905,Condo_Walkup,444256.75,20970.869047619053,0.04507657797821447,-0.06596693805564889,0.07556756651633917
Tottenville,STATEN ISLAND,596984.0,629412.0,750949.8682653061,Condo_Walkup,613198.0,137751.8682653061,0.18343683658073323,0.051521102235101965,0.16184551512880418
West Brighton,STATEN ISLAND,414351.0,391691.6666666667,494979.14969330904,Condo_Walkup,403021.3333333334,91957.81635997567,0.18578119182788422,-0.057849924472905934,0.20867037145027154
Westerleigh,STATEN ISLAND,500356.0,530895.0,588358.7742594484,Condo_Walkup,515625.5,72733.2742594484,0.12362061626597792,0.0575236157808983,0.0976679141596495
Willowbrook,STATEN ISLAND,535409.5,579855.0,656606.1133633633,Condo_Walkup,557632.25,98973.86336336331,0.15073551913244457,0.07664933474747998,0.1168906469210553
Woodrow,STATEN ISLAND,522366.0,549051.5,606344.652236951,Condo_Walkup,535708.75,70635.90223695105,0.11649464042662575,0.04860290883459931,0.09448941625127368
Baychester,BRONX,402226.0,430495.0,479101.8986621655,Coop_Elevator,416360.5,62741.398662165506,0.13095627221967462,0.06566626790090477,0.1014541975264436
Belmont,BRONX,373175.6666666667,492301.0,528120.2861952862,Coop_Elevator,432738.3333333334,95381.95286195283,0.18060649317054045,0.24197662270304815,0.06782410585538667
Bronx Park,BRONX,null,560000.0,null,Coop_Elevator,null,null,0.0,0.0,0.0
Bronxdale,BRONX,408386.6666666667,443134.0,522524.8443917543,Coop_Elevator,425760.3333333334,96764.51105842093,0.18518643103192498,0.0784126998454944,0.15193697533017653
Castle Hill,BRONX,403046.6666666667,435112.6666666667,492032.4363127765,Coop_Elevator,419079.6666666667,72952.76964610984,0.1482682121382238,0.07369585501992587,0.11568296202717604
City Island,BRONX,433723.0,634442.6666666666,490374.0675675676,Coop_Elevator,534082.8333333333,-43708.76576576568,-0.08913351797450657,0.3163716395702685,-0.2937932664623383
Co-op City,BRONX,null,430000.0,330000.0,Coop_Elevator,null,null,0.0,0.0,-0.30303030303030304
Concourse,BRONX,447575.6666666667,396766.0,455764.95614035084,Coop_Elevator,422170.8333333334,33594.12280701747,0.0737093151950724,-0.12805952795014364,0.12945040057485765
Country Club,BRONX,540848.0,497987.3333333333,630216.6456934134,Coop_Elevator,519417.6666666666,110798.97902674682,0.1758109370545698,-0.08606778485664299,0.20981564556199742
Crotona Park,BRONX,367899.3333333333,399167.3333333333,460890.7470238095,Coop_Elevator,383533.3333333333,77357.41369047621,0.1678432778050108,0.07833306332682534,0.1339220066557066
Fieldston,BRONX,1403492.0,1195183.0,1095740.0,Coop_Elevator,1299337.5,-203597.5,-0.18580822092832242,-0.1742904643054662,-0.09075419351305966
Fordham,BRONX,354269.3333333333,468410.0,510947.0833333333,Coop_Elevator,411339.6666666666,99607.41666666669,0.1949466391252193,0.2436768358204707,0.08325144564057103
Highbridge,BRONX,402501.3333333333,459524.3333333333,498688.4957469431,Coop_Elevator,431012.8333333333,67675.6624136098,0.1357072861932461,0.12409136113938109,0.07853432101927502
Hunts Point,BRONX,404419.0,363637.0,457708.61111111107,Coop_Elevator,384028.0,73680.61111111107,0.16097711365370124,-0.11215030373696847,0.20552729144148593
Kingsbridge,BRONX,490303.0,622730.0,592131.0185185185,Coop_Elevator,556516.5,35614.51851851854,0.0601463483666575,0.21265556501212404,-0.0516760320343267
Longwood,BRONX,383384.3333333333,428478.3333333333,592341.9842562916,Coop_Elevator,405931.3333333333,186410.65092295833,0.31470106100448736,0.10524219427664565,0.2766369011116028
Melrose,BRONX,447575.6666666667,396766.0,455764.95614035084,Coop_Elevator,422170.8333333334,33594.12280701747,0.0737093151950724,-0.12805952795014364,0.12945040057485765
Morris Heights,BRONX,402501.3333333333,459524.3333333333,498688.4957469431,Coop_Elevator,431012.8333333333,67675.6624136098,0.1357072861932461,0.12409136113938109,0.07853432101927502
Morris Park,BRONX,438114.0,499950.0,520894.1675657676,Coop_Elevator,469032.0,51862.167565767595,0.0995637325104423,0.12368436843684369,0.04020810535015869
Morrisania,BRONX,383384.3333333333,428478.3333333333,592341.9842562916,Coop_Elevator,405931.3333333333,186410.65092295833,0.31470106100448736,0.10524219427664565,0.2766369011116028
Mott Haven,BRONX,477467.0,512816.0,576242.7593582888,Coop_Elevator,495141.5,81101.25935828884,0.14074148098382047,0.06893115659417803,0.11006951207321315
Mount Eden,BRONX,553644.3333333334,539859.0,633367.7136363637,Coop_Elevator,546751.6666666667,86616.046969697,0.13675475573645357,-0.025535062550283264,0.14763732287441797
Mount Hope,BRONX,553644.3333333334,539859.0,633367.7136363637,Coop_Elevator,546751.6666666667,86616.046969697,0.13675475573645357,-0.025535062550283264,0.14763732287441797
Norwood,BRONX,466605.6666666667,415073.0,500736.2754385965,Coop_Elevator,440839.3333333334,59896.94210526312,0.11961774100108725,-0.12415326139418051,0.17107463477369153
Parkchester,BRONX,408334.6666666667,459591.6666666667,501653.50244877563,Coop_Elevator,433963.1666666667,67690.33578210894,0.13493444270135616,0.11152726151837682,0.08384639113808225
Pelham Bay,BRONX,495281.3333333333,493564.3333333333,549477.5802816902,Coop_Elevator,494422.8333333333,55054.746948356915,0.10019471025575429,-0.003478776491818358,0.1017571033920855
Pelham Gardens,BRONX,530056.3333333334,534368.3333333334,590605.8366013071,Coop_Elevator,532212.3333333334,58393.50326797378,0.09887051506975328,0.008069340436215967,0.09522002625574681
Port Morris,BRONX,477467.0,512816.0,576242.7593582888,Coop_Elevator,495141.5,81101.25935828884,0.14074148098382047,0.06893115659417803,0.11006951207321315
Riverdale,BRONX,856830.6666666666,958086.0,917599.2585034013,Coop_Elevator,907458.3333333333,10140.925170068047,0.011051583876176876,0.10568501505432015,-0.04412246535882376
Schuylerville,BRONX,495281.3333333333,493564.3333333333,549477.5802816902,Coop_Elevator,494422.8333333333,55054.746948356915,0.10019471025575429,-0.003478776491818358,0.1017571033920855
Soundview,BRONX,398942.0,430361.3333333333,452223.52850142,Coop_Elevator,414651.6666666666,37571.86183475336,0.08308250116763968,0.07300686864681147,0.048343780874324914
Throgs Neck,BRONX,459227.6666666667,486891.0,510074.5229818725,Coop_Elevator,473059.3333333334,37015.18964853912,0.07256819931360226,0.05681627578520308,0.04545124670478084
Tremont,BRONX,395461.3333333333,405091.3333333333,508635.51650793647,Coop_Elevator,400276.3333333333,108359.18317460315,0.2130389633790199,0.023772416755398373,0.20357245967700233
Unionport,BRONX,403046.6666666667,435112.6666666667,492032.4363127765,Coop_Elevator,419079.6666666667,72952.76964610984,0.1482682121382238,0.07369585501992587,0.11568296202717604
University Heights,BRONX,421703.6666666667,473080.6666666667,485717.63492063497,Coop_Elevator,447392.1666666667,38325.46825396828,0.07890483173465705,0.10860092922841912,0.026017108182685465
Van Nest,BRONX,438114.0,499950.0,520894.1675657676,Coop_Elevator,469032.0,51862.167565767595,0.0995637325104423,0.12368436843684369,0.04020810535015869
Wakefield,BRONX,404327.3333333333,416933.6666666667,464104.0217372515,Coop_Elevator,410630.5,53473.52173725149,0.11521882860891274,0.0302358248834148,0.10163746242494295
Westchester Square,BRONX,426120.0,663025.6666666666,501293.39877946133,Coop_Elevator,544572.8333333333,-43279.43455387192,-0.08633553655254145,0.3573099482825451,-0.32262995738820344
Williamsbridge,BRONX,383571.6666666667,419401.6666666667,476052.85016988235,Coop_Elevator,401486.6666666667,74566.18350321567,0.15663425495006755,0.08543122941015176,0.11900187864225442
Woodlawn,BRONX,489919.3333333333,495675.0,562719.291005291,Coop_Elevator,492797.1666666666,69922.12433862442,0.12425755693164421,0.011611775188715763,0.1191434025400431
Bath Beach,BROOKLYN,1004567.6666666666,1023942.0,1102253.4389709907,Coop_Elevator,1014254.8333333333,87998.60563765746,0.07983518356704661,0.018921319111173653,0.07104667239151315
Bay Ridge,BROOKLYN,1014207.0,1161004.6666666667,1285649.5180790962,Coop_Elevator,1087605.8333333335,198043.68474576273,0.15404173685038366,0.12644020380050158,0.09695087942681516
Bedford-Stuyvesant,BROOKLYN,987865.6666666666,1103125.6666666667,null,Coop_Elevator,1045495.6666666667,null,0.0,0.10448492269088723,0.0
Bensonhurst,BROOKLYN,915883.6666666666,1020387.3333333334,1203563.9557811974,Coop_Elevator,968135.5,235428.4557811974,0.1956094270274053,0.10241568397882903,0.15219517132263202
Bergen Beach,BROOKLYN,656975.3333333334,676585.3333333334,745191.0893141947,Coop_Elevator,666780.3333333334,78410.75598086137,0.10522234780480724,0.02898377933111172,0.09206464887281435
Boerum Hill,BROOKLYN,2813174.0,3068962.0,3203616.726551227,Coop_Elevator,2941068.0,262548.7265512268,0.08195385058869606,0.08334674720638444,0.04203209623524034
Borough Park,BROOKLYN,1024762.3333333334,1200167.3333333333,1294714.3243189482,Coop_Elevator,1112464.8333333333,182249.49098561495,0.14076425012249918,0.14615045346454458,0.07302536877032623
Brighton Beach,BROOKLYN,627761.3333333334,612376.3333333334,664179.7621794872,Coop_Elevator,620068.8333333334,44110.92884615378,0.066414141709776,-0.025123439889087808,0.07799609653290593
Brooklyn Heights,BROOKLYN,6898194.333333333,4768055.666666667,5895432.222222223,Coop_Elevator,5833125.0,62307.22222222295,0.010568728444941205,-0.4467520548382858,0.19122882140956968
Brownsville,BROOKLYN,410518.6666666667,471355.0,530390.4312629399,Coop_Elevator,440936.8333333334,89453.59792960656,0.16865613076126582,0.12906690993695477,0.11130561145752127
Bushwick,BROOKLYN,777332.6666666666,969014.0,971190.6550652273,Coop_Elevator,873173.3333333333,98017.32173189404,0.10092490204748829,0.19781069554550643,0.00224122323858348
Canarsie,BROOKLYN,457344.6666666667,502753.3333333333,537897.9963104929,Coop_Elevator,480049.0,57848.99631049286,0.10754640602360688,0.09031997135772339,0.06533704014185035
Carroll Gardens,BROOKLYN,3630629.6666666665,2577453.6666666665,3164930.6184012066,Coop_Elevator,3104041.6666666665,60888.95173454005,0.019238637138054755,-0.4086110309645398,0.18562079949522223
Clinton Hill,BROOKLYN,2243971.6666666665,2273279.0,2310399.578205128,Coop_Elevator,2258625.333333333,51774.24487179518,0.022409216726059503,0.012892096981203577,0.016066735189575274
Cobble Hill,BROOKLYN,3341292.8333333335,2722222.1666666665,3284306.9090909087,Coop_Elevator,3031757.5,252549.4090909087,0.07689580056962886,-0.22741371892681073,0.1711425752777247
Coney Island,BROOKLYN,555314.3333333334,462435.3333333333,654444.1444444446,Coop_Elevator,508874.8333333334,145569.3111111112,0.22243198651381393,-0.20084754192658302,0.2933922057994833
Crown Heights,BROOKLYN,1027201.6666666666,1115585.0,1217543.3239698315,Coop_Elevator,1071393.3333333333,146149.9906364982,0.12003678863760871,0.07922599652499215,0.08374102338912566
Cypress Hills,BROOKLYN,470155.6666666667,505829.0,558019.8490234354,Coop_Elevator,487992.3333333334,70027.51569010201,0.12549287594814756,0.07052449213732964,0.09352866052125594
Downtown Brooklyn,BROOKLYN,2898233.6,3018386.0,3013750.0,Coop_Elevator,2958309.8,55440.200000000186,0.01839575279966825,0.03980683716396773,-0.0015382828701783493
Dyker Heights,BROOKLYN,1035740.0,1061528.0,1174470.5008870214,Coop_Elevator,1048634.0,125836.50088702142,0.10714317711001096,0.024293282890324137,0.09616461273545938
East Flatbush,BROOKLYN,498966.0,539777.6666666666,608913.1437607486,Coop_Elevator,519371.8333333333,89541.31042741524,0.14705103896163788,0.07560829057395847,0.11353914396902283
East New York,BROOKLYN,429323.0,470588.6666666667,523121.5371244033,Coop_Elevator,449955.8333333334,73165.70379106991,0.13986368099708044,0.08768946128466053,0.10042192249722608
Flatbush,BROOKLYN,792517.0,809792.0,907807.0856344759,Coop_Elevator,801154.5,106652.58563447592,0.11748375543900422,0.02133263850470244,0.10796906874324752
Flatlands,BROOKLYN,541094.3333333334,506282.3333333333,619046.9596153847,Coop_Elevator,523688.3333333334,95358.62628205132,0.1540410219303845,-0.06876005285588356,0.18215843649747074
Fort Greene,BROOKLYN,2024537.6666666667,2233959.0,2688385.875,Coop_Elevator,2129248.3333333335,559137.5416666665,0.20798262141838791,0.09374448382147267,0.16903335165752573
Gerritsen Beach,BROOKLYN,502749.0,465576.5,469957.34305555554,Coop_Elevator,484162.75,-14205.406944444461,-0.030227013481870808,-0.07984187346225594,0.009321788711869668
Gowanus,BROOKLYN,1438315.6666666667,1766899.0,1862103.814814815,Coop_Elevator,1602607.3333333335,259496.48148148158,0.13935661342667316,0.18596610973990774,0.051127554789034746
Gravesend,BROOKLYN,829866.3333333334,904511.6666666666,981987.6097105509,Coop_Elevator,867189.0,114798.60971055087,0.11690433624146106,0.08252556167508426,0.07889706782219068
Greenpoint,BROOKLYN,1695043.6666666667,1682666.3333333333,1850773.2779623477,Coop_Elevator,1688855.0,161918.27796234773,0.08748682504245764,-0.007355785926265133,0.09083065258760152
Kensington,BROOKLYN,999941.3333333334,993365.0,1263587.3015873015,Coop_Elevator,996653.1666666667,266934.1349206348,0.21125104263497718,-0.006620258750140555,0.21385328995301858
Manhattan Beach,BROOKLYN,1552763.0,1304971.0,1407616.0036231885,Coop_Elevator,1428867.0,-21250.996376811527,-0.015097154566381521,-0.1898831468285502,0.0729211683861091
Marine Park,BROOKLYN,547747.0,691324.3333333334,796242.414257255,Coop_Elevator,619535.6666666667,176706.7475905883,0.22192581609135023,0.20768447805251086,0.13176650608570076
Midwood,BROOKLYN,1179206.6666666667,1018745.3333333334,1244516.753764754,Coop_Elevator,1098976.0,145540.75376475393,0.11694559621192928,-0.15750877877231997,0.18141292172117857
Mill Basin,BROOKLYN,781072.0,900663.5,859823.1001221001,Coop_Elevator,840867.75,18955.35012210009,0.0220456395267914,0.13278155493144775,-0.047498607413664885
Navy Yard,BROOKLYN,979250.6666666666,1718342.0,1458577.0303030303,Coop_Elevator,1348796.3333333333,109780.69696969702,0.07526561483481559,0.4301188781589075,-0.17809478985350646
Park Slope,BROOKLYN,3214529.6666666665,3294457.6666666665,3461893.3990939236,Coop_Elevator,3254493.6666666665,207399.7324272571,0.059909335302334714,0.024261352880236335,0.04836536343697926
Prospect Heights,BROOKLYN,2689752.6666666665,3114476.3333333335,2509166.6666666665,Coop_Elevator,2902114.5,-392947.8333333335,-0.15660491531052814,0.13637081204341583,-0.24123932248422464
Prospect-Lefferts Gardens,BROOKLYN,1281057.3333333333,1441856.6666666667,null,Coop_Elevator,1361457.0,null,0.0,0.1115224120751717,0.0
Red Hook,BROOKLYN,1435488.5,1481404.6666666667,1736843.18128655,Coop_Elevator,1458446.5833333335,278396.5979532164,0.16028885103316973,0.030995019591765885,0.1470705688182335
Sea Gate,BROOKLYN,458706.0,591365.0,745769.4920634921,Coop_Elevator,525035.5,220733.99206349207,0.29598152567589825,0.22432676942328342,0.2070405047493504
Sheepshead Bay,BROOKLYN,743147.0,780151.0,880424.6110007641,Coop_Elevator,761649.0,118775.61100076407,0.1349071908221123,0.04743184332263882,0.11389233075479878
South Slope,BROOKLYN,1601718.3333333333,2937563.3333333335,1951571.5345238093,Coop_Elevator,2269640.8333333335,-318069.29880952416,-0.16298111198221296,0.4547459402293738,-0.5052296476798683
Sunset Park,BROOKLYN,1081138.3333333333,1102581.0,1274323.445324635,Coop_Elevator,1091859.6666666665,182463.7786579684,0.14318482432965485,0.019447701952660844,0.13477147105371146
Williamsburg,BROOKLYN,2004323.9,2274500.8181818184,2123875.55734767,Coop_Elevator,2139412.3590909094,-15536.801743239164,-0.0073153070053886635,0.11878514882126594,-0.07092000296959554
Windsor Terrace,BROOKLYN,1417825.6666666667,1598412.3333333333,1786369.3016591251,Coop_Elevator,1508119.0,278250.30165912514,0.1557630336575392,0.11297877456317583,0.10521730761451353
Chelsea,MANHATTAN,8592170.0,7873833.333333333,7750000.0,Coop_Elevator,8233001.666666666,-483001.66666666605,-0.06232279569892465,-0.09123087018182592,-0.015978494623655873
Chinatown,MANHATTAN,null,null,null,Coop_Elevator,null,null,0.0,0.0,0.0
Civic Center,MANHATTAN,null,null,null,Coop_Elevator,null,null,0.0,0.0,0.0
East Harlem,MANHATTAN,3274482.0,1811666.6666666667,1687955.5333333332,Coop_Elevator,2543074.3333333335,-855118.8000000003,-0.5066003121014288,-0.8074417663293467,-0.0732905167762517
East Village,MANHATTAN,4062500.0,7410200.0,3500000.0,Coop_Elevator,5736350.0,-2236350.0,-0.6389571428571429,0.45176918301800223,-1.1172
Flatiron District,MANHATTAN,null,null,null,Coop_Elevator,null,null,0.0,0.0,0.0
Gramercy,MANHATTAN,9158333.5,4787500.0,9416666.666666666,Coop_Elevator,6972916.75,2443749.916666666,0.2595132654867256,-0.9129678328981723,0.4915929203539823
Greenwich Village,MANHATTAN,1.49042855E7,1.71E7,1.2666666666666668E7,Coop_Elevator,1.600214275E7,-3335476.083333332,-0.2633270592105262,0.1284043567251462,-0.34999999999999987
Harlem,MANHATTAN,2001626.857142857,1957602.4444444445,2476843.749733589,Coop_Elevator,1979614.6507936507,497229.09893993847,0.2007510966299028,-0.022488944485817907,0.20963829686268848
Inwood,MANHATTAN,506633.3333333333,619123.5,718737.5,Coop_Elevator,562878.4166666666,155859.08333333337,0.2168511916149267,0.18169261329390127,0.13859580166611593
Kips Bay,MANHATTAN,null,3875000.0,6200000.0,Coop_Elevator,null,null,0.0,0.0,0.375
Little Italy,MANHATTAN,null,9700000.0,7090000.0,Coop_Elevator,null,null,0.0,0.0,-0.36812411847672777
Lower East Side,MANHATTAN,3200000.0,null,null,Coop_Elevator,null,null,0.0,0.0,0.0
Midtown,MANHATTAN,6610000.0,5685833.333333333,7606250.0,Coop_Elevator,6147916.666666666,1458333.333333334,0.19172829361818688,-0.16253847281254585,0.2524787729389209
Murray Hill,MANHATTAN,4531250.0,2913333.0,6705000.0,Coop_Elevator,3722291.5,2982708.5,0.4448483967188665,-0.5553491482092847,0.5654984340044743
SoHo,MANHATTAN,8401213.0,7157347.0,1.5426083333333334E7,Coop_Elevator,7779280.0,7646803.333333334,0.4957060822308536,-0.17378869572762087,0.5360230561873018
Tribeca,MANHATTAN,1.0425E7,1.2E7,1.8E7,Coop_Elevator,1.12125E7,6787500.0,0.3770833333333333,0.13125,0.3333333333333333
Upper East Side,MANHATTAN,8484694.0,9049506.4,7957317.6555555565,Coop_Elevator,8767100.2,-809782.5444444427,-0.1017657682522046,0.06241361407291787,-0.13725589347082442
Upper West Side,MANHATTAN,8954244.75,7583528.2,8734793.041666666,Coop_Elevator,8268886.475,465906.5666666664,0.05333916492860234,-0.1807491861110241,0.1318021888068679
Washington Heights,MANHATTAN,882833.25,871250.0,1283139.0,Coop_Elevator,877041.625,406097.375,0.3164874382276589,-0.013294978479196556,0.3210010762668737
West Village,MANHATTAN,9839343.333333334,8659889.0,1.0465091200000001E7,Coop_Elevator,9249616.166666668,1215475.0333333332,0.11614567041072066,-0.13619739621758822,0.1724975124918167
Arverne,QUEENS,463017.3333333333,446180.3333333333,368579.9216494845,Coop_Elevator,454598.8333333333,-86018.91168384883,-0.2333792662901803,-0.03773586315249215,-0.2105389011332147
Astoria,QUEENS,968970.3333333334,1031546.6666666666,1166781.8092229485,Coop_Elevator,1000258.5,166523.3092229485,0.142720179477129,0.06066262957888471,0.11590439745229278
Bayside,QUEENS,944894.3333333334,963177.0,1021855.9523323119,Coop_Elevator,954035.6666666667,67820.28566564515,0.06636971239522584,0.018981627122186918,0.05742389834729783
Belle Harbor,QUEENS,767473.3333333334,762680.3333333334,984782.8234432234,Coop_Elevator,765076.8333333334,219705.99010989,0.2231009567588756,-0.006284415357941575,0.22553448823703523
Bellerose,QUEENS,612765.6666666666,624631.6666666666,680178.41815282,Coop_Elevator,618698.6666666666,61479.75148615334,0.09038768335683992,0.018996795444782125,0.08166497201867011
Breezy Point,QUEENS,null,null,475620.4819277108,Coop_Elevator,null,null,0.0,0.0,0.0
Briarwood,QUEENS,688713.0,727941.3333333334,893670.6666666666,Coop_Elevator,708327.1666666667,185343.49999999988,0.20739575205183702,0.05388941599689357,0.18544788311279464
Broad Channel,QUEENS,344127.0,385950.0,320861.375,Coop_Elevator,365038.5,-44177.125,-0.13768290122175036,0.1083637776914108,-0.20285590623053334
Cambria Heights,QUEENS,377275.0,415674.0,480398.48660714284,Coop_Elevator,396474.5,83923.98660714284,0.17469660905858275,0.09237768058622862,0.13473082953334284
College Point,QUEENS,692695.3333333334,779153.6666666666,860087.7985831791,Coop_Elevator,735924.5,124163.29858317913,0.14436119055253788,0.11096441822986555,0.09409984893383574
Corona,QUEENS,691567.6666666666,789494.3333333334,848048.0784512567,Coop_Elevator,740531.0,107517.07845125673,0.12678181954920437,0.1240372001825642,0.06904531312052122
Douglaston,QUEENS,965388.5,1067205.0,1137469.5909090908,Coop_Elevator,1016296.75,121172.84090909082,0.1065284222783018,0.09540481913034515,0.06177272031767796
