NEIGHBORHOOD,BOROUGH,BUILDING_CLASS_CATEGORY,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,AVERAGE_SALE_PRICE_2017_2018,NUMBER_OF_SALES
Manhattan Beach,BROOKLYN,Condo_Elevator,865000.0,865000.0,865000.0,1
Manhattan Beach,BROOKLYN,One_Family,189200.0,2500000.0,1347004.2608695652,23
Manhattan Beach,BROOKLYN,Three_Family,1165000.0,1600000.0,1382500.0,2
Manhattan Beach,BROOKLYN,Two_Family,950000.0,2200000.0,1493343.75,8
Marine Park,BROOKLYN,Coop_Elevator,115000.0,300000.0,166433.41860465117,43
Marine Park,BROOKLYN,Coop_Walkup,150000.0,240000.0,195000.0,2
Marine Park,BROOKLYN,One_Family,160000.0,1350000.0,630944.7549668874,151
Marine Park,BROOKLYN,Three_Family,870000.0,1250000.0,1060000.0,2
Marine Park,BROOKLYN,Two_Family,319082.0,999000.0,697782.487804878,41
Midwood,BROOKLYN,Condo_Elevator,385320.0,950000.0,592005.1764705882,34
Midwood,BROOKLYN,Condo_Walkup,370000.0,690000.0,526666.6666666666,3
Midwood,BROOKLYN,Coop_Elevator,115000.0,880000.0,279846.71764705883,85
Midwood,BROOKLYN,One_Family,220000.0,5300000.0,1275085.658119658,117
Midwood,BROOKLYN,Three_Family,400500.0,1500000.0,1090138.888888889,9
Midwood,BROOKLYN,Two_Family,315000.0,6700000.0,1368325.7142857143,35
Mill Basin,BROOKLYN,One_Family,425000.0,2450000.0,956507.7619047619,63
Mill Basin,BROOKLYN,Three_Family,700000.0,700000.0,700000.0,1
Mill Basin,BROOKLYN,Two_Family,650000.0,1400000.0,922961.5384615385,26
Navy Yard,BROOKLYN,Condo_Elevator,337029.0,337029.0,337029.0,1
Navy Yard,BROOKLYN,One_Family,2050000.0,2235058.0,2175731.090909091,11
Navy Yard,BROOKLYN,Three_Family,1150000.0,1150000.0,1150000.0,1
Navy Yard,BROOKLYN,Two_Family,1050000.0,1050000.0,1050000.0,1
Park Slope,BROOKLYN,Condo_Elevator,525000.0,3850000.0,1677375.8020833333,96
Park Slope,BROOKLYN,Condo_Walkup,182411.0,2410000.0,686518.1219512195,41
Park Slope,BROOKLYN,Coop_Elevator,215000.0,3845000.0,1096496.505882353,85
Park Slope,BROOKLYN,Coop_Walkup,112000.0,2625000.0,973559.4810126582,158
Park Slope,BROOKLYN,One_Family,1500000.0,1.26E7,4569444.444444444,18
Park Slope,BROOKLYN,Three_Family,449168.0,4000000.0,2554198.769230769,26
Park Slope,BROOKLYN,Two_Family,260000.0,8580000.0,3262036.9836065574,61
Prospect Heights,BROOKLYN,Condo_Elevator,527850.0,4227000.0,1124879.124423963,217
Prospect Heights,BROOKLYN,Condo_Walkup,229691.0,1676000.0,590570.3333333334,18
Prospect Heights,BROOKLYN,Coop_Elevator,299000.0,2562780.0,878192.3773584906,53
Prospect Heights,BROOKLYN,Coop_Walkup,259000.0,1250000.0,647109.7727272727,44
Prospect Heights,BROOKLYN,One_Family,1750000.0,2750000.0,2250000.0,2
Prospect Heights,BROOKLYN,Three_Family,2465000.0,3200000.0,2852750.0,4
Prospect Heights,BROOKLYN,Two_Family,1900000.0,3250000.0,2424750.0,4
Prospect-Lefferts Gardens,BROOKLYN,Condo_Elevator,525000.0,840000.0,682500.0,2
Prospect-Lefferts Gardens,BROOKLYN,Coop_Elevator,160000.0,1150000.0,502320.0344827586,29
Prospect-Lefferts Gardens,BROOKLYN,One_Family,450000.0,2675000.0,1509518.5185185184,27
Prospect-Lefferts Gardens,BROOKLYN,Three_Family,350000.0,1475000.0,1025000.0,3
Prospect-Lefferts Gardens,BROOKLYN,Two_Family,300000.0,2200000.0,1146567.8387096773,31
Red Hook,BROOKLYN,One_Family,116610.0,1.0061536E7,2440512.210526316,19
Red Hook,BROOKLYN,Three_Family,160079.0,2300000.0,1173604.8333333333,6
Red Hook,BROOKLYN,Two_Family,940000.0,2250000.0,1596412.5,10
Sea Gate,BROOKLYN,One_Family,375180.0,2300000.0,854977.1428571428,14
Sea Gate,BROOKLYN,Three_Family,670844.0,950000.0,770281.3333333334,3
Sea Gate,BROOKLYN,Two_Family,350000.0,900000.0,612050.0,20
Sheepshead Bay,BROOKLYN,Condo_Elevator,183855.0,1725933.0,785363.9298245613,114
Sheepshead Bay,BROOKLYN,Condo_Walkup,121680.0,630000.0,276032.6666666667,30
Sheepshead Bay,BROOKLYN,Coop_Elevator,110000.0,650000.0,243759.85945945946,185
Sheepshead Bay,BROOKLYN,Coop_Walkup,162500.0,185000.0,169125.0,4
Sheepshead Bay,BROOKLYN,One_Family,135000.0,1320000.0,641150.3506493507,77
Sheepshead Bay,BROOKLYN,Three_Family,700000.0,1530000.0,1129705.8823529412,17
Sheepshead Bay,BROOKLYN,Two_Family,425000.0,1376000.0,870417.6,110
South Slope,BROOKLYN,Condo_Elevator,800000.0,1775000.0,1299205.8823529412,17
South Slope,BROOKLYN,Condo_Walkup,640000.0,1600000.0,1130181.8181818181,11
South Slope,BROOKLYN,Coop_Walkup,180000.0,1310000.0,757750.25,12
South Slope,BROOKLYN,One_Family,840000.0,3131118.0,1868111.8,10
South Slope,BROOKLYN,Three_Family,1650000.0,2400000.0,2053078.125,8
South Slope,BROOKLYN,Two_Family,263692.0,3000000.0,1933524.6785714286,28
Sunset Park,BROOKLYN,Condo_Elevator,195577.0,1331000.0,551192.25,28
Sunset Park,BROOKLYN,Condo_Walkup,435000.0,1150000.0,847375.0,8
Sunset Park,BROOKLYN,Coop_Walkup,200000.0,980000.0,481183.7916666667,24
Sunset Park,BROOKLYN,One_Family,495000.0,2800000.0,1384499.8333333333,18
Sunset Park,BROOKLYN,Three_Family,380000.0,2080000.0,1280207.2413793104,29
Sunset Park,BROOKLYN,Two_Family,162500.0,3000000.0,1158263.2612612613,111
Williamsburg,BROOKLYN,Condo_Elevator,200000.0,3890000.0,1121961.9832635983,478
Williamsburg,BROOKLYN,Condo_Walkup,396637.0,1700000.0,865754.4545454546,22
Williamsburg,BROOKLYN,Coop_Elevator,350000.0,675000.0,515000.0,3
Williamsburg,BROOKLYN,Coop_Walkup,115000.0,668000.0,361992.3076923077,26
Williamsburg,BROOKLYN,One_Family,218000.0,4650000.0,2452888.8333333335,18
Williamsburg,BROOKLYN,Three_Family,200000.0,3200000.0,2066802.8387096773,31
Williamsburg,BROOKLYN,Two_Family,131936.0,3950000.0,1851935.0,46
Windsor Terrace,BROOKLYN,Condo_Elevator,402464.0,1360000.0,759110.3636363636,11
Windsor Terrace,BROOKLYN,Condo_Walkup,710000.0,1230000.0,967558.6,5
Windsor Terrace,BROOKLYN,Coop_Elevator,420000.0,1050000.0,608080.8888888889,36
Windsor Terrace,BROOKLYN,Coop_Walkup,483000.0,1275000.0,763746.7272727273,11
Windsor Terrace,BROOKLYN,One_Family,814600.0,2450000.0,1559947.0588235294,17
Windsor Terrace,BROOKLYN,Three_Family,1700000.0,2295000.0,2071666.6666666667,6
Windsor Terrace,BROOKLYN,Two_Family,625000.0,2750000.0,1727494.1794871795,39
Chelsea,MANHATTAN,Condo_Elevator,575000.0,3.8053727E7,3028727.966666667,240
Chelsea,MANHATTAN,Condo_Walkup,826000.0,975000.0,900500.0,2
Chelsea,MANHATTAN,Coop_Elevator,104226.0,6000000.0,888162.5243902439,164
Chelsea,MANHATTAN,Coop_Walkup,150000.0,7492500.0,1083767.406779661,59
Chelsea,MANHATTAN,Two_Family,7750000.0,7750000.0,7750000.0,1
Chinatown,MANHATTAN,Condo_Elevator,275808.0,4200000.0,1231837.4918032787,61
Civic Center,MANHATTAN,Condo_Elevator,175000.0,4.7866945E7,7218374.689655173,145
Civic Center,MANHATTAN,Coop_Elevator,410000.0,4300000.0,1021795.52,25
East Harlem,MANHATTAN,Condo_Elevator,405528.0,1360000.0,707114.5681818182,44
East Harlem,MANHATTAN,Condo_Walkup,320000.0,590000.0,440750.0,4
East Harlem,MANHATTAN,Coop_Elevator,280000.0,951000.0,615500.0,2
East Harlem,MANHATTAN,Coop_Walkup,112000.0,435000.0,243700.0,10
East Harlem,MANHATTAN,One_Family,375000.0,3900000.0,2137500.0,2
East Harlem,MANHATTAN,Three_Family,190333.0,2500000.0,1606666.6,5
East Harlem,MANHATTAN,Two_Family,1319700.0,1319700.0,1319700.0,1
East Village,MANHATTAN,Condo_Elevator,730000.0,4200000.0,1967130.111111111,54
East Village,MANHATTAN,Coop_Elevator,350000.0,2625000.0,969610.2380952381,21
East Village,MANHATTAN,Coop_Walkup,145000.0,2300000.0,790670.3125,32
East Village,MANHATTAN,Two_Family,3000000.0,4000000.0,3500000.0,2
Financial District,MANHATTAN,Condo_Elevator,136778.0,1.2651756E7,2046014.417142857,350
Financial District,MANHATTAN,Coop_Elevator,430000.0,2200000.0,950605.2631578947,19
Flatiron District,MANHATTAN,Condo_Elevator,432978.0,2.8225E7,5015525.336170212,235
Flatiron District,MANHATTAN,Coop_Elevator,101907.0,7500000.0,1414134.5462962964,108
Flatiron District,MANHATTAN,Coop_Walkup,1250000.0,1250000.0,1250000.0,1
Gramercy,MANHATTAN,Condo_Elevator,362500.0,1.575E7,2435254.632352941,68
Gramercy,MANHATTAN,Coop_Elevator,321500.0,1.2873554E7,1075797.3780487804,246
Gramercy,MANHATTAN,Coop_Walkup,127000.0,3200000.0,1190526.923076923,13
Gramercy,MANHATTAN,Three_Family,1.35E7,1.35E7,1.35E7,1
Gramercy,MANHATTAN,Two_Family,3700000.0,7000000.0,5333333.333333333,3
Greenwich Village,MANHATTAN,Condo_Elevator,705000.0,1.2E7,3157538.6119402987,67
Greenwich Village,MANHATTAN,Coop_Elevator,310000.0,7350000.0,1562615.0080321284,249
Greenwich Village,MANHATTAN,Coop_Walkup,311250.0,2900000.0,1718815.0833333333,12
Greenwich Village,MANHATTAN,One_Family,9500000.0,2.1E7,1.4833333333333334E7,3
Greenwich Village,MANHATTAN,Two_Family,1.05E7,1.05E7,1.05E7,1
Harlem,MANHATTAN,Condo_Elevator,276248.0,7238750.0,1064296.8512110726,289
Harlem,MANHATTAN,Condo_Walkup,399516.0,1575465.0,835662.2727272727,33
Harlem,MANHATTAN,Coop_Elevator,110000.0,2100000.0,466303.45238095237,84
Harlem,MANHATTAN,Coop_Walkup,120000.0,2.775E7,1673967.391304348,46
Harlem,MANHATTAN,One_Family,925000.0,4250000.0,2453575.882352941,17
Harlem,MANHATTAN,Three_Family,1700000.0,4590000.0,2602164.0625,16
Harlem,MANHATTAN,Two_Family,850000.0,4300000.0,2374791.304347826,23
Inwood,MANHATTAN,Condo_Elevator,250000.0,450000.0,362125.0,11
Inwood,MANHATTAN,Coop_Elevator,175000.0,7.5E7,2532183.75,72
Inwood,MANHATTAN,Coop_Walkup,180000.0,530000.0,355000.0,2
Inwood,MANHATTAN,One_Family,635000.0,637500.0,636250.0,2
Inwood,MANHATTAN,Two_Family,610950.0,991500.0,801225.0,2
Kips Bay,MANHATTAN,Condo_Elevator,200000.0,3150000.0,1231823.8551401868,214
Kips Bay,MANHATTAN,Coop_Elevator,355000.0,1700000.0,705911.1351351351,37
Kips Bay,MANHATTAN,Three_Family,6650000.0,6650000.0,6650000.0,1
Kips Bay,MANHATTAN,Two_Family,5750000.0,5750000.0,5750000.0,1
Little Italy,MANHATTAN,Condo_Elevator,1200000.0,2.086E7,4470843.916666667,12
Little Italy,MANHATTAN,Coop_Elevator,3300000.0,5300000.0,4300000.0,2
Little Italy,MANHATTAN,Coop_Walkup,826475.0,945000.0,885737.5,2
Little Italy,MANHATTAN,One_Family,7090000.0,7090000.0,7090000.0,1
Lower East Side,MANHATTAN,Condo_Elevator,330000.0,2.0365E7,2874084.61627907,86
Lower East Side,MANHATTAN,Condo_Walkup,378447.0,1655000.0,1052111.75,4
Lower East Side,MANHATTAN,Coop_Elevator,388000.0,2200000.0,820936.5853658536,123
Lower East Side,MANHATTAN,Coop_Walkup,250000.0,2150000.0,737058.8235294118,17
Midtown,MANHATTAN,Condo_Elevator,111608.0,9.1125497E7,2990279.3247089265,773
Midtown,MANHATTAN,Coop_Elevator,120000.0,1.65E7,994012.2601726264,811
Midtown,MANHATTAN,Coop_Walkup,131553.0,3500000.0,717915.6206896552,29
Midtown,MANHATTAN,One_Family,7000000.0,9950000.0,8212500.0,4
Midtown,MANHATTAN,Two_Family,7000000.0,7000000.0,7000000.0,1
Morningside Heights,MANHATTAN,Coop_Elevator,257500.0,1849000.0,670592.2807017544,57
Morningside Heights,MANHATTAN,Coop_Walkup,320000.0,885000.0,534545.4545454546,11
Murray Hill,MANHATTAN,Condo_Elevator,200000.0,5480618.0,1616139.8448275863,174
Murray Hill,MANHATTAN,Coop_Elevator,135000.0,6790000.0,751072.10546875,256
Murray Hill,MANHATTAN,Coop_Walkup,390000.0,560000.0,465000.0,3
Murray Hill,MANHATTAN,One_Family,2650000.0,9750000.0,5660000.0,5
Murray Hill,MANHATTAN,Two_Family,7750000.0,7750000.0,7750000.0,1
Roosevelt Island,MANHATTAN,Condo_Elevator,685000.0,1868000.0,1101166.5555555555,9
Roosevelt Island,MANHATTAN,Coop_Elevator,638000.0,1477000.0,978093.75,16
SoHo,MANHATTAN,Condo_Elevator,999999.0,1.9855875E7,4506868.9125,80
SoHo,MANHATTAN,Condo_Walkup,995000.0,1450000.0,1222500.0,2
SoHo,MANHATTAN,Coop_Elevator,155570.0,1.6E7,3234975.3387096776,62
SoHo,MANHATTAN,Coop_Walkup,410000.0,4945200.0,1159460.4102564103,39
SoHo,MANHATTAN,One_Family,1.3E7,1.3E7,1.3E7,1
SoHo,MANHATTAN,Two_Family,2056500.0,4.35E7,1.7852166666666668E7,3
Tribeca,MANHATTAN,Condo_Elevator,451000.0,4.3991454E7,3299689.045325779,353
Tribeca,MANHATTAN,Coop_Elevator,405679.0,7000000.0,2820301.6363636362,22
Tribeca,MANHATTAN,Coop_Walkup,370000.0,3700000.0,2047500.0,5
Tribeca,MANHATTAN,One_Family,1.8E7,1.8E7,1.8E7,1
Upper East Side,MANHATTAN,Condo_Elevator,101400.0,4.5440429E7,2614432.9519906323,854
Upper East Side,MANHATTAN,Condo_Walkup,312500.0,1162500.0,636750.0,8
Upper East Side,MANHATTAN,Coop_Elevator,121806.0,5.5E7,1854023.6987179487,1560
Upper East Side,MANHATTAN,Coop_Walkup,133986.0,6600000.0,654030.1465517242,116
Upper East Side,MANHATTAN,One_Family,1288589.0,3.32E7,9484452.966666667,30
Upper East Side,MANHATTAN,Three_Family,3950000.0,3950000.0,3950000.0,1
Upper East Side,MANHATTAN,Two_Family,5100000.0,2.1E7,1.04375E7,8
Upper West Side,MANHATTAN,Condo_Elevator,268000.0,6.125E7,2915634.273299748,794
Upper West Side,MANHATTAN,Condo_Walkup,415000.0,1230000.0,821000.0,5
Upper West Side,MANHATTAN,Coop_Elevator,137500.0,4.5E7,1739525.6510359868,917
Upper West Side,MANHATTAN,Coop_Walkup,206000.0,3625000.0,906356.4519230769,104
Upper West Side,MANHATTAN,One_Family,3500000.0,1.58E7,1.11305675E7,10
Upper West Side,MANHATTAN,Three_Family,2482893.0,1.49E7,7104111.625,8
Upper West Side,MANHATTAN,Two_Family,4300000.0,1.57495E7,7969700.0,5
Washington Heights,MANHATTAN,Condo_Elevator,350000.0,1325000.0,626706.9333333333,45
Washington Heights,MANHATTAN,Coop_Elevator,180000.0,5250000.0,617132.3396226416,212
Washington Heights,MANHATTAN,Coop_Walkup,120000.0,6265000.0,518725.85714285716,28
Washington Heights,MANHATTAN,One_Family,1560000.0,1560000.0,1560000.0,1
Washington Heights,MANHATTAN,Three_Family,816425.0,816425.0,816425.0,1
Washington Heights,MANHATTAN,Two_Family,911460.0,2200000.0,1472992.0,5
West Village,MANHATTAN,Condo_Elevator,224977.0,3.46205E7,5479581.787234043,141
West Village,MANHATTAN,Condo_Walkup,775000.0,1600000.0,1060718.3,10
West Village,MANHATTAN,Coop_Elevator,330000.0,1.0E7,1282938.076923077,130
West Village,MANHATTAN,Coop_Walkup,212500.0,2450000.0,1015181.7878787878,66
West Village,MANHATTAN,One_Family,4065000.0,1.9E7,9799023.6,10
West Village,MANHATTAN,Three_Family,8250000.0,1.785E7,1.26625E7,4
West Village,MANHATTAN,Two_Family,3200000.0,1.575E7,8933750.0,8
Arverne,QUEENS,One_Family,110000.0,967337.0,334621.6,35
Arverne,QUEENS,Three_Family,125000.0,569000.0,301500.0,5
Arverne,QUEENS,Two_Family,120000.0,1029816.0,469618.1649484536,97
Astoria,QUEENS,Condo_Elevator,200000.0,1355000.0,702994.9,90
Astoria,QUEENS,Condo_Walkup,496000.0,496000.0,496000.0,1
Astoria,QUEENS,Coop_Elevator,117000.0,716478.0,346499.0816326531,98
Astoria,QUEENS,Coop_Walkup,375000.0,538000.0,468000.0,7
Astoria,QUEENS,One_Family,625000.0,2500000.0,998411.7647058824,34
Astoria,QUEENS,Three_Family,150000.0,3100000.0,1274118.0555555555,36
Astoria,QUEENS,Two_Family,141960.0,3815000.0,1227815.6074074074,135
Bayside,QUEENS,Condo_Elevator,330000.0,983388.0,631803.8771929825,57
Bayside,QUEENS,Condo_Walkup,380000.0,440000.0,410000.0,2
Bayside,QUEENS,Coop_Elevator,127000.0,6100000.0,589072.7379310345,145
Bayside,QUEENS,Coop_Walkup,125000.0,540000.0,265187.6,120
Bayside,QUEENS,One_Family,150000.0,2450000.0,873711.4545454546,308
Bayside,QUEENS,Three_Family,490000.0,1690000.0,1115585.8181818181,22
Bayside,QUEENS,Two_Family,250000.0,3400000.0,1076270.5842696629,89
Belle Harbor,QUEENS,Coop_Elevator,505000.0,505000.0,505000.0,1
Belle Harbor,QUEENS,Coop_Walkup,145000.0,200000.0,160625.0,4
Belle Harbor,QUEENS,One_Family,426000.0,2900000.0,989123.0857142857,35
Belle Harbor,QUEENS,Three_Family,1090000.0,1090000.0,1090000.0,1
Belle Harbor,QUEENS,Two_Family,162500.0,1425000.0,875225.3846153846,26
Bellerose,QUEENS,One_Family,200000.0,1350000.0,588311.5702479339,121
Bellerose,QUEENS,Three_Family,625000.0,985000.0,778250.0,7
Bellerose,QUEENS,Two_Family,450000.0,1020000.0,673973.6842105263,19
Breezy Point,QUEENS,One_Family,105000.0,1325000.0,475620.4819277108,83
Briarwood,QUEENS,Condo_Elevator,379000.0,620000.0,488488.82352941175,17
Briarwood,QUEENS,Coop_Elevator,110000.0,426000.0,199373.93333333332,90
Briarwood,QUEENS,Coop_Walkup,136500.0,253000.0,185633.33333333334,3
Briarwood,QUEENS,One_Family,300000.0,1200000.0,753040.0,25
Briarwood,QUEENS,Three_Family,840000.0,1300000.0,1115222.0,4
Briarwood,QUEENS,Two_Family,300000.0,1350000.0,812750.0,16
Broad Channel,QUEENS,One_Family,110000.0,725000.0,320861.375,32
Cambria Heights,QUEENS,One_Family,182000.0,745000.0,439711.2589285714,112
Cambria Heights,QUEENS,Two_Family,325200.0,765000.0,521085.71428571426,14
College Point,QUEENS,Condo_Elevator,560000.0,560000.0,560000.0,1
College Point,QUEENS,Condo_Walkup,255000.0,360000.0,307500.0,2
College Point,QUEENS,One_Family,406000.0,1185000.0,732326.734939759,83
College Point,QUEENS,Three_Family,400000.0,1555677.0,944925.1818181818,11
College Point,QUEENS,Two_Family,225000.0,1580000.0,903011.4789915966,119
Corona,QUEENS,Condo_Elevator,245000.0,9800000.0,962613.8947368421,19
Corona,QUEENS,Condo_Walkup,250000.0,563888.0,439986.0,8
Corona,QUEENS,Coop_Elevator,103000.0,355000.0,191427.63157894736,76
Corona,QUEENS,One_Family,300000.0,1100000.0,725503.375,32
Corona,QUEENS,Three_Family,200000.0,1420000.0,949013.5205479452,73
Corona,QUEENS,Two_Family,135000.0,1750000.0,869627.3398058253,103
Douglaston,QUEENS,Coop_Elevator,150000.0,420810.0,276850.55555555556,18
Douglaston,QUEENS,Coop_Walkup,142900.0,459000.0,258457.72727272726,44
Douglaston,QUEENS,One_Family,190000.0,4000000.0,1125241.0,70
Douglaston,QUEENS,Two_Family,663000.0,1850000.0,1149698.1818181819,11
East Elmhurst,QUEENS,One_Family,250000.0,875000.0,598203.4444444445,54
East Elmhurst,QUEENS,Three_Family,475000.0,1325000.0,882308.7647058824,17
East Elmhurst,QUEENS,Two_Family,120000.0,1415000.0,782739.0857142857,70
Elmhurst,QUEENS,Condo_Elevator,180000.0,845147.0,472210.2028985507,69
Elmhurst,QUEENS,Condo_Walkup,370000.0,510000.0,417500.0,3
Elmhurst,QUEENS,Coop_Elevator,125000.0,1.25E7,393435.91964285716,112
Elmhurst,QUEENS,Coop_Walkup,200000.0,200000.0,200000.0,1
Elmhurst,QUEENS,One_Family,126010.0,1300000.0,735309.2727272727,55
Elmhurst,QUEENS,Three_Family,475000.0,1680000.0,1200085.1063829786,47
Elmhurst,QUEENS,Two_Family,400000.0,2550000.0,978542.6021505377,93
Far Rockaway,QUEENS,Condo_Elevator,130000.0,499500.0,256500.0,3
Far Rockaway,QUEENS,Coop_Elevator,105000.0,165000.0,132666.66666666666,3
Far Rockaway,QUEENS,One_Family,123500.0,2000000.0,561263.7441860465,86
Far Rockaway,QUEENS,Three_Family,220000.0,1132838.0,456704.39024390245,41
Far Rockaway,QUEENS,Two_Family,106470.0,910000.0,449323.7425742574,101
Floral Park,QUEENS,Coop_Walkup,184000.0,271000.0,217200.0,15
Floral Park,QUEENS,One_Family,200000.0,1175000.0,637852.7699115045,113
Floral Park,QUEENS,Three_Family,980000.0,980000.0,980000.0,2
Floral Park,QUEENS,Two_Family,600000.0,1180000.0,819100.0,5
Flushing,QUEENS,Condo_Elevator,202800.0,2.5E7,850878.4670050761,985
Flushing,QUEENS,Condo_Walkup,155000.0,659000.0,443716.8292682927,41
Flushing,QUEENS,Coop_Elevator,113000.0,611800.0,268795.2039800995,402
Flushing,QUEENS,Coop_Walkup,120000.0,498000.0,237535.96825396825,189
Flushing,QUEENS,One_Family,162500.0,2200000.0,872460.4580838323,668
Flushing,QUEENS,Three_Family,290000.0,2138000.0,1236349.3870967743,62
Flushing,QUEENS,Two_Family,250000.0,2500000.0,1094324.5355648536,239
Flushing Meadows Corona Park,QUEENS,Condo_Elevator,390000.0,509804.0,449902.0,2
Flushing Meadows Corona Park,QUEENS,Coop_Elevator,187000.0,415000.0,294426.5,8
Flushing Meadows Corona Park,QUEENS,Three_Family,700000.0,700000.0,700000.0,1
Forest Hills,QUEENS,Condo_Elevator,300000.0,1680112.0,611251.3278688524,61
Forest Hills,QUEENS,Condo_Walkup,560000.0,1070000.0,743954.6666666666,9
Forest Hills,QUEENS,Coop_Elevator,116619.0,1638314.0,363331.9316888045,527
Forest Hills,QUEENS,Coop_Walkup,170000.0,850000.0,320770.8333333333,24
Forest Hills,QUEENS,One_Family,222500.0,2655000.0,1241100.0229007634,131
Forest Hills,QUEENS,Three_Family,325000.0,375000.0,350000.0,2
Forest Hills,QUEENS,Two_Family,240000.0,2156000.0,1128455.5555555555,27
Fresh Meadows,QUEENS,Coop_Walkup,145000.0,347000.0,207994.4,20
Fresh Meadows,QUEENS,One_Family,250000.0,1350000.0,883695.7936507936,63
Fresh Meadows,QUEENS,Two_Family,730000.0,1800000.0,1093333.3333333333,9
Glen Oaks,QUEENS,Coop_Elevator,110000.0,1200000.0,553468.7256637168,113
Glen Oaks,QUEENS,Coop_Walkup,133000.0,535000.0,253540.48965517242,145
Glen Oaks,QUEENS,One_Family,270000.0,1132000.0,619703.7037037037,27
Glen Oaks,QUEENS,Two_Family,540000.0,980000.0,715833.3333333334,6
Glendale,QUEENS,Condo_Elevator,425000.0,425000.0,425000.0,1
Glendale,QUEENS,Condo_Walkup,209410.0,425000.0,317205.0,2
Glendale,QUEENS,Coop_Elevator,130000.0,419000.0,228681.81818181818,44
Glendale,QUEENS,One_Family,180000.0,1350000.0,641640.9120879121,91
Glendale,QUEENS,Three_Family,585000.0,1200000.0,925769.2307692308,13
Glendale,QUEENS,Two_Family,322000.0,1600000.0,790921.1313131313,99
Hollis,QUEENS,Coop_Elevator,145000.0,145000.0,145000.0,1
Hollis,QUEENS,One_Family,105000.0,945000.0,444656.09633027524,218
Hollis,QUEENS,Three_Family,435000.0,720000.0,612833.3333333334,6
Hollis,QUEENS,Two_Family,260000.0,959000.0,545862.723076923,65
Hollis Hills,QUEENS,Coop_Elevator,120000.0,355000.0,263210.0,20
Hollis Hills,QUEENS,One_Family,350000.0,1268000.0,904287.0967741936,31
Holliswood,QUEENS,Coop_Elevator,105000.0,198000.0,145090.9090909091,33
Holliswood,QUEENS,Coop_Walkup,155000.0,220000.0,181416.66666666666,18
Holliswood,QUEENS,One_Family,560000.0,1350000.0,864963.3333333334,30
Holliswood,QUEENS,Two_Family,988800.0,1150000.0,1069400.0,2
Howard Beach,QUEENS,Condo_Elevator,105000.0,415889.0,244462.8780487805,41
Howard Beach,QUEENS,Condo_Walkup,140000.0,210000.0,169445.0,6
Howard Beach,QUEENS,Coop_Elevator,110000.0,309900.0,188698.37878787878,66
Howard Beach,QUEENS,Coop_Walkup,110000.0,268000.0,185640.35087719298,57
Howard Beach,QUEENS,One_Family,105000.0,1300000.0,573298.9125,160
Howard Beach,QUEENS,Three_Family,210000.0,978800.0,735828.5714285715,7
Howard Beach,QUEENS,Two_Family,188333.0,900000.0,686379.0784313725,51
Jackson Heights,QUEENS,Condo_Elevator,173000.0,1050000.0,487426.0238095238,42
Jackson Heights,QUEENS,Condo_Walkup,315000.0,569000.0,399750.0,28
Jackson Heights,QUEENS,Coop_Elevator,103000.0,2400000.0,346451.5348189415,359
Jackson Heights,QUEENS,Coop_Walkup,105000.0,940000.0,502603.26086956525,46
Jackson Heights,QUEENS,One_Family,180000.0,1790000.0,769952.472972973,74
Jackson Heights,QUEENS,Three_Family,510000.0,1775000.0,1085880.4594594594,37
Jackson Heights,QUEENS,Two_Family,190000.0,1320000.0,848036.3367346938,98
Jamaica,QUEENS,Condo_Elevator,310000.0,615000.0,421333.3333333333,6
Jamaica,QUEENS,Condo_Walkup,405600.0,405600.0,405600.0,1
Jamaica,QUEENS,Coop_Elevator,105000.0,300000.0,153937.4,45
Jamaica,QUEENS,One_Family,105000.0,880000.0,379630.5,594
Jamaica,QUEENS,Three_Family,250000.0,998500.0,641158.09375,32
Jamaica,QUEENS,Two_Family,140000.0,5700000.0,583978.492917847,353
Jamaica Bay,QUEENS,One_Family,110000.0,533000.0,271366.4285714286,7
Jamaica Bay,QUEENS,Two_Family,315000.0,599999.0,457499.5,2
Jamaica Estates,QUEENS,Condo_Elevator,260000.0,425880.0,328626.6666666667,3
Jamaica Estates,QUEENS,Coop_Elevator,140000.0,202500.0,174350.0,4
Jamaica Estates,QUEENS,One_Family,150000.0,3475000.0,1101235.282051282,78
Jamaica Estates,QUEENS,Three_Family,1260000.0,1430000.0,1363333.3333333333,3
Jamaica Estates,QUEENS,Two_Family,750000.0,1275000.0,1006666.6666666666,3
Jamaica Hills,QUEENS,Coop_Elevator,116610.0,235000.0,157415.33333333334,9
Jamaica Hills,QUEENS,One_Family,280000.0,1120000.0,647667.2142857143,28
Jamaica Hills,QUEENS,Three_Family,875000.0,1250000.0,1068000.0,5
Jamaica Hills,QUEENS,Two_Family,399000.0,971000.0,819980.380952381,21
Kew Gardens,QUEENS,Condo_Elevator,220000.0,815000.0,440466.84210526315,19
Kew Gardens,QUEENS,Condo_Walkup,273000.0,545000.0,351500.0,4
Kew Gardens,QUEENS,Coop_Elevator,110000.0,570000.0,259116.67142857143,140
Kew Gardens,QUEENS,Coop_Walkup,285000.0,285000.0,285000.0,1
Kew Gardens,QUEENS,One_Family,348700.0,1500000.0,880431.1612903225,31
Kew Gardens,QUEENS,Three_Family,690000.0,1201888.0,910977.6,5
Kew Gardens,QUEENS,Two_Family,165000.0,1800000.0,1038436.25,16
