PCT,Name,Borough,2015,2016,2017,Avg,Diff,Variance,Variance_prediction
68,Fort Hamilton,Brooklyn,4220.9,4433.3,4351.6,4327.1,24.5,0.005630113061862303,0.047910134662666755
109,College Point,Queens,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312,0.00572466560246606
109,Flushing,Queens,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312,0.00572466560246606
109,Murray Hill,Queens,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312,0.00572466560246606
109,Whitestone,Queens,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312,0.00572466560246606
6,Greenwich Village,Manhattan,4995.200000000001,4485.200000000001,4789.5,4740.200000000001,49.29999999999927,0.010293350036538109,-0.11370730402211716
6,West Village,Manhattan,4995.200000000001,4485.200000000001,4789.5,4740.200000000001,49.29999999999927,0.010293350036538109,-0.11370730402211716
61,Gerritsen Beach,Brooklyn,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047,-0.0915909571096556
61,Gravesend,Brooklyn,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047,-0.0915909571096556
61,Manhattan Beach,Brooklyn,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047,-0.0915909571096556
61,Plum Beach,Brooklyn,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047,-0.0915909571096556
61,Sheepshead Bay,Brooklyn,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047,-0.0915909571096556
108,Long Island City,Queens,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736,-0.05233356211393273
108,Woodside,Queens,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736,-0.05233356211393273
72,Green-Wood Cemetery,Brooklyn,4952.5,4852.2,4976.000000000001,4902.35,73.65000000000055,0.014801045016077277,-0.02067103581880388
72,South Slope,Brooklyn,4952.5,4852.2,4976.000000000001,4902.35,73.65000000000055,0.014801045016077277,-0.02067103581880388
72,Sunset Park,Brooklyn,4952.5,4852.2,4976.000000000001,4902.35,73.65000000000055,0.014801045016077277,-0.02067103581880388
72,Windsor Terrace,Brooklyn,4952.5,4852.2,4976.000000000001,4902.35,73.65000000000055,0.014801045016077277,-0.02067103581880388
115,East Elmhurst,Queens,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326,0.0029971693400676386
115,Jackson Heights,Queens,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326,0.0029971693400676386
115,LaGuardia Airport,Queens,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326,0.0029971693400676386
47,Baychester,Bronx,8476.2,9203.1,9040.5,8839.650000000001,200.84999999999854,0.022216691554670487,0.07898425530527753
47,Edenwald,Bronx,8476.2,9203.1,9040.5,8839.650000000001,200.84999999999854,0.022216691554670487,0.07898425530527753
47,Olinville,Bronx,8476.2,9203.1,9040.5,8839.650000000001,200.84999999999854,0.022216691554670487,0.07898425530527753
47,Wakefield,Bronx,8476.2,9203.1,9040.5,8839.650000000001,200.84999999999854,0.022216691554670487,0.07898425530527753
47,Williamsbridge,Bronx,8476.2,9203.1,9040.5,8839.650000000001,200.84999999999854,0.022216691554670487,0.07898425530527753
47,Woodlawn,Bronx,8476.2,9203.1,9040.5,8839.650000000001,200.84999999999854,0.022216691554670487,0.07898425530527753
84,Boerum Hill,Brooklyn,4877.099999999999,5007.0,5060.6,4942.049999999999,118.55000000000109,0.02342607595937262,0.025943678849610654
84,Brooklyn Heights,Brooklyn,4877.099999999999,5007.0,5060.6,4942.049999999999,118.55000000000109,0.02342607595937262,0.025943678849610654
84,DUMBO,Brooklyn,4877.099999999999,5007.0,5060.6,4942.049999999999,118.55000000000109,0.02342607595937262,0.025943678849610654
84,Downtown Brooklyn,Brooklyn,4877.099999999999,5007.0,5060.6,4942.049999999999,118.55000000000109,0.02342607595937262,0.025943678849610654
84,Navy Yard,Brooklyn,4877.099999999999,5007.0,5060.6,4942.049999999999,118.55000000000109,0.02342607595937262,0.025943678849610654
84,Vinegar Hill,Brooklyn,4877.099999999999,5007.0,5060.6,4942.049999999999,118.55000000000109,0.02342607595937262,0.025943678849610654
19,Upper East Side,Manhattan,5318.1,5768.0,5964.5,5543.05,421.4499999999998,0.07065973677592419,0.07799930651872393
20,Upper West Side,Manhattan,3421.5,3517.2999999999997,3958.9000000000005,3469.3999999999996,489.5000000000009,0.12364545707140893,0.027236800955278122
