PCT,Name,Borough,2015,2016,2017,Avg,Diff,Variance,Variance_prediction
49,Van Nest,Bronx,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563,0.017408452619768054
7,Lower East Side,Manhattan,3970.6,4047.4000000000005,3998.1000000000004,4009.0,-10.899999999999636,-0.002726294990120216,0.018975144537233934
7,Two Bridges,Manhattan,3970.6,4047.4000000000005,3998.1000000000004,4009.0,-10.899999999999636,-0.002726294990120216,0.018975144537233934
1,Battery Park City,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
1,Ellis Island,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
1,Financial District,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
1,Governors Island,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
1,Liberty Island,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
1,SoHo,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
1,Tribeca,Manhattan,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802,0.07452762329163672
34,Inwood,Manhattan,5675.3,5722.500000000001,5709.7,5698.900000000001,10.799999999999272,0.00189151794314925,0.00824814329401498
34,Washington Heights,Manhattan,5675.3,5722.500000000001,5709.7,5698.900000000001,10.799999999999272,0.00189151794314925,0.00824814329401498
104,Forest Park,Queens,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304,-0.027196347031963233
104,Glendale,Queens,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304,-0.027196347031963233
104,Maspeth,Queens,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304,-0.027196347031963233
104,Middle Village,Queens,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304,-0.027196347031963233
104,Ridgewood,Queens,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304,-0.027196347031963233
68,Bay Ridge,Brooklyn,4220.9,4433.3,4351.6,4327.1,24.5,0.005630113061862303,0.047910134662666755
68,Dyker Heights,Brooklyn,4220.9,4433.3,4351.6,4327.1,24.5,0.005630113061862303,0.047910134662666755
