PCT,Name,2015,2016,2017,Avg,Diff,Variance
10,Midtown South,3733.8,3834.6,3460.7000000000003,3784.2,-323.49999999999955,-0.093478198052417
10,Flatiron,3733.8,3834.6,3460.7000000000003,3784.2,-323.49999999999955,-0.093478198052417
121,Port Richmond,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Mariner's Harbor,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Port Ivory,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Castleton Corners,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,New Springville,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Travis,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Westerleigh,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Graniteville,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Arlington,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Heartland Village,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Chelsea,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Bloomfield,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Bulls Head,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Howland Hook,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Elm Park,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
121,Willowbrook,6056.0,5778.1,5415.1,5917.05,-501.9499999999998,-0.09269450240992776
88,Fort Greene,3630.4,3637.1,3330.1,3633.75,-303.6500000000001,-0.0911834479445062
88,Clinton Hill,3630.4,3637.1,3330.1,3633.75,-303.6500000000001,-0.0911834479445062
71,Prospect Lefferts Gardens,6363.0,6230.400000000001,5785.200000000001,6296.700000000001,-511.5,-0.08841526654221114
71,Wingate,6363.0,6230.400000000001,5785.200000000001,6296.700000000001,-511.5,-0.08841526654221114
75,Cypress Hills,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
75,East New York,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
75,Starrett City,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
75,City Line,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
75,Spring Creek,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
75,New Lots,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
75,Highland Park,15612.7,14357.1,13800.9,14984.900000000001,-1184.0000000000018,-0.08579150635103522
63,Manhattan Terrace,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
63,Flatlands,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
63,Mill Island,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
63,Marine Park,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
63,Midwood,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
63,Georgetown,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
63,Mill Basin,4301.4,4238.5,3933.1000000000004,4269.95,-336.84999999999945,-0.08564491113879623
123,Tottenville,2456.6000000000004,2330.1000000000004,2208.7,2393.3500000000004,-184.65000000000055,-0.08360121338343847
43,Soundview,10755.1,10500.5,9825.2,10627.8,-802.5999999999985,-0.08168790457191696
43,Clason Point,10755.1,10500.5,9825.2,10627.8,-802.5999999999985,-0.08168790457191696
43,Parkchester,10755.1,10500.5,9825.2,10627.8,-802.5999999999985,-0.08168790457191696
43,Westchester Square,10755.1,10500.5,9825.2,10627.8,-802.5999999999985,-0.08168790457191696
43,Castle Hill,10755.1,10500.5,9825.2,10627.8,-802.5999999999985,-0.08168790457191696
43,Unionport,10755.1,10500.5,9825.2,10627.8,-802.5999999999985,-0.08168790457191696
48,East Tremont,7826.000000000001,7508.6,7170.5,7667.300000000001,-496.8000000000011,-0.06928387141761398
48,West Farms,7826.000000000001,7508.6,7170.5,7667.300000000001,-496.8000000000011,-0.06928387141761398
48,Belmont,7826.000000000001,7508.6,7170.5,7667.300000000001,-496.8000000000011,-0.06928387141761398
48,Mount Hope,7826.000000000001,7508.6,7170.5,7667.300000000001,-496.8000000000011,-0.06928387141761398
44,High  Bridge,11888.8,11419.6,10920.8,11654.2,-733.4000000000015,-0.06715625228920973
44,Concourse,11888.8,11419.6,10920.8,11654.2,-733.4000000000015,-0.06715625228920973
44,Mount Eden,11888.8,11419.6,10920.8,11654.2,-733.4000000000015,-0.06715625228920973
13,Gramercy,7437.099999999999,6862.0,6700.4,7149.549999999999,-449.14999999999964,-0.06703331144409284
13,Stuyvesant Town,7437.099999999999,6862.0,6700.4,7149.549999999999,-449.14999999999964,-0.06703331144409284
101,Far Rockaway,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
101,Broad Channel,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
101,Edgemere,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
101,Arverne,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
101,Seaside,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
101,Rockaway Park,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
101,Somerville,4205.7,4246.4,3966.3,4226.049999999999,-259.7499999999991,-0.06548924690517588
23,East Harlem,6171.900000000001,6226.8,5819.9,6199.35,-379.4500000000007,-0.06519871475454918
23,Yorkville,6171.900000000001,6226.8,5819.9,6199.35,-379.4500000000007,-0.06519871475454918
23,Astoria,6171.900000000001,6226.8,5819.9,6199.35,-379.4500000000007,-0.06519871475454918
23,Carnegie Hill,6171.900000000001,6226.8,5819.9,6199.35,-379.4500000000007,-0.06519871475454918
77,Crown Heights,6208.900000000001,6012.8,5748.6,6110.85,-362.25,-0.06301534286608913
77,Prospect Heights,6208.900000000001,6012.8,5748.6,6110.85,-362.25,-0.06301534286608913
77,Weeksville,6208.900000000001,6012.8,5748.6,6110.85,-362.25,-0.06301534286608913
62,Bensonhurst,5247.700000000001,4855.0,4759.6,5051.35,-291.75,-0.061297167829229345
62,Bath Beach,5247.700000000001,4855.0,4759.6,5051.35,-291.75,-0.061297167829229345
62,Fort Hamilton,5247.700000000001,4855.0,4759.6,5051.35,-291.75,-0.061297167829229345
106,Howard Beach,5558.0,5494.3,5244.0,5526.15,-282.14999999999964,-0.05380434782608689
106,Woodhaven,5558.0,5494.3,5244.0,5526.15,-282.14999999999964,-0.05380434782608689
106,Ozone Park,5558.0,5494.3,5244.0,5526.15,-282.14999999999964,-0.05380434782608689
106,South Ozone Park,5558.0,5494.3,5244.0,5526.15,-282.14999999999964,-0.05380434782608689
106,Lindenwood,5558.0,5494.3,5244.0,5526.15,-282.14999999999964,-0.05380434782608689
105,Glen Oaks,6777.599999999999,6446.200000000001,6279.099999999999,6611.9,-332.8000000000002,-0.053001226290391966
105,Bellerose,6777.599999999999,6446.200000000001,6279.099999999999,6611.9,-332.8000000000002,-0.053001226290391966
105,Queens Village,6777.599999999999,6446.200000000001,6279.099999999999,6611.9,-332.8000000000002,-0.053001226290391966
105,Hollis,6777.599999999999,6446.200000000001,6279.099999999999,6611.9,-332.8000000000002,-0.053001226290391966
105,Floral Park,6777.599999999999,6446.200000000001,6279.099999999999,6611.9,-332.8000000000002,-0.053001226290391966
105,Bellaire,6777.599999999999,6446.200000000001,6279.099999999999,6611.9,-332.8000000000002,-0.053001226290391966
69,Canarsie,4354.8,4324.7,4124.2,4339.75,-215.55000000000018,-0.052264681635226275
69,Bergen Beach,4354.8,4324.7,4124.2,4339.75,-215.55000000000018,-0.052264681635226275
69,Belle Harbor,4354.8,4324.7,4124.2,4339.75,-215.55000000000018,-0.052264681635226275
69,Remsen Village,4354.8,4324.7,4124.2,4339.75,-215.55000000000018,-0.052264681635226275
69,Paerdegat Basin,4354.8,4324.7,4124.2,4339.75,-215.55000000000018,-0.052264681635226275
70,Ocean Parkway,6904.700000000001,6572.500000000001,6422.6,6738.6,-316.0,-0.04920125805748451
122,Todt Hill,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,South Beach,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,New Dorp,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Oakwood,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Great Kills,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Eltingville,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Annadale,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Woodrow,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Arrochar,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Grasmere,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Old Town,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Dongan Hills,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Midland Beach,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Grant City,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,New Dorp Beach,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Bay Terrace,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Huguenot,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Pleasant Plains,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Butler Manor,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Charleston,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Rossville,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Arden Heights,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Greenridge,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Richmond Town,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Concord,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Emerson Hill,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Manor Heights,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Sandy Ground,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Egbertville,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Prince's Bay,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Lighthouse Hill,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
122,Richmond Valley,4320.5,4358.299999999999,4139.3,4339.4,-200.09999999999945,-0.04834150701809471
78,Park Slope,3689.6,3690.2,3526.0,3689.8999999999996,-163.89999999999964,-0.04648326715825288
50,Fieldston,3908.5,3982.2999999999997,3771.8,3945.3999999999996,-173.59999999999945,-0.04602577018929939
50,Riverdale,3908.5,3982.2999999999997,3771.8,3945.3999999999996,-173.59999999999945,-0.04602577018929939
50,Kingsbridge,3908.5,3982.2999999999997,3771.8,3945.3999999999996,-173.59999999999945,-0.04602577018929939
50,Marble Hill,3908.5,3982.2999999999997,3771.8,3945.3999999999996,-173.59999999999945,-0.04602577018929939
50,Spuyten Duyvil,3908.5,3982.2999999999997,3771.8,3945.3999999999996,-173.59999999999945,-0.04602577018929939
50,North Riverdale,3908.5,3982.2999999999997,3771.8,3945.3999999999996,-173.59999999999945,-0.04602577018929939
45,Co-op City,5415.8,5356.0,5157.900000000001,5385.9,-227.9999999999991,-0.04420403652649316
45,City Island,5415.8,5356.0,5157.900000000001,5385.9,-227.9999999999991,-0.04420403652649316
45,Throgs Neck,5415.8,5356.0,5157.900000000001,5385.9,-227.9999999999991,-0.04420403652649316
45,Country Club,5415.8,5356.0,5157.900000000001,5385.9,-227.9999999999991,-0.04420403652649316
45,Schuylerville,5415.8,5356.0,5157.900000000001,5385.9,-227.9999999999991,-0.04420403652649316
45,Edgewater Park,5415.8,5356.0,5157.900000000001,5385.9,-227.9999999999991,-0.04420403652649316
5,Chinatown,4323.0,4379.4,4187.400000000001,4351.2,-163.79999999999927,-0.03911735205616833
5,Little Italy,4323.0,4379.4,4187.400000000001,4351.2,-163.79999999999927,-0.03911735205616833
5,Financial District,4323.0,4379.4,4187.400000000001,4351.2,-163.79999999999927,-0.03911735205616833
5,Cambria Heights,4323.0,4379.4,4187.400000000001,4351.2,-163.79999999999927,-0.03911735205616833
5,Rosedale,4323.0,4379.4,4187.400000000001,4351.2,-163.79999999999927,-0.03911735205616833
28,Morningside Heights,5207.5,5782.4,5296.700000000001,5494.95,-198.2499999999991,-0.03742896520474995
83,Bushwick,6334.6,6276.1,6088.4,6305.35,-216.95000000000073,-0.035633335523290316
67,Flatbush,8830.7,9000.2,8610.400000000001,8915.45,-305.0499999999993,-0.035428086964600855
67,East Flatbush,8830.7,9000.2,8610.400000000001,8915.45,-305.0499999999993,-0.035428086964600855
67,Prospect Park South,8830.7,9000.2,8610.400000000001,8915.45,-305.0499999999993,-0.035428086964600855
67,Ditmas Park,8830.7,9000.2,8610.400000000001,8915.45,-305.0499999999993,-0.035428086964600855
90,Williamsburg,6531.8,6345.400000000001,6246.7,6438.6,-191.90000000000055,-0.030720220276305978
90,East Williamsburg,6531.8,6345.400000000001,6246.7,6438.6,-191.90000000000055,-0.030720220276305978
90,North Side,6531.8,6345.400000000001,6246.7,6438.6,-191.90000000000055,-0.030720220276305978
90,South Side,6531.8,6345.400000000001,6246.7,6438.6,-191.90000000000055,-0.030720220276305978
26,Manhattanville,2892.1,2981.1000000000004,2850.4000000000005,2936.6000000000004,-86.19999999999982,-0.030241369632332236
79,Bedford Stuyvesant,6948.5,6875.7,6757.3,6912.1,-154.80000000000018,-0.02290855815192461
42,Morrisania,7326.2,7763.8,7431.7,7545.0,-113.30000000000018,-0.015245502374961339
42,Claremont Village,7326.2,7763.8,7431.7,7545.0,-113.30000000000018,-0.015245502374961339
42,Concourse Village,7326.2,7763.8,7431.7,7545.0,-113.30000000000018,-0.015245502374961339
94,Greenpoint,3378.6000000000004,3441.0,3360.1000000000004,3409.8,-49.69999999999982,-0.014791226451593647
76,Cobble Hill,2469.1,2584.1,2493.3,2526.6,-33.29999999999973,-0.013355793526651316
76,Carroll Gardens,2469.1,2584.1,2493.3,2526.6,-33.29999999999973,-0.013355793526651316
76,Red Hook,2469.1,2584.1,2493.3,2526.6,-33.29999999999973,-0.013355793526651316
76,Gowanus,2469.1,2584.1,2493.3,2526.6,-33.29999999999973,-0.013355793526651316
120,St. George,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,New Brighton,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Stapleton,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Rosebank,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,West Brighton,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Grymes Hill,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Tompkinsville,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Silver Lake,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Sunnyside,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Park Hill,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Shore Acres,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Clifton,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
120,Randall Manor,6772.200000000001,7105.299999999999,6884.4,6938.75,-54.350000000000364,-0.00789466039161007
52,Norwood,9567.1,9069.900000000001,9257.6,9318.5,-60.899999999999636,-0.006578378845489072
52,Bedford Park,9567.1,9069.900000000001,9257.6,9318.5,-60.899999999999636,-0.006578378845489072
52,University Heights,9567.1,9069.900000000001,9257.6,9318.5,-60.899999999999636,-0.006578378845489072
52,Fordham,9567.1,9069.900000000001,9257.6,9318.5,-60.899999999999636,-0.006578378845489072
49,Eastchester,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
49,Baychester,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
49,Pelham Parkway,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
49,Van Nest,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
49,Morris Park,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
49,Pelham Bay,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
49,Pelham Gardens,5779.8,5882.2,5798.8,5831.0,-32.19999999999982,-0.005552873008208563
7,Lower East Side,3970.6,4047.4000000000005,3998.1000000000004,4009.0,-10.899999999999636,-0.002726294990120216
1,Tribeca,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802
1,Soho,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802
1,Battery Park City,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802
1,Civic Center,5275.1,5699.900000000001,5479.5,5487.5,-8.0,-0.0014599872251117802
34,Washington Heights,5675.3,5722.500000000001,5709.7,5698.900000000001,10.799999999999272,0.00189151794314925
34,Inwood,5675.3,5722.500000000001,5709.7,5698.900000000001,10.799999999999272,0.00189151794314925
104,Maspeth,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304
104,Ridgewood,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304
104,Glendale,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304
104,Middle Village,5623.9,5475.000000000001,5580.5,5549.450000000001,31.049999999999272,0.005564017561150304
68,Bay Ridge,4220.9,4433.3,4351.6,4327.1,24.5,0.005630113061862303
68,Dyker Heights,4220.9,4433.3,4351.6,4327.1,24.5,0.005630113061862303
109,Downtown Flushing,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
109,College Point,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
109,Whitestone,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
109,Beechhurst,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
109,Murray Hill,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
109,Queensboro Hill,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
109,Malba,7225.2,7266.8,7306.8,7246.0,60.80000000000018,0.008321016039853312
6,Greenwich Village,4995.200000000001,4485.200000000001,4789.5,4740.200000000001,49.29999999999927,0.010293350036538109
6,West Village,4995.200000000001,4485.200000000001,4789.5,4740.200000000001,49.29999999999927,0.010293350036538109
61,Gravesend,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Sheepshead Bay,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Manhattan Beach,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Gerritsen Beach,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Neponsit,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Roxbury,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Homecrest,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
61,Madison,5166.5,4733.0,5011.400000000001,4949.75,61.650000000000546,0.012301951550465047
108,Long Island City,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736
108,Sunnyside,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736
108,Hunters Point,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736
108,Sunnyside Gardens,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736
108,Blissville,4293.1,4079.6000000000004,4240.3,4186.35,53.94999999999982,0.012723156380444736
24,Manhattan Valley,4311.2,4407.8,4418.4,4359.5,58.899999999999636,0.01333061741806981
72,Sunset Park,4952.5,4852.2,4976.000000000001,4902.35,73.65000000000055,0.014801045016077277
72,Windsor Terrace,4952.5,4852.2,4976.000000000001,4902.35,73.65000000000055,0.014801045016077277
115,Woodside,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326
115,Jackson Heights,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326
115,East Elmhurst,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326
115,Steinway,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326
115,Astoria Heights,7185.2,7206.799999999999,7305.5,7196.0,109.5,0.014988707138457326
