PCT,CRIME,2013,2014,2015,2016,2017,Weight
40,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,25,39,35,26,26,8
40,MISDEMEANOR SEX CRIMES (4),78,104,123,96,108,8
40,MISDEMEANOR DANGEROUS DRUGS  (1),2094,2032,1602,1470,1304,8
40,MISDEMEANOR DANGEROUS WEAPONS (5),225,264,345,301,182,8
40,PETIT LARCENY,1604,1692,1839,1710,1645,8
40,ASSAULT 3 AND RELATED OFFENSES,1480,1505,1318,1312,1290,8
40,INTOXICATED & IMPAIRED DRIVING,128,125,103,77,95,8
40,VEHICLE AND TRAFFIC LAWS,87,73,100,139,124,8
40,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,802,852,844,902,837,8
40,CRIMINAL TRESPASS,1000,1802,1204,511,305,8
40,UNAUTHORIZED USE OF A VEHICLE,17,22,19,18,29,8
40,OFFENSES AGAINST THE PERSON (7),64,44,55,50,23,8
40,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),328,370,321,306,312,8
40,ADMINISTRATIVE CODE (6),10,8,13,14,10,8
40,FRAUDS (3),87,191,173,134,105,8
40,AGGRAVATED HARASSMENT 2,606,438,490,496,570,8
40,OTHER MISDEMEANORS (8),1909,1613,2195,2162,1333,8
40,TOTAL MISDEMEANOR OFFENSES,10544,11174,10779,9724,8298,8
41,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,19,14,17,10,18,8
41,MISDEMEANOR SEX CRIMES (4),52,52,50,66,65,8
41,MISDEMEANOR DANGEROUS DRUGS  (1),1159,1087,611,647,469,8
41,MISDEMEANOR DANGEROUS WEAPONS (5),89,85,73,77,72,8
41,PETIT LARCENY,738,857,855,893,895,8
41,ASSAULT 3 AND RELATED OFFENSES,866,897,679,623,568,8
41,INTOXICATED & IMPAIRED DRIVING,81,111,60,51,36,8
41,VEHICLE AND TRAFFIC LAWS,65,72,48,56,75,8
41,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,409,472,493,545,498,8
41,CRIMINAL TRESPASS,114,57,56,61,68,8
41,UNAUTHORIZED USE OF A VEHICLE,14,10,15,14,22,8
41,OFFENSES AGAINST THE PERSON (7),19,20,18,28,8,8
41,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),479,186,121,126,82,8
41,ADMINISTRATIVE CODE (6),14,16,11,9,8,8
41,FRAUDS (3),56,67,77,36,30,8
41,AGGRAVATED HARASSMENT 2,389,324,303,301,299,8
41,OTHER MISDEMEANORS (8),919,816,978,927,567,8
41,TOTAL MISDEMEANOR OFFENSES,5482,5143,4465,4470,3780,8
42,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,19,22,17,13,11,8
42,MISDEMEANOR SEX CRIMES (4),45,58,62,74,82,8
42,MISDEMEANOR DANGEROUS DRUGS  (1),1423,1416,1040,895,878,8
42,MISDEMEANOR DANGEROUS WEAPONS (5),159,205,198,181,113,8
42,PETIT LARCENY,928,887,866,1006,1170,8
42,ASSAULT 3 AND RELATED OFFENSES,1055,1137,891,975,863,8
42,INTOXICATED & IMPAIRED DRIVING,74,89,54,30,28,8
42,VEHICLE AND TRAFFIC LAWS,67,44,65,75,76,8
42,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,628,726,723,788,819,8
42,CRIMINAL TRESPASS,323,310,267,298,206,8
42,UNAUTHORIZED USE OF A VEHICLE,12,15,21,19,16,8
42,OFFENSES AGAINST THE PERSON (7),25,24,29,26,33,8
42,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),185,202,254,284,230,8
42,ADMINISTRATIVE CODE (6),7,7,7,7,5,8
42,FRAUDS (3),46,51,50,78,68,8
42,AGGRAVATED HARASSMENT 2,378,195,258,355,323,8
42,OTHER MISDEMEANORS (8),704,529,851,852,628,8
42,TOTAL MISDEMEANOR OFFENSES,6078,5917,5653,5956,5549,8
43,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,32,41,32,9,25,8
43,MISDEMEANOR SEX CRIMES (4),93,110,96,117,106,8
43,MISDEMEANOR DANGEROUS DRUGS  (1),1506,1292,966,856,871,8
43,MISDEMEANOR DANGEROUS WEAPONS (5),163,170,182,137,93,8
43,PETIT LARCENY,1703,1537,1530,1719,1694,8
43,ASSAULT 3 AND RELATED OFFENSES,1797,1801,1333,1352,1309,8
43,INTOXICATED & IMPAIRED DRIVING,166,150,81,104,57,8
43,VEHICLE AND TRAFFIC LAWS,116,123,104,113,113,8
43,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,1029,1122,1149,1008,887,8
43,CRIMINAL TRESPASS,399,350,305,279,177,8
43,UNAUTHORIZED USE OF A VEHICLE,26,31,31,19,27,8
43,OFFENSES AGAINST THE PERSON (7),60,81,73,48,35,8
43,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),375,301,286,321,300,8
43,ADMINISTRATIVE CODE (6),26,33,30,26,16,8
43,FRAUDS (3),86,103,79,118,88,8
43,AGGRAVATED HARASSMENT 2,756,619,653,698,600,8
43,OTHER MISDEMEANORS (8),462,480,861,750,630,8
43,TOTAL MISDEMEANOR OFFENSES,8795,8344,7791,7674,7028,8
44,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,40,33,24,11,25,8
44,MISDEMEANOR SEX CRIMES (4),117,110,109,109,102,8
44,MISDEMEANOR DANGEROUS DRUGS  (1),2119,1511,1292,1083,938,8
44,MISDEMEANOR DANGEROUS WEAPONS (5),464,444,412,262,163,8
44,PETIT LARCENY,2124,1975,1839,1737,1967,8
44,ASSAULT 3 AND RELATED OFFENSES,1645,1414,1178,1164,1309,8
44,INTOXICATED & IMPAIRED DRIVING,124,136,77,72,53,8
44,VEHICLE AND TRAFFIC LAWS,82,88,112,141,139,8
44,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,822,806,879,991,1075,8
44,CRIMINAL TRESPASS,401,586,687,303,324,8
44,UNAUTHORIZED USE OF A VEHICLE,25,17,25,17,29,8
44,OFFENSES AGAINST THE PERSON (7),36,31,50,40,31,8
44,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),320,240,315,307,332,8
44,ADMINISTRATIVE CODE (6),13,14,19,33,31,8
44,FRAUDS (3),119,168,144,123,130,8
44,AGGRAVATED HARASSMENT 2,623,293,365,403,450,8
44,OTHER MISDEMEANORS (8),1535,1225,1727,1740,1102,8
44,TOTAL MISDEMEANOR OFFENSES,10609,9091,9254,8536,8200,8
45,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,22,14,9,5,5,8
45,MISDEMEANOR SEX CRIMES (4),32,40,52,46,44,8
45,MISDEMEANOR DANGEROUS DRUGS  (1),252,207,191,178,134,8
45,MISDEMEANOR DANGEROUS WEAPONS (5),82,75,82,98,69,8
45,PETIT LARCENY,1155,1296,1540,1284,1253,8
45,ASSAULT 3 AND RELATED OFFENSES,505,594,468,464,458,8
45,INTOXICATED & IMPAIRED DRIVING,129,130,85,89,93,8
45,VEHICLE AND TRAFFIC LAWS,64,62,58,64,79,8
45,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,602,722,765,684,663,8
45,CRIMINAL TRESPASS,85,91,78,149,64,8
45,UNAUTHORIZED USE OF A VEHICLE,8,21,9,17,12,8
45,OFFENSES AGAINST THE PERSON (7),12,18,17,12,30,8
45,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),141,136,154,132,122,8
45,ADMINISTRATIVE CODE (6),7,12,9,7,7,8
45,FRAUDS (3),37,57,22,37,36,8
45,AGGRAVATED HARASSMENT 2,380,273,256,359,342,8
45,OTHER MISDEMEANORS (8),67,64,146,165,191,8
45,TOTAL MISDEMEANOR OFFENSES,3580,3812,3941,3790,3602,8
46,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,21,25,27,22,19,8
46,MISDEMEANOR SEX CRIMES (4),97,84,80,77,72,8
46,MISDEMEANOR DANGEROUS DRUGS  (1),1407,1641,1208,572,576,8
46,MISDEMEANOR DANGEROUS WEAPONS (5),194,199,202,82,42,8
46,PETIT LARCENY,1086,1178,973,1109,984,8
46,ASSAULT 3 AND RELATED OFFENSES,1472,1519,1133,1004,1061,8
46,INTOXICATED & IMPAIRED DRIVING,134,100,50,32,37,8
46,VEHICLE AND TRAFFIC LAWS,97,77,77,86,122,8
46,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,677,704,678,750,685,8
46,CRIMINAL TRESPASS,75,192,183,66,72,8
46,UNAUTHORIZED USE OF A VEHICLE,17,16,12,13,12,8
46,OFFENSES AGAINST THE PERSON (7),37,49,32,24,22,8
46,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),267,290,224,210,195,8
46,ADMINISTRATIVE CODE (6),13,26,14,26,7,8
46,FRAUDS (3),79,91,59,55,39,8
46,AGGRAVATED HARASSMENT 2,616,509,487,463,402,8
46,OTHER MISDEMEANORS (8),1027,805,914,1108,985,8
46,TOTAL MISDEMEANOR OFFENSES,7316,7505,6353,5699,5332,8
47,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,64,14,10,21,25,8
47,MISDEMEANOR SEX CRIMES (4),70,103,70,102,81,8
47,MISDEMEANOR DANGEROUS DRUGS  (1),780,1119,849,584,494,8
47,MISDEMEANOR DANGEROUS WEAPONS (5),189,232,182,185,113,8
47,PETIT LARCENY,888,1007,1010,1264,1299,8
47,ASSAULT 3 AND RELATED OFFENSES,1156,1187,925,1000,970,8
47,INTOXICATED & IMPAIRED DRIVING,119,137,98,101,163,8
47,VEHICLE AND TRAFFIC LAWS,114,123,104,126,129,8
47,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,766,859,867,1054,1072,8
47,CRIMINAL TRESPASS,157,181,209,115,76,8
47,UNAUTHORIZED USE OF A VEHICLE,21,18,23,16,39,8
47,OFFENSES AGAINST THE PERSON (7),28,17,26,29,24,8
47,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),241,240,240,274,284,8
47,ADMINISTRATIVE CODE (6),28,30,36,38,38,8
47,FRAUDS (3),75,86,76,102,89,8
47,AGGRAVATED HARASSMENT 2,427,319,403,392,429,8
47,OTHER MISDEMEANORS (8),896,458,840,767,583,8
47,TOTAL MISDEMEANOR OFFENSES,6019,6130,5968,6170,5908,8
48,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,26,14,12,24,14,8
48,MISDEMEANOR SEX CRIMES (4),65,80,69,85,70,8
48,MISDEMEANOR DANGEROUS DRUGS  (1),1591,1609,1101,800,546,8
48,MISDEMEANOR DANGEROUS WEAPONS (5),111,132,150,118,131,8
48,PETIT LARCENY,1115,1081,932,1061,1190,8
48,ASSAULT 3 AND RELATED OFFENSES,1131,1148,965,889,939,8
48,INTOXICATED & IMPAIRED DRIVING,159,120,76,58,43,8
48,VEHICLE AND TRAFFIC LAWS,96,94,77,86,91,8
48,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,660,724,640,711,804,8
48,CRIMINAL TRESPASS,254,290,165,82,81,8
48,UNAUTHORIZED USE OF A VEHICLE,18,14,25,23,32,8
48,OFFENSES AGAINST THE PERSON (7),34,23,39,17,19,8
48,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),286,260,251,240,152,8
48,ADMINISTRATIVE CODE (6),12,12,11,8,6,8
48,FRAUDS (3),76,61,63,54,31,8
48,AGGRAVATED HARASSMENT 2,438,366,366,396,376,8
48,OTHER MISDEMEANORS (8),500,283,601,580,455,8
48,TOTAL MISDEMEANOR OFFENSES,6572,6311,5543,5232,4980,8
49,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,26,21,15,15,18,8
49,MISDEMEANOR SEX CRIMES (4),35,45,52,64,50,8
49,MISDEMEANOR DANGEROUS DRUGS  (1),630,467,359,561,582,8
49,MISDEMEANOR DANGEROUS WEAPONS (5),91,109,120,116,153,8
49,PETIT LARCENY,1074,1268,1063,929,971,8
49,ASSAULT 3 AND RELATED OFFENSES,710,745,511,501,465,8
49,INTOXICATED & IMPAIRED DRIVING,62,61,42,41,54,8
49,VEHICLE AND TRAFFIC LAWS,570,392,306,350,439,8
49,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,666,661,656,557,588,8
49,CRIMINAL TRESPASS,125,175,129,118,50,8
49,UNAUTHORIZED USE OF A VEHICLE,22,28,27,19,32,8
49,OFFENSES AGAINST THE PERSON (7),19,17,11,20,33,8
49,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),118,123,121,97,72,8
49,ADMINISTRATIVE CODE (6),11,18,14,13,13,8
49,FRAUDS (3),123,91,45,48,34,8
49,AGGRAVATED HARASSMENT 2,428,318,324,296,253,8
49,OTHER MISDEMEANORS (8),638,600,599,547,453,8
49,TOTAL MISDEMEANOR OFFENSES,5348,5139,4394,4292,4260,8
50,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,7,9,16,6,12,8
50,MISDEMEANOR SEX CRIMES (4),34,19,29,19,24,8
50,MISDEMEANOR DANGEROUS DRUGS  (1),287,344,376,394,247,8
50,MISDEMEANOR DANGEROUS WEAPONS (5),34,48,77,55,22,8
50,PETIT LARCENY,746,838,773,804,782,8
50,ASSAULT 3 AND RELATED OFFENSES,374,409,352,321,318,8
50,INTOXICATED & IMPAIRED DRIVING,60,59,53,45,38,8
50,VEHICLE AND TRAFFIC LAWS,42,42,41,42,44,8
50,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,426,431,446,453,466,8
50,CRIMINAL TRESPASS,73,37,22,38,35,8
50,UNAUTHORIZED USE OF A VEHICLE,15,11,17,11,11,8
50,OFFENSES AGAINST THE PERSON (7),13,13,7,9,5,8
50,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),83,79,77,67,57,8
50,ADMINISTRATIVE CODE (6),4,8,9,11,10,8
50,FRAUDS (3),47,60,59,60,46,8
50,AGGRAVATED HARASSMENT 2,261,199,240,262,274,8
50,OTHER MISDEMEANORS (8),41,89,154,220,142,8
50,TOTAL MISDEMEANOR OFFENSES,2547,2695,2748,2817,2533,8
52,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,55,21,17,8,15,8
52,MISDEMEANOR SEX CRIMES (4),87,82,89,86,80,8
52,MISDEMEANOR DANGEROUS DRUGS  (1),1756,1830,1329,974,986,8
52,MISDEMEANOR DANGEROUS WEAPONS (5),186,158,133,110,132,8
52,PETIT LARCENY,1590,1808,1709,1706,1716,8
52,ASSAULT 3 AND RELATED OFFENSES,1169,1239,920,994,961,8
52,INTOXICATED & IMPAIRED DRIVING,113,103,79,119,154,8
52,VEHICLE AND TRAFFIC LAWS,101,64,106,102,124,8
52,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,707,731,878,821,774,8
52,CRIMINAL TRESPASS,169,312,224,106,94,8
52,UNAUTHORIZED USE OF A VEHICLE,18,23,12,16,30,8
52,OFFENSES AGAINST THE PERSON (7),39,26,15,22,36,8
52,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),241,274,238,162,216,8
52,ADMINISTRATIVE CODE (6),32,32,26,22,22,8
52,FRAUDS (3),101,73,65,46,56,8
52,AGGRAVATED HARASSMENT 2,551,397,446,512,535,8
52,OTHER MISDEMEANORS (8),1228,1157,829,796,914,8
52,TOTAL MISDEMEANOR OFFENSES,8143,8330,7115,6602,6845,8
60,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,33,15,10,12,11,8
60,MISDEMEANOR SEX CRIMES (4),53,47,58,58,71,8
60,MISDEMEANOR DANGEROUS DRUGS  (1),739,942,759,604,775,8
60,MISDEMEANOR DANGEROUS WEAPONS (5),80,84,86,52,54,8
60,PETIT LARCENY,933,893,922,891,929,8
60,ASSAULT 3 AND RELATED OFFENSES,676,708,614,599,553,8
60,INTOXICATED & IMPAIRED DRIVING,121,111,104,96,77,8
60,VEHICLE AND TRAFFIC LAWS,42,44,57,44,57,8
60,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,612,581,493,517,529,8
60,CRIMINAL TRESPASS,150,140,255,236,138,8
60,UNAUTHORIZED USE OF A VEHICLE,20,16,12,22,20,8
60,OFFENSES AGAINST THE PERSON (7),16,13,15,13,25,8
60,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),121,118,133,126,116,8
60,ADMINISTRATIVE CODE (6),12,6,11,10,5,8
60,FRAUDS (3),33,42,70,70,89,8
60,AGGRAVATED HARASSMENT 2,299,226,278,291,264,8
60,OTHER MISDEMEANORS (8),501,421,597,694,574,8
60,TOTAL MISDEMEANOR OFFENSES,4441,4407,4474,4335,4287,8
61,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,33,16,14,16,12,8
61,MISDEMEANOR SEX CRIMES (4),51,40,32,48,81,8
61,MISDEMEANOR DANGEROUS DRUGS  (1),391,439,391,336,376,8
61,MISDEMEANOR DANGEROUS WEAPONS (5),35,43,32,55,26,8
61,PETIT LARCENY,1001,1025,964,973,1028,8
61,ASSAULT 3 AND RELATED OFFENSES,516,503,435,409,422,8
61,INTOXICATED & IMPAIRED DRIVING,154,127,96,69,80,8
61,VEHICLE AND TRAFFIC LAWS,83,79,92,102,99,8
61,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,356,441,526,506,544,8
61,CRIMINAL TRESPASS,98,115,94,95,72,8
61,UNAUTHORIZED USE OF A VEHICLE,41,40,46,37,38,8
61,OFFENSES AGAINST THE PERSON (7),5,8,8,3,20,8
61,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),47,52,37,44,65,8
61,ADMINISTRATIVE CODE (6),13,12,9,12,18,8
61,FRAUDS (3),53,75,51,45,43,8
61,AGGRAVATED HARASSMENT 2,282,287,260,277,269,8
61,OTHER MISDEMEANORS (8),196,215,286,251,249,8
61,TOTAL MISDEMEANOR OFFENSES,3355,3517,3373,3278,3442,8
62,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,52,53,37,20,14,8
62,MISDEMEANOR SEX CRIMES (4),51,50,31,56,59,8
62,MISDEMEANOR DANGEROUS DRUGS  (1),273,336,268,236,233,8
62,MISDEMEANOR DANGEROUS WEAPONS (5),35,35,27,43,23,8
62,PETIT LARCENY,874,954,934,988,1087,8
62,ASSAULT 3 AND RELATED OFFENSES,506,690,638,512,419,8
62,INTOXICATED & IMPAIRED DRIVING,94,97,89,75,53,8
62,VEHICLE AND TRAFFIC LAWS,61,58,86,69,62,8
62,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,553,535,540,486,503,8
62,CRIMINAL TRESPASS,55,61,48,60,39,8
62,UNAUTHORIZED USE OF A VEHICLE,20,17,19,35,36,8
62,OFFENSES AGAINST THE PERSON (7),11,12,9,11,12,8
62,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),70,131,97,63,53,8
62,ADMINISTRATIVE CODE (6),14,8,6,17,17,8
62,FRAUDS (3),76,75,43,42,33,8
62,AGGRAVATED HARASSMENT 2,376,333,329,268,272,8
62,OTHER MISDEMEANORS (8),119,150,260,270,228,8
62,TOTAL MISDEMEANOR OFFENSES,3240,3595,3461,3251,3143,8
63,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,19,12,6,8,9,8
63,MISDEMEANOR SEX CRIMES (4),24,28,31,49,66,8
63,MISDEMEANOR DANGEROUS DRUGS  (1),252,275,196,214,144,8
63,MISDEMEANOR DANGEROUS WEAPONS (5),33,31,41,41,44,8
63,PETIT LARCENY,1025,994,1006,986,836,8
63,ASSAULT 3 AND RELATED OFFENSES,352,392,337,254,303,8
63,INTOXICATED & IMPAIRED DRIVING,94,129,77,63,73,8
63,VEHICLE AND TRAFFIC LAWS,55,35,36,60,60,8
63,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,365,404,458,401,408,8
63,CRIMINAL TRESPASS,41,26,33,48,40,8
63,UNAUTHORIZED USE OF A VEHICLE,54,64,47,56,36,8
63,OFFENSES AGAINST THE PERSON (7),11,5,17,17,11,8
63,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),68,48,36,54,60,8
63,ADMINISTRATIVE CODE (6),9,9,24,19,16,8
63,FRAUDS (3),52,48,65,70,25,8
63,AGGRAVATED HARASSMENT 2,266,214,264,295,266,8
63,OTHER MISDEMEANORS (8),43,50,147,141,123,8
63,TOTAL MISDEMEANOR OFFENSES,2763,2764,2821,2776,2520,8
66,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,45,8,10,7,11,8
66,MISDEMEANOR SEX CRIMES (4),67,52,64,56,79,8
66,MISDEMEANOR DANGEROUS DRUGS  (1),107,171,197,229,142,8
66,MISDEMEANOR DANGEROUS WEAPONS (5),22,26,35,33,31,8
66,PETIT LARCENY,986,933,903,858,794,8
66,ASSAULT 3 AND RELATED OFFENSES,438,394,349,312,325,8
66,INTOXICATED & IMPAIRED DRIVING,83,92,110,100,88,8
66,VEHICLE AND TRAFFIC LAWS,63,75,84,90,95,8
66,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,456,378,407,344,343,8
66,CRIMINAL TRESPASS,68,82,49,61,66,8
66,UNAUTHORIZED USE OF A VEHICLE,38,27,38,33,30,8
66,OFFENSES AGAINST THE PERSON (7),5,4,4,7,7,8
66,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),23,15,16,11,13,8
66,ADMINISTRATIVE CODE (6),11,18,16,10,8,8
66,FRAUDS (3),23,23,20,19,23,8
66,AGGRAVATED HARASSMENT 2,229,199,182,233,180,8
66,OTHER MISDEMEANORS (8),94,97,134,157,157,8
66,TOTAL MISDEMEANOR OFFENSES,2758,2594,2618,2560,2392,8
67,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,28,16,15,14,15,8
67,MISDEMEANOR SEX CRIMES (4),88,97,85,94,140,8
67,MISDEMEANOR DANGEROUS DRUGS  (1),1253,988,692,493,537,8
67,MISDEMEANOR DANGEROUS WEAPONS (5),81,82,83,36,45,8
67,PETIT LARCENY,965,991,1001,1003,1091,8
67,ASSAULT 3 AND RELATED OFFENSES,1298,1511,1032,898,834,8
67,INTOXICATED & IMPAIRED DRIVING,211,224,207,193,101,8
67,VEHICLE AND TRAFFIC LAWS,134,148,118,131,160,8
67,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,539,577,715,753,761,8
67,CRIMINAL TRESPASS,101,100,110,123,192,8
67,UNAUTHORIZED USE OF A VEHICLE,27,53,47,48,29,8
67,OFFENSES AGAINST THE PERSON (7),23,20,26,25,31,8
67,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),126,144,113,78,80,8
67,ADMINISTRATIVE CODE (6),54,47,52,70,45,8
67,FRAUDS (3),57,117,118,131,157,8
67,AGGRAVATED HARASSMENT 2,611,324,358,445,367,8
67,OTHER MISDEMEANORS (8),332,275,608,578,603,8
67,TOTAL MISDEMEANOR OFFENSES,5928,5714,5380,5113,5188,8
68,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,21,7,15,8,11,8
68,MISDEMEANOR SEX CRIMES (4),25,34,15,39,45,8
68,MISDEMEANOR DANGEROUS DRUGS  (1),272,291,264,607,616,8
68,MISDEMEANOR DANGEROUS WEAPONS (5),58,47,50,57,73,8
68,PETIT LARCENY,1041,889,887,930,861,8
68,ASSAULT 3 AND RELATED OFFENSES,388,366,326,354,290,8
68,INTOXICATED & IMPAIRED DRIVING,245,182,122,138,142,8
68,VEHICLE AND TRAFFIC LAWS,62,50,54,42,56,8
68,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,494,419,417,389,317,8
68,CRIMINAL TRESPASS,32,67,69,53,47,8
68,UNAUTHORIZED USE OF A VEHICLE,10,28,21,23,37,8
68,OFFENSES AGAINST THE PERSON (7),5,3,11,13,5,8
68,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),38,45,48,42,65,8
68,ADMINISTRATIVE CODE (6),7,8,6,7,9,8
68,FRAUDS (3),44,59,54,45,58,8
68,AGGRAVATED HARASSMENT 2,358,298,306,343,292,8
68,OTHER MISDEMEANORS (8),105,94,176,162,121,8
68,TOTAL MISDEMEANOR OFFENSES,3205,2887,2847,3252,3045,8
69,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,11,4,6,4,7,8
69,MISDEMEANOR SEX CRIMES (4),47,38,41,57,64,8
69,MISDEMEANOR DANGEROUS DRUGS  (1),317,407,243,343,423,8
69,MISDEMEANOR DANGEROUS WEAPONS (5),55,41,38,23,16,8
69,PETIT LARCENY,530,539,534,485,545,8
69,ASSAULT 3 AND RELATED OFFENSES,593,549,377,369,304,8
69,INTOXICATED & IMPAIRED DRIVING,78,103,88,62,123,8
69,VEHICLE AND TRAFFIC LAWS,66,34,53,44,42,8
69,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,407,358,400,408,386,8
69,CRIMINAL TRESPASS,101,98,86,61,74,8
69,UNAUTHORIZED USE OF A VEHICLE,22,40,24,46,30,8
69,OFFENSES AGAINST THE PERSON (7),18,10,16,13,17,8
69,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),66,73,59,35,41,8
69,ADMINISTRATIVE CODE (6),35,40,27,37,26,8
69,FRAUDS (3),16,34,24,24,21,8
69,AGGRAVATED HARASSMENT 2,324,179,289,301,215,8
69,OTHER MISDEMEANORS (8),333,374,526,420,308,8
69,TOTAL MISDEMEANOR OFFENSES,3019,2921,2831,2732,2642,8
70,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,11,15,16,8,21,8
70,MISDEMEANOR SEX CRIMES (4),66,84,68,74,69,8
70,MISDEMEANOR DANGEROUS DRUGS  (1),691,502,278,356,561,8
70,MISDEMEANOR DANGEROUS WEAPONS (5),105,60,72,71,50,8
70,PETIT LARCENY,1436,1542,1443,1357,1439,8
70,ASSAULT 3 AND RELATED OFFENSES,907,943,720,681,676,8
70,INTOXICATED & IMPAIRED DRIVING,60,76,69,118,99,8
70,VEHICLE AND TRAFFIC LAWS,99,79,116,97,83,8
70,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,675,485,582,519,480,8
70,CRIMINAL TRESPASS,88,116,86,64,95,8
70,UNAUTHORIZED USE OF A VEHICLE,46,42,51,43,33,8
70,OFFENSES AGAINST THE PERSON (7),18,16,9,10,9,8
70,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),90,113,63,56,67,8
70,ADMINISTRATIVE CODE (6),18,10,11,18,5,8
70,FRAUDS (3),42,64,58,44,36,8
70,AGGRAVATED HARASSMENT 2,493,373,352,420,347,8
70,OTHER MISDEMEANORS (8),465,418,545,478,416,8
70,TOTAL MISDEMEANOR OFFENSES,5310,4938,4539,4414,4486,8
71,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,27,17,14,13,22,8
71,MISDEMEANOR SEX CRIMES (4),54,62,70,59,51,8
71,MISDEMEANOR DANGEROUS DRUGS  (1),832,768,620,671,600,8
71,MISDEMEANOR DANGEROUS WEAPONS (5),63,54,61,52,30,8
71,PETIT LARCENY,1004,981,969,964,975,8
71,ASSAULT 3 AND RELATED OFFENSES,811,827,622,604,555,8
71,INTOXICATED & IMPAIRED DRIVING,61,73,71,46,50,8
71,VEHICLE AND TRAFFIC LAWS,77,83,83,83,80,8
71,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES,449,531,491,596,544,8
71,CRIMINAL TRESPASS,55,94,121,138,95,8
71,UNAUTHORIZED USE OF A VEHICLE,19,30,12,25,12,8
71,OFFENSES AGAINST THE PERSON (7),14,18,17,12,8,8
71,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),122,125,128,120,100,8
71,ADMINISTRATIVE CODE (6),26,29,23,23,19,8
71,FRAUDS (3),73,74,74,60,37,8
71,AGGRAVATED HARASSMENT 2,375,398,354,364,345,8
71,OTHER MISDEMEANORS (8),379,352,523,449,431,8
71,TOTAL MISDEMEANOR OFFENSES,4441,4516,4253,4279,3954,8
72,MISDEMEANOR POSSESSION OF STOLEN PROPERTY,27,41,10,8,5,8
72,MISDEMEANOR SEX CRIMES (4),66,87,74,70,83,8
