Neighborhood,BUILDING_CLASS_CATEGORY,BOROUGH,PCT,Variance_housing,Variance_crime,Variance_school,Variance_prediction_housing,Variance_prediction_crime,Variance_prediction_school,Variance_test_housing,score,rank,score_prediction,rank_predicted,rank_testing,rank_pred_eval,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,price,NUMBER_OF_SALES
Belmont,Coops-Walkup,BRONX,48,0.18060649317054045,-0.06928387141761398,0.021126760563380555,0.24197662270304815,-0.042271528647151335,0.012392755004766578,0.06782410585538667,0.09620751131757989,77.94227604153042,0.10469861815611903,86.34382769608679,70.42403332100774,-15.91979437507905,1150000.0,1150000.0,1150000.0,2
Harlem,Two_Family,MANHATTAN,28,0.2007510966299028,-0.03742896520474995,-0.004226361393476215,-0.022488944485817907,0.09942238516878799,0.051396226764195335,0.20963829686268848,0.0841778795539969,74.82520977564228,-0.03479102794650263,55.900359310832634,78.85181741716414,22.951458106331508,850000.0,4300000.0,2374791.304347826,23
Highbridge,Two_Family,BRONX,44,0.1357072861932461,-0.06715625228920973,0.008632016212927768,0.12409136113938109,-0.041087253493992684,0.005178907721280712,0.07853432101927502,0.07651805513655197,72.84042913035907,0.06116160472670063,76.84192035773293,71.06052379056861,-5.781396567164322,130000.0,1550000.0,458264.30303030304,33
Park Slope,One_Family,BROOKLYN,78,0.059909335302334714,-0.04648326715825288,-0.03384545177973831,0.024261352880236335,1.6259281339762319E-4,0.003085059497576155,0.04836536343697926,0.031100211274183727,61.071953440077706,0.009197701257117705,65.50085314126865,69.26763226748685,3.7667791262181964,1500000.0,1.26E7,4569444.444444444,18
Woodlawn,Condos-Walkup,BRONX,47,0.12425755693164421,0.022216691554670487,-0.015625000000000038,0.011611775188715763,0.07898425530527753,-0.03124999999999989,0.1191434025400431,0.030697218304207272,-1.0,-1.0,-1.0,-1.0,17.69376210149853,-1.0,-1.0,-1.0,null
Brighton Beach,Condos-Elevator,BROOKLYN,60,0.066414141709776,-0.11284858199304187,-0.033535311324696934,-0.025123439889087808,-0.1261309855233854,0.03950193215972516,0.07799609653290593,0.06000055456446411,68.56048566725939,0.05153467328810472,74.74085270800724,71.02853799468906,-3.712314713318179,160000.0,2800000.0,806109.7764705883,85
Bushwick,One_Family,BROOKLYN,83,0.10092490204748829,-0.035633335523290316,0.011813222020834695,0.19781069554550643,-0.009321075190006533,0.029188745561918875,0.00224122323858348,0.0525303554311457,66.62483990722674,0.08025935990740957,81.00998531680168,66.52655048680023,-14.483434830001443,585000.0,1220000.0,913130.7692307692,13
Glen Oaks,One_Family,QUEENS,105,-0.13758632260569323,-0.053001226290391966,-0.022727272727272645,0.08395773989487096,-0.0514101331016721,0.043478260869565064,-0.18743343640372154,-0.03263654057765401,44.55676137110012,0.060818827421264945,76.76710957175146,55.25449746712049,-21.512612104630975,270000.0,1132000.0,619703.7037037037,27
Gramercy,Coops-Elevator,MANHATTAN,13,0.2595132654867256,-0.06703331144409284,0.017312234498152917,-0.9129678328981723,-0.08380938501894483,0.03694277973893805,0.4915929203539823,0.1219710261225293,84.61800680931066,-0.2767792925720478,3.086675359620404,95.60791689366393,92.52124153404353,321500.0,1.2873554E7,1075797.3780487804,246
Norwood,Coops-Walkup,BRONX,52,0.11961774100108725,-0.006578378845489072,0.044717266662403755,-0.12415326139418051,-0.054818685983307296,0.030107243319268624,0.17107463477369153,0.05567687755417711,67.44015314019394,-0.013999356264823104,60.438119762616424,76.56004241400905,16.121922651392623,110000.0,110000.0,110000.0,1
South Ozone Park,One_Family,QUEENS,106,0.05159009683678396,-0.05380434782608689,-0.002406718132524614,0.061182248301949994,-0.011593833609376956,0.024306302430630325,0.021661626181643683,0.03897659349017799,63.11284760751518,0.03212789595709086,70.50534399002159,67.68067308836726,-2.824670901654329,136000.0,1175000.0,477380.7456896552,232
Upper East Side,Coops-Elevator,MANHATTAN,19,-0.1017657682522046,0.07065973677592419,-0.004753820033955786,0.06241361407291787,0.07799930651872393,0.007631017843115331,-0.13725589347082442,-0.06507036860713024,36.15264782787844,-0.007447203221189486,61.86812026525202,58.23646630472646,-3.6316539605255542,121806.0,5.5E7,1854023.6987179487,1560
Coney Island,Coops-Elevator,BROOKLYN,60,0.22243198651381393,-0.11284858199304187,0.006024096385541863,-0.20084754192658302,-0.1261309855233854,0.04347826086956516,0.2933922057994833,0.1244966521734371,85.27243613169153,-0.008974680247558604,61.534750012615056,83.82917445537555,22.294424442760494,205000.0,560000.0,359473.1612903226,93
Rossville,Condos-Walkup,STATEN ISLAND,123,0.15403802708339814,-0.08360121338343847,0.08333333333333323,0.08226553377254091,-0.05428951547143899,0.08695652173913032,0.11774858530778076,0.10818712816589804,-1.0,-1.0,-1.0,-1.0,-5.870523819619791,-1.0,-1.0,-1.0,null
SoHo,Condos-Walkup,MANHATTAN,1,0.4957060822308536,-0.0014599872251117802,-0.009900990099009865,-0.17378869572762087,0.07452762329163672,-0.01980198019801973,0.5360230561873018,0.171605876146091,97.47917493660334,-0.09558758787082691,42.631574123531266,98.2483267814645,55.61675265793323,995000.0,1450000.0,1222500.0,2
Woodhaven,Three_Family,QUEENS,102,0.15166612866709187,-0.10371017749755511,-0.02083333333333326,0.10561940710937541,-0.01849491009418701,0.016194331983805686,0.10436807205838151,0.08935888269917089,76.16768895078805,0.04841333952190762,74.05962490016593,72.59578111993021,-1.4638437802357203,350000.0,1100000.0,725187.5,16
Country Club,Condos-Walkup,BRONX,45,0.1758109370545698,-0.04420403652649316,-0.0744680851063829,-0.08606778485664299,-0.011165048543689354,-0.019999999999999928,0.20981564556199742,0.06059842130310096,-1.0,-1.0,-1.0,-1.0,22.059904328564876,-1.0,-1.0,-1.0,null
Flushing Meadows Corona Park,Three_Family,QUEENS,110,0.0,-0.11030197872303142,0.0,0.0,-0.057736345476101535,0.08000000000000007,0.0,0.04412079148921257,64.44578999203453,0.04309453819044064,72.89880211004403,66.39335827640221,-6.50544383364182,700000.0,700000.0,700000.0,1
Howard Beach,Condos-Elevator,QUEENS,106,0.09541740726463155,-0.05380434782608689,0.010638297872340576,0.14823407275034511,-0.011593833609376956,0.04895104895104915,0.023005467997886282,0.057577406141140944,67.93260990547208,0.06875722114413385,78.49965564297787,67.76053539697146,-10.739120246006408,105000.0,415889.0,244462.8780487805,41
Morris Park,Coops-Elevator,BRONX,49,0.0995637325104423,-0.005552873008208563,-0.05434782608695653,0.12368436843684369,0.017408452619768054,-0.020833333333333447,0.04020810535015869,0.023481499060199095,59.09782561152578,0.031117814571654703,70.28489479122271,68.7828598375626,-1.5020349536601145,115000.0,245000.0,167787.85714285713,14
Norwood,One_Family,BRONX,52,0.11961774100108725,-0.006578378845489072,0.044717266662403755,-0.12415326139418051,-0.054818685983307296,0.030107243319268624,0.17107463477369153,0.05567687755417711,67.44015314019394,-0.013999356264823104,60.438119762616424,76.56004241400905,16.121922651392623,210000.0,540000.0,387791.05,20
Parkchester,Two_Family,BRONX,43,0.13493444270135616,-0.08168790457191696,-0.02517247454423893,0.11152726151837682,-0.02424646445407365,0.04981271910531739,0.08384639113808225,0.07360909813818171,72.08667274722613,0.06118630708939069,76.84731162237951,71.37621137970874,-5.471100242670772,200000.0,1272812.0,511815.652173913,23
Tottenville,One_Family,STATEN ISLAND,123,0.18343683658073323,-0.08360121338343847,0.029605263157894808,0.051521102235101965,-0.05428951547143899,0.05921052631578944,0.16184551512880418,0.10504469394610572,80.232128665304,0.05455082354980864,75.39912432674664,76.0115710148336,0.6124466880869619,111300.0,1.19E7,710891.41,100
Bay Ridge,Coops-Walkup,BROOKLYN,68,0.15404173685038366,0.005630113061862303,-0.011047242680079243,0.12644020380050158,0.047910134662666755,0.005139110402268156,0.09695087942681516,0.04890075200286955,65.68435273129495,0.026374795065675888,69.24973577823992,72.1549895626507,2.9052537844107746,115000.0,650000.0,326528.7586206897,29
Bedford-Stuyvesant,Coops-Elevator,BROOKLYN,79,0.0,-0.02290855815192461,0.017655437888970164,0.10448492269088723,-0.010588012856872782,-0.0022391565599237,0.0,0.013577282733012386,-1.0,-1.0,-1.0,-1.0,-5.883565448528216,-1.0,-1.0,-1.0,null
Bloomfield,Two_Family,STATEN ISLAND,121,0.0,-0.09269450240992776,-0.03618618618618618,0.0,-0.048095394679912015,0.0685698292751191,0.0,0.02803125441742456,-1.0,-1.0,-1.0,-1.0,-5.040137208432469,-1.0,-1.0,-1.0,null
Civic Center,Condos-Elevator,MANHATTAN,5,0.0,-0.03911735205616833,0.09645479052576272,0.0,0.012878476503630552,0.09108981821438172,0.0,0.03976063845390801,63.31600595478734,0.01762106395214321,67.33924318001661,66.39335827640221,-0.9458849036143988,175000.0,4.7866945E7,7218374.689655173,145
Concourse,Condos-Elevator,BRONX,44,0.0737093151950724,-0.06715625228920973,0.02907933721057819,-0.12805952795014364,-0.041087253493992684,0.018586944351136423,0.12945040057485765,0.05993059553660378,-1.0,-1.0,-1.0,-1.0,15.773972931870809,-1.0,-1.0,-1.0,null
Huguenot,Three_Family,STATEN ISLAND,123,0.0913703511840317,-0.08360121338343847,-0.006993006993006968,0.12280762126046464,-0.05428951547143899,0.0408163265306121,0.03192697870840578,0.06367185651953475,-1.0,-1.0,-1.0,-1.0,-11.550142240338332,-1.0,-1.0,-1.0,null
Kew Gardens,Coops-Elevator,QUEENS,102,0.15825672766655172,-0.10371017749755511,0.03846153846153849,0.03664107791730906,-0.01849491009418701,-0.02020202020202031,0.14254774013449945,0.10648931029769977,80.60645141974906,0.015171836258227897,66.8047018147518,74.86473599054587,8.060034175794073,110000.0,570000.0,259116.67142857143,140
Bay Terrace,Condos-Walkup,STATEN ISLAND,122,0.16707956786647646,-0.04834150701809471,-0.01960784313725501,0.08283759991866836,0.008673106486473918,0.0,0.13109037387944952,0.07291249077619089,-1.0,-1.0,-1.0,-1.0,5.119810942041582,-1.0,-1.0,-1.0,null
Bay Ridge,One_Family,BROOKLYN,68,0.15404173685038366,0.005630113061862303,-0.011047242680079243,0.12644020380050158,0.047910134662666755,0.005139110402268156,0.09695087942681516,0.04890075200286955,65.68435273129495,0.026374795065675888,69.24973577823992,72.1549895626507,2.9052537844107746,210000.0,3527000.0,1175226.7542372881,118
Brownsville,Three_Family,BROOKLYN,73,0.16865613076126582,-0.11853492129989839,0.05032091198937405,0.12906690993695477,-0.0511424745933844,0.01063734325300661,0.11130561145752127,0.1190238422837459,83.85434525226675,0.06828974412853958,78.39762927655777,73.00806767460595,-5.3895616019518116,575000.0,770000.0,676071.4285714285,7
Co-op City,Two_Family,BRONX,45,0.0,-0.04420403652649316,-0.017921146953404955,0.0,-0.011165048543689354,-0.007067137809187444,-0.30303030303030304,0.013201327872246024,-1.0,-1.0,-1.0,-1.0,-15.697803882596787,-1.0,-1.0,-1.0,null
Mill Basin,Coops-Walkup,BROOKLYN,63,0.0220456395267914,-0.08564491113879623,0.0018274853801169175,0.13278155493144775,-0.014840155715465292,0.09154437456324259,-0.047498607413664885,0.04243080963492472,-1.0,-1.0,-1.0,-1.0,-16.356077631900284,-1.0,-1.0,-1.0,null
Pelham Gardens,Coops-Elevator,BRONX,49,0.09887051506975345,-0.005552873008208563,-0.025749754178957817,0.008069340436215967,0.017408452619768054,0.06615687637585445,0.09522002625574699,0.030388390932957674,-1.0,-1.0,-1.0,-1.0,5.8523529398093075,-1.0,-1.0,-1.0,null
Emerson Hill,Condos-Walkup,STATEN ISLAND,122,-0.6602086352558739,-0.04834150701809471,0.02857142857142864,-0.38525299433890753,0.008673106486473918,0.1111111111111112,-0.3920608331243407,-0.20459356238946078,-1.0,-1.0,-1.0,-1.0,3.7234222704443383,-1.0,-1.0,-1.0,null
Kensington,Coops-Elevator,BROOKLYN,66,0.21125104263497718,-0.09430724152365001,0.02870660629281354,-0.006620258750140555,-0.03806974689465205,0.07849554981337914,0.21385328995301858,0.11883741310490539,83.80603852802437,0.03253469564865641,70.59412759436306,79.10230752312444,8.508179928761379,185000.0,1025000.0,512179.57627118647,59
Mott Haven,Three_Family,BRONX,40,0.14074148098382047,-0.14027153241667334,0.05064986864810682,0.06893115659417803,-0.03755912155624212,0.0936685794607038,0.11006951207321315,0.11803059847303321,83.59698020261104,0.0625666982956351,77.14858054964932,72.93460832150211,-4.213972228147213,381000.0,705000.0,589782.4545454546,11
Bellerose,Coops-Walkup,QUEENS,105,0.09038768335683992,-0.053001226290391966,-0.010101010101010065,0.018996795444782125,-0.0514101331016721,0.019801980198019906,0.08166497201867011,0.05031092716579824,-1.0,-1.0,-1.0,-1.0,0.7334746933961753,-1.0,-1.0,-1.0,null
Boerum Hill,One_Family,BROOKLYN,84,0.08195385058869606,0.02342607595937262,0.012517068730086803,0.08334674720638444,0.025943678849610654,0.0366515837104073,0.04203209623524034,0.02244268450481627,58.82865246718234,0.027956785909992114,69.59500361424311,68.89125661551296,-0.7037469987301535,2100000.0,4950000.0,3712493.727272727,11
