Neighborhood,BUILDING_CLASS_CATEGORY,BOROUGH,PCT,Variance_housing,Variance_crime,Variance_school,Variance_prediction_housing,Variance_prediction_crime,Variance_prediction_school,Variance_test_housing,score,rank,score_prediction,rank_predicted,rank_testing,rank_pred_eval,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,price,NUMBER_OF_SALES
Windsor Terrace,Coops-Elevator,BROOKLYN,72,0.1557630337,0.01480104502,0.05384615385,0.1129787746,-0.02067103582,0.08808290155,0.1052173076,0.0791145901,71.41553263,0.07906248469,77.58347944,77.58347944,0,420000,1050000,608080.8889,36
Woodside,Two_Family,QUEENS,108,0.05871613166,0.01272315638,5.21E-04,0.1707283231,-0.05233356211,0.04124114924,-0.02913512545,0.02273558739,60.0597662,0.1028381013,81.63291107,81.63291107,0,340000,1550000,945994.0789,38
Flatiron District,One_Family,MANHATTAN,13,0,-0.06703331144,0.003219262657,0,-0.08380938502,-0.0039897154,0,0.0209148091,-1,-1,-1,-1,0,-1,-1,-1,null
Gravesend,Coops-Elevator,BROOKLYN,61,0.1169043362,0.01230195155,0.004357298475,0.08252556168,-0.09159095711,0.0449197861,0.07889706782,0.05000569046,65.55246572,0.07584373641,77.03526649,77.03526649,0,160000,455000,304185.6667,63
Hollis Hills,Coops-Elevator,QUEENS,111,0.09248649801,-0.09922647185,-0.003246753247,0.1614997174,0.03992337165,-0.01960784314,0.01276762304,0.07057517735,69.69553809,0.05579590057,73.62074556,73.62074556,0,120000,355000,263210,20
Mariners Harbor,Condos-Walkup,STATEN ISLAND,121,-0.006640683106,-0.09269450241,-0.005154639175,0.04662023126,-0.04809539468,0.01020408163,-0.03066561783,0.02353138353,-1,-1,-1,-1,0,-1,-1,-1,null
Woodlawn,Two_Family,BRONX,47,0.1242575569,0.02221669155,-0.015625,0.01161177519,0.07898425531,-0.03125,0.1191434025,0.04534464315,64.6136452,-0.02628247776,59.64126457,59.64126457,0,400000,742500,565606.4286,14
Douglaston,Coops-Walkup,QUEENS,111,0.1065284223,-0.09922647185,-0.02397260274,0.09540481913,0.03992337165,0.006666666667,0.06177272032,0.0717125809,69.92463205,0.03262182378,69.67376741,69.67376741,0,142900,459000,258457.7273,44
Gramercy,Condos-Elevator,MANHATTAN,13,0.2595132655,-0.06703331144,0.0173122345,-0.9129678329,-0.08380938502,0.03694277974,0.4915929204,0.1412190215,83.92450555,-0.3764570144,0,0,0,362500,1.58E+07,2435254.632,68
Laurelton,Coops-Elevator,QUEENS,105,-0.04382837505,-0.05300122629,0.01933701657,0.06425285001,-0.0514101331,0.01675977654,-0.07847595184,0.001011853257,-1,-1,-1,-1,0,-1,-1,-1,null
Upper East Side,Condos-Elevator,MANHATTAN,19,-0.1017657683,0.07065973678,-0.004753820034,0.06241361407,0.07799930652,0.007631017843,-0.1372558935,-0.06818097175,41.74750168,0.006594088838,65.24075797,65.24075797,0,101400,4.54E+07,2614432.952,854
Whitestone,Condos-Walkup,QUEENS,109,0.107762121,0.00832101604,-0.00293255132,0.1046765127,0.005724665602,0.02312138728,0.05848486023,0.04526351179,64.59730385,0.05116737785,72.83242169,72.83242169,0,415000,540000,471642.6,5
Coney Island,Condos-Elevator,BROOKLYN,60,0.2224319865,-0.112848582,0.006024096386,-0.2008475419,-0.1261309855,0.04347826087,0.2933922058,0.1354549926,82.76352428,-0.04167253299,57.02005069,57.02005069,0,332000,775000,520594.5946,37
Mount Eden,Coops-Walkup,BRONX,44,0.1367547557,-0.06715625229,0.01226924855,-0.02553506255,-0.04108725349,0.01806914948,0.1476373229,0.0847538279,-1,-1,-1,-1,0,-1,-1,-1,null
Murray Hill,Coops-Walkup,MANHATTAN,109,0.4448483967,0.00832101604,-0.004103967168,-0.5553491482,0.005724665602,0.06332453826,0.565498434,0.1966594819,95.09123232,-0.2357933818,23.95764411,23.95764411,0,390000,560000,465000,3
Park Slope,Three_Family,BROOKLYN,78,0.0599093353,-0.04648326716,-0.03384545178,0.02426135288,1.63E-04,0.003085059498,0.04836536344,0.03244281809,62.01498071,0.01164009583,66.10018722,66.10018722,0,449168,4000000,2554198.769,26
SoHo,Two_Family,MANHATTAN,1,0.4957060822,-0.001459987225,-0.009900990099,-0.1737886957,0.07452762329,-0.0198019802,0.5360230562,0.2210304856,100,-0.1055136951,46.14670828,46.14670828,0,2056500,4.35E+07,1.79E+07,3
Bath Beach,Condos-Walkup,BROOKLYN,62,0.07983518357,-0.06129716783,-0.006557377049,0.01892131911,-0.08088568486,0.01294498382,0.07104667239,0.05267563869,66.09024232,0.03601654501,70.25195185,70.25195185,0,475000,780000,643600,5
Bushwick,Three_Family,BROOKLYN,83,0.100924902,-0.03563333552,0.01181322202,0.1978106955,-0.00932107519,0.02918874556,0.002241223239,0.05905951208,67.37607165,0.09910832194,80.99765997,80.99765997,0,338000,1775000,1010492.803,76
Country Club,Two_Family,BRONX,45,0.1758109371,-0.04420403653,-0.07446808511,-0.08606778486,-0.01116504854,-0.02,0.2098156456,0.07375911136,70.33684087,-0.04038098862,57.24002482,57.24002482,0,110000,1150000,633742.4878,41
Floral Park,Coops-Walkup,QUEENS,105,0.1802978192,-0.05300122629,0,0.141054436,-0.0514101331,0.03921568627,0.1180998555,0.09703438653,75.02490869,0.08870145768,79.22517659,79.22517659,0,184000,271000,217200,15
Flushing Meadows Corona Park,Coops-Walkup,QUEENS,110,0,-0.1103019787,0,0,-0.05773634548,0.08,0,0.03309059362,-1,-1,-1,-1,0,-1,-1,-1,null
Glen Oaks,Three_Family,QUEENS,105,-0.1375863226,-0.05300122629,-0.02272727273,0.08395773989,-0.0514101331,0.04347826087,-0.1874334364,-0.05169529547,-1,-1,-1,-1,0,-1,-1,-1,null
Morris Park,Condos-Elevator,BRONX,49,0.09956373251,-0.005552873008,-0.05434782609,0.1236843684,0.01740845262,-0.02083333333,0.04020810535,0.03288258501,-1,-1,-1,-1,0,-1,-1,-1,null
South Ozone Park,Three_Family,QUEENS,106,0.05159009684,-0.05380434783,-0.002406718133,0.0611822483,-0.01159383361,0.02430630243,0.02166162618,0.03875516839,63.28640398,0.03708673743,70.43422561,70.43422561,0,225000,895000,576583.3333,12
Westchester Square,Condos-Walkup,BRONX,43,-0.08633553655,-0.08168790457,-4.24E-04,0.3573099483,-0.02424646445,0.05167467949,-0.3226299574,-0.01445056623,-1,-1,-1,-1,0,-1,-1,-1,null
Bedford-Stuyvesant,Condos-Elevator,BROOKLYN,79,0,-0.02290855815,0.01765543789,0.1044849227,-0.01058801286,-0.00223915656,0,0.01128642692,57.75369504,0.04963482993,72.57140015,72.57140015,0,175000,1250000,773984.2588,85
Castle Hill,Three_Family,BRONX,43,0.1482682121,-0.08168790457,-0.01634763636,0.07369585502,-0.02424646445,0.02396443406,0.115682962,0.08714015774,73.03202933,0.04642818261,72.02524821,72.02524821,0,289000,775000,565630.9524,21
Kew Gardens,Condos-Elevator,QUEENS,102,0.1582567277,-0.1037101775,0.03846153846,0.03664107792,-0.01849491009,-0.0202020202,0.1425477401,0.1119439653,78.02797165,0.01698645304,67.01077172,67.01077172,0,220000,815000,440466.8421,19
Richmond Hill,Condos-Walkup,QUEENS,102,0.1272359451,-0.1037101775,0.03339692489,0.06187033429,-0.01849491009,0.0764485221,0.09937495889,0.09671845976,-1,-1,-1,-1,0,-1,-1,-1,null
Rosebank,Condos-Walkup,STATEN ISLAND,120,0.2030032535,-0.007894660392,-0.02884615385,0.06903726673,0.04688049766,0.05454545455,0.174508412,0.08650832374,72.90476636,0.03063898437,69.33605282,69.33605282,0,234000,325000,280687.5,8
Woodhaven,One_Family,QUEENS,102,0.1516661287,-0.1037101775,-0.02083333333,0.1056194071,-0.01849491009,0.01619433198,0.1043680721,0.09415447782,74.44484219,0.05712578922,73.84725044,73.84725044,0,225000,875000,516109.7391,138
Borough Park,Coops-Walkup,BROOKLYN,66,0.1407642501,-0.09430724152,-0.0234521576,0.1461504535,-0.03806974689,0.009124087591,0.07302536877,0.08577304561,72.75666784,0.07946965003,77.6528273,77.6528273,0,230000,725000,466141.3636,11
Riverdale,Condos-Walkup,BRONX,50,0.01105158388,-0.04602577019,0.02222222222,0.1056850151,0.01853200412,0.07860262009,-0.04412246536,0.02433649936,60.38221926,0.06164931056,74.61769062,74.61769062,0,480000,710000,578254.6667,3
Sea Gate,Coops-Elevator,BROOKLYN,60,0.2959815257,-0.112848582,-0.0652173913,0.2243267694,-0.1261309855,0.04,0.2070405047,0.1507419133,-1,-1,-1,-1,0,-1,-1,-1,null
Sunnyside,Three_Family,QUEENS,120,0.1566108839,-0.007894660392,0.03703703704,0.0772097922,0.04688049766,0.03773584906,0.1227445275,0.08210255514,72.01736366,0.03011421946,69.24667556,69.24667556,0,876000,1900000,1367277.667,9
Sunnyside,Three_Family,STATEN ISLAND,120,0.05042680174,-0.007894660392,0.03703703704,-0.3176549011,0.04688049766,0.03773584906,0.1805741245,0.03431971816,62.39302285,-0.1475748925,38.98290069,38.98290069,0,876000,1900000,1367277.667,9
Bronx Park,Coops-Elevator,BRONX,52,0,-0.006578378845,-0.03518566889,0,-0.05481868598,0.04992209283,0,-0.006822903568,-1,-1,-1,-1,0,-1,-1,-1,null
Brownsville,Coops-Walkup,BROOKLYN,73,0.1686561308,-0.1185349213,0.05032091199,0.1290669099,-0.05114247459,0.01063734325,0.1113056115,0.1240359632,-1,-1,-1,-1,0,-1,-1,-1,null
Crown Heights,Three_Family,BROOKLYN,77,0.1200367886,-0.06301534287,0.01448513324,0.07922599652,-0.03261375732,0.07360917403,0.08374102339,0.07654244106,70.89745458,0.06383811914,74.99048561,74.99048561,0,356125,2500000,1250545.591,44
Dyker Heights,Condos-Walkup,BROOKLYN,68,0.1071431771,0.005630113062,-0.0125,0.02429328289,0.04791013466,0.03039513678,0.09616461274,0.04340039578,-1,-1,-1,-1,0,-1,-1,-1,null
Huguenot,One_Family,STATEN ISLAND,123,0.09137035118,-0.08360121338,-0.006993006993,0.1228076213,-0.05428951547,0.04081632653,0.03192697871,0.0644487703,68.46156721,0.08175436584,78.04195708,78.04195708,0,239000,1700000,684982.4655,58
Jackson Heights,Condos-Walkup,QUEENS,115,0.1493418242,0.01498870714,-0.01429644584,0.1132132662,0.00299716934,0.02256292906,0.09829960058,0.05913309731,67.39089306,0.05568755124,73.60229165,73.60229165,0,315000,569000,399750,28
Little Italy,Coops-Elevator,MANHATTAN,5,0,-0.03911735206,0.009615384615,0,0.0128784765,-0.01960784314,-0.3681241185,0.01413905177,58.32826606,-0.008765503735,62.62473245,62.62473245,0,3300000,5300000,4300000,2
Pelham Gardens,Condos-Elevator,BRONX,49,0.09887051507,-0.005552873008,-0.02574975418,0.008069340436,0.01740845262,0.06615687638,0.09522002626,0.03972015514,-1,-1,-1,-1,0,-1,-1,-1,null
Port Richmond,Coops-Elevator,STATEN ISLAND,121,0.01677320289,-0.09269450241,0.01640795207,0.1583307014,-0.04809539468,0.02068776545,-0.06775608176,0.03945828004,-1,-1,-1,-1,0,-1,-1,-1,null
East Flatbush,Condos-Walkup,BROOKLYN,67,0.147051039,-0.03542808696,0.01623688218,0.07560829057,0.01883291482,0.00898333175,0.113539144,0.08086061417,71.76721394,0.03061968925,69.3327665,69.3327665,0,315000,450000,390833.3333,3
Emerson Hill,Two_Family,STATEN ISLAND,122,-0.6602086353,-0.04834150702,0.02857142857,-0.3852529943,0.008673106486,0.1111111111,-0.3920608331,-0.2754485766,0,-0.1481880016,38.87847676,38.87847676,0,120000,517000,318500,2
Kensington,Condos-Elevator,BROOKLYN,66,0.2112510426,-0.09430724152,0.02870660629,-0.00662025875,-0.03806974689,0.07849554981,0.21385329,0.1305317932,81.77190151,0.02806569508,68.89777359,68.89777359,0,720000,1126675,881145.7143,7
Mott Haven,Coops-Walkup,BRONX,40,0.140741481,-0.1402715324,0.05064986865,0.06893115659,-0.03755912156,0.09366857946,0.1100695121,0.1180775933,79.26339696,0.0657039018,75.30826325,75.30826325,0,107000,107000,107000,1
Carroll Gardens,Coops-Walkup,BROOKLYN,76,0.01923863714,-0.01335579353,0.03398647238,-0.408611031,0.04450292171,0.01560578106,0.1856207995,0.02116074286,59.74256359,-0.1933243952,31.19090582,31.19090582,0,356250,1700000,979963.2273,22
Castleton Corners,Condos-Walkup,STATEN ISLAND,121,0.09218663652,-0.09269450241,-0.009433962264,-0.03314539019,-0.04809539468,0.01851851852,0.1069862806,0.06693384659,-1,-1,-1,-1,0,-1,-1,-1,null
Midwood,Coops-Elevator,BROOKLYN,70,0.1169455962,-0.04920125806,0.01293103448,-0.1575087788,-0.05054393305,0.02586206897,0.1814129217,0.07061865433,69.70429516,-0.04925025329,55.72942338,55.72942338,0,115000,880000,279846.7176,85
New Springville,One_Family,STATEN ISLAND,121,0.1770359174,-0.09269450241,-0.02941176471,0.09975296127,-0.04809539468,0.0298013245,0.1338346375,0.1001215724,75.64672462,0.0667677821,75.48946194,75.48946194,0,142000,753500,512213.875,104
Downtown Brooklyn,Coops-Elevator,BROOKLYN,84,0.0183957528,0.02342607596,0.02335833128,0.03980683716,0.02594367885,0.04937764021,-0.00153828287,0.007089848792,56.90842714,0.02247438312,67.94546872,67.94546872,0,153000,1850000,675655.7692,52
Elmhurst,One_Family,QUEENS,110,0.1305851786,-0.1103019787,0.01597161043,0.1092123858,-0.05773634548,0.06726030194,0.08036755179,0.09584682661,74.78571232,0.08328155273,78.30206554,78.30206554,0,126010,1300000,735309.2727,55
Gowanus,Three_Family,BROOKLYN,76,0.1393566134,-0.01335579353,-0.07553956835,0.1859661097,0.04450292171,-0.07638888889,0.05112755479,0.04783232201,65.1147094,0.05123665065,72.84422014,72.84422014,0,1150000,3000000,1938111.111,9
Morris Heights,Three_Family,BRONX,46,0.1357072862,-0.09706208223,-0.001443894389,0.1240913611,-0.02294489409,0.0256201708,0.07853432102,0.08982592986,73.57299315,0.06912962344,75.89172763,75.89172763,0,130000,980000,571993.6842,19
Soundview,Coops-Walkup,BRONX,43,0.08308250117,-0.08168790457,0.007125890736,0.07300686865,-0.02424646445,0.03755868545,0.04834378087,0.06367496958,-1,-1,-1,-1,0,-1,-1,-1,null
University Heights,Condos-Elevator,BRONX,52,0.07890483173,-0.006578378845,0.00956937799,0.1086009292,-0.05481868598,0.01597444089,0.02601710818,0.03987303243,-1,-1,-1,-1,0,-1,-1,-1,null
Boerum Hill,Three_Family,BROOKLYN,84,0.08195385059,0.02342607596,0.01251706873,0.08334674721,0.02594367885,0.03665158371,0.04203209624,0.03298067716,62.12331541,0.03888582852,70.74064443,70.74064443,0,2050000,3825000,2821666.667,6
Fort Greene,Three_Family,BROOKLYN,88,0.2079826214,-0.09118344794,-0.008032128514,0.09374448382,0.001842126969,0.02362204724,0.1690333517,0.1189391819,79.43693672,0.04753789144,72.21425236,72.21425236,0,600000,4541500,2422750,6
Greenpoint,Coops-Elevator,BROOKLYN,94,0.08748682504,-0.01479122645,-0.01269376215,-0.007355785926,0.0181342633,0.04537316773,0.09083065259,0.04063299867,63.66463348,0.002592909277,64.55928236,64.55928236,0,144333,935000,569722.1667,6
Ozone Park,Coops-Walkup,QUEENS,106,0.1379228864,-0.05380434783,0.01569506726,0.01881273008,-0.01159383361,0.02696629213,0.1297368738,0.08213037005,-1,-1,-1,-1,0,-1,-1,-1,null
Rosedale,One_Family,QUEENS,105,0.09028119129,-0.05300122629,0.0206185567,-0.01232410769,-0.0514101331,0.0412371134,0.09585259628,0.06168154314,67.90419685,0.02018646982,67.55579435,67.55579435,0,165000,860000,438615.9262,149
Van Nest,Coops-Elevator,BRONX,49,0.09956373251,-0.005552873008,0.02898550725,0.1236843684,0.01740845262,0.05797101449,0.04020810535,0.05371591834,66.29977374,0.06492818363,75.17614395,75.17614395,0,115000,245000,167787.8571,14
Westerleigh,Two_Family,STATEN ISLAND,121,0.1236206163,-0.09269450241,-0.01,0.05752361578,-0.04809539468,0.01960784314,0.09766791416,0.08093762804,71.78272595,0.04521620629,71.81882601,71.81882601,0,199468,880000,661207.8182,44
Corona,Condos-Elevator,QUEENS,110,0.1267818195,-0.1103019787,-0.001393068093,0.1240372002,-0.05773634548,0.03273125342,0.06904531312,0.08979414539,73.56659118,0.08132045708,77.96805432,77.96805432,0,245000,9800000,962613.8947,19
East Harlem,Coops-Walkup,MANHATTAN,23,-0.5066003121,-0.06519871475,-0.0335728099,-0.8074417663,0.008816727693,-0.01916357576,-0.07329051678,-0.2168037285,11.81214931,-0.3707847071,0.9660998821,0.9660998821,0,112000,435000,243700,10
Far Rockaway,Condos-Elevator,QUEENS,101,0.05801359521,-0.06548924691,0.01000517166,0.02692166038,0.009584589299,0.01701262999,0.04516066506,0.04825418483,65.19968032,0.01349252788,66.415691,66.415691,0,130000,499500,256500,3
Glendale,Condos-Elevator,QUEENS,104,0.1272623475,0.005564017561,0.05890337686,0.06079665262,-0.02719634703,0.09430434072,0.09990083953,0.07032469533,69.64508642,0.05909348297,74.18238544,74.18238544,0,425000,425000,425000,1
Inwood,Coops-Elevator,MANHATTAN,34,0.2168511916,0.001891517943,0.05444219932,0.1816926133,0.008248143294,0.0629101776,0.1385958017,0.1106261307,77.76253555,0.09501477739,80.30045287,80.30045287,0,175000,7.50E+07,2532183.75,72
Oakwood,Coops-Walkup,STATEN ISLAND,122,0.06572713128,-0.04834150702,-0.03191489362,0.1538944285,0.008673106486,0.02040816327,-0.01215540774,0.03610093778,-1,-1,-1,-1,0,-1,-1,-1,null
Prospect-Lefferts Gardens,Coops-Elevator,BROOKLYN,71,0,-0.08841526654,0.01760816666,0.1115224121,-0.02128274268,0.06645549457,0,0.03092662163,61.7095909,0.07318378188,76.58222654,76.58222654,0,160000,1150000,502320.0345,29
St. George,Three_Family,STATEN ISLAND,120,0,-0.007894660392,0,0,0.04688049766,0.0612244898,0,0.002368398117,-1,-1,-1,-1,0,-1,-1,-1,null
Stapleton,Two_Family,STATEN ISLAND,120,0.07397858418,-0.007894660392,-0.007010597761,-0.03940848545,0.04688049766,0.02944688783,0.09187254793,0.03390611156,62.30971489,-0.02443624579,59.95571236,59.95571236,0,150000,685000,363077.7778,9
Sunset Park,Three_Family,BROOKLYN,72,0.1431848243,0.01480104502,-0.0203998368,0.01944770195,-0.02067103582,0.01460665238,0.1347714711,0.05489289824,66.53683911,0.01860443972,67.28634507,67.28634507,0,380000,2080000,1280207.241,29
Wakefield,Condos-Elevator,BRONX,47,0.1152188286,0.02221669155,-0.003597122302,0.03023582488,0.07898425531,-0.007194244604,0.1016374624,0.04428418483,-1,-1,-1,-1,0,-1,-1,-1,null
Belmont,Three_Family,BRONX,48,0.1806064932,-0.06928387142,0.02112676056,0.2419766227,-0.04227152865,0.012392755,0.06782410586,0.1073397735,77.10060287,0.1246691276,85.35114262,85.35114262,0,180000,1750000,669888.6364,11
Bull's Head,Three_Family,STATEN ISLAND,121,0.2270616224,-0.09269450241,-0.02105263158,0.2201235139,-0.04809539468,0,0.1314696457,0.1247229229,80.60188837,0.1134841996,83.44614047,83.44614047,0,696000,696000,696000,1
East Elmhurst,Coops-Walkup,QUEENS,115,0.1755877908,0.01498870714,-0.04071901422,0.1250959633,0.00299716934,0.03480924534,0.1205819678,0.06433814016,-1,-1,-1,-1,0,-1,-1,-1,null
Flatbush,Condos-Elevator,BROOKLYN,70,0.1174837554,-0.04920125806,0.002389937107,0.0213326385,-0.05054393305,0.0460704607,0.1079690687,0.06822555164,69.22228033,0.03628048242,70.29690532,70.29690532,0,255000,1284013,650107.5882,68
Hollis,Condos-Elevator,QUEENS,103,0.01017970551,-0.2441680086,-0.004694835681,0.1156781588,-0.1401270648,0.009302325581,-0.05058517377,0.07665756115,-1,-1,-1,-1,0,-1,-1,-1,null
Park Slope,Two_Family,BROOKLYN,78,0.0599093353,-0.04648326716,-0.03384545178,0.02426135288,1.63E-04,0.003085059498,0.04836536344,0.03244281809,62.01498071,0.01164009583,66.10018722,66.10018722,0,260000,8580000,3262036.984,61
Williamsbridge,Condos-Elevator,BRONX,47,0.156634255,0.02221669155,0.008409180847,0.08543122941,0.07898425531,-0.0265771028,0.1190018786,0.06592270247,68.75844422,0.008104500942,65.49800937,65.49800937,0,187000,187000,187000,1
Bushwick,Two_Family,BROOKLYN,83,0.100924902,-0.03563333552,0.01181322202,0.1978106955,-0.00932107519,0.02918874556,0.002241223239,0.05905951208,67.37607165,0.09910832194,80.99765997,80.99765997,0,250000,4600000,989948.3933,150
Glen Oaks,Two_Family,QUEENS,105,-0.1375863226,-0.05300122629,-0.02272727273,0.08395773989,-0.0514101331,0.04347826087,-0.1874334364,-0.05169529547,45.06801961,0.0640735881,75.03059037,75.03059037,0,540000,980000,715833.3333,6
Maspeth,Coops-Walkup,QUEENS,104,0.1732154567,0.005564017561,0.0103626943,0.1270173324,-0.02719634703,0.06091370558,0.1171466158,0.07886842381,-1,-1,-1,-1,0,-1,-1,-1,null
Midland Beach,Three_Family,STATEN ISLAND,122,-0.06040889209,-0.04834150702,-0.02127659574,-0.1054282887,0.008673106486,0,-0.007309437016,-0.01800069827,51.85473022,-0.05004466186,55.59412076,55.59412076,0,247000,515828,381414,2
South Ozone Park,Two_Family,QUEENS,106,0.05159009684,-0.05380434783,-0.002406718133,0.0611822483,-0.01159383361,0.02430630243,0.02166162618,0.03875516839,63.28640398,0.03708673743,70.43422561,70.43422561,0,150000,999000,544062.7815,151
Windsor Terrace,Coops-Walkup,BROOKLYN,72,0.1557630337,0.01480104502,0.05384615385,0.1129787746,-0.02067103582,0.08808290155,0.1052173076,0.0791145901,71.41553263,0.07906248469,77.58347944,77.58347944,0,483000,1275000,763746.7273,11
East Elmhurst,One_Family,QUEENS,115,0.1755877908,0.01498870714,-0.04071901422,0.1250959633,0.00299716934,0.03480924534,0.1205819678,0.06433814016,68.43928427,0.06409634402,75.03446613,75.03446613,0,250000,875000,598203.4444,54
Gravesend,Coops-Walkup,BROOKLYN,61,0.1169043362,0.01230195155,0.004357298475,0.08252556168,-0.09159095711,0.0449197861,0.07889706782,0.05000569046,65.55246572,0.07584373641,77.03526649,77.03526649,0,120000,120000,120000,1
Hollis Hills,Coops-Walkup,QUEENS,111,0.09248649801,-0.09922647185,-0.003246753247,0.1614997174,0.03992337165,-0.01960784314,0.01276762304,0.07057517735,-1,-1,-1,-1,0,-1,-1,-1,null
Morrisania,Coops-Elevator,BRONX,42,0.314701061,-0.01524550237,0.01486642168,0.1052421943,0.05636415158,0.02755740001,0.2766369011,0.1499057336,85.67416887,0.03733909196,70.4772063,70.4772063,0,163725,163725,163725,1
Mount Hope,Coops-Walkup,BRONX,46,0.1367547557,-0.09706208223,0.01089440183,-0.02553506255,-0.02294489409,0.02146588312,0.1476373229,0.09338186521,-1,-1,-1,-1,0,-1,-1,-1,null
Pleasant Plains,Condos-Elevator,STATEN ISLAND,123,0.05836277158,-0.08360121338,0.1304347826,0.04042964028,-0.05428951547,0.2608695652,0.03893501578,0.08395230688,-1,-1,-1,-1,0,-1,-1,-1,null
Springfield Gardens,Coops-Elevator,QUEENS,113,0.179898234,-0.1162328571,-0.01547075806,0.1805269764,-0.01653521893,0.04309397223,0.09852824927,0.1119563729,-1,-1,-1,-1,0,-1,-1,-1,null
City Island,Condos-Elevator,BRONX,45,-0.08913351797,-0.04420403653,0.09803921569,0.3163716396,-0.01116504854,0.04255319149,-0.2937932665,-0.002339068209,-1,-1,-1,-1,0,-1,-1,-1,null
Flushing,One_Family,QUEENS,109,0.1503131226,0.00832101604,0.04998112949,0.1251941685,0.005724665602,0.08329151164,0.09357346434,0.07763988271,71.11849948,0.07544285406,76.96698873,76.96698873,0,162500,2200000,872460.4581,668
Laurelton,Coops-Walkup,QUEENS,105,-0.04382837505,-0.05300122629,0.01933701657,0.06425285001,-0.0514101331,0.01675977654,-0.07847595184,0.001011853257,55.68420723,0.04852676657,72.38267626,72.38267626,0,109000,180000,132879.6875,16
Richmondtown,Coops-Elevator,STATEN ISLAND,121,0.1063636901,-0.09269450241,-0.02,0.1171062717,-0.04809539468,0,0.05078412392,0.07067201125,-1,-1,-1,-1,0,-1,-1,-1,null
Sunnyside,Two_Family,STATEN ISLAND,120,0.05042680174,-0.007894660392,0.03703703704,-0.3176549011,0.04688049766,0.03773584906,0.1805741245,0.03431971816,62.39302285,-0.1475748925,38.98290069,38.98290069,0,362500,1628000,1020226.97,33
Sunnyside,Two_Family,STATEN ISLAND,120,0.05042680174,-0.007894660392,0.03703703704,-0.3176549011,0.04688049766,0.03773584906,0.1805741245,0.03431971816,62.39302285,-0.1475748925,38.98290069,38.98290069,0,470000,885000,644625,8
Sunnyside,Two_Family,QUEENS,120,0.1566108839,-0.007894660392,0.03703703704,0.0772097922,0.04688049766,0.03773584906,0.1227445275,0.08210255514,72.01736366,0.03011421946,69.24667556,69.24667556,0,362500,1628000,1020226.97,33
Sunnyside,Two_Family,QUEENS,120,0.1566108839,-0.007894660392,0.03703703704,0.0772097922,0.04688049766,0.03773584906,0.1227445275,0.08210255514,72.01736366,0.03011421946,69.24667556,69.24667556,0,470000,885000,644625,8
Tottenville,Two_Family,STATEN ISLAND,123,0.1834368366,-0.08360121338,0.02960526316,0.05152110224,-0.05428951547,0.05921052632,0.1618455151,0.1150282563,78.64920448,0.05427398223,73.36153444,73.36153444,0,317000,1380000,791008.3265,49
Windsor Terrace,One_Family,BROOKLYN,72,0.1557630337,0.01480104502,0.05384615385,0.1129787746,-0.02067103582,0.08808290155,0.1052173076,0.0791145901,71.41553263,0.07906248469,77.58347944,77.58347944,0,814600,2450000,1559947.059,17
Cypress Hills,Condos-Elevator,BROOKLYN,75,0.1254928759,-0.08579150635,0.009723422645,0.07052449214,-0.08745498743,0.02499461323,0.09352866052,0.08464010174,-1,-1,-1,-1,0,-1,-1,-1,null
Eltingville,Coops-Elevator,STATEN ISLAND,122,0.1046035176,-0.04834150702,-0.02197802198,0.1101679759,0.008673106486,0.0625,0.05240627628,0.05607952951,-1,-1,-1,-1,0,-1,-1,-1,null
Woodhaven,Condos-Walkup,QUEENS,102,0.1516661287,-0.1037101775,-0.02083333333,0.1056194071,-0.01849491009,0.01619433198,0.1043680721,0.09415447782,74.44484219,0.05712578922,73.84725044,73.84725044,0,255000,420000,351375,8
Upper West Side,One_Family,MANHATTAN,20,0.05333916493,0.1236454571,-0.007311333833,-0.1807491861,0.02723680096,0.01691032872,0.1318021888,-0.01491884636,52.47547179,-0.08528059186,49.5927837,49.5927837,0,3500000,1.58E+07,1.11E+07,10
Bay Ridge,Two_Family,BROOKLYN,68,0.1540417369,0.005630113062,-0.01104724268,0.1264402038,0.04791013466,0.005139110402,0.09695087943,0.06486793699,68.54599508,0.04380982891,71.57929367,71.57929367,0,145700,3075000,1234240.8,110
Bensonhurst,One_Family,BROOKLYN,62,0.195609427,-0.06129716783,0.05141655128,0.102415684,-0.08088568486,0.04483837331,0.1521951713,0.1192675303,79.50307212,0.08156235658,78.00925432,78.00925432,0,500000,3000000,1014694.048,42
Flatlands,Coops-Elevator,BROOKLYN,63,0.1540410219,-0.08564491114,-0.02077151335,-0.06876005286,-0.01484015572,0.005797101449,0.1821584365,0.08981905487,73.5716084,-0.02504070171,59.85276223,59.85276223,0,114000,230000,182021.3636,22
Huguenot,Condos-Walkup,STATEN ISLAND,123,0.09137035118,-0.08360121338,-0.006993006993,0.1228076213,-0.05428951547,0.04081632653,0.03192697871,0.0644487703,-1,-1,-1,-1,0,-1,-1,-1,null
Middle Village,Condos-Walkup,QUEENS,104,0.2093102507,0.005564017561,-0.04452380952,0.1004301099,-0.02719634703,0.04761904762,0.1675065461,0.08138945515,71.87373223,0.06525721546,75.23218422,75.23218422,0,450000,572250,511125,2
