Neighborhood,BUILDING_CLASS_CATEGORY,BOROUGH,PCT,Variance_housing,Variance_crime,Variance_school,Variance_prediction_housing,Variance_prediction_crime,Variance_prediction_school,Variance_test_housing,score,rank,score_prediction,rank_predicted,rank_testing,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,price,NUMBER_OF_SALES
Clinton Hill,Coop_Elevator,BROOKLYN,88,0.022409216726059503,-0.0911834479445062,0.020487307054471347,0.012892096981203577,0.001842126969288669,-0.004594820384294053,0.016066735189575274,0.049438431795541145,65.16543725870213,0.002626678059632271,63.426066904950154,66.67469614075225,150000.0,1434000.0,643731.2524271845,103
Crotona Park,Coop_Elevator,BRONX,48,0.1678432778050108,-0.06928387141761398,0.03896124170234898,0.07833306332682534,-0.042271528647151335,0.04797905011115218,0.1339220066557066,0.09619900622438661,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Crown Heights,One_Family,BROOKLYN,77,0.12003678863760871,-0.06301534286608913,0.01448513324344184,0.07922599652499215,-0.03261375731772225,0.07360917402758445,0.08374102338912566,0.07084029648045917,70.6555404829778,0.05917689521773227,75.64467200124284,70.65625005223443,110000.0,5450000.0,1256621.5675675676,37
Gerritsen Beach,Coop_Elevator,BROOKLYN,61,-0.030227013481870808,0.012301951550465047,0.021602882029264425,-0.07984187346225594,-0.0915909571096556,0.10438627943109838,0.009321788711869668,-0.010099514831524693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Long Island City,Condo_Elevator,QUEENS,108,0.2179489278592758,0.012723156380444736,0.004374540092722818,0.16776928189103416,-0.05233356211393273,0.07193034262477625,0.1463399620896277,0.07228649722174933,71.02652644469646,0.09763525916362911,83.95423446305747,74.33920048833927,424500.0,2751525.0,1052268.3916913946,337
Middle Village,Three_Family,QUEENS,104,0.20931025067272288,0.005564017561150304,-0.04452380952380963,0.10043010988769724,-0.027196347031963233,0.04761904761904757,0.16750654614710556,0.05990202833004048,67.84960641486248,0.057933839178241214,75.3760892862262,75.58451680844985,675000.0,1600000.0,1138071.4285714286,14
Navy Yard,Condo_Elevator,BROOKLYN,84,0.07526561483481559,0.02342607595937262,0.019999999999999928,0.4301188781589075,0.025943678849610654,0.040000000000000036,-0.17809478985350646,0.02197253480843639,58.11976101382847,0.15016413581577337,95.30396276153645,55.251383091413544,337029.0,337029.0,337029.0,1
St. Albans,Condo_Elevator,QUEENS,113,0.0828392982868343,-0.11623285712135131,-0.003880718954248516,0.06810238574827825,-0.01653521892847435,0.0020325203252035046,0.0505079617602739,0.07451671751037041,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
East Village,Condo_Walkup,MANHATTAN,9,-0.6389571428571429,-0.1020739932953673,0.007013292208269182,0.45176918301800223,2.381868484215874E-4,0.0140265844165382,-1.1172,-0.18105207962978578,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
New Springville,Three_Family,STATEN ISLAND,121,0.17703591742247432,-0.09269450240992776,-0.029411764705882526,0.09975296127481906,-0.048095394679912015,0.029801324503311324,0.13383463749047309,0.09168743088536647,76.00334178432634,0.06160202544397931,76.16866129837945,73.60346132658701,737000.0,737000.0,737000.0,1
Schuylerville,Three_Family,BRONX,45,0.10019471025575429,-0.04420403652649316,-0.006355932203389694,-0.003478776491818358,-0.011165048543689354,-0.012711864406779388,0.1017571033920855,0.05116078014926384,65.60726185619912,7.048154364447E-5,62.873758578882104,71.71620939150144,499890.0,990000.0,689533.0,19
Washington Heights,Condo_Elevator,MANHATTAN,34,0.3164874382276589,0.00189151794314925,0.015781922525107548,-0.013294978479196556,0.00824814329401498,0.03438395415472785,0.3210010762668737,0.1139594768336978,81.7166678459717,6.434887533571763E-4,62.9975662168481,84.61522497027644,350000.0,1325000.0,626706.9333333333,45
Elmhurst,Three_Family,QUEENS,110,0.13058517864588431,-0.11030197872303142,0.015971610425348712,0.10921238577763381,-0.057736345476101535,0.0672603019374154,0.08036755179223623,0.09381850662160926,76.55001498046924,0.0781339486969663,79.74065539250881,70.45777498305803,475000.0,1680000.0,1200085.1063829786,47
Gowanus,One_Family,BROOKLYN,76,0.13935661342667316,-0.013355793526651316,-0.07553956834532405,0.18596610973990774,0.04450292171355598,-0.0763888888888888,0.051127554789034746,0.035232240023665116,61.52120062793708,0.02818974750132312,68.94938876388997,68.73746690834972,829873.0,3022329.0,1917533.6666666667,6
Melrose,Condo_Elevator,BRONX,40,0.0737093151950724,-0.14027153241667334,0.020587529450430343,-0.12805952795014364,-0.03755912155624212,0.06669770144131927,0.12945040057485765,0.08705375564755226,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Morris Heights,One_Family,BRONX,46,0.1357072861932461,-0.09706208223247645,-0.0014438943894390377,0.12409136113938109,-0.022944894087536506,0.025620170801138605,0.07853432101927502,0.08596140946326696,74.53447684500665,0.05901497673408263,75.60968684806518,70.34991855266293,173000.0,1500000.0,465807.5,12
Rossville,Coop_Elevator,STATEN ISLAND,123,0.15403802708339814,-0.08360121338343847,0.08333333333333323,0.08226553377254091,-0.05428951547143899,0.08695652173913032,0.11774858530778076,0.10818712816589804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
SoHo,Coop_Elevator,MANHATTAN,1,0.4957060822308536,-0.0014599872251117802,-0.009900990099009865,-0.17378869572762087,0.07452762329163672,-0.01980198019801973,0.5360230561873018,0.171605876146091,96.50438318723731,-0.09558758787082691,42.20525838229595,97.26584351364986,155570.0,1.6E7,3234975.3387096776,62
West Brighton,Three_Family,STATEN ISLAND,120,0.18578119182788422,-0.00789466039161007,0.04697986577181209,-0.057849924472905934,0.046880497656678614,0.08108108108108115,0.20867037145027154,0.07992624773935651,72.98630983585743,-0.01872940235791824,58.8117342615017,78.0063522500597,215000.0,785000.0,548750.0,4
Country Club,Coop_Elevator,BRONX,45,0.1758109370545698,-0.04420403652649316,-0.0744680851063829,-0.08606778485664299,-0.011165048543689354,-0.019999999999999928,0.20981564556199742,0.06059842130310096,68.02824829317773,-0.030657705282349283,56.23442810377106,78.07373338905028,105000.0,155000.0,121666.66666666667,3
Flatiron District,Two_Family,MANHATTAN,13,0.0,-0.06703331144409284,0.003219262656553311,0.0,-0.08380938501894483,-0.003989715400301739,0.0,0.027618140241775467,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Fort Greene,One_Family,BROOKLYN,88,0.20798262141838791,-0.0911834479445062,-0.008032128514056052,0.09374448382147267,0.001842126969288669,0.023622047244094682,0.16903335165752573,0.10725926454572424,79.9978990551636,0.03797923036082364,71.0645676468066,75.67434499303542,2846008.0,2846008.0,2846008.0,1
Hunts Point,Condo_Elevator,BRONX,41,0.16097711365370124,-0.15905770288988824,-0.017587560386473525,-0.11215030373696847,0.007973519436472678,-0.005206009222073437,0.20552729144148593,0.11556818083813235,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Douglaston,Three_Family,QUEENS,111,0.1065284222783018,-0.09922647185217003,-0.02397260273972594,0.09540481913034515,0.039923371647509684,0.006666666666666643,0.06177272031767796,0.07098238585334214,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Flatlands,Condo_Walkup,BROOKLYN,63,0.1540410219303845,-0.08564491113879623,-0.02077151335311565,-0.06876005285588356,-0.014840155715465292,0.005797101449275342,0.18215843649747074,0.08297944379287414,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
St. George,One_Family,STATEN ISLAND,120,0.0,-0.00789466039161007,0.0,0.0,0.046880497656678614,0.061224489795918505,0.0,0.0031578641566440283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Woodhaven,Coop_Walkup,QUEENS,102,0.15166612866709187,-0.10371017749755511,-0.02083333333333326,0.10561940710937541,-0.01849491009418701,0.016194331983805686,0.10436807205838151,0.08935888269917089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Bay Terrace,Coop_Elevator,STATEN ISLAND,122,0.16707956786647646,-0.04834150701809471,-0.01960784313725501,0.08283759991866836,0.008673106486473918,0.0,0.13109037387944952,0.07291249077619089,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Belmont,One_Family,BRONX,48,0.18060649317054045,-0.06928387141761398,0.021126760563380555,0.24197662270304815,-0.042271528647151335,0.012392755004766578,0.06782410585538667,0.09620751131757989,77.16285328111512,0.10469861815611903,85.48038941912593,69.71979298779766,300000.0,450000.0,351000.0,3
Jamaica,Condo_Walkup,QUEENS,103,0.06081708314267923,-0.2441680086279495,0.03265807243707796,0.10280954790610856,-0.1401270648030497,0.008090001264062346,0.009922366180197432,0.12711770066038702,85.09207499484295,0.09405666800437346,83.1810209481777,66.313197895056,405600.0,405600.0,405600.0,1
Mount Eden,Three_Family,BRONX,44,0.13675475573645357,-0.06715625228920973,0.012269248546874228,-0.025535062550283264,-0.041087253493992684,0.01806914948189175,0.14763732287441797,0.0777939775601612,72.43933023580058,0.01201491687547087,65.45455040873077,74.41552950552898,395000.0,1850000.0,690369.05,20
Murray Hill,Three_Family,MANHATTAN,109,0.4448483967188665,0.008321016039853312,-0.004103967168262749,-0.5553491482092847,0.00572466560246606,0.06332453825857524,0.5654984340044743,0.15134254064359626,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Bayside,Coop_Elevator,QUEENS,111,0.06636971239522584,-0.09922647185217003,-0.0023980815347721734,0.018981627122186918,0.039923371647509684,0.03294117647058812,0.05742389834729783,0.062320467695504006,68.46999543018988,-0.001090485048591423,62.62291263993795,69.10790643552312,127000.0,6100000.0,589072.7379310345,145
Floral Park,Three_Family,QUEENS,105,0.180297819201256,-0.053001226290391966,0.0,0.1410544359651192,-0.0514101331016721,0.039215686274509665,0.11809985546907247,0.08430472723659639,74.10949721971943,0.07973702739708798,80.08702692845364,72.6777200359081,980000.0,980000.0,980000.0,2
Fordham,Condo_Walkup,BRONX,52,0.1949466391252193,-0.006578378845489072,7.55979107486385E-4,0.2436768358204707,-0.054818685983307296,0.008446717194776673,0.08325144564057103,0.07105167000889398,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Grant City,Condo_Walkup,STATEN ISLAND,122,0.10953036573675176,-0.04834150701809471,0.006802721088435169,-0.030113534556687048,0.008673106486473918,0.02702702702702693,0.12273907926267887,0.059372911087209795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Huguenot,Coop_Walkup,STATEN ISLAND,123,0.0913703511840317,-0.08360121338343847,-0.006993006993006968,0.12280762126046464,-0.05428951547143899,0.0408163265306121,0.03192697870840578,0.06367185651953475,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Middle Village,Coop_Walkup,QUEENS,104,0.20931025067272288,0.005564017561150304,-0.04452380952380963,0.10043010988769724,-0.027196347031963233,0.04761904761904757,0.16750654614710556,0.05990202833004048,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Baychester,Condo_Walkup,BRONX,47,0.13095627221967462,0.022216691554670487,0.0,0.06566626790090477,0.07898425530527753,0.019607843137254832,0.1014541975264436,0.036948018655017914,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Clinton Hill,Condo_Walkup,BROOKLYN,88,0.022409216726059503,-0.0911834479445062,0.020487307054471347,0.012892096981203577,0.001842126969288669,-0.004594820384294053,0.016066735189575274,0.049438431795541145,65.16543725870213,0.002626678059632271,63.426066904950154,66.67469614075225,500000.0,1650000.0,955253.5714285715,14
Crotona Park,Condo_Walkup,BRONX,48,0.1678432778050108,-0.06928387141761398,0.03896124170234898,0.07833306332682534,-0.042271528647151335,0.04797905011115218,0.1339220066557066,0.09619900622438661,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Gerritsen Beach,Condo_Walkup,BROOKLYN,61,-0.030227013481870808,0.012301951550465047,0.021602882029264425,-0.07984187346225594,-0.0915909571096556,0.10438627943109838,0.009321788711869668,-0.010099514831524693,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Red Hook,Condo_Elevator,BROOKLYN,76,0.16028885103316973,-0.013355793526651316,-0.03636363636363624,0.030995019591765885,0.04450292171355598,0.03448275862068969,0.1470705688182335,0.052352506181360864,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Woodhaven,Two_Family,QUEENS,102,0.15166612866709187,-0.10371017749755511,-0.02083333333333326,0.10561940710937541,-0.01849491009418701,0.016194331983805686,0.10436807205838151,0.08935888269917089,75.40601206128017,0.04841333952190762,73.31902865116427,71.8698233087309,152000.0,1350000.0,684046.1370967742,124
Woodside,Condo_Walkup,QUEENS,108,0.058716131662877896,0.012723156380444736,5.211002162564175E-4,0.1707283231115413,-0.05233356211393273,0.041241149237472755,-0.029135125448637996,0.015591658583893471,56.48290975578112,0.09099862524398072,82.52028048183514,64.01528663947066,283920.0,702592.0,461956.7727272727,22
Borough Park,Three_Family,BROOKLYN,66,0.14076425012249918,-0.09430724152365001,-0.02345215759849906,0.14615045346454458,-0.03806974689465205,0.009124087591240683,0.07302536877032623,0.08112734475270995,73.29442067959745,0.06866157936826159,77.69399410683944,70.02580446208995,108000.0,4300000.0,1422342.9714285715,70
Cambria Heights,Coop_Elevator,QUEENS,105,0.17469660905858275,-0.053001226290391966,0.012171757872489248,0.09237768058622862,-0.0514101331016721,0.09222253219199186,0.13473082953334284,0.08538724315478305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Flushing,Three_Family,QUEENS,109,0.15031312255885054,0.008321016039853312,0.0499811294860359,0.12519416850416368,0.00572466560246606,0.08329151163796827,0.09357346433767327,0.06177646885116534,68.3304463837271,0.06235097064496293,76.3304832348717,71.2347325861426,290000.0,2138000.0,1236349.3870967743,62
Mariners Harbor,Condo_Elevator,STATEN ISLAND,121,-0.006640683105830878,-0.09269450240992776,-0.005154639175257806,0.04662023126169471,-0.048095394679912015,0.010204081632653206,-0.030665617834286917,0.03346490208311585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
New Springville,Coop_Walkup,STATEN ISLAND,121,0.17703591742247432,-0.09269450240992776,-0.029411764705882526,0.09975296127481906,-0.048095394679912015,0.029801324503311324,0.13383463749047309,0.09168743088536647,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Schuylerville,Coop_Walkup,BRONX,45,0.10019471025575429,-0.04420403652649316,-0.006355932203389694,-0.003478776491818358,-0.011165048543689354,-0.012711864406779388,0.1017571033920855,0.05116078014926384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Woodlawn,Condo_Walkup,BRONX,47,0.12425755693164421,0.022216691554670487,-0.015625000000000038,0.011611775188715763,0.07898425530527753,-0.03124999999999989,0.1191434025400431,0.030697218304207272,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Concord,Coop_Elevator,STATEN ISLAND,120,0.03542897796091078,-0.00789466039161007,-0.04950495049504951,0.22638454910924286,0.046880497656678614,0.018691588785046665,-0.08768901573862109,0.0031817688192004243,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Elmhurst,Coop_Walkup,QUEENS,110,0.13058517864588431,-0.11030197872303142,0.015971610425348712,0.10921238577763381,-0.057736345476101535,0.0672603019374154,0.08036755179223623,0.09381850662160926,76.55001498046924,0.0781339486969663,79.74065539250881,70.45777498305803,200000.0,200000.0,200000.0,1
Huguenot,Two_Family,STATEN ISLAND,123,0.0913703511840317,-0.08360121338343847,-0.006993006993006968,0.12280762126046464,-0.05428951547143899,0.0408163265306121,0.03192697870840578,0.06367185651953475,68.81665980963948,0.07490255526239124,79.04245966007792,67.60781884214296,195000.0,1160805.0,815924.9743589744,39
Middle Village,Two_Family,QUEENS,104,0.20931025067272288,0.005564017561150304,-0.04452380952380963,0.10043010988769724,-0.027196347031963233,0.04761904761904757,0.16750654614710556,0.05990202833004048,67.84960641486248,0.057933839178241214,75.3760892862262,75.58451680844985,262641.0,1475000.0,873051.4382022471,89
Ridgewood,Condo_Walkup,QUEENS,104,0.12996611091968785,0.005564017561150304,0.009900645179270933,0.17236900492539264,-0.027196347031963233,0.05076608644363048,0.04791077474061371,0.045737693092248365,64.21610701172288,0.08389921214758034,80.98633544325381,68.54821064094129,301105.0,855000.0,487574.6666666667,18
Whitestone,Condo_Elevator,QUEENS,109,0.10776212096580187,0.008321016039853312,-0.002932551319648083,0.10467651268570063,0.00572466560246606,0.02312138728323691,0.05848486022983651,0.033655198092177305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Rosedale,Coop_Walkup,QUEENS,105,0.09028119128894961,-0.053001226290391966,0.020618556701030855,-0.012324107692885281,-0.0514101331016721,0.04123711340206171,0.09585259627581938,0.057953546642546865,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
SoHo,Condo_Walkup,MANHATTAN,1,0.4957060822308536,-0.0014599872251117802,-0.009900990099009865,-0.17378869572762087,0.07452762329163672,-0.01980198019801973,0.5360230561873018,0.171605876146091,96.50438318723731,-0.09558758787082691,42.20525838229595,97.26584351364986,995000.0,1450000.0,1222500.0,2
Upper West Side,Three_Family,MANHATTAN,20,0.05333916492860234,0.12364545707140893,-0.007311333832506115,-0.1807491861110241,0.027236800955278122,0.016910328718967454,0.1318021888068679,-0.032617308561679284,44.116127241198434,-0.06992935334122782,47.74914222466466,73.48388409539052,2482893.0,1.49E7,7104111.625,8
Bath Beach,Condo_Elevator,BROOKLYN,62,0.07983518356704661,-0.061297167829229345,-0.006557377049180305,0.018921319111173653,-0.08088568486096823,0.012944983818770182,0.07104667239151315,0.05082183711786298,65.52031465524557,0.04221298158799062,71.97933927670277,69.90938969783755,290000.0,690000.0,538333.3333333334,3
Bensonhurst,Three_Family,BROOKLYN,62,0.1956094270274053,-0.061297167829229345,0.0514165512834169,0.10241568397882903,-0.08088568486096823,0.044838373305526744,0.15219517132263202,0.10583630441213782,79.63287487935315,0.07940935666335913,80.01622827376674,74.68368628707383,300000.0,2138325.0,1405388.1842105263,38
Carroll Gardens,Three_Family,BROOKLYN,76,0.019238637138054755,-0.013355793526651316,0.033986472379466795,-0.4086110309645398,0.04450292171355598,0.015605781057810507,0.18562079949522223,0.02057245850384639,57.760607101436975,-0.1569135842585587,28.95476758570955,76.65025208532643,700000.0,3250000.0,2549176.470588235,17
Country Club,Condo_Walkup,BRONX,45,0.1758109370545698,-0.04420403652649316,-0.0744680851063829,-0.08606778485664299,-0.011165048543689354,-0.019999999999999928,0.20981564556199742,0.06059842130310096,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Mill Basin,One_Family,BROOKLYN,63,0.0220456395267914,-0.08564491113879623,0.0018274853801169175,0.13278155493144775,-0.014840155715465292,0.09154437456324259,-0.047498607413664885,0.04243080963492472,63.36781029558906,0.07529570015300348,79.12740508390513,62.93488822832384,425000.0,2450000.0,956507.7619047619,63
New Springville,Two_Family,STATEN ISLAND,121,0.17703591742247432,-0.09269450240992776,-0.029411764705882526,0.09975296127481906,-0.048095394679912015,0.029801324503311324,0.13383463749047309,0.09168743088536647,76.00334178432634,0.06160202544397931,76.16866129837945,73.60346132658701,300000.0,1900000.0,705207.3859649122,57
Elmhurst,Two_Family,QUEENS,110,0.13058517864588431,-0.11030197872303142,0.015971610425348712,0.10921238577763381,-0.057736345476101535,0.0672603019374154,0.08036755179223623,0.09381850662160926,76.55001498046924,0.0781339486969663,79.74065539250881,70.45777498305803,400000.0,2550000.0,978542.6021505377,93
Kingsbridge,Condo_Elevator,BRONX,50,0.0601463483666575,-0.04602577018929939,0.014194571409644873,0.21265556501212404,0.01853200411822307,0.04656190136309738,-0.0516760320343267,0.043010172856461096,63.516431172200114,0.07865712144772853,79.85369547546433,62.68911332945423,430000.0,640000.0,568953.3333333334,3
Park Slope,Coop_Elevator,BROOKLYN,78,0.059909335302334714,-0.04648326715825288,-0.03384545177973831,0.024261352880236335,1.6259281339762319E-4,0.003085059497576155,0.04836536343697926,0.031100211274183727,60.461233905676934,0.009197701257117705,64.84584460985597,68.57495594481198,215000.0,3845000.0,1096496.505882353,85
Richmond Hill,Condo_Elevator,QUEENS,102,0.12723594507406774,-0.10371017749755511,0.03339692489382483,0.06187033428527523,-0.01849491009418701,0.07644852210069594,0.09937495889462808,0.09436588299840196,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
West Village,Condo_Elevator,MANHATTAN,6,0.11614567041072066,0.010293350036538109,0.0654090044388081,-0.13619739621758822,-0.11370730402211716,-0.0018336162988115078,0.1724975124918167,0.052885895738839006,66.04979631756542,-0.0026445711420118785,62.28712676297029,75.8781556792905,224977.0,3.46205E7,5479581.787234043,141
Bellerose,One_Family,QUEENS,105,0.09038768335683992,-0.053001226290391966,-0.010101010101010065,0.018996795444782125,-0.0514101331016721,0.019801980198019906,0.08166497201867011,0.05031092716579824,65.38925372123633,0.03216342669584756,69.80796755097946,70.53410749744167,200000.0,1350000.0,588311.5702479339,121
Bushwick,Coop_Elevator,BROOKLYN,83,0.10092490204748829,-0.035633335523290316,0.011813222020834695,0.19781069554550643,-0.009321075190006533,0.029188745561918875,0.00224122323858348,0.0525303554311457,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
City Island,Condo_Elevator,BRONX,45,-0.08913351797450657,-0.04420403652649316,0.09803921568627452,0.3163716395702685,-0.011165048543689354,0.042553191489361736,-0.2937932664623383,0.010994687241088597,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Glen Oaks,Coop_Elevator,QUEENS,105,-0.13758632260569323,-0.053001226290391966,-0.022727272727272645,0.08395773989487096,-0.0514101331016721,0.043478260869565064,-0.18743343640372154,-0.03263654057765401,44.111193757389124,0.060818827421264945,75.99943847603394,54.70195249244929,110000.0,1200000.0,553468.7256637168,113
Riverdale,Condo_Elevator,BRONX,50,0.011051583876176876,-0.04602577018929939,0.022222222222222143,0.10568501505432015,0.01853200411822307,0.07860262008733632,-0.04412246535882376,0.0278339179879372,59.6233495639967,0.049227608643556894,73.49496489578952,63.13352041141435,140000.0,1450000.0,651496.5952380953,42
Rosedale,Two_Family,QUEENS,105,0.09028119128894961,-0.053001226290391966,0.020618556701030855,-0.012324107692885281,-0.0514101331016721,0.04123711340206171,0.09585259627581938,0.057953546642546865,67.34977307078525,0.02655989389867442,68.59723206960427,71.36882319757765,162500.0,1032349.0,602345.9357142857,140
South Ozone Park,Coop_Elevator,QUEENS,106,0.05159009683678396,-0.05380434782608689,-0.002406718132524614,0.061182248301949994,-0.011593833609376956,0.024306302430630325,0.021661626181643683,0.03897659349017799,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Castle Hill,Coop_Elevator,BRONX,43,0.1482682121382238,-0.08168790457191696,-0.016347636357102825,0.07369585501992587,-0.02424646445407365,0.023964434061645275,0.11568296202717604,0.0804821269878694,73.12890649738661,0.04148324355401483,71.82166736474588,72.53552435430974,115000.0,150000.0,140000.0,4
Jackson Heights,Condo_Elevator,QUEENS,115,0.14934182424119527,0.014988707138457326,-0.014296445842527806,0.11321326617666369,0.0029971693400676386,0.022562929061785017,0.09829960057536255,0.04270004416840345,63.436875557055714,0.04406650769125149,72.37982409585207,71.51279042352809,173000.0,1050000.0,487426.0238095238,42
Jamaica Hills,One_Family,QUEENS,103,0.19008047338409337,-0.2441680086279495,0.028460543337645576,0.09619070441584976,-0.1401270648030497,0.04427083333333341,0.14915897459425198,0.17131050497002387,96.42861323588224,0.10078528080010064,84.63484847932584,74.50505447163064,280000.0,1120000.0,647667.2142857143,28
East Flatbush,Condo_Elevator,BROOKLYN,67,0.14705103896163788,-0.035428086964600855,0.01623688218480728,0.07560829057395847,0.01883291482411502,0.008983331749902346,0.11353914396902283,0.06969831896861542,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Emerson Hill,Condo_Walkup,STATEN ISLAND,122,-0.6602086352558739,-0.04834150701809471,0.02857142857142864,-0.38525299433890753,0.008673106486473918,0.1111111111111112,-0.3920608331243407,-0.20459356238946078,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Flushing,Coop_Walkup,QUEENS,109,0.15031312255885054,0.008321016039853312,0.0499811294860359,0.12519416850416368,0.00572466560246606,0.08329151163796827,0.09357346433767327,0.06177646885116534,68.3304463837271,0.06235097064496293,76.3304832348717,71.2347325861426,120000.0,498000.0,237535.96825396825,189
Longwood,One_Family,BRONX,41,0.31470106100448736,-0.15905770288988824,0.030263974414053266,0.10524219427664565,0.007973519436472678,0.045695045695045705,0.2766369011116028,0.1813344461110392,99.0,0.04506912164599833,72.59645534136672,82.00509991660321,223250.0,1.2303058E7,844825.2592592592,27
Lower East Side,One_Family,MANHATTAN,7,0.0,-0.002726294990120216,-0.02336887279554758,0.0,0.018975144537233934,0.040759997432441214,0.0,-0.004751700202838809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Sunnyside,Coop_Elevator,QUEENS,120,0.15661088391395475,-0.00789466039161007,0.03703703703703723,0.0772097922030125,0.046880497656678614,0.03773584905660381,0.12274452754536583,0.06723093278578748,69.72965016690338,0.017705190472533876,66.68402766746513,72.95098500499633,140000.0,665000.0,325226.41891891893,74
Sunnyside,Coop_Elevator,STATEN ISLAND,120,0.050426801736613555,-0.00789466039161007,0.03703703703703723,-0.3176549010842507,0.046880497656678614,0.03773584905660381,0.1805741244573082,0.030066504023718077,60.196062641757216,-0.12049745217800824,36.82307224283762,76.35333564524603,140000.0,665000.0,325226.41891891893,74
Castleton Corners,Condo_Elevator,STATEN ISLAND,121,0.09218663652101083,-0.09269450240992776,-0.00943396226415091,-0.03314539018857425,-0.048095394679912015,0.018518518518518615,0.10698628060751773,0.06698463318028718,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Marine Park,One_Family,BROOKLYN,63,0.22192581609135023,-0.08564491113879623,-0.028947368421052482,0.20768447805251086,-0.014840155715465292,0.015228426395939123,0.13176650608570076,0.10469515798222795,79.34014283069979,0.0824327362035497,80.66947918091216,73.4817847356216,160000.0,1350000.0,630944.7549668874,151
Maspeth,Three_Family,QUEENS,104,0.1732154566760323,0.005564017561150304,0.010362694300517915,0.12701733240358154,-0.027196347031963233,0.06091370558375631,0.1171466157933296,0.06099047638728066,68.1288200383708,0.07056303154997791,78.10483414398594,72.621637064657,220000.0,1741207.0,1110711.4285714286,21
East Elmhurst,Two_Family,QUEENS,115,0.17558779078855433,0.014988707138457326,-0.04071901422297958,0.1250959633108648,0.0029971693400676386,0.03480924533556099,0.12058196784592486,0.045280490364866186,64.09882329814454,0.051287030756665866,73.93993693641494,72.82375281298961,120000.0,1415000.0,782739.0857142857,70
Mount Hope,Three_Family,BRONX,46,0.13675475573645357,-0.09706208223247645,0.010894401827974267,-0.025535062550283264,-0.022944894087536506,0.021465883121122988,0.14763732287441797,0.08941259785774289,75.41979131694832,0.005607156522696207,64.07004832833478,74.41552950552898,395000.0,1850000.0,690369.05,20
Upper West Side,Coop_Walkup,MANHATTAN,20,0.05333916492860234,0.12364545707140893,-0.007311333832506115,-0.1807491861110241,0.027236800955278122,0.016910328718967454,0.1318021888068679,-0.032617308561679284,44.116127241198434,-0.06992935334122782,47.74914222466466,73.48388409539052,206000.0,3625000.0,906356.4519230769,104
Bensonhurst,Coop_Walkup,BROOKLYN,62,0.1956094270274053,-0.061297167829229345,0.0514165512834169,0.10241568397882903,-0.08088568486096823,0.044838373305526744,0.15219517132263202,0.10583630441213782,79.63287487935315,0.07940935666335913,80.01622827376674,74.68368628707383,165000.0,340000.0,230000.0,5
