Neighborhood,BUILDING_CLASS_CATEGORY,BOROUGH,PCT,Variance_housing,Variance_crime,Variance_school,Variance_prediction_housing,Variance_prediction_crime,Variance_prediction_school,Variance_test_housing,score,rank,score_prediction,rank_predicted,rank_testing,MIN_SALE_PRICE_2017_2018,MAX_SALE_PRICE_2017_2018,price,NUMBER_OF_SALES
St. Albans,One_Family,QUEENS,113,0.0828392982868343,-0.11623285712135131,-0.003880718954248516,0.06810238574827825,-0.01653521892847435,0.0020325203252035046,0.0505079617602739,0.07451671751037041,71.5986326502848,0.030958052664588,69.5475266539956,68.70101372778701,130000.0,850000.0,404820.4213649852,337
University Heights,One_Family,BRONX,52,0.07890483173465705,-0.006578378845489072,0.009569377990430419,0.10860092922841912,-0.054818685983307296,0.015974440894568634,0.026017108182685465,0.0326403871429332,60.856326792556644,0.06393140984691177,76.67196313464513,67.2601170970038,200000.0,890000.0,448833.3333333333,15
Brighton Beach,Coop_Walkup,BROOKLYN,60,0.066414141709776,-0.11284858199304187,-0.033535311324696934,-0.025123439889087808,-0.1261309855233854,0.03950193215972516,0.07799609653290593,0.06000055456446411,67.87488081058679,0.05153467328810472,73.99344418092717,70.31825261474216,189000.0,250000.0,224125.0,4
Chinatown,One_Family,MANHATTAN,5,0.0,-0.03911735205616833,-0.01754385964912278,0.0,0.012878476503630552,0.01897533206831113,0.0,0.011260975910186637,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Sea Gate,Coop_Walkup,BROOKLYN,60,0.29598152567589825,-0.11284858199304187,-0.06521739130434799,0.22432676942328342,-0.1261309855233854,0.040000000000000036,0.2070405047493504,0.13242861895769414,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Sheepshead Bay,Coop_Elevator,BROOKLYN,61,0.1349071908221123,0.012301951550465047,-0.002032520325203209,0.04743184332263882,-0.0915909571096556,0.0436507936507936,0.11389233075479878,0.04178860608625248,63.20306933375636,0.06415022641948423,76.71924205633896,72.43017422597839,110000.0,650000.0,243759.85945945946,185
St. George,Condo_Walkup,STATEN ISLAND,120,0.0,-0.00789466039161007,0.0,0.0,0.046880497656678614,0.061224489795918505,0.0,0.0031578641566440283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Bellerose,Coop_Elevator,QUEENS,105,0.09038768335683992,-0.053001226290391966,-0.010101010101010065,0.018996795444782125,-0.0514101331016721,0.019801980198019906,0.08166497201867011,0.05031092716579824,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Belmont,Condo_Walkup,BRONX,48,0.18060649317054045,-0.06928387141761398,0.021126760563380555,0.24197662270304815,-0.042271528647151335,0.012392755004766578,0.06782410585538667,0.09620751131757989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Bronx Park,Coop_Walkup,BRONX,52,0.0,-0.006578378845489072,-0.03518566888685742,0.0,-0.054818685983307296,0.0499220928325406,0.0,-0.006165065683518725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Far Rockaway,One_Family,QUEENS,101,0.05801359520779405,-0.06548924690517588,0.010005171659307081,0.026921660380806012,0.00958458929917102,0.017012629985258373,0.045160665061063685,0.04900174999962505,65.0534176673704,0.009841902909928289,64.98503497894094,68.38641049138774,123500.0,2000000.0,561263.7441860465,86
Little Italy,Coop_Walkup,MANHATTAN,5,0.0,-0.03911735205616833,0.009615384615384581,0.0,0.012878476503630552,-0.01960784313725501,-0.36812411847672777,0.018050786976313477,57.113736504519856,-0.010053351385765973,60.686337860771005,44.07118398174414,826475.0,945000.0,885737.5,2
Port Richmond,Coop_Walkup,STATEN ISLAND,121,0.016773202889224573,-0.09269450240992776,0.016407952069716774,0.15833070135403687,-0.048095394679912015,0.020687765447321545,-0.06775608176089601,0.0470504099926289,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
Hollis,One_Family,QUEENS,103,0.010179705508009597,-0.2441680086279495,-0.004694835680751282,0.11567815879054275,-0.1401270648030497,0.009302325581395562,-0.05058517376911741,0.10005639145879533,78.15018544044928,0.09886376289325872,84.21967291203285,62.75329296263943,105000.0,945000.0,444656.09633027524,218
Morrisania,Three_Family,BRONX,42,0.31470106100448736,-0.015245502374961339,0.014866421679320027,0.10524219427664565,0.056364151575259584,0.027557400013008635,0.2766369011116028,0.1199601777213851,83.25599480539417,0.021178457369974295,67.43448414219809,82.00509991660321,150000.0,805000.0,517300.578125,64
Springfield Gardens,Three_Family,QUEENS,113,0.17989823398956778,-0.11623285712135131,-0.015470758055503788,0.18052697637486015,-0.01653521892847435,0.043093972227830395,0.09852824926587625,0.1055898352310133,79.5696494891408,0.0805720223595484,80.26744133208315,71.526242756937,600000.0,900000.0,716666.6666666666,3
Williamsbridge,One_Family,BRONX,47,0.15663425495006755,0.022216691554670487,0.008409180846853919,0.08543122941015176,0.07898425530527753,-0.026577102803738366,0.11900187864225442,0.048037607822368926,64.80609155098091,-0.00833704752949249,61.05717355511362,72.73078973178492,110000.0,644661.0,356621.77611940296,67
Brighton Beach,Two_Family,BROOKLYN,60,0.066414141709776,-0.11284858199304187,-0.033535311324696934,-0.025123439889087808,-0.1261309855233854,0.03950193215972516,0.07799609653290593,0.06000055456446411,67.87488081058679,0.05153467328810472,73.99344418092717,70.31825261474216,455000.0,900000.0,654175.125,16
Hunts Point,One_Family,BRONX,41,0.16097711365370124,-0.15905770288988824,-0.017587560386473525,-0.11215030373696847,0.007973519436472678,-0.005206009222073437,0.20552729144148593,0.11556818083813235,82.12933988047322,-0.04374351638804639,53.40702325370336,77.82143205605365,390000.0,390000.0,390000.0,1
Longwood,Coop_Elevator,BRONX,41,0.31470106100448736,-0.15905770288988824,0.030263974414053266,0.10524219427664565,0.007973519436472678,0.045695045695045705,0.2766369011116028,0.1813344461110392,99.0,0.04506912164599833,72.59645534136672,82.00509991660321,163725.0,163725.0,163725.0,1
Lower East Side,Coop_Elevator,MANHATTAN,7,0.0,-0.002726294990120216,-0.02336887279554758,0.0,0.018975144537233934,0.040759997432441214,0.0,-0.004751700202838809,51.26433925681231,0.00259994154321673,63.420290040560424,65.72942469363818,388000.0,2200000.0,820936.5853658536,123
Manhattan Beach,Coop_Elevator,BROOKLYN,61,-0.015097154566381521,0.012301951550465047,-0.08979328165374655,-0.1898831468285502,-0.0915909571096556,0.0059101654846333606,0.0729211683861091,-0.03265310513185619,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,null
