DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Incoming ELA Proficiency (Based on 4th Grade),Average Incoming Math Proficiency (Based on 4th Grade),Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
08X301,M.S. 301 Paul L. Dunbar,Middle,237,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.74,0.73,0.74,0.82,0.85,0.88,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42856,2.25,2.28,0.241,0.283,0.046,0.87,0.3,0.709,0,0.388,0.578,0.03,2,0.611,0.901,0.309,0.935
08X302,M.S. 302 Luisa Dessus Cruz,Middle,489,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.86,0.73,0.92,0.85,0.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,42795,2.33,2.26,0.241,0.301,0.074,0.875,0.252,0.706,0.008,0.196,0.777,0.016,5.8,0.475,0.876,0.45,0.961
08X304,P.S. 304 Early Childhood School,Elementary,455,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,0.84,0.88,0.9,0.87,0.96,0.95,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,41961,,,0.009,0.209,0.057,0.319,0.029,0.207,0.064,0.051,0.611,0.255,15,0.973,0.948,0.14,0.974
08X333,P.S. 333 - The Museum School,Elementary,395,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.78,0.84,0.75,0.85,0.89,0.93,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42675,,,0.296,0.349,0.233,0.892,0.387,0.729,0.005,0.187,0.777,0.015,1.9,0.771,0.899,0.409,0.951
08X335,The Academy of the Arts,Elementary,260,,,,,,,,0.85,0.92,0.81,0.94,0.91,0.97,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,42090,,,0.15,0.315,0.177,0.874,0.304,0.723,0,0.269,0.708,0.012,4.7,0.652,0.914,0.338,0.97
08X337,The School for Inquiry and Social Justice,Middle,541,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.88,0.94,0.76,0.96,0.86,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42045,2.67,2.65,0.122,0.268,0.015,0.777,0.124,0.616,0.043,0.235,0.701,0.006,13,0.41,0.933,0.202,0.986
08X367,"Archimedes Academy for Math, Science and Technolog",Middle,285,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Meeting Target,0.71,0.69,0.58,0.67,0.72,0.75,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,2.68,2.59,0.098,0.239,0.081,0.712,0.151,0.526,0.112,0.337,0.537,0.011,10,0.778,0.898,0.361,0.964
08X371,Urban Institute of Mathematics,Middle,339,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.87,0.87,0.78,0.93,0.85,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42346,2.84,2.76,0.05,0.206,0.065,0.489,0.103,0.336,0.032,0.142,0.628,0.186,10,0.773,0.928,0.267,0.977
08X375,The Bronx Mathematics Preparatory School,Middle,239,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.71,0.73,0.69,0.77,0.84,0.84,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42856,2.37,2.28,0.155,0.326,0.176,0.897,0.385,0.724,0.017,0.343,0.586,0.017,1.5,0.692,0.881,0.435,0.956
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Middle,181,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.71,0.73,0.69,0.77,0.83,0.86,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,42795,2.6,2.48,0.077,0.293,0.044,0.797,0.138,0.646,0.044,0.188,0.735,0.017,2.5,0.857,0.897,0.392,0.959
08X424,The Hunts Point School,Middle,297,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,0.62,0.61,0.57,0.64,0.82,0.73,Proficient,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,42856,2.31,2.24,0.283,0.306,0.162,0.898,0.36,0.744,0.003,0.222,0.764,0,1.7,0.667,0.917,0.317,0.968
08X448,Soundview Academy for Culture and Scholarship,Middle,375,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.81,0.78,0.77,0.88,0.83,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42138,2.61,2.5,0.109,0.256,0.077,0.803,0.133,0.643,0.024,0.323,0.64,0.011,8,0.75,0.925,0.257,0.964
08X467,Mott Hall Community School,Middle,324,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.77,0.77,0.7,0.81,0.86,0.86,Developing,Developing,Developing,Proficient,Developing,,,,,,42493,2.59,2.5,0.13,0.262,0.077,0.626,0.133,0.485,0.034,0.139,0.698,0.127,2,0.778,0.902,0.391,0.965
08X562,Blueprint Middle School,Middle,333,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.85,0.76,0.79,0.81,0.89,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42736,2.51,2.58,0.183,0.198,0.06,0.75,0.138,0.58,0.213,0.147,0.574,0.054,5,0.192,0.921,0.294,0.973
09X004,P.S./M.S. 004 Crotona Park West,K-8,548,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.8,0.74,0.83,0.77,0.87,0.9,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42040,,,0.128,0.272,0.12,0.909,0.522,0.721,0.007,0.547,0.42,0.009,0.2,0.231,0.879,0.499,0.963
09X011,P.S. 011 Highbridge,Elementary,674,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.82,0.85,0.82,0.78,0.88,0.87,Well Developed,Well Developed,Proficient,Well Developed,Proficient,,,,,,42013,,,0.249,0.24,0.092,0.908,0.328,0.723,0.001,0.266,0.72,0.007,5.3,0.827,0.905,0.346,0.96
09X022,J.H.S. 022 Jordan L. Mott,Middle,419,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.79,0.85,0.78,0.86,0.9,0.93,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42826,2.15,2.12,0.399,0.217,0.088,0.879,0.32,0.695,0.005,0.205,0.773,0.01,4.3,0.563,0.934,0.196,0.973
09X028,P.S. 028 Mount Hope,Elementary,705,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.84,0.8,0.81,0.81,0.89,0.87,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,42736,,,0.322,0.252,0.116,0.901,0.33,0.739,0.013,0.193,0.78,0.011,4.8,0.73,0.901,0.378,0.963
09X035,P.S. 035 Franz Siegel,Elementary,671,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.85,0.72,0.85,0.89,0.92,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,42705,,,0.273,0.227,0.095,0.818,0.176,0.678,0.01,0.286,0.683,0.01,16.8,0.579,0.933,0.248,0.953
09X042,P.S. 042 Claremont,Elementary,414,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.93,0.81,0.97,0.93,0.94,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,Proficient,42795,,,0.157,0.292,0.058,0.924,0.3,0.775,0.007,0.394,0.585,0.01,4.3,0.7,0.927,0.273,0.961
09X053,P.S. 053 Basheer Quisim,Elementary,1136,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Exceeding Target,0.86,0.88,0.83,0.9,0.85,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42089,,,0.29,0.157,0.063,0.899,0.36,0.716,0.011,0.305,0.665,0.014,15,0.837,0.903,0.388,0.966
09X055,P.S. 055 Benjamin Franklin,Elementary,630,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.88,0.76,0.91,0.86,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42795,,,0.137,0.227,0.033,0.941,0.233,0.806,0.002,0.492,0.498,0.008,11.8,0.736,0.915,0.33,0.956
09X058,P.S. 058,Elementary,478,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.91,0.91,0.85,0.88,0.88,0.88,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,42767,,,0.224,0.255,0.157,0.899,0.328,0.726,0.008,0.262,0.697,0.019,12,0.833,0.88,0.469,0.956
09X063,P.S. 063 Author's Academy,Elementary,573,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.85,0.77,0.88,0.92,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42046,,,0.22,0.204,0.077,0.881,0.284,0.707,0.002,0.356,0.599,0.033,13,0.604,0.903,0.391,0.959
09X070,P.S. 070 Max Schoenfeld,Elementary,1282,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.78,0.66,0.86,0.87,0.86,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,42705,,,0.267,0.192,0.077,0.885,0.301,0.722,0.005,0.266,0.718,0.008,10.8,0.851,0.897,0.418,0.964
09X073,P.S. 073 Bronx,Elementary,698,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.66,0.75,0.75,0.73,0.85,0.83,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42705,,,0.246,0.215,0.092,0.884,0.292,0.706,0.001,0.261,0.712,0.016,4.8,0.863,0.891,0.43,0.951
09X109,P.S. 109 Sedgwick,Elementary,660,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.79,0.85,0.74,0.86,0.92,0.89,Proficient,Proficient,Developing,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42795,,,0.283,0.194,0.079,0.846,0.155,0.714,0,0.192,0.803,0.005,5,0.386,0.908,0.36,0.964
09X110,P.S. 110 Theodore Schoenfeld,Elementary,434,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.82,0.82,0.82,0.84,0.91,0.85,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,42795,,,0.161,0.24,0.115,0.904,0.276,0.728,0.005,0.419,0.532,0.044,10.9,0.657,0.929,0.267,0.959
09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,795,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.86,0.78,0.86,0.89,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42736,,,0.333,0.218,0.081,0.895,0.37,0.709,0.036,0.223,0.702,0.031,14,0.852,0.919,0.326,0.968
09X117,I.S. 117 Joseph H. Wade,Middle,562,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.75,0.69,0.8,0.92,0.85,Proficient,Developing,Developing,Proficient,Proficient,Developing,Proficient,Developing,Proficient,Proficient,42856,2.19,2.13,0.395,0.285,0.139,0.903,0.384,0.712,0.02,0.178,0.79,0.007,13.8,0.82,0.917,0.253,0.957
09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,562,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.76,0.71,0.69,0.74,0.84,0.76,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42767,,,0.263,0.169,0.084,0.901,0.26,0.753,0.007,0.222,0.751,0.016,11,0.66,0.904,0.371,0.963
09X128,Mott Hall III,Middle,360,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.89,0.74,0.9,0.88,0.89,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,41956,2.84,2.84,0.053,0.158,0.053,0.851,0.15,0.678,0.017,0.431,0.547,0,13,0.667,0.948,0.153,0.967
09X132,P.S. 132 Garret A. Morgan,Elementary,403,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.76,0.69,0.6,0.77,0.87,0.79,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42675,,,0.132,0.261,0.089,0.914,0.263,0.749,0.002,0.424,0.563,0.005,11.5,0.853,0.894,0.438,0.98
09X145,J.H.S. 145 Arturo Toscanini,Middle,287,,,,,,,,0.73,0.69,0.78,0.64,0.86,0.83,Developing,Developing,Developing,Developing,Developing,,,,,,42438,2.24,2.18,0.401,0.261,0.139,0.834,0.258,0.638,0.014,0.286,0.676,0.01,2.9,0.926,0.923,0.21,0.951
09X163,P.S. 163 Arthur A. Schomburg,Elementary,505,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.66,0.64,0.68,0.74,0.85,0.78,Well Developed,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42736,,,0.384,0.222,0.137,0.921,0.275,0.776,0.012,0.352,0.614,0.016,13.8,0.63,0.934,0.227,0.955
09X199,P.S. 199X - The Shakespeare School,Elementary,758,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.84,0.83,0.85,0.89,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,42736,,,0.309,0.224,0.107,0.895,0.331,0.723,0.011,0.297,0.665,0.018,17,0.736,0.898,0.406,0.951
09X204,P.S. 204 Morris Heights,Elementary,583,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.89,0.98,0.86,0.96,0.94,0.97,Well Developed,Proficient,Well Developed,Proficient,Well Developed,,,,,,41975,,,0.117,0.242,0.077,0.872,0.233,0.693,0.017,0.285,0.671,0.019,2.9,0.86,0.934,0.22,0.972
09X215,Kappa,Middle,256,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.87,0.94,0.77,0.96,0.85,0.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,42069,2.52,2.5,0.207,0.234,0.09,0.833,0.207,0.621,0.066,0.449,0.469,0.008,12,0.727,0.933,0.229,0.963
09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,K-8,998,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.75,0.75,0.76,0.73,0.87,0.83,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,42083,,,0.317,0.188,0.001,0.87,0.205,0.711,0.033,0.048,0.9,0.011,2.9,0.693,0.937,0.186,0.962
09X219,I.S. 219 New Venture School,Middle,311,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.75,0.67,0.69,0.72,0.82,0.79,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,42856,2.26,2.12,0.241,0.283,0.135,0.916,0.341,0.72,0.006,0.395,0.582,0.01,13,0.667,0.911,0.31,0.954
09X229,I.S. 229 Roland Patterson,Middle,237,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.69,0.66,0.66,0.72,0.9,0.84,Developing,Developing,Developing,Developing,Under Developed,Developing,Developing,Developing,Developing,Developing,42767,2.32,2.15,0.181,0.338,0.203,0.894,0.228,0.738,0.008,0.338,0.641,0.004,14.9,0.667,0.88,0.473,0.967
09X231,Eagle Academy for Young Men,Middle,198,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.76,0.77,0.65,0.82,0.89,0.81,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,42856,2.44,2.52,0.051,0.253,0.035,0.745,0.106,0.535,0.01,0.525,0.429,0.005,1.8,0.825,0.926,0.191,0.964
09X232,I.S. 232,Middle,476,Not Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,0.63,0.58,0.64,0.53,0.84,0.73,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Proficient,Under Developed,42675,2.35,2.27,0.38,0.225,0.084,0.894,0.292,0.695,0.011,0.212,0.769,0.004,0.3,0.649,0.924,0.265,0.965
09X236,P.S. 236 Langston Hughes,Elementary,302,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.83,0.78,0.79,0.92,0.89,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42026,,,0.152,0.275,0.01,0.884,0.258,0.712,0.01,0.275,0.685,0.013,1.8,0.852,0.942,0.191,0.965
09X241,Urban Assembly School for Applied Math and Science,Middle,266,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.77,0.69,0.82,0.84,0.85,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42383,2.43,2.41,0.169,0.271,0.053,0.881,0.139,0.748,0,0.316,0.669,0.004,4.9,0.462,0.906,0.308,0.964
09X274,The New American Academy at Roberto Clemente State,Elementary,742,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.83,0.94,0.7,0.94,0.9,0.95,Proficient,Well Developed,Proficient,Well Developed,Well Developed,,,,,,42124,,,0.182,0.268,0.133,0.924,0.314,0.784,0.005,0.369,0.602,0.011,4,0.525,0.868,0.545,0.974
09X294,The Walton Avenue School,Elementary,497,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.9,0.97,0.86,0.99,0.95,0.98,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42067,,,0.254,0.256,0.111,0.904,0.326,0.72,0.01,0.175,0.783,0.018,4,0.651,0.928,0.233,0.974
09X303,I.S. X303 Leadership & Community Service,Middle,320,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.97,0.85,0.99,0.88,0.95,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42076,2.46,2.39,0.191,0.328,0.169,0.851,0.184,0.672,0.006,0.231,0.753,0.003,17.7,0.567,0.934,0.236,0.968
09X311,Lucero Elementary School,Elementary,410,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.84,0.92,0.81,0.92,0.91,0.95,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,,,0.522,0.227,0.059,0.918,0.363,0.749,0.01,0.098,0.878,0.01,4,0.485,0.921,0.286,0.959
09X313,I.S. 313 School of Leadership Development,Middle,308,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.71,0.69,0.68,0.81,0.77,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42795,2.24,2.17,0.354,0.237,0.14,0.858,0.237,0.669,0.003,0.325,0.662,0.01,3,0.846,0.905,0.306,0.972
09X323,Bronx Writing Academy,Middle,451,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.76,0.82,0.74,0.87,0.84,0.88,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,42767,2.35,2.2,0.271,0.217,0.071,0.865,0.306,0.685,0.016,0.324,0.63,0.02,1.9,0.6,0.883,0.444,0.974
09X324,Bronx Early College Academy for Teaching & Learnin,Middle,273,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.93,0.73,0.9,0.86,0.91,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,42856,2.4,2.41,0.201,0.242,0.077,0.874,0.179,0.747,0.007,0.256,0.733,0,5.8,0.556,0.921,0.287,0.981
09X325,Urban Science Academy,Middle,254,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,0.78,0.87,0.73,0.91,0.97,0.93,Developing,Developing,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Developing,42826,2.23,2.1,0.339,0.264,0.118,0.855,0.335,0.654,0.02,0.331,0.638,0.008,12.3,0.63,0.906,0.363,0.965
09X327,Comprehensive Model School Project M.S. 327,Middle,295,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.84,0.87,0.74,0.92,0.84,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,42089,2.54,2.44,0.183,0.2,0.085,0.848,0.21,0.658,0.007,0.197,0.783,0.007,2.9,0.667,0.929,0.235,0.961
