DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
31R440,New Dorp High School,High School,2974,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.9,0.69,0.95,0.84,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42122,2.878,2.536,0.054,0.214,0.062,0.454,0.052,0.061,0.322,0.076,0.112,0.283,0.516,18.1,0.801,0.869,0.307,0.967
31R445,Port Richmond High School,High School,1583,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.92,0.71,0.94,0.88,0.91,Proficient,Proficient,Developing,Well Developed,Proficient,,,,,,42381,2.722,2.336,0.069,0.262,0.085,0.598,0.098,0.079,0.423,0.068,0.246,0.447,0.227,12.4,0.828,0.86,0.354,0.971
31R450,Curtis High School,High School,2558,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.77,0.84,0.69,0.86,0.79,0.88,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,42465,2.816,2.435,0.061,0.195,0.02,0.639,0.077,0.1,0.46,0.064,0.366,0.392,0.162,1.9,0.855,0.854,0.371,0.957
31R455,Tottenville High School,High School,3911,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.74,0.69,0.76,0.81,0.8,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,42115,3.249,3.031,0.01,0.179,0.042,0.231,0.021,0.028,0.134,0.053,0.018,0.12,0.793,3,0.856,0.905,0.274,0.958
31R460,Susan E. Wagner High School,High School,3301,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.81,0.87,0.74,0.88,0.8,0.89,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,42145,3.127,2.823,0.025,0.21,0.076,0.394,0.034,0.046,0.265,0.142,0.107,0.27,0.468,14.9,0.884,0.903,0.28,0.96
31R600,Ralph R. McKee Career and Technical Education High,High School,762,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.79,0.81,0.65,0.86,0.83,0.85,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,42767,2.671,2.366,0.047,0.29,0.075,0.605,0.062,0.059,0.47,0.056,0.287,0.434,0.201,10,0.761,0.874,0.393,0.968
31R605,Staten Island Technical High School,High School,1312,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.88,0.91,0.9,0.86,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42026,4.104,4.259,0.001,0.011,0,0.26,0.001,0.011,0.132,0.466,0.01,0.038,0.482,3.8,0.852,0.965,0.058,0.971
32K168,The Brooklyn School for Math and Research,High School,273,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.82,0.76,0.72,0.9,0.89,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,42405,2.662,2.516,0.114,0.172,0.004,0.686,0.092,0.121,0.502,0.037,0.462,0.425,0.051,6,0.611,0.879,0.406,0.968
32K403,Academy for Environmental Leadership,High School,288,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.72,0.7,0.63,0.69,0.79,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,42795,2.345,2.033,0.382,0.222,0.031,0.809,0.16,0.188,0.472,0.045,0.177,0.75,0.028,2.4,0.667,0.8,0.601,0.967
32K545,EBC High School for Public Service - Bushwick,High School,511,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.77,0.88,0.75,0.88,0.85,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42795,2.443,2.113,0.235,0.2,0.002,0.833,0.086,0.082,0.658,0.004,0.084,0.894,0.014,5.8,0.889,0.867,0.44,0.941
32K549,Bushwick School for Social Justice,High School,389,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.78,0.69,0.8,0.85,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,42479,2.436,2.072,0.311,0.203,0,0.832,0.17,0.175,0.548,0.005,0.208,0.756,0.023,3,0.75,0.784,0.596,0.963
32K552,Academy of Urban Planning,High School,194,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.83,0.92,0.76,0.95,0.86,0.94,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,42826,2.275,2.047,0.32,0.222,0.005,0.847,0.149,0.139,0.598,0.005,0.17,0.794,0.021,0.7,0.737,0.886,0.335,0.979
32K554,All City Leadership Secondary School,High School,231,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.95,0.95,0.89,0.98,0.92,0.97,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,42115,3.343,3.297,0.03,0.134,0.004,0.615,0.022,0.03,0.442,0.069,0.126,0.745,0.052,14,1,0.927,0.204,0.973
32K556,Bushwick Leaders High School for Academic Excellen,High School,284,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.71,0.8,0.7,0.77,0.85,0.87,Proficient,Proficient,Proficient,Proficient,Well Developed,,,,,,42122,2.343,1.994,0.264,0.271,0.014,0.844,0.123,0.215,0.641,0.011,0.18,0.785,0.011,13.4,0.462,0.812,0.603,0.98
84K356,Achievement First Crown Heights Charter School,High School,184,,,Meeting Target,,,,Meeting Target,0.75,0.83,0.71,0.86,0.84,0.84,,,,,,,,,,,,3.197,3.332,0,0.147,0.011,0.457,0.005,0.027,0.266,0,0.957,0.043,0,,,0.965,0.077,
84K357,KIPP AMP Charter School,High School,165,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,,,Meeting Target,0.85,0.9,0.81,0.91,0.87,0.92,,,,,,,,,,,,2.773,2.783,0.012,0.188,0,0.643,0,0.085,0.436,0,0.873,0.079,0.006,,,0.934,0.228,
84K358,Achievement First East New York Charter School,High School,136,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.84,0.86,0.72,0.89,0.87,0.84,,,,,,,,,,,,3.323,3.389,0.007,0.074,0,0.6,0.029,0.051,0.397,0.015,0.735,0.221,0.007,,,0.965,0.045,
84K359,The Uft Charter School,High School,312,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.8,0.86,0.72,0.87,0.85,0.9,,,,,,,,,,,,2.521,2.117,0.035,0.074,0,0.716,0.087,0.109,0.548,0.019,0.75,0.218,0.003,,,0.85,0.443,
84K473,Williamsburg Charter High School,High School,968,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.79,0.83,0.69,0.86,0.81,0.89,,,,,,,,,,,,2.719,2.391,0.059,0.146,0.027,0.69,0.035,0.068,0.503,0.004,0.286,0.682,0.012,,,0.895,0.315,
84K508,Achievement First Endeavor Charter School,High School,227,,,Meeting Target,,,,Approaching Target,0.75,0.83,0.71,0.86,0.84,0.84,,,,,,,,,,,,3.167,3.563,0.004,0.185,0.009,0.674,0.013,0.048,0.515,0.004,0.837,0.159,0,,,0.951,0.103,
84K517,Leadership Prep Bedford Stuyvesant Uncommon Prep C,High School,305,Meeting Target,Approaching Target,,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.84,0.73,0.66,0.79,0.87,0.82,,,,,,,,,,,,3.072,3.122,0.016,0.092,0,0.653,0.121,0.056,0.459,0,0.79,0.131,0.003,,,0.941,0.198,
84K538,Achievement First Bushwick Charter School,High School,208,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.84,0.86,0.72,0.89,0.87,0.84,,,,,,,,,,,,3.344,3.71,0.024,0.067,0,0.644,0,0.019,0.462,0,0.471,0.529,0,,,0.973,0.019,
84K626,Achievement First Brownsville Charter School,High School,103,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,,0.86,0.82,0.69,0.85,0.92,0.85,,,,,,,,,,,,3.309,3.278,0.01,0.107,0,0.578,0.029,0.049,0.32,0,0.874,0.117,0,,,0.966,0.03,
84K652,Brooklyn Ascend Charter School,High School,143,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,,0.78,0.76,0.69,0.81,0.91,0.86,,,,,,,,,,,,2.817,2.488,0.021,0.147,0,0.579,0.035,0.035,0.399,0,0.923,0.07,0,,,0.951,0.114,
84K693,Northside Charter High School,High School,400,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.78,0.88,0.75,0.87,0.77,0.9,,,,,,,,,,,,2.775,2.401,0.08,0.158,0.003,0.657,0.035,0.043,0.48,0.02,0.208,0.688,0.06,,,0.952,0.079,
84K707,Brooklyn Prospect Charter School,High School,418,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.84,0.76,0.9,0.91,0.91,,,,,,,,,,,,3.137,2.984,0.01,0.189,0.002,0.374,0.01,0.038,0.232,0.057,0.136,0.414,0.342,,,0.936,0.156,
84K712,Excellence Girls Charter School,High School,518,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.81,0.85,0.7,0.87,0.92,0.87,,,,,,,,,,,,3.143,3.237,0.012,0.122,0.006,0.563,0.1,0.031,0.38,0.002,0.71,0.249,0.004,,,0.935,0.172,
84K730,Summit Academy Charter School,High School,214,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,0.78,0.82,0.76,0.87,0.91,0.89,,,,,,,,,,,,2.749,2.466,0.019,0.145,0.009,0.704,0.061,0.075,0.528,0.005,0.561,0.35,0.023,,,0.85,0.42,
84K733,"Math, Engineering, and Science Academy Charter Hig",High School,479,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.78,0.85,0.77,0.85,0.85,0.91,,,,,,,,,,,,2.635,2.378,0.077,0.152,0.002,0.693,0.038,0.063,0.522,0.019,0.132,0.768,0.023,,,0.938,0.162,
84K738,New Visions Charter High School for Advanced Math,High School,450,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.81,0.82,0.86,0.86,0.91,,,,,,,,,,,,2.741,2.46,0.036,0.129,0.002,0.531,0.044,0.064,0.367,0.033,0.804,0.087,0.018,,,0.93,0.219,
84K739,New Visions Charter High School for the Humanities,High School,385,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.67,0.66,0.62,0.71,0.79,0.82,,,,,,,,,,,,2.645,2.227,0.018,0.174,0.005,0.595,0.06,0.081,0.421,0.01,0.844,0.101,0.01,,,0.891,0.364,
84K744,Coney Island Preparatory Public Charter School,High School,320,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.71,0.68,0.82,0.9,0.86,,,,,,,,,,,,3.038,3.012,0.019,0.188,0.003,0.661,0.016,0.05,0.503,0.097,0.434,0.334,0.1,,,,,
84K757,Unity Prep Charter School,High School,92,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.81,0.78,0.7,0.87,0.87,0.89,,,,,,,,,,,,2.746,2.215,0,0.293,0.033,0.732,0,0.109,0.576,0,0.837,0.141,0.011,,,0.954,0.097,
84K775,Leadership Preparatory Ocean Hill Charter School,High School,244,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,,0.83,0.85,0.66,0.88,0.93,0.88,,,,,,,,,,,,3.189,3.383,0.012,0.107,0,0.598,0.07,0.033,0.422,0.008,0.889,0.061,0.008,,,0.959,0.109,
84M065,Democracy Prep Endurance Charter School,High School,226,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,,0.84,0.92,0.67,0.92,0.87,0.87,,,,,,,,,,,,3.094,2.881,0.031,0.15,0.018,0.688,0.04,0.084,0.447,0,0.659,0.305,0.013,,,0.94,0.15,
84M068,KIPP Washington Heights Middle School,High School,92,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,,,,0.85,0.9,0.81,0.91,0.87,0.92,,,,,,,,,,,,3.208,3.235,0.043,0.109,0.011,0.712,0,0.076,0.533,0,0.152,0.848,0,,,0.963,0.088,
84M279,The Opportunity Charter School,High School,223,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.76,0.64,0.67,0.7,0.89,0.8,,,,,,,,,,,,2.28,1.936,0.108,0.632,0.193,0.759,0.09,0.108,0.574,0.013,0.57,0.399,0.009,,,0.856,0.493,
84M284,Harlem Children's Zone Promise Academy 1 Charter S,High School,276,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,0.76,0.73,0.69,0.79,0.86,0.85,,,,,,,,,,,,2.886,2.759,0.018,0.123,0.007,0.698,0.018,0.043,0.533,0.004,0.888,0.083,0.004,,,0.933,0.207,
84M335,Harlem Village Academy Leadership Charter School,High School,204,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.73,0.73,0.61,0.74,0.72,0.79,,,,,,,,,,,,3.058,2.909,0,0.167,0.01,0.687,0,0.039,0.451,0,0.701,0.299,0,,,0.95,0.099,
84M336,KIPP Infinity Charter School,High School,295,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,,,Meeting Target,0.85,0.9,0.81,0.91,0.87,0.92,,,,,,,,,,,,3.284,3.486,0.014,0.234,0.003,0.731,0,0.041,0.559,0.003,0.254,0.729,0.014,,,0.922,0.253,
84M341,Harlem Children's Zone Promise Academy II Charter,High School,202,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.77,0.81,0.71,0.84,0.88,0.88,,,,,,,,,,,,3.068,3.058,0.01,0.119,0.015,0.728,0.015,0.099,0.559,0.01,0.891,0.094,0.005,,,0.93,0.178,
84M350,Democracy Prep Charter School,High School,367,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.88,0.71,0.91,0.84,0.88,,,,,,,,,,,,3.206,3.298,0.016,0.169,0.008,0.651,0.027,0.06,0.463,0.005,0.668,0.294,0.005,,,0.949,0.111,
84M351,Success Academy Charter School - Harlem 1,High School,247,,,,,,,,,,,,,,,,,,,,,,,,,3.764,3.916,0,0.089,0,0.605,0,0.028,0.405,0,0.777,0.202,0.012,,,,,
84M353,New Heights Academy Charter School,High School,365,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.83,0.84,0.75,0.87,0.87,0.9,,,,,,,,,,,,2.788,2.449,0.071,0.126,0,0.799,0.008,0.082,0.668,0,0.044,0.956,0,,,0.939,0.162,
84M433,Renaissance Charter High School for Innovation,High School,470,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.72,0.77,0.68,0.81,0.8,0.85,,,,,,,,,,,,2.389,2.057,0.119,0.368,0.047,0.793,0.181,0.113,0.63,0.006,0.383,0.594,0.011,,,0.756,0.606,
84M478,Inwood Academy for Leadership Charter School,High School,314,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.73,0.74,0.65,0.81,0.87,0.87,,,,,,,,,,,,2.67,2.559,0.096,0.197,0.016,0.71,0.029,0.073,0.513,0,0.07,0.914,0.006,,,0.91,0.31,
84M481,Democracy Prep Harlem Charter School,High School,304,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.81,0.74,0.68,0.83,0.89,0.83,,,,,,,,,,,,3,2.997,0.023,0.132,0.01,0.683,0.013,0.089,0.457,0,0.602,0.368,0.01,,,0.946,0.123,
84M522,Broome Street Academy Charter School,High School,332,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.76,0.78,0.67,0.81,0.87,0.81,,,,,,,,,,,,2.575,2.214,0.015,0.238,0.012,0.704,0.157,0.166,0.473,0.009,0.581,0.34,0.003,,,0.827,0.598,
84M708,Harlem Prep Charter School,High School,104,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.81,0.8,0.68,0.87,0.89,0.88,,,,,,,,,,,,2.878,2.755,0.087,0.163,0.019,0.766,0.01,0.125,0.548,0.01,0.587,0.404,0,,,0.941,0.106,
84M709,Harlem Village Academy Charter School,High School,201,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Meeting Target,0.73,0.73,0.61,0.74,0.72,0.79,,,,,,,,,,,,2.877,2.866,0.005,0.204,0.01,0.618,0,0.06,0.348,0,0.786,0.204,0.005,,,0.958,0.048,
84M726,KIPP STAR College Prep Charter School,High School,255,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,,,Meeting Target,0.85,0.9,0.81,0.91,0.87,0.92,,,,,,,,,,,,2.981,2.825,0.024,0.235,0.004,0.647,0.004,0.016,0.443,0.012,0.537,0.416,0.016,,,0.951,0.136,
84Q320,New Visions Charter High School for Advanced Math,High School,255,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.72,0.83,0.66,0.88,0.84,0.89,,,,,,,,,,,,2.717,2.397,0.047,0.212,0.035,0.517,0.02,0.051,0.365,0.071,0.69,0.192,0.012,,,0.946,0.152,
84Q705,Renaissance Charter School,High School,217,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.78,0.82,0.7,0.81,0.89,0.86,,,,,,,,,,,,3.036,2.8,0.014,0.166,0.009,0.453,0.018,0.074,0.267,0.157,0.115,0.594,0.129,,,0.937,0.181,
84R067,John W. Lavelle Preparatory Charter School,High School,170,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.81,0.89,0.72,0.93,0.87,0.91,,,,,,,,,,,,2.688,2.468,0.035,0.341,0.006,0.5,0,0.018,0.371,0.053,0.329,0.465,0.153,,,0.927,0.196,
84X185,Bronx Lighthouse Charter School,High School,254,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.8,0.69,0.66,0.81,0.79,0.81,,,,,,,,,,,,2.967,2.607,0.024,0.126,0.004,0.68,0.031,0.035,0.472,0.008,0.335,0.657,0,,,0.923,0.146,
84X202,New Visions Charter High School for Advanced Math,High School,559,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.76,0.73,0.72,0.85,0.8,0.85,,,,,,,,,,,,2.68,2.408,0.1,0.175,0.014,0.787,0.07,0.089,0.617,0.027,0.428,0.506,0.011,,,0.922,0.266,
84X208,New Visions Charter High School for the Humanities,High School,476,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,0.63,0.66,0.61,0.67,0.75,0.79,,,,,,,,,,,,2.524,2.184,0.145,0.208,0.032,0.772,0.099,0.118,0.592,0.004,0.378,0.603,0.004,,,0.844,0.495,
84X345,Hyde Leadership Charter School,High School,273,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.76,0.76,0.7,0.8,0.92,0.88,,,,,,,,,,,,2.763,2.584,0.022,0.183,0.007,0.758,0,0.081,0.56,0,0.333,0.659,0.007,,,0.929,0.222,
84X347,International Leadership Charter High School,High School,390,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Meeting Target,0.75,0.73,0.58,0.67,0.65,0.71,,,,,,,,,,,,2.805,2.528,0.108,0.126,0.005,0.715,0.015,0.059,0.528,0.01,0.167,0.769,0.018,,,0.914,0.29,
84X393,University Prep Charter High School,High School,406,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.85,0.88,0.74,0.92,0.84,0.92,,,,,,,,,,,,2.751,2.542,0.089,0.163,0.002,0.749,0.034,0.076,0.539,0.012,0.355,0.623,0.005,,,0.973,0.056,
84X395,"NYC Charter High School for Architecture, Engineer",High School,425,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.78,0.81,0.74,0.84,0.83,0.88,,,,,,,,,,,,2.532,2.294,0.125,0.233,0.035,0.781,0.061,0.085,0.591,0.005,0.367,0.616,0.002,,,0.94,0.173,
84X429,Charter High School for Law and Social Justice,High School,248,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,,0.75,0.73,0.67,0.69,0.87,0.88,,,,,,,,,,,,2.785,2.348,0.04,0.129,0.008,0.698,0.04,0.085,0.484,0.004,0.23,0.617,0.012,,,0.878,0.377,
84X482,Dr. Richard Izquierdo Health and Science Charter S,High School,400,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.84,0.87,0.78,0.91,0.89,0.93,,,,,,,,,,,,2.73,2.468,0.1,0.153,0,0.796,0.033,0.06,0.588,0.008,0.278,0.695,0.013,,,0.92,0.286,
