DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How well do teachers work with each other?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - Dates of Review,Average Grade 4 English Proficiency,Average Grade 4 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
31R022,P.S. 022 Graniteville,Elementary,1067,Meeting Target,Exceeding Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.86,0.87,0.66,0.8,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,5-May-15,2.37,2.7,0.13,0.236,0.093,0.696,0.112,0.573,0.066,0.234,0.557,0.116,8,0.923,0.925,0.249,0.946
31R023,P.S. 023 Richmondtown,Elementary,504,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.95,0.97,0.95,0.92,0.88,0.97,Proficient,Proficient,Proficient,Well Developed,Well Developed,3-Dec-14,3.01,3.31,0.023,0.281,0.075,0.261,0.115,0.151,0.034,0.017,0.159,0.778,1.8,0.921,0.952,0.099,0.958
31R024,I.S. 024 Myra S. Barnes,Middle,1371,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.9,0.82,0.83,0.73,0.89,Proficient,Proficient,Proficient,Proficient,Developing,29-Apr-15,2.94,3.28,0.017,0.214,0.055,0.254,0.036,0.187,0.031,0.015,0.109,0.833,5.8,0.875,0.941,0.15,0.955
31R026,P.S. 026 The Carteret School,Elementary,222,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.99,0.99,0.97,0.94,0.89,0.99,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,24-Nov-14,2.97,3.01,0.082,0.23,0.087,0.392,0.051,0.286,0.077,0.046,0.352,0.5,4.2,0.765,0.951,0.105,0.966
31R027,I.S. 027 Anning S. Prall,Middle,1114,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,0.84,0.87,0.79,0.75,0.69,0.86,Developing,Developing,Developing,Proficient,Developing,27-Oct-14,2.63,2.86,0.056,0.24,0.086,0.557,0.054,0.437,0.11,0.225,0.39,0.253,9.3,0.962,0.924,0.264,0.964
31R028,The Eagle Academy for Young Men of Staten Island,Middle,62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.93,0.87,0.91,0.9,0.87,0.91,Developing,Developing,Proficient,Proficient,Proficient,21-May-15,2.29,2.54,0.032,0.339,0.161,0.705,0.177,0.581,0.097,0.532,0.323,0.048,1,0.833,0.925,0.234,0.972
31R029,P.S. 029 Bardwell,Elementary,744,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.94,0.95,0.97,0.88,0.97,0.96,Well Developed,Proficient,Proficient,Well Developed,Well Developed,"May 6-7, 2014",2.96,2.88,0.026,0.186,0.051,0.347,0.021,0.24,0.146,0.081,0.211,0.548,12.9,0.783,0.949,0.104,0.957
31R030,P.S. 030 Westerleigh,Elementary,792,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.95,0.97,0.96,0.89,0.84,0.96,Proficient,Well Developed,Proficient,Proficient,Well Developed,"February 10-11, 2014",2.77,3.1,0.047,0.248,0.04,0.31,0.031,0.205,0.053,0.028,0.226,0.668,2.4,0.911,0.945,0.14,0.973
31R031,P.S. 031 William T. Davis,Elementary,453,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.9,0.89,0.78,0.85,0.93,Developing,Developing,Developing,Proficient,Proficient,20-May-15,2.06,2.07,0.06,0.316,0.139,0.902,0.199,0.813,0.005,0.505,0.404,0.053,0.8,0.944,0.896,0.41,0.961
31R032,P.S. 032 The Gifford School,Elementary,714,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.9,0.93,0.83,0.86,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,"April 23-24, 2014",2.72,2.96,0.019,0.264,0.074,0.243,0.016,0.188,0.027,0.01,0.154,0.796,10.8,0.974,0.946,0.127,0.948
31R034,I.S. 034 Tottenville,Middle,1165,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.9,0.85,0.84,0.78,0.72,0.87,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,18-Dec-14,2.86,3.1,0.012,0.244,0.053,0.225,0.014,0.157,0.029,0.004,0.12,0.838,3.9,0.813,0.93,0.215,0.963
31R035,P.S. 35 The Clove Valley School,Elementary,379,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.99,0.96,0.99,0.85,0.87,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,17-Dec-14,3.26,3.61,0.024,0.185,0.003,0.319,0.024,0.235,0.079,0.084,0.222,0.586,8,0.913,0.941,0.138,0.965
31R036,P.S. 036 J. C. Drumgoole,Elementary,912,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.89,0.85,0.91,0.69,0.84,0.83,Proficient,Developing,Proficient,Proficient,Proficient,"May 13-14, 2014",3.14,3.16,0.02,0.202,0.024,0.173,0.018,0.12,0.044,0.004,0.108,0.829,9.4,0.932,0.951,0.076,0.965
31R038,P.S. 038 George Cromwell,Elementary,370,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.98,0.92,0.96,0.84,0.82,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,31-Mar-15,2.68,2.98,0.12,0.234,0.072,0.538,0.204,0.413,0.066,0.048,0.335,0.542,12,0.833,0.946,0.16,0.978
31R039,P.S. 39 Francis J. Murphy Jr.,Elementary,547,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.97,0.93,0.97,0.85,0.86,0.94,Proficient,Proficient,Well Developed,Well Developed,Well Developed,14-May-15,2.77,3.05,0.096,0.207,0.051,0.562,0.08,0.457,0.145,0.059,0.316,0.471,4.8,0.706,0.938,0.194,0.972
31R041,P.S. 041 New Dorp,Elementary,706,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,0.93,0.87,0.89,0.78,0.83,0.85,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,13-May-15,2.63,2.83,0.103,0.234,0.051,0.47,0.057,0.382,0.057,0.025,0.291,0.6,8.8,0.813,0.941,0.152,0.956
31R042,P.S. 042 Eltingville,Elementary,934,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.96,0.95,0.97,0.84,0.86,0.96,Proficient,Developing,Proficient,Proficient,Proficient,"May 6-7, 2014",2.7,3.19,0.028,0.225,0.054,0.249,0.012,0.155,0.035,0.002,0.121,0.83,9.6,0.983,0.946,0.128,0.966
31R044,P.S. 044 Thomas C. Brown,Elementary,942,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.89,0.85,0.87,0.72,0.81,0.9,Proficient,Developing,Developing,Proficient,Proficient,4-Mar-15,2.18,2.27,0.072,0.316,0.112,0.834,0.117,0.733,0.02,0.417,0.509,0.013,6.8,0.943,0.911,0.37,0.964
31R045,P.S. 045 John Tyler,Elementary,891,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.87,0.88,0.79,0.88,0.88,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"May 19-20, 2014",2.52,2.54,0.076,0.237,0.06,0.635,0.072,0.504,0.048,0.191,0.45,0.277,4.8,0.817,0.933,0.206,0.963
31R046,P.S. 046 Albert V. Maniscalco,Elementary,324,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.94,0.93,0.96,0.87,0.84,0.98,Proficient,Developing,Proficient,Proficient,Well Developed,12-Mar-15,2.41,2.57,0.101,0.307,0.17,0.659,0.052,0.575,0.092,0.154,0.363,0.373,9.4,0.815,0.916,0.273,0.965
31R048,P.S. 048 William G. Wilcox,K-8,885,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.94,0.93,0.88,0.92,0.87,0.94,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,2-Dec-14,3.03,3.25,0.061,0.188,0.039,0.334,0.028,0.235,0.173,0.041,0.174,0.595,11.2,0.849,0.952,0.101,0.973
31R049,I.S. 49 Berta A. Dreyfus,Middle,750,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.81,0.8,0.82,0.69,0.68,0.84,Proficient,Proficient,Proficient,Proficient,Proficient,"March 25-26, 2014",2.35,2.52,0.113,0.339,0.147,0.745,0.1,0.64,0.107,0.364,0.405,0.12,10.3,0.786,0.914,0.3,0.955
31R050,P.S. 050 Frank Hankinson,Elementary,857,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.96,0.95,0.97,0.9,0.86,0.96,Proficient,Proficient,Proficient,Well Developed,Proficient,3-Dec-14,3.15,3.58,0.053,0.176,0.048,0.234,0.041,0.145,0.085,0.023,0.15,0.721,2.4,0.857,0.948,0.11,0.958
31R051,I.S. 051 Edwin Markham,Middle,1245,Approaching Target,Exceeding Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.85,0.86,0.8,0.8,0.77,0.88,Proficient,Developing,Proficient,Proficient,Well Developed,3-Feb-15,2.47,2.65,0.083,0.304,0.11,0.604,0.071,0.484,0.056,0.224,0.459,0.246,4.5,0.847,0.911,0.287,0.964
31R052,P.S. 052 John C. Thompson,Elementary,502,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.93,0.93,0.94,0.85,0.86,0.94,Proficient,Proficient,Proficient,Well Developed,Proficient,15-Jan-15,2.69,2.67,0.124,0.227,0.045,0.398,0.094,0.251,0.073,0.021,0.178,0.719,5,1,0.944,0.166,0.955
31R053,P.S. 053 Bay Terrace,Elementary,710,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.98,0.97,0.99,0.91,0.87,0.96,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,7-Jan-15,2.96,3.24,0.042,0.23,0.051,0.24,0.03,0.178,0.043,0.024,0.12,0.795,12.7,0.827,0.946,0.133,0.967
31R054,P.S. 054 Charles W. Leng,Elementary,778,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.9,0.82,0.92,0.67,0.82,0.85,Proficient,Proficient,Proficient,Well Developed,Well Developed,7-Jan-15,2.84,3.36,0.072,0.226,0.05,0.439,0.019,0.337,0.318,0.046,0.267,0.347,3.9,0.959,0.943,0.157,0.963
31R055,P.S. 055 Henry M. Boehm,Elementary,644,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.95,0.91,0.89,0.8,0.86,0.9,Proficient,Proficient,Developing,Proficient,Proficient,"May 13-14, 2014",2.74,3.06,0.015,0.216,0.031,0.278,0.016,0.195,0.024,0.008,0.098,0.86,5.8,0.93,0.948,0.111,0.963
31R056,P.S. 56 The Louis Desario School,Elementary,694,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,0.93,0.89,0.93,0.73,0.82,0.88,Proficient,Developing,Developing,Proficient,Proficient,12-Dec-14,2.82,3.13,0.008,0.279,0.088,0.25,0.018,0.159,0.041,0.01,0.124,0.817,8.8,0.894,0.945,0.115,0.948
31R057,P.S. 057 Hubert H. Humphrey,Elementary,723,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.92,0.91,0.89,0.82,0.84,0.94,Proficient,Developing,Proficient,Proficient,Proficient,"October 29-30, 2013",2.17,2.14,0.089,0.32,0.168,0.845,0.109,0.747,0.034,0.55,0.344,0.06,0.8,0.925,0.901,0.361,0.956
31R058,Space Shuttle Columbia School,Elementary,800,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.96,0.97,0.94,0.88,0.81,0.97,Proficient,Proficient,Proficient,Proficient,Proficient,6-Mar-15,2.59,2.75,0.068,0.267,0.09,0.357,0.046,0.247,0.138,0.06,0.241,0.537,2.5,0.945,0.942,0.164,0.956
31R060,P.S. 060 Alice Austen,Elementary,922,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.85,0.84,0.91,0.78,0.84,0.88,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,24-Nov-14,2.55,2.96,0.039,0.255,0.089,0.356,0.021,0.298,0.101,0.039,0.264,0.572,1.3,0.887,0.953,0.102,0.968
31R061,I.S. 061 William A Morris,Middle,1131,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.81,0.85,0.81,0.75,0.74,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,1-May-15,2.42,2.53,0.071,0.264,0.124,0.717,0.118,0.579,0.034,0.34,0.448,0.168,3.8,0.94,0.913,0.286,0.957
31R063,Marsh Avenue School for Expeditionary Learning,Middle,444,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.94,0.88,0.9,0.85,0.76,0.86,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,15-Dec-14,2.91,3.17,0.002,0.182,0.029,0.317,0.043,0.187,0.113,0.077,0.176,0.619,1.8,0.8,0.954,0.097,0.959
31R065,P.S. 65 The Academy of Innovative Learning,Elementary,394,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.98,0.97,0.98,0.9,0.89,0.97,Well Developed,Proficient,Well Developed,Well Developed,Proficient,"December 11-12, 2013",2.73,2.85,0.034,0.223,0.089,0.503,0.095,0.313,0.045,0.218,0.425,0.251,7,0.769,0.95,0.117,0.976
31R069,P.S. 069 Daniel D. Tompkins,Elementary,944,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.98,0.94,0.96,0.86,0.82,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,15-May-15,2.82,3.06,0.062,0.215,0.031,0.371,0.027,0.295,0.15,0.03,0.208,0.589,7.8,0.745,0.951,0.116,0.957
31R072,I.S. 072 Rocco Laurie,Middle,1258,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Exceeding Target,0.89,0.93,0.86,0.87,0.69,0.93,Proficient,Proficient,Proficient,Well Developed,Well Developed,13-May-15,2.72,2.96,0.051,0.205,0.072,0.366,0.019,0.284,0.224,0.045,0.222,0.5,16.8,0.905,0.943,0.174,0.968
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,Elementary,313,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.83,0.81,0.76,0.86,0.88,Proficient,Proficient,Proficient,Proficient,Well Developed,11-Mar-15,2.14,2.12,0.307,0.347,0.181,0.817,0.17,0.697,0.065,0.231,0.632,0.072,5,0.655,0.917,0.287,0.966
31R075,I.S. 075 Frank D. Paulo,Middle,1357,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.92,0.94,0.85,0.9,0.74,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"December 10-11, 2013",2.99,3.23,0.01,0.214,0.055,0.207,0.023,0.144,0.081,0.017,0.111,0.786,2.8,0.854,0.949,0.124,0.969
31R078,PS 78,Elementary,668,Approaching Target,Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,Exceeding Target,N/A,0.91,0.9,0.77,0.85,0.84,0.94,Proficient,Developing,Developing,Developing,Proficient,12-Dec-14,2.21,2.36,0.081,0.307,0.106,0.884,0.171,0.793,0.022,0.429,0.481,0.054,3,0.667,0.899,0.407,0.968
31R080,The Michael J. Petrides School,K-8,1327,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.93,0.92,0.87,0.9,0.8,0.92,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 7-8, 2013",2.76,3,0.016,0.271,0.033,0.366,0.012,0.252,0.094,0.189,0.19,0.518,0,0,0.952,0.098,
31R861,Staten Island School of Civic Leadership,K-8,855,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.94,0.91,0.85,0.82,0.81,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,29-Jan-15,2.62,2.83,0.047,0.258,0.067,0.569,0.045,0.47,0.114,0.216,0.406,0.237,1.8,0.82,0.939,0.172,0.965
32K045,P.S./I.S. 045 Horace E. Greene,K-8,844,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.9,0.89,0.95,0.78,0.85,0.94,Developing,Developing,Proficient,Well Developed,Proficient,"January 29-30, 2014",2.43,2.54,0.144,0.153,0.046,0.824,0.178,0.689,0.022,0.486,0.468,0.006,9.9,0.75,0.903,0.372,0.956
32K075,P.S. 075 Mayda Cortiella,Elementary,508,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.91,0.87,0.87,0.71,0.81,0.83,Proficient,Developing,Proficient,Proficient,Proficient,"March 4-5, 2014",2.23,2.28,0.198,0.233,0.064,0.856,0.181,0.72,0.022,0.225,0.738,0.015,3.9,0.974,0.908,0.345,0.951
32K086,P.S. 086 The Irvington,Elementary,433,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.93,0.95,0.95,0.92,0.85,0.99,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,"May 15-16, 2014",2.23,2.42,0.282,0.217,0.023,0.881,0.159,0.73,0.044,0.014,0.921,0.016,0.7,0.833,0.948,0.161,0.955
32K106,P.S. 106 Edward Everett Hale,Elementary,548,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,0.96,0.94,0.96,0.86,0.83,0.96,Proficient,Developing,Proficient,Proficient,Proficient,"May 6-7, 2014",2.05,2.2,0.271,0.229,0.117,0.847,0.092,0.746,0.014,0.123,0.85,0.01,18.8,0.905,0.918,0.325,0.959
32K116,P.S. 116 Elizabeth L Farrell,Elementary,516,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,0.9,0.81,0.9,0.63,0.79,0.83,Proficient,Proficient,Proficient,Well Developed,Well Developed,19-Nov-14,2.19,2.31,0.254,0.2,0.031,0.842,0.14,0.707,0.019,0.035,0.942,0.004,0.4,0.925,0.935,0.205,0.956
32K123,P.S. 123 Suydam,Elementary,806,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.9,0.94,0.94,0.88,0.89,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,"February 11-12, 2014",2.23,2.43,0.277,0.194,0.039,0.859,0.09,0.762,0.031,0.032,0.905,0.021,0.8,0.806,0.945,0.167,0.955
32K145,P.S. 145 Andrew Jackson,Elementary,783,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,0.91,0.91,0.93,0.83,0.82,0.96,Proficient,Developing,Developing,Proficient,Proficient,29-Apr-15,2.32,2.52,0.257,0.161,0.054,0.855,0.1,0.743,0.01,0.033,0.945,0.008,0.8,0.833,0.929,0.241,0.955
32K151,P.S. 151 Lyndon B. Johnson,Elementary,332,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.85,0.87,0.78,0.87,0.89,Developing,Developing,Developing,Proficient,Proficient,25-Mar-15,2.07,2.06,0.223,0.29,0.073,0.892,0.236,0.78,0.003,0.207,0.72,0.07,0.8,0.871,0.926,0.275,0.978
32K162,J.H.S. 162 The Willoughby,Middle,473,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.89,0.83,0.84,0.78,0.77,0.86,Proficient,Proficient,Proficient,Proficient,Proficient,4-Mar-15,2.19,2.34,0.205,0.252,0.082,0.845,0.137,0.704,0.021,0.036,0.901,0.034,0,0.756,0.905,0.307,0.96
32K274,P.S. 274 Kosciusko,Elementary,555,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.91,0.88,0.95,0.81,0.85,0.93,Proficient,Proficient,Well Developed,Well Developed,Well Developed,28-Jan-15,2.38,2.83,0.223,0.135,0.066,0.833,0.231,0.675,0.024,0.114,0.827,0.018,8.8,0.842,0.92,0.307,0.965
32K291,J.H.S. 291 Roland Hayes,Middle,403,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.96,0.97,0.88,0.89,0.78,0.93,Proficient,Proficient,Proficient,Proficient,Proficient,11-Feb-15,2.07,2.27,0.266,0.221,0.097,0.839,0.114,0.705,0.02,0.151,0.797,0.03,3.8,0.778,0.894,0.357,0.968
32K299,P.S. 299 Thomas Warren Field,Elementary,349,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.95,0.92,0.93,0.85,0.98,0.93,Well Developed,Proficient,Proficient,Proficient,Well Developed,30-Jan-15,2.21,2.28,0.175,0.257,0.146,0.893,0.302,0.752,0.003,0.498,0.473,0.019,7.7,0.9,0.923,0.291,0.951
32K347,I.S. 347 School of Humanities,Middle,325,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.9,0.82,0.84,0.81,0.93,Proficient,Developing,Proficient,Proficient,Proficient,13-May-15,2.27,2.43,0.188,0.237,0.114,0.821,0.074,0.714,0.015,0.08,0.895,0.009,9.8,0.893,0.92,0.238,0.959
32K349,"I.S. 349 Math, Science & Tech.",Middle,358,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.91,0.83,0.79,0.78,0.92,Developing,Developing,Developing,Developing,Developing,5-Feb-15,2.19,2.41,0.243,0.134,0.05,0.863,0.184,0.707,0.006,0.061,0.933,0,11,1,0.936,0.178,0.948
32K376,P.S. 376,Elementary,595,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Exceeding Target,0.96,0.97,0.98,0.92,0.81,0.95,Well Developed,Proficient,Proficient,Well Developed,Well Developed,3-Dec-14,2.42,2.41,0.23,0.146,0.017,0.88,0.203,0.741,0.003,0.079,0.899,0.013,4.4,0.632,0.948,0.126,0.969
32K377,P.S. 377 Alejandrina B. De Gautier,K-8,485,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.9,0.85,0.85,0.73,0.81,0.89,Proficient,Developing,Developing,Developing,Proficient,7-Jan-15,2.15,2.33,0.198,0.265,0.114,0.819,0.089,0.699,0.002,0.111,0.855,0.022,9.9,0.946,0.912,0.321,0.956
32K383,J.H.S. 383 Philippa Schuyler,Middle,918,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.89,0.9,0.85,0.84,0.77,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,7-Jan-15,3.02,3.28,0.017,0.097,0.036,0.643,0.042,0.481,0.052,0.468,0.456,0.019,2.8,0.75,0.958,0.102,0.953
