DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - Dates of Review,Average Grade 5 English Proficiency,Average Grade 5 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
18K233,P.S. 233 Langston Hughes,Elementary,462,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.89,0.93,0.84,0.95,0.91,0.96,Proficient,Proficient,Proficient,Proficient,Proficient,42080,,,0.028,0.199,0.065,0.62,0.106,0.502,0.009,0.926,0.05,0.006,9.4,0.923,0.932,0.223,0.978
18K235,P.S. 235 Janice Marie Knight School,K-8,1240,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.93,0.89,0.78,0.92,0.89,0.91,Proficient,Proficient,Proficient,Proficient,Developing,42410,,,0.013,0.081,0.035,0.518,0.037,0.377,0.01,0.946,0.014,0.014,3.6,0.903,0.956,0.112,0.956
18K244,P.S. 244 Richard R. Green,Elementary,575,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.78,0.73,0.76,0.63,0.88,0.77,Proficient,Proficient,Proficient,Proficient,Proficient,42382,,,0.021,0.235,0.071,0.619,0.141,0.457,0.003,0.955,0.026,0.009,2.8,0.905,0.928,0.223,0.954
18K268,P.S. 268 Emma Lazarus,Elementary,393,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.91,0.81,0.65,0.88,0.91,0.97,Proficient,Developing,Proficient,Proficient,Proficient,41941,,,0.056,0.155,0.01,0.716,0.081,0.57,0.003,0.939,0.041,0.018,1.4,0.966,0.933,0.204,0.96
18K272,P.S. 272 Curtis Estabrook,Elementary,447,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.79,0.82,0.73,0.84,0.86,0.87,Proficient,Developing,Developing,Proficient,Proficient,42142,,,0.029,0.264,0.152,0.814,0.237,0.66,0.029,0.761,0.157,0.027,10.3,0.933,0.894,0.457,0.956
18K276,P.S. 276 Louis Marshall,Elementary,611,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.87,0.87,0.86,0.86,0.88,0.9,Proficient,Developing,Proficient,Proficient,Proficient,42481,,,0.085,0.191,0.074,0.585,0.07,0.47,0.011,0.897,0.056,0.015,5.6,0.907,0.94,0.175,0.956
18K279,P.S. 279 Herman Schreiber,Elementary,428,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.79,0.74,0.73,0.79,0.93,0.83,Proficient,Proficient,Proficient,Well Developed,Proficient,41990,,,0.021,0.126,0.03,0.559,0.082,0.439,0.005,0.928,0.047,0.009,9,0.789,0.945,0.162,0.945
18K285,I.S. 285 Meyer Levin,Middle,704,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.9,0.92,0.83,0.93,0.87,0.92,Proficient,Proficient,Developing,Proficient,Proficient,41983,2.55,2.36,0.014,0.179,0.061,0.628,0.138,0.483,0.003,0.938,0.047,0.007,0.9,0.889,0.916,0.258,0.964
18K366,The Science And Medicine Middle School,Middle,498,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.78,0.74,0.64,0.82,0.85,0.81,Proficient,Developing,Developing,Proficient,Proficient,42318,2.62,2.43,0.016,0.181,0.062,0.571,0.066,0.442,0.006,0.924,0.064,0.006,1.9,0.762,0.951,0.126,0.961
18K581,East Flatbush Community Research School,Middle,129,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.88,0.85,0.72,0.9,0.9,0.87,Proficient,Proficient,Proficient,Well Developed,Well Developed,42430,2.37,2.21,0.116,0.271,0.085,0.661,0.085,0.519,0.016,0.891,0.016,0.016,4,0.813,0.927,0.201,0.949
18K588,Middle School for Art and Philosophy,Middle,218,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.8,0.68,0.88,0.83,0.83,Well Developed,Proficient,Proficient,Proficient,Well Developed,42026,2.4,2.19,0.064,0.252,0.106,0.738,0.202,0.573,0.005,0.881,0.06,0.014,4.8,0.895,0.917,0.241,0.971
18K598,Middle School of Marketing and Legal Studies,Middle,180,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.87,0.68,0.73,0.85,0.86,0.79,Proficient,Proficient,Proficient,Well Developed,Proficient,42012,2.61,2.36,0.05,0.161,0.061,0.67,0.156,0.483,0.017,0.889,0.072,0.017,9,0.8,0.93,0.227,0.976
18K763,Brooklyn Science and Engineering Academy,Middle,149,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.95,0.96,0.91,0.98,0.95,0.98,Well Developed,Proficient,Well Developed,Well Developed,Proficient,42088,2.62,2.51,0.027,0.168,0.101,0.51,0.067,0.362,0,0.94,0.027,0.013,2,0.308,0.955,0.094,0.98
19K007,P.S. 007 Abraham Lincoln,Elementary,933,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.77,0.76,0.7,0.71,0.91,0.86,Proficient,Proficient,Developing,Proficient,Developing,42046,,,0.193,0.184,0.065,0.765,0.064,0.608,0.064,0.096,0.802,0.019,3.5,0.859,0.929,0.264,0.959
19K013,P.S. 013 Roberto Clemente,Elementary,483,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.74,0.72,0.6,0.74,0.88,0.77,Proficient,Proficient,Proficient,Well Developed,Proficient,42034,,,0.122,0.213,0.068,0.892,0.302,0.76,0.008,0.675,0.271,0.031,2,0.944,0.911,0.335,0.971
19K065,P.S. 065,Elementary,660,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.94,0.97,0.95,0.96,0.92,0.98,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,41962,,,0.267,0.132,0.009,0.808,0.291,0.609,0.024,0.106,0.817,0.005,11.8,0.667,0.939,0.196,0.97
19K089,P.S. 089 Cypress Hills,K-8,440,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.72,0.7,0.76,0.76,0.93,0.84,Proficient,Proficient,Proficient,Well Developed,Well Developed,42130,,,0.43,0.259,0.027,0.84,0.134,0.702,0.007,0.023,0.957,0,11.9,0.643,0.951,0.13,0.97
19K108,P.S. 108 Sal Abbracciamento,Elementary,874,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.9,0.85,0.87,0.9,0.92,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41977,,,0.13,0.254,0.071,0.802,0.221,0.64,0.059,0.12,0.788,0.015,13,0.725,0.935,0.243,0.957
19K149,P.S. 149 Danny Kaye,Elementary,658,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.77,0.75,0.66,0.79,0.84,0.85,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42328,,,0.088,0.167,0.111,0.873,0.264,0.698,0.032,0.622,0.334,0.008,3.9,0.848,0.912,0.335,0.972
19K158,P.S. 158 Warwick,Elementary,554,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.89,0.96,0.86,0.96,0.9,0.94,Proficient,Proficient,Proficient,Well Developed,Proficient,41955,,,0.072,0.215,0.173,0.871,0.229,0.749,0.011,0.547,0.413,0.005,10.9,0.851,0.915,0.33,0.962
19K159,P.S. 159 Isaac Pitkin,Elementary,841,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.94,0.96,0.94,0.94,0.86,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42346,,,0.182,0.151,0.071,0.818,0.153,0.673,0.314,0.394,0.259,0.01,10,0.833,0.927,0.276,0.974
19K171,I.S. 171 Abraham Lincoln,Middle,547,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.88,0.91,0.8,0.91,0.84,0.93,Proficient,Developing,Proficient,Proficient,Proficient,42115,2.59,2.49,0.221,0.168,0.073,0.761,0.099,0.589,0.04,0.141,0.771,0.013,2.5,0.95,0.94,0.18,0.955
19K174,P.S. 174 Dumont,Middle,42,,,,,,,,0.91,0.83,0.54,0.93,0.89,0.9,Developing,Developing,Developing,Proficient,Proficient,42033,2,2.02,0.071,0.333,0.167,0.959,0.405,0.762,0,0.69,0.31,0,13.9,1,0.939,0.209,0.903
19K190,P.S. 190 Sheffield,Elementary,159,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,0.89,0.84,0.84,0.87,0.92,0.91,Proficient,Developing,Proficient,Proficient,Proficient,41941,,,0.025,0.151,0.05,0.796,0.245,0.604,0.006,0.774,0.208,0.006,11.1,1,0.894,0.442,0.961
19K202,P.S. 202 Ernest S. Jenkyns,Elementary,458,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.81,0.73,0.72,0.77,0.87,0.83,Proficient,Developing,Proficient,Proficient,Proficient,41968,,,0.103,0.295,0.105,0.887,0.26,0.731,0.007,0.607,0.349,0.022,3.3,0.816,0.886,0.464,0.963
19K213,P.S. 213 New Lots,Elementary,328,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,0.83,0.82,0.83,0.8,0.83,0.81,Proficient,Developing,Proficient,Proficient,Proficient,42068,,,0.085,0.198,0.095,0.849,0.244,0.677,0.009,0.741,0.216,0.024,3.2,0.846,0.891,0.429,0.961
19K214,P.S. 214 Michael Friedsam,Elementary,859,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.75,0.76,0.79,0.71,0.9,0.85,Proficient,Proficient,Developing,Proficient,Proficient,42094,,,0.154,0.172,0.083,0.808,0.097,0.624,0.492,0.127,0.35,0.023,1.7,0.879,0.932,0.225,0.958
19K218,J.H.S. 218 James P. Sinnott,Middle,419,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.73,0.74,0.67,0.73,0.83,0.83,Developing,Under Developed,Under Developed,Developing,Developing,41977,2.36,2.26,0.22,0.267,0.112,0.829,0.138,0.673,0.196,0.363,0.425,0.007,2.9,0.816,0.889,0.394,0.959
19K224,P.S. 224 Hale A. Woodruff,Elementary,470,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.83,0.69,0.87,0.87,0.88,Proficient,Proficient,Proficient,Proficient,Well Developed,42018,,,0.06,0.279,0.123,0.87,0.204,0.747,0.021,0.655,0.294,0.017,12,1,0.915,0.29,0.959
19K273,P.S. 273 Wortman,Elementary,322,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.91,0.9,0.78,0.93,0.93,0.96,Proficient,Proficient,Developing,Proficient,Proficient,42047,,,0.022,0.273,0.115,0.828,0.224,0.705,0.003,0.742,0.233,0.009,10.8,0.871,0.914,0.348,0.956
19K290,P.S. 290 Juan Morel Campos,Elementary,573,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,0.82,0.75,0.77,0.85,0.88,0.82,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,41957,,,0.18,0.187,0.058,0.805,0.166,0.656,0.04,0.239,0.703,0.009,13,0.841,0.934,0.228,0.965
19K292,J.H.S. 292 Margaret S. Douglas,Middle,623,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,0.77,0.7,0.66,0.77,0.78,0.81,Proficient,Proficient,Proficient,Proficient,Well Developed,42067,2.57,2.54,0.096,0.167,0.083,0.842,0.204,0.681,0.119,0.522,0.331,0.014,1.8,0.818,0.911,0.259,0.956
19K306,P.S. 306 Ethan Allen,K-8,535,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.67,0.62,0.68,0.57,0.85,0.76,Developing,Developing,Proficient,Proficient,Developing,42495,,,0.03,0.353,0.196,0.902,0.209,0.798,0.006,0.736,0.243,0.004,12.4,0.939,0.89,0.456,0.948
19K311,Essence School,Middle,124,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.75,0.85,0.69,0.93,0.87,0.89,Proficient,Proficient,Proficient,Proficient,Proficient,42437,2.16,2.07,0.21,0.339,0.153,0.837,0.185,0.661,0.04,0.677,0.202,0.073,2.9,0.667,0.916,0.355,0.952
19K325,The Fresh Creek School,Elementary,241,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.8,0.77,0.69,0.86,0.88,0.87,Proficient,Proficient,Developing,Proficient,Developing,42493,,,0.033,0.245,0.108,0.861,0.145,0.718,0.008,0.734,0.241,0.008,5,0.579,0.923,0.329,0.971
19K328,P.S. 328 Phyllis Wheatley,Elementary,280,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.82,0.82,0.61,0.9,0.89,0.93,Proficient,Developing,Proficient,Proficient,Proficient,42446,,,0.193,0.325,0.154,0.95,0.425,0.8,0.018,0.582,0.357,0.032,2.9,1,0.912,0.349,0.971
19K345,P.S. 345 Patrolman Robert Bolden,Elementary,609,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.75,0.74,0.76,0.9,0.84,Developing,Developing,Proficient,Proficient,Proficient,42089,,,0.163,0.166,0.087,0.83,0.182,0.655,0.061,0.392,0.496,0.02,11.8,0.905,0.913,0.321,0.953
19K346,P.S. 346 Abe Stark,Elementary,602,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.88,0.79,0.89,0.88,0.9,Proficient,Developing,Developing,Proficient,Proficient,42094,,,0.015,0.234,0.065,0.681,0.115,0.492,0.063,0.621,0.238,0.058,10,0.922,0.933,0.215,0.955
19K364,I.S. 364 Gateway,Middle,313,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.83,0.72,0.92,0.81,0.9,Proficient,Proficient,Proficient,Proficient,Proficient,42076,2.56,2.54,0.019,0.243,0.08,0.692,0.102,0.502,0.022,0.684,0.246,0.026,0.4,1,0.92,0.298,0.972
19K404,Academy for Young Writers,Middle,210,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.76,0.77,0.66,0.87,0.84,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41976,2.59,2.45,0.019,0.195,0.029,0.701,0.152,0.643,0.005,0.7,0.271,0.01,5.9,0.574,0.896,0.368,0.97
19K409,East New York Family Academy,Middle,210,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.87,0.69,0.94,0.87,0.9,Proficient,Developing,Developing,Proficient,Proficient,42332,2.73,2.8,0.029,0.171,0.005,0.716,0.119,0.562,0.033,0.676,0.252,0.014,2.6,0.735,0.95,0.075,0.968
19K422,Spring Creek Community School,Middle,233,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.86,0.93,0.72,0.97,0.87,0.9,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42027,2.42,2.31,0.017,0.227,0.039,0.739,0.094,0.609,0.017,0.738,0.232,0.004,4,0.393,0.914,0.247,0.974
19K452,Frederick Douglass Academy VIII Middle School,Middle,308,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.89,0.86,0.8,0.92,0.92,0.9,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42440,2.88,2.82,0.023,0.149,0,0.645,0.042,0.471,0.052,0.721,0.227,0,1.2,0.792,0.953,0.117,0.975
19K557,Brooklyn Gardens Elementary School,Elementary,252,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,,0.89,0.96,0.76,0.95,0.9,0.95,Well Developed,Proficient,Proficient,Well Developed,Proficient,42040,,,0.083,0.294,0.115,0.933,0.385,0.794,0.004,0.627,0.341,0.02,3,0.333,0.913,0.331,0.963
19K654,Van Siclen Community Middle School,Middle,302,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.87,0.93,0.76,0.97,0.84,0.92,Proficient,Proficient,Proficient,Well Developed,Proficient,42128,2.23,2.12,0.139,0.285,0.089,0.793,0.189,0.636,0.02,0.669,0.285,0.02,3,0.278,0.911,0.297,0.978
19K661,Vista Academy,Middle,342,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.9,0.88,0.82,0.94,0.86,0.91,Proficient,Developing,Developing,Well Developed,Proficient,42122,2.64,2.65,0.111,0.19,0.082,0.781,0.164,0.602,0.038,0.249,0.658,0.015,3,0.286,0.928,0.257,0.963
19K662,Liberty Avenue Middle School,Middle,431,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,0.83,0.84,0.92,0.91,0.85,0.95,Well Developed,Proficient,Well Developed,Well Developed,Proficient,42123,2.57,2.51,0.202,0.181,0.028,0.806,0.183,0.638,0.049,0.237,0.684,0.014,3,0.314,0.906,0.337,0.972
19K663,School of the Future Brooklyn,Middle,157,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.81,0.9,0.76,0.91,0.84,0.89,Well Developed,Developing,Developing,Proficient,Proficient,42041,2.33,2.18,0.038,0.312,0.032,0.877,0.28,0.688,0.019,0.637,0.331,0.006,3,0.133,0.93,0.262,0.975
19K677,East New York Elementary School of Excellence,Elementary,536,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.68,0.62,0.73,0.86,0.86,Proficient,Proficient,Proficient,Proficient,Proficient,42034,,,0.146,0.228,0.095,0.833,0.168,0.681,0.024,0.597,0.354,0.015,0.9,0.771,0.917,0.313,1
19K678,East New York Middle School of Excellence,Middle,260,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Approaching Target,0.82,0.82,0.86,0.87,0.91,0.92,Proficient,Developing,Proficient,Proficient,Proficient,42423,2.4,2.29,0.046,0.238,0.038,0.847,0.15,0.715,0.038,0.592,0.365,0,3.9,0.652,0.927,0.289,0.951
19K760,Highland Park Community School,Middle,203,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.9,0.8,0.77,0.87,0.86,0.89,Proficient,Developing,Proficient,Proficient,Proficient,42079,2.67,2.62,0.133,0.207,0.074,0.775,0.123,0.591,0.025,0.172,0.783,0.005,2,0.438,0.916,0.269,0.966
20K030,P.S./I.S. 30 Mary White Ovington,Middle,715,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.81,0.84,0.69,0.86,0.88,0.89,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42409,3.02,3.13,0.123,0.176,0.044,0.638,0.031,0.483,0.147,0.015,0.309,0.527,5.6,0.561,0.954,0.105,0.974
20K048,P.S. 048 Mapleton,Elementary,577,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.82,0.85,0.81,0.86,0.86,0.92,Proficient,Developing,Proficient,Well Developed,Well Developed,42389,,,0.286,0.194,0.054,0.671,0.035,0.562,0.475,0.009,0.27,0.225,15.4,0.837,0.947,0.171,0.959
20K062,J.H.S. 062 Ditmas,Middle,1191,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,0.88,0.85,0.79,0.89,0.83,0.92,Proficient,Proficient,Proficient,Proficient,Proficient,42458,2.61,2.66,0.223,0.183,0.049,0.716,0.088,0.579,0.312,0.238,0.31,0.133,9.8,0.824,0.954,0.107,0.957
20K069,P.S. 69 Vincent D. Grippo School,Elementary,845,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.92,0.93,0.89,0.94,0.91,0.97,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,41969,,,0.534,0.112,0.03,0.776,0.173,0.568,0.901,0.001,0.052,0.044,9.9,0.897,0.982,0.031,0.97
20K102,P.S. 102 The Bayview,Elementary,1425,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,0.89,0.86,0.81,0.88,0.94,0.9,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42016,,,0.15,0.173,0.054,0.533,0.021,0.397,0.15,0.011,0.254,0.561,3.7,0.736,0.956,0.103,0.954
20K104,P.S./I.S. 104 The Fort Hamilton School,K-8,1236,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.91,0.91,0.76,0.94,0.91,0.91,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,42332,,,0.094,0.138,0.028,0.5,0.019,0.348,0.217,0.034,0.244,0.471,19.4,0.873,0.958,0.107,0.967
20K105,P.S. 105 The Blythebourne,Elementary,1675,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.87,0.85,0.87,0.91,0.9,0.92,Well Developed,Proficient,Proficient,Well Developed,Well Developed,42493,,,0.498,0.072,0.012,0.735,0.019,0.571,0.922,0.001,0.044,0.032,14.9,0.82,0.983,0.02,0.967
20K112,P.S. 112 Lefferts Park,Elementary,595,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.92,0.94,0.87,0.95,0.92,0.96,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,42087,,,0.25,0.188,0.01,0.681,0.039,0.558,0.424,0,0.319,0.254,13.9,0.723,0.958,0.107,0.949
20K127,P.S. 127 Mckinley Park,Elementary,529,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.96,0.95,0.94,0.96,0.95,0.98,Proficient,Proficient,Well Developed,Well Developed,Well Developed,42025,,,0.299,0.208,0.021,0.545,0.049,0.397,0.314,0.009,0.216,0.452,6,0.789,0.954,0.121,0.96
